season,season_type,week,game_id,play_id,event,event_type,time,frame_id
2021,REG,1,2021090900,583,huddle_start_offense,GE,2021-09-10T00:42:31.788+0000,1
2021,REG,1,2021090900,583,huddle_break_offense,GE,2021-09-10T00:42:38.960+0000,73
2021,REG,1,2021090900,583,line_set,GE,2021-09-10T00:42:47.800+0000,161
2021,REG,1,2021090900,583,man_in_motion,GE,2021-09-10T00:42:48.800+0000,171
2021,REG,1,2021090900,583,ball_snap,video_ge,2021-09-10T00:42:52.742+0000,211
2021,REG,1,2021090900,583,play_action,video_ge,2021-09-10T00:42:53.743+0000,221
2021,REG,1,2021090900,583,pass_forward,video_ge,2021-09-10T00:42:54.711+0000,231
2021,REG,1,2021090900,583,pass_arrived,video_ge,2021-09-10T00:42:55.411+0000,238
2021,REG,1,2021090900,583,pass_outcome_touchdown,video_ge,2021-09-10T00:42:55.478+0000,238
2021,REG,1,2021090900,583,play_submit,GE,2021-09-10T00:43:11.434+0000,397
2021,REG,1,2021090900,788,huddle_start_offense,GE,2021-09-10T00:51:00.464+0000,1
2021,REG,1,2021090900,788,huddle_break_offense,GE,2021-09-10T00:51:03.194+0000,28
2021,REG,1,2021090900,788,line_set,GE,2021-09-10T00:51:10.300+0000,99
2021,REG,1,2021090900,788,ball_snap,video_ge,2021-09-10T00:51:16.012+0000,157
2021,REG,1,2021090900,788,pass_forward,video_ge,2021-09-10T00:51:18.915+0000,186
2021,REG,1,2021090900,788,pass_arrived,video_ge,2021-09-10T00:51:20.750+0000,204
2021,REG,1,2021090900,788,pass_outcome_caught,video_ge,2021-09-10T00:51:20.817+0000,205
2021,REG,1,2021090900,788,first_contact,video_ge,2021-09-10T00:51:20.917+0000,206
2021,REG,1,2021090900,788,touchdown,video_ge,2021-09-10T00:51:21.818+0000,215
2021,REG,1,2021090900,788,play_submit,GE,2021-09-10T00:51:43.714+0000,433
2021,REG,1,2021090900,1312,huddle_start_offense,GE,2021-09-10T01:15:48.600+0000,2
2021,REG,1,2021090900,1312,huddle_break_offense,GE,2021-09-10T01:16:02.340+0000,140
2021,REG,1,2021090900,1312,line_set,GE,2021-09-10T01:16:07.700+0000,193
2021,REG,1,2021090900,1312,man_in_motion,GE,2021-09-10T01:16:08.700+0000,203
2021,REG,1,2021090900,1312,ball_snap,video_ge,2021-09-10T01:16:11.941+0000,236
2021,REG,1,2021090900,1312,play_action,video_ge,2021-09-10T01:16:12.875+0000,245
2021,REG,1,2021090900,1312,pass_forward,video_ge,2021-09-10T01:16:14.877+0000,265
2021,REG,1,2021090900,1312,pass_arrived,video_ge,2021-09-10T01:16:15.378+0000,270
2021,REG,1,2021090900,1312,pass_outcome_touchdown,video_ge,2021-09-10T01:16:15.645+0000,273
2021,REG,1,2021090900,1312,play_submit,GE,2021-09-10T01:16:30.919+0000,425
2021,REG,1,2021090900,1776,huddle_start_offense,GE,2021-09-10T01:37:26.350+0000,2
2021,REG,1,2021090900,1776,huddle_break_offense,GE,2021-09-10T01:37:30.229+0000,41
2021,REG,1,2021090900,1776,line_set,GE,2021-09-10T01:37:36.900+0000,107
2021,REG,1,2021090900,1776,ball_snap,video_ge,2021-09-10T01:37:44.334+0000,182
2021,REG,1,2021090900,1776,fumble,video_ge,2021-09-10T01:37:45.314+0000,192
2021,REG,1,2021090900,1776,fumble_offense_recovered,video_ge,2021-09-10T01:37:45.601+0000,195
2021,REG,1,2021090900,1776,pass_forward,video_ge,2021-09-10T01:37:47.136+0000,210
2021,REG,1,2021090900,1776,pass_arrived,video_ge,2021-09-10T01:37:48.271+0000,221
2021,REG,1,2021090900,1776,pass_outcome_touchdown,video_ge,2021-09-10T01:37:48.371+0000,222
2021,REG,1,2021090900,1776,play_submit,GE,2021-09-10T01:38:15.954+0000,497
2021,REG,1,2021090900,1868,huddle_start_offense,GE,2021-09-10T01:41:32.371+0000,2
2021,REG,1,2021090900,1868,huddle_break_offense,GE,2021-09-10T01:41:40.852+0000,87
2021,REG,1,2021090900,1868,line_set,GE,2021-09-10T01:41:46.800+0000,146
2021,REG,1,2021090900,1868,man_in_motion,GE,2021-09-10T01:41:49.300+0000,171
2021,REG,1,2021090900,1868,ball_snap,video_ge,2021-09-10T01:41:52.682+0000,205
2021,REG,1,2021090900,1868,play_action,video_ge,2021-09-10T01:41:53.316+0000,212
2021,REG,1,2021090900,1868,play_action,video_ge,2021-09-10T01:41:53.783+0000,216
2021,REG,1,2021090900,1868,pass_forward,video_ge,2021-09-10T01:41:55.184+0000,230
2021,REG,1,2021090900,1868,pass_arrived,video_ge,2021-09-10T01:41:55.999+0000,238
2021,REG,1,2021090900,1868,dropped_pass,video_ge,2021-09-10T01:41:56.152+0000,240
2021,REG,1,2021090900,1868,pass_outcome_interception,video_ge,2021-09-10T01:41:56.843+0000,247
2021,REG,1,2021090900,1868,first_contact,video_ge,2021-09-10T01:41:56.919+0000,248
2021,REG,1,2021090900,1868,tackle,video_ge,2021-09-10T01:41:57.687+0000,255
