season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,esb_id,team_id,player_name,short_name,position,headshot,jersey_number,rush_yards,attempts,touchdowns,yards,rush_info_yards,rush_info_attempts,rush_info_touchdowns,rush_info_distance,rush_info_avg_yards,rush_info_avg_distance,rush_info_avg_time_to_los,rush_info_rush_location_map_outside_right_yards,rush_info_rush_location_map_outside_right_attempts,rush_info_rush_location_map_outside_right_touchdowns,rush_info_rush_location_map_outside_right_distance,rush_info_rush_location_map_outside_right_avg_yards,rush_info_rush_location_map_outside_right_avg_distance,rush_info_rush_location_map_outside_right_avg_time_to_los,rush_info_rush_location_map_inside_right_yards,rush_info_rush_location_map_inside_right_attempts,rush_info_rush_location_map_inside_right_touchdowns,rush_info_rush_location_map_inside_right_distance,rush_info_rush_location_map_inside_right_avg_yards,rush_info_rush_location_map_inside_right_avg_distance,rush_info_rush_location_map_inside_right_avg_time_to_los,rush_info_rush_location_map_outside_left_yards,rush_info_rush_location_map_outside_left_attempts,rush_info_rush_location_map_outside_left_touchdowns,rush_info_rush_location_map_outside_left_distance,rush_info_rush_location_map_outside_left_avg_yards,rush_info_rush_location_map_outside_left_avg_distance,rush_info_rush_location_map_outside_left_avg_time_to_los,rush_info_rush_location_map_inside_left_yards,rush_info_rush_location_map_inside_left_attempts,rush_info_rush_location_map_inside_left_touchdowns,rush_info_rush_location_map_inside_left_distance,rush_info_rush_location_map_inside_left_avg_yards,rush_info_rush_location_map_inside_left_avg_distance,rush_info_rush_location_map_inside_left_avg_time_to_los,rush_info_pre_snap_rush_location_map_outside_right_yards,rush_info_pre_snap_rush_location_map_outside_right_attempts,rush_info_pre_snap_rush_location_map_outside_right_touchdowns,rush_info_pre_snap_rush_location_map_outside_right_distance,rush_info_pre_snap_rush_location_map_outside_right_avg_yards,rush_info_pre_snap_rush_location_map_outside_right_avg_distance,rush_info_pre_snap_rush_location_map_outside_right_avg_time_to_los,rush_info_pre_snap_rush_location_map_inside_right_yards,rush_info_pre_snap_rush_location_map_inside_right_attempts,rush_info_pre_snap_rush_location_map_inside_right_touchdowns,rush_info_pre_snap_rush_location_map_inside_right_distance,rush_info_pre_snap_rush_location_map_inside_right_avg_yards,rush_info_pre_snap_rush_location_map_inside_right_avg_distance,rush_info_pre_snap_rush_location_map_inside_right_avg_time_to_los,rush_info_pre_snap_rush_location_map_outside_left_yards,rush_info_pre_snap_rush_location_map_outside_left_attempts,rush_info_pre_snap_rush_location_map_outside_left_touchdowns,rush_info_pre_snap_rush_location_map_outside_left_distance,rush_info_pre_snap_rush_location_map_outside_left_avg_yards,rush_info_pre_snap_rush_location_map_outside_left_avg_distance,rush_info_pre_snap_rush_location_map_outside_left_avg_time_to_los,rush_info_pre_snap_rush_location_map_inside_left_yards,rush_info_pre_snap_rush_location_map_inside_left_attempts,rush_info_pre_snap_rush_location_map_inside_left_touchdowns,rush_info_pre_snap_rush_location_map_inside_left_distance,rush_info_pre_snap_rush_location_map_inside_left_avg_yards,rush_info_pre_snap_rush_location_map_inside_left_avg_distance,rush_info_pre_snap_rush_location_map_inside_left_avg_time_to_los,rush_info_rush_location_map_unknown_yards,rush_info_rush_location_map_unknown_attempts,rush_info_rush_location_map_unknown_touchdowns,rush_info_rush_location_map_unknown_distance,rush_info_rush_location_map_unknown_avg_yards,rush_info_rush_location_map_unknown_avg_distance,rush_info_pre_snap_rush_location_map_unknown_yards,rush_info_pre_snap_rush_location_map_unknown_attempts,rush_info_pre_snap_rush_location_map_unknown_touchdowns,rush_info_pre_snap_rush_location_map_unknown_distance,rush_info_pre_snap_rush_location_map_unknown_avg_yards,rush_info_pre_snap_rush_location_map_unknown_avg_distance
2019,PRE,1,2019080860,57846,08/08/2019,3410,NYG,3430,NYJ,visitor,1,MON677133,3430,Ty Montgomery,T.Montgomery,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/pvfxavkxklvzzl3duyvv,88,7,2,0,12,7,2,0,21.21,3.5,10.605,2.195,,,,,,,,,,,,,,,,,,,,,,7,2,0,21.21,3.5,10.605,2.195,,,,,,,,4,1,0,10.780000000000001,4.0,10.780000000000001,2.26,,,,,,,,3,1,0,10.43,3.0,10.43,2.13,,,,,,,,,,,,
2019,PRE,3,2019082251,57868,08/22/2019,0200,ATL,5110,WAS,home,1,OLL415291,0200,Qadree Ollison,Q.Ollison,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/jvqepddbohpposaahaqt,32,42,12,0,42,42,12,0,165.54,3.5,13.795,2.2835,8,2,0,35.339999999999996,4.0,17.669999999999998,2.512,20,4,0,50.160000000000004,5.0,12.540000000000001,2.1125000000000003,4,4,0,52.30000000000001,1.0,13.075000000000003,2.44475,10,2,0,27.74,5.0,13.87,2.0745000000000005,1,1,0,19.29,1.0,19.29,2.799,13,3,0,35.499999999999986,4.333333333333333,11.833333333333329,2.1266666666666665,1,3,0,42.58,0.3333333333333333,14.193333333333333,2.505,27,5,0,68.17,5.4,13.634,2.1416,,,,,,,,,,,,
2019,PRE,3,2019082251,57868,08/22/2019,0200,ATL,5110,WAS,home,2,NEA752713,0200,Sharrod Neasman,S.Neasman,SS,https://static.www.nfl.com/image/private/{formatInstructions}/league/q1sggdhqf2ggqhnmvg16,41,6,1,0,6,6,1,0,11.559999999999995,6.0,11.559999999999995,2.036,,,,,,,,6,1,0,11.559999999999995,6.0,11.559999999999995,2.036,,,,,,,,,,,,,,,,,,,,,,6,1,0,11.559999999999995,6.0,11.559999999999995,2.036,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PRE,3,2019082251,57868,08/22/2019,0200,ATL,5110,WAS,visitor,1,MAR374249,5110,Byron Marshall,B.Marshall,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/sdfnye7daaffwtre1mbl,34,11,4,0,49,11,4,0,59.75,2.75,14.9375,3.50025,4,2,0,35.449999999999996,2.0,17.724999999999998,4.6465,7,2,0,24.300000000000004,3.5,12.150000000000002,2.354,,,,,,,,,,,,,,,0,2,0,33.32999999999999,0.0,16.664999999999996,4.678,11,2,0,26.420000000000005,5.5,13.210000000000003,2.3225,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PRE,4,2019082964,57897,08/29/2019,4500,SF,4400,LAC,home,1,WIL723340,4500,Jeff Wilson,J.Wilson,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ua7hai9fuexjwl8cgrrh,41,101,20,1,109,101,20,1,435.87,5.05,21.7935,3.1594499999999996,61,8,1,216.99,7.625,27.12375,3.5164999999999997,14,5,0,79.19999999999999,2.8,15.839999999999998,2.76,8,3,0,60.17,2.6666666666666665,20.05666666666667,3.4006666666666665,18,4,0,79.51000000000002,4.5,19.877500000000005,2.76375,22,8,0,164.85,2.75,20.60625,3.2491250000000003,7,1,0,15.760000000000002,7.0,15.760000000000002,2.393,65,8,1,216.33000000000004,8.125,27.041250000000005,3.23975,7,3,0,38.93000000000001,2.3333333333333335,12.976666666666668,2.9616666666666664,,,,,,,,,,,,
2019,PRE,4,2019082964,57897,08/29/2019,4500,SF,4400,LAC,home,2,WAL636883,4500,Austin Walter,A.Walter,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/rffpxjbtf4xdd9dija0v,33,46,12,1,54,46,12,1,221.62,3.8333333333333335,18.468333333333334,3.0934166666666663,21,3,0,84.52,7.0,28.173333333333332,3.4299999999999997,10,4,1,52.15000000000001,2.5,13.037500000000003,2.9227499999999997,3,1,0,26.430000000000007,3.0,26.430000000000007,4.066,12,4,0,58.519999999999996,3.0,14.629999999999999,2.7685,27,6,0,127.97999999999999,4.5,21.33,3.154333333333333,2,2,1,19.360000000000003,1.0,9.680000000000001,2.391,9,3,0,56.83000000000001,3.0,18.94333333333334,3.3249999999999997,8,1,0,17.450000000000006,8.0,17.450000000000006,3.438,,,,,,,,,,,,
2019,PRE,4,2019082964,57897,08/29/2019,4500,SF,4400,LAC,home,3,SPE283271,4500,Wilton Speight,W.Speight,QB,https://static.www.nfl.com/image/private/{formatInstructions}/league/cuqxxi9rdwsph7eltth9,5,11,4,0,11,11,4,0,53.02,2.75,13.255,3.2155,8,2,0,47.67,4.0,23.835,4.595,0,1,0,2.8600000000000003,0.0,2.8600000000000003,2.092,,,,,,,,3,1,0,2.489999999999998,3.0,2.489999999999998,1.58,8,2,0,47.67,4.0,23.835,4.595,,,,,,,,,,,,,,,3,2,0,5.349999999999998,1.5,2.674999999999999,1.836,,,,,,,,,,,,
2019,PRE,4,2019082964,57897,08/29/2019,4500,SF,4400,LAC,visitor,1,GOR411061,4400,Derrick Gore,D.Gore,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/dlhpixyjhf2p2wshn2kf,37,64,12,1,64,64,12,1,194.06,5.333333333333333,16.171666666666667,2.7235,19,2,0,41.75,9.5,20.875,2.4029999999999996,35,8,1,130.21,4.375,16.27625,2.874875,4,1,0,9.969999999999999,4.0,9.969999999999999,2.882,6,1,0,12.129999999999999,6.0,12.129999999999999,1.995,22,2,0,44.09,11.0,22.045,3.027,4,2,0,20.380000000000003,2.0,10.190000000000001,1.9625,26,3,1,78.23,8.666666666666666,26.076666666666668,3.090333333333333,12,5,0,51.35999999999999,2.4,10.271999999999998,2.6864,,,,,,,,,,,,
2019,PRE,4,2019082964,57897,08/29/2019,4500,SF,4400,LAC,visitor,2,NEW571947,4400,Detrez Newsome,D.Newsome,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/nxw9d9uxbh2qsyle689j,38,26,6,1,58,26,6,1,94.81999999999998,4.333333333333333,15.80333333333333,2.904,1,1,1,6.51,1.0,6.51,2.93,,,,,,,,15,1,0,34.56999999999999,15.0,34.56999999999999,3.552,10,4,0,53.73999999999998,2.5,13.434999999999995,2.7355,,,,,,,,4,2,1,15.669999999999998,2.0,7.834999999999999,2.6260000000000003,18,3,0,65.93999999999998,6.0,21.979999999999993,3.1313333333333335,4,1,0,13.209999999999999,4.0,13.209999999999999,2.778,,,,,,,,,,,,
2019,PRE,4,2019082964,57897,08/29/2019,4500,SF,4400,LAC,visitor,3,JON148555,4400,Cardale Jones,C.Jones,QB,https://static.www.nfl.com/image/private/{formatInstructions}/league/we5tadbw4htpyierf8qv,7,26,5,1,26,26,5,1,110.55999999999999,5.2,22.112,4.5046,1,2,1,43.68,0.5,21.84,4.2010000000000005,,,,,,,,,,,,,,,25,3,0,66.88,8.333333333333334,22.293333333333333,4.707,2,1,1,35.36,2.0,35.36,7.245,0,2,0,18.07,0.0,9.035,2.834,,,,,,,,24,2,0,57.129999999999995,12.0,28.564999999999998,4.805,,,,,,,,,,,,
