season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,esb_id,team_id,player_name,short_name,position,headshot,jersey_number,rush_yards,attempts,touchdowns,yards,rush_info_yards,rush_info_attempts,rush_info_touchdowns,rush_info_distance,rush_info_avg_yards,rush_info_avg_distance,rush_info_avg_time_to_los,rush_info_rush_location_map_outside_right_yards,rush_info_rush_location_map_outside_right_attempts,rush_info_rush_location_map_outside_right_touchdowns,rush_info_rush_location_map_outside_right_distance,rush_info_rush_location_map_outside_right_avg_yards,rush_info_rush_location_map_outside_right_avg_distance,rush_info_rush_location_map_outside_right_avg_time_to_los,rush_info_rush_location_map_inside_right_yards,rush_info_rush_location_map_inside_right_attempts,rush_info_rush_location_map_inside_right_touchdowns,rush_info_rush_location_map_inside_right_distance,rush_info_rush_location_map_inside_right_avg_yards,rush_info_rush_location_map_inside_right_avg_distance,rush_info_rush_location_map_inside_right_avg_time_to_los,rush_info_rush_location_map_outside_left_yards,rush_info_rush_location_map_outside_left_attempts,rush_info_rush_location_map_outside_left_touchdowns,rush_info_rush_location_map_outside_left_distance,rush_info_rush_location_map_outside_left_avg_yards,rush_info_rush_location_map_outside_left_avg_distance,rush_info_rush_location_map_outside_left_avg_time_to_los,rush_info_rush_location_map_inside_left_yards,rush_info_rush_location_map_inside_left_attempts,rush_info_rush_location_map_inside_left_touchdowns,rush_info_rush_location_map_inside_left_distance,rush_info_rush_location_map_inside_left_avg_yards,rush_info_rush_location_map_inside_left_avg_distance,rush_info_rush_location_map_inside_left_avg_time_to_los,rush_info_pre_snap_rush_location_map_outside_right_yards,rush_info_pre_snap_rush_location_map_outside_right_attempts,rush_info_pre_snap_rush_location_map_outside_right_touchdowns,rush_info_pre_snap_rush_location_map_outside_right_distance,rush_info_pre_snap_rush_location_map_outside_right_avg_yards,rush_info_pre_snap_rush_location_map_outside_right_avg_distance,rush_info_pre_snap_rush_location_map_outside_right_avg_time_to_los,rush_info_pre_snap_rush_location_map_inside_right_yards,rush_info_pre_snap_rush_location_map_inside_right_attempts,rush_info_pre_snap_rush_location_map_inside_right_touchdowns,rush_info_pre_snap_rush_location_map_inside_right_distance,rush_info_pre_snap_rush_location_map_inside_right_avg_yards,rush_info_pre_snap_rush_location_map_inside_right_avg_distance,rush_info_pre_snap_rush_location_map_inside_right_avg_time_to_los,rush_info_pre_snap_rush_location_map_outside_left_yards,rush_info_pre_snap_rush_location_map_outside_left_attempts,rush_info_pre_snap_rush_location_map_outside_left_touchdowns,rush_info_pre_snap_rush_location_map_outside_left_distance,rush_info_pre_snap_rush_location_map_outside_left_avg_yards,rush_info_pre_snap_rush_location_map_outside_left_avg_distance,rush_info_pre_snap_rush_location_map_outside_left_avg_time_to_los,rush_info_pre_snap_rush_location_map_inside_left_yards,rush_info_pre_snap_rush_location_map_inside_left_attempts,rush_info_pre_snap_rush_location_map_inside_left_touchdowns,rush_info_pre_snap_rush_location_map_inside_left_distance,rush_info_pre_snap_rush_location_map_inside_left_avg_yards,rush_info_pre_snap_rush_location_map_inside_left_avg_distance,rush_info_pre_snap_rush_location_map_inside_left_avg_time_to_los,rush_info_rush_location_map_unknown_yards,rush_info_rush_location_map_unknown_attempts,rush_info_rush_location_map_unknown_touchdowns,rush_info_rush_location_map_unknown_distance,rush_info_rush_location_map_unknown_avg_yards,rush_info_rush_location_map_unknown_avg_distance,rush_info_pre_snap_rush_location_map_unknown_yards,rush_info_pre_snap_rush_location_map_unknown_attempts,rush_info_pre_snap_rush_location_map_unknown_touchdowns,rush_info_pre_snap_rush_location_map_unknown_distance,rush_info_pre_snap_rush_location_map_unknown_avg_yards,rush_info_pre_snap_rush_location_map_unknown_avg_distance
2026,PRE,0,2026080651,60450,08/06/2026,3800,AZ,0750,CAR,home,1,KIN264267,3800,Corey Kiner,C.Kiner,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tpnamrgzfbytwlzhhyf8,37,57,14,1,66,57,14,1,210.5,4.071428571428571,15.035714285714286,2.635214285714286,3,1,0,11.24,3.0,11.24,2.378,9,2,0,28.63,4.5,14.315,2.694,11,5,1,71.33,2.2,14.266,2.7022,34,6,0,99.30000000000001,5.666666666666667,16.55,2.6026666666666665,30,4,0,70.0,7.5,17.5,2.5780000000000003,10,3,0,36.93,3.3333333333333335,12.31,2.5136666666666665,15,6,1,91.6,2.5,15.266666666666666,2.7505,2,1,0,11.97,2.0,11.97,2.537,,,,,,,,,,,,
2026,PRE,0,2026080651,60450,08/06/2026,3800,AZ,0750,CAR,home,2,KNI764772,3800,Bam Knight,Z.Knight,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mjxnlzlnnwlfqayeybut,20,58,12,0,58,58,12,0,182.45000000000002,4.833333333333333,15.204166666666667,2.5145,19,4,0,60.71000000000001,4.75,15.177500000000002,2.81975,8,2,0,30.94,4.0,15.47,2.3434999999999997,6,2,0,24.86,3.0,12.43,2.537,25,4,0,65.94,6.25,16.485,2.2835,29,6,0,92.48,4.833333333333333,15.413333333333334,2.5044999999999997,3,1,0,10.6,3.0,10.6,2.137,23,4,0,66.24000000000001,5.75,16.560000000000002,2.59375,3,1,0,13.13,3.0,13.13,2.635,,,,,,,,,,,,
2026,PRE,0,2026080651,60450,08/06/2026,3800,AZ,0750,CAR,home,3,HUL084697,3800,Evan Hull,E.Hull,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xyyujk9mvvzegaiefp51,43,23,6,0,23,23,6,0,79.18,3.8333333333333335,13.196666666666667,2.7143333333333337,,,,,,,,4,1,0,13.85,4.0,13.85,2.657,5,2,0,22.14,2.5,11.07,2.9025,14,3,0,43.190000000000005,4.666666666666667,14.396666666666668,2.608,3,1,0,12.360000000000001,3.0,12.360000000000001,2.547,,,,,,,,0,1,0,9.89,0.0,9.89,3.16,20,4,0,56.93,5.0,14.2325,2.64475,,,,,,,,,,,,
2026,PRE,0,2026080651,60450,08/06/2026,3800,AZ,0750,CAR,visitor,1,TYU415291,0750,Anthony Tyus III,A.Tyus,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ycph0v6jfxwkcycuztk0,34,19,8,0,51,19,8,0,133.39,2.375,16.67375,3.4205,1,1,0,17.69,1.0,17.69,3.182,,,,,,,,9,3,0,64.74000000000001,3.0,21.580000000000002,3.6886666666666668,9,4,0,50.96,2.25,12.74,3.279,1,1,0,17.69,1.0,17.69,3.182,9,2,0,28.62,4.5,14.31,3.1065,7,3,0,65.52,2.3333333333333335,21.84,4.059666666666668,2,2,0,21.560000000000002,1.0,10.780000000000001,2.895,,,,,,,,,,,,
2026,PRE,0,2026080651,60450,08/06/2026,3800,AZ,0750,CAR,visitor,2,DAV568008,0750,Miles Davis,M.Davis,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/htvohdxsq6qwts6k3cfb,37,53,4,0,62,53,4,0,98.59,13.25,24.6475,2.46375,4,1,0,14.03,4.0,14.03,2.643,44,2,0,68.86,22.0,34.43,2.2670000000000003,5,1,0,15.7,5.0,15.7,2.678,,,,,,,,41,2,0,67.22,20.5,33.61,2.6205,,,,,,,,4,1,0,14.03,4.0,14.03,2.643,8,1,0,17.34,8.0,17.34,1.971,,,,,,,,,,,,
2026,PRE,0,2026080651,60450,08/06/2026,3800,AZ,0750,CAR,visitor,3,ETI437791,0750,Trevor Etienne,T.Etienne,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pcuzq84x7ia5yvmikltb,23,12,4,0,11,12,4,0,56.38,3.0,14.095,2.523,5,1,0,13.38,5.0,13.38,2.174,0,2,0,21.09,0.0,10.545,2.5555,7,1,0,21.91,7.0,21.91,2.807,,,,,,,,-2,1,0,10.92,-2.0,10.92,2.542,2,1,0,10.17,2.0,10.17,2.569,7,1,0,21.91,7.0,21.91,2.807,5,1,0,13.38,5.0,13.38,2.174,,,,,,,,,,,,
2026,PRE,1,2026081351,60451,08/13/2026,0920,CIN,1540,DET,home,1,MIL818306,0920,Kendall Milton,K.Milton,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zz9yrqh5ep6o5hvtwzkq,36,21,9,0,28,21,9,0,128.87,2.3333333333333335,16.10875,2.926111111111111,11,4,0,53.459999999999994,2.75,17.819999999999997,2.94175,2,1,0,9.73,2.0,9.73,2.925,8,4,0,65.67999999999999,2.0,16.419999999999998,2.91075,,,,,,,,3,1,0,24.9,3.0,24.9,3.59,7,1,0,13.829999999999998,7.0,13.829999999999998,2.175,3,4,0,70.22,0.75,17.555,3.1870000000000003,8,3,0,19.92,2.6666666666666665,9.96,2.6073333333333335,,,,,,,,,,,,
2026,PRE,1,2026081351,60451,08/13/2026,0920,CIN,1540,DET,home,2,BRO340581,0920,Chase Brown,C.Brown,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tch3y6jlj7khvyi9jg0c,30,16,5,0,16,16,5,0,60.919999999999995,3.2,12.184,2.4945999999999997,,,,,,,,8,3,0,36.019999999999996,2.6666666666666665,12.006666666666666,2.4930000000000003,,,,,,,,8,2,0,24.9,4.0,12.45,2.497,,,,,,,,,,,,,,,10,2,0,30.15,5.0,15.075,2.387,6,3,0,30.769999999999996,2.0,10.256666666666666,2.566333333333333,,,,,,,,,,,,
2026,PRE,1,2026081351,60451,08/13/2026,0920,CIN,1540,DET,home,3,BRO168325,0920,Tahj Brooks,T.Brooks,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/s89clgkij0ytcmrkdydt,25,11,4,0,19,11,4,0,48.27,2.75,12.0675,2.4935,,,,,,,,6,3,0,36.03,2.0,12.01,2.6780000000000004,,,,,,,,5,1,0,12.24,5.0,12.24,1.94,1,1,0,9.68,1.0,9.68,3.212,5,2,0,26.35,2.5,13.175,2.411,,,,,,,,5,1,0,12.24,5.0,12.24,1.94,,,,,,,,,,,,
2026,PRE,1,2026081351,60451,08/13/2026,0920,CIN,1540,DET,visitor,1,ROB361825,1540,Kye Robichaux,K.Robichaux,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ztnb47xmqjurktxfuwoe,34,31,8,0,57,31,8,0,110.52,3.875,13.815,2.75,,,,,,,,9,4,0,49.47,2.25,12.3675,2.55475,13,2,0,31.09,6.5,15.545,3.415,9,2,0,29.96,4.5,14.98,2.4755000000000003,4,1,0,16.29,4.0,16.29,2.375,3,1,0,11.01,3.0,11.01,2.521,23,4,0,67.62,5.75,16.905,2.5412500000000002,1,2,0,15.600000000000001,0.5,7.800000000000001,3.4695,,,,,,,,,,,,
2026,PRE,1,2026081351,60451,08/13/2026,0920,CIN,1540,DET,visitor,2,SAY679943,1540,Jacob Saylors,J.Saylors,RB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wunm6abfmikwaewmwkp7,25,55,8,0,83,55,8,0,143.6,6.875,17.95,2.56475,10,4,0,54.96,2.5,13.74,2.49725,,,,,,,,,,,,,,,45,4,0,88.64,11.25,22.16,2.63225,,,,,,,,44,6,0,110.07000000000001,7.333333333333333,18.345000000000002,2.4903333333333335,2,1,0,13.790000000000001,2.0,13.790000000000001,3.337,9,1,0,19.740000000000002,9.0,19.740000000000002,2.239,,,,,,,,,,,,
