season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,esb_id,team_id,player_name,short_name,position,headshot,jersey_number,rush_yards,attempts,touchdowns,yards,rush_info_yards,rush_info_attempts,rush_info_touchdowns,rush_info_distance,rush_info_avg_yards,rush_info_avg_distance,rush_info_avg_time_to_los,rush_info_rush_location_map_outside_right_yards,rush_info_rush_location_map_outside_right_attempts,rush_info_rush_location_map_outside_right_touchdowns,rush_info_rush_location_map_outside_right_distance,rush_info_rush_location_map_outside_right_avg_yards,rush_info_rush_location_map_outside_right_avg_distance,rush_info_rush_location_map_outside_right_avg_time_to_los,rush_info_rush_location_map_inside_right_yards,rush_info_rush_location_map_inside_right_attempts,rush_info_rush_location_map_inside_right_touchdowns,rush_info_rush_location_map_inside_right_distance,rush_info_rush_location_map_inside_right_avg_yards,rush_info_rush_location_map_inside_right_avg_distance,rush_info_rush_location_map_inside_right_avg_time_to_los,rush_info_rush_location_map_inside_left_yards,rush_info_rush_location_map_inside_left_attempts,rush_info_rush_location_map_inside_left_touchdowns,rush_info_rush_location_map_inside_left_distance,rush_info_rush_location_map_inside_left_avg_yards,rush_info_rush_location_map_inside_left_avg_distance,rush_info_rush_location_map_inside_left_avg_time_to_los,rush_info_pre_snap_rush_location_map_outside_right_yards,rush_info_pre_snap_rush_location_map_outside_right_attempts,rush_info_pre_snap_rush_location_map_outside_right_touchdowns,rush_info_pre_snap_rush_location_map_outside_right_distance,rush_info_pre_snap_rush_location_map_outside_right_avg_yards,rush_info_pre_snap_rush_location_map_outside_right_avg_distance,rush_info_pre_snap_rush_location_map_outside_right_avg_time_to_los,rush_info_pre_snap_rush_location_map_inside_right_yards,rush_info_pre_snap_rush_location_map_inside_right_attempts,rush_info_pre_snap_rush_location_map_inside_right_touchdowns,rush_info_pre_snap_rush_location_map_inside_right_distance,rush_info_pre_snap_rush_location_map_inside_right_avg_yards,rush_info_pre_snap_rush_location_map_inside_right_avg_distance,rush_info_pre_snap_rush_location_map_inside_right_avg_time_to_los,rush_info_pre_snap_rush_location_map_outside_left_yards,rush_info_pre_snap_rush_location_map_outside_left_attempts,rush_info_pre_snap_rush_location_map_outside_left_touchdowns,rush_info_pre_snap_rush_location_map_outside_left_distance,rush_info_pre_snap_rush_location_map_outside_left_avg_yards,rush_info_pre_snap_rush_location_map_outside_left_avg_distance,rush_info_pre_snap_rush_location_map_outside_left_avg_time_to_los,rush_info_pre_snap_rush_location_map_inside_left_yards,rush_info_pre_snap_rush_location_map_inside_left_attempts,rush_info_pre_snap_rush_location_map_inside_left_touchdowns,rush_info_pre_snap_rush_location_map_inside_left_distance,rush_info_pre_snap_rush_location_map_inside_left_avg_yards,rush_info_pre_snap_rush_location_map_inside_left_avg_distance,rush_info_pre_snap_rush_location_map_inside_left_avg_time_to_los,rush_info_rush_location_map_unknown_yards,rush_info_rush_location_map_unknown_attempts,rush_info_rush_location_map_unknown_touchdowns,rush_info_rush_location_map_unknown_distance,rush_info_rush_location_map_unknown_avg_yards,rush_info_rush_location_map_unknown_avg_distance,rush_info_pre_snap_rush_location_map_unknown_yards,rush_info_pre_snap_rush_location_map_unknown_attempts,rush_info_pre_snap_rush_location_map_unknown_touchdowns,rush_info_pre_snap_rush_location_map_unknown_distance,rush_info_pre_snap_rush_location_map_unknown_avg_yards,rush_info_pre_snap_rush_location_map_unknown_avg_distance,rush_info_rush_location_map_outside_left_yards,rush_info_rush_location_map_outside_left_attempts,rush_info_rush_location_map_outside_left_touchdowns,rush_info_rush_location_map_outside_left_distance,rush_info_rush_location_map_outside_left_avg_yards,rush_info_rush_location_map_outside_left_avg_distance,rush_info_rush_location_map_outside_left_avg_time_to_los,rush_info_rush_location_map_unknown_avg_time_to_los
2021,PRE,1,2021081251,58777,08/12/2021,3200,NE,5110,WAS,home,1,"",3200,Rhamondre Stevenson,R.Stevenson,RB,,38,127,10,2,127,127,10,2,236.63000000000005,12.7,23.663000000000004,2.8284,9,2,0,26.78,4.5,13.39,2.944,105,3,1,150.80000000000007,35.0,50.26666666666669,3.0546666666666664,8,3,0,39.2,2.6666666666666665,13.066666666666668,2.7556666666666665,101,3,1,142.72000000000008,33.666666666666664,47.57333333333336,2.7936666666666663,4,1,0,11.55,4.0,11.55,2.854,4,2,0,27.47,2.0,13.735,3.0415,18,4,1,54.89,4.5,13.7225,2.7415000000000003,,,,,,,,,,,,,5,2,1,19.85,2.5,9.925,2.4825,
2021,PRE,1,2021081251,58777,08/12/2021,3200,NE,5110,WAS,home,2,MIC517884,3200,Sony Michel,S.Michel,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ipukh50tw8mnyhaufamz,26,26,6,0,26,26,6,0,86.99,4.333333333333333,14.498333333333333,2.4073333333333333,,,,,,,,9,3,0,37.44999999999999,3.0,12.483333333333329,2.083666666666667,14,2,0,36.03,7.0,18.015,2.4555,3,2,0,23.4,1.5,11.7,2.2705,6,1,0,14.049999999999994,6.0,14.049999999999994,1.71,12,2,0,37.96,6.0,18.98,3.013,5,1,0,11.580000000000002,5.0,11.580000000000002,2.167,,,,,,,,,,,,,3,1,0,13.510000000000003,3.0,13.510000000000003,3.282,
2021,PRE,1,2021081251,58777,08/12/2021,3200,NE,5110,WAS,home,3,HAR311469,3200,Damien Harris,D.Harris,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/fkm1w2mp3ocice26vuk4,37,17,4,0,17,17,4,0,72.95,4.25,18.2375,3.0825,,,,,,,,12,2,0,41.480000000000004,6.0,20.740000000000002,2.734,5,2,0,31.47,2.5,15.735,3.431,8,1,0,27.79,8.0,27.79,3.05,4,1,0,13.690000000000003,4.0,13.690000000000003,2.418,3,1,0,20.84,3.0,20.84,3.747,2,1,0,10.63,2.0,10.63,3.115,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081251,58777,08/12/2021,3200,NE,5110,WAS,visitor,1,"",5110,Jaret Patterson,J.Patterson,RB,,35,40,10,0,70,40,10,0,134.97,4.0,13.497,2.8836000000000004,15,3,0,40.760000000000005,5.0,13.586666666666668,2.9743333333333335,6,3,0,23.990000000000006,2.0,7.996666666666669,2.416,2,1,0,10.16,2.0,10.16,1.86,,,,,,,,3,2,0,18.01,1.5,9.005,1.634,17,3,0,60.06,5.666666666666667,20.02,3.6016666666666666,20,5,0,56.900000000000006,4.0,11.38,2.9525999999999994,,,,,,,,,,,,,17,3,0,60.06,5.666666666666667,20.02,3.6016666666666666,
2021,PRE,1,2021081251,58777,08/12/2021,3200,NE,5110,WAS,visitor,2,BAR077733,5110,Peyton Barber,P.Barber,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/jyeoeskqr7msfac0rkde,25,20,6,1,23,20,6,1,66.9,3.3333333333333335,11.15,2.1885000000000003,1,1,0,9.910000000000004,1.0,9.910000000000004,2.1,12,4,1,42.99,3.0,10.7475,2.1109999999999998,7,1,0,14.000000000000002,7.0,14.000000000000002,2.587,5,2,0,25.61,2.5,12.805,2.341,6,2,1,19.17,3.0,9.585,1.8245,,,,,,,,9,2,0,22.12,4.5,11.06,2.4000000000000004,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081251,58777,08/12/2021,3200,NE,5110,WAS,visitor,3,GIB415285,5110,Antonio Gibson,A.Gibson,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/cvmwtpfzdt0ibauqifup,24,15,5,0,29,15,5,0,66.85999999999999,3.0,13.371999999999996,2.7668,2,1,0,16.17,2.0,16.17,2.408,14,3,0,38.529999999999994,4.666666666666667,12.843333333333332,2.2056666666666667,-1,1,0,12.159999999999995,-1.0,12.159999999999995,4.809,-1,1,0,12.159999999999995,-1.0,12.159999999999995,4.809,5,1,0,11.939999999999998,5.0,11.939999999999998,2.065,8,2,0,32.21,4.0,16.105,2.3415,3,1,0,10.549999999999999,3.0,10.549999999999999,2.277,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081252,58786,08/12/2021,3700,PHI,3900,PIT,home,1,HUN820991,3700,Jason Huntley,J.Huntley,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/yar6oi7xkwzbphojqgyv,32,15,4,0,98,15,4,0,73.31,3.75,18.3275,3.3129999999999997,,,,,,,,7,1,0,26.2,7.0,26.2,2.816,1,2,0,26.290000000000003,0.5,13.145000000000001,3.418,-1,1,0,14.710000000000003,-1.0,14.710000000000003,4.37,9,2,0,37.78,4.5,18.89,2.641,7,1,0,20.82,7.0,20.82,3.6,,,,,,,,,,,,,,,,,,,,7,1,0,20.82,7.0,20.82,3.6,
2021,PRE,1,2021081252,58786,08/12/2021,3700,PHI,3900,PIT,home,2,JOH399188,3700,Kerryon Johnson,K.Johnson,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/qtbgl4tkojwy67q404cc,34,12,2,0,12,12,2,0,33.49000000000001,6.0,16.745000000000005,3.035,2,1,0,9.849999999999996,2.0,9.849999999999996,2.739,,,,,,,,10,1,0,23.64000000000001,10.0,23.64000000000001,3.331,10,1,0,23.64000000000001,10.0,23.64000000000001,3.331,,,,,,,,,,,,,,,2,1,0,9.849999999999996,2.0,9.849999999999996,2.739,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081252,58786,08/12/2021,3700,PHI,3900,PIT,home,3,"",3700,Kenneth Gainwell,K.Gainwell,RB,,14,14,2,0,30,14,2,0,33.81000000000001,7.0,16.905000000000005,2.2305,5,1,0,12.380000000000003,5.0,12.380000000000003,2.089,9,1,0,21.430000000000007,9.0,21.430000000000007,2.372,,,,,,,,9,1,0,21.430000000000007,9.0,21.430000000000007,2.372,,,,,,,,,,,,,,,5,1,0,12.380000000000003,5.0,12.380000000000003,2.089,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081252,58786,08/12/2021,3700,PHI,3900,PIT,visitor,1,SAM713301,3900,Jaylen Samuels,J.Samuels,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/wm7ahm5pdvgvgwaan4uh,38,45,10,1,62,45,10,1,166.79,4.5,16.679,2.7539999999999996,,,,,,,,16,3,0,49.99,5.333333333333333,16.663333333333334,2.659666666666667,24,3,1,45.959999999999994,8.0,15.319999999999999,2.361,4,1,0,22.7,4.0,22.7,3.381,23,3,0,47.28,7.666666666666667,15.76,2.3533333333333335,1,3,0,53.66,0.3333333333333333,17.886666666666667,3.3226666666666667,17,3,1,43.150000000000006,5.666666666666667,14.383333333333335,2.3770000000000002,,,,,,,,,,,,,5,4,0,70.84,1.25,17.71,3.1195,
