season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,esb_id,team_id,player_name,short_name,position,headshot,jersey_number,rush_yards,attempts,touchdowns,yards,rush_info_yards,rush_info_attempts,rush_info_touchdowns,rush_info_distance,rush_info_avg_yards,rush_info_avg_distance,rush_info_avg_time_to_los,rush_info_rush_location_map_outside_right_yards,rush_info_rush_location_map_outside_right_attempts,rush_info_rush_location_map_outside_right_touchdowns,rush_info_rush_location_map_outside_right_distance,rush_info_rush_location_map_outside_right_avg_yards,rush_info_rush_location_map_outside_right_avg_distance,rush_info_rush_location_map_outside_right_avg_time_to_los,rush_info_rush_location_map_inside_right_yards,rush_info_rush_location_map_inside_right_attempts,rush_info_rush_location_map_inside_right_touchdowns,rush_info_rush_location_map_inside_right_distance,rush_info_rush_location_map_inside_right_avg_yards,rush_info_rush_location_map_inside_right_avg_distance,rush_info_rush_location_map_inside_right_avg_time_to_los,rush_info_rush_location_map_inside_left_yards,rush_info_rush_location_map_inside_left_attempts,rush_info_rush_location_map_inside_left_touchdowns,rush_info_rush_location_map_inside_left_distance,rush_info_rush_location_map_inside_left_avg_yards,rush_info_rush_location_map_inside_left_avg_distance,rush_info_rush_location_map_inside_left_avg_time_to_los,rush_info_pre_snap_rush_location_map_outside_right_yards,rush_info_pre_snap_rush_location_map_outside_right_attempts,rush_info_pre_snap_rush_location_map_outside_right_touchdowns,rush_info_pre_snap_rush_location_map_outside_right_distance,rush_info_pre_snap_rush_location_map_outside_right_avg_yards,rush_info_pre_snap_rush_location_map_outside_right_avg_distance,rush_info_pre_snap_rush_location_map_outside_right_avg_time_to_los,rush_info_pre_snap_rush_location_map_inside_right_yards,rush_info_pre_snap_rush_location_map_inside_right_attempts,rush_info_pre_snap_rush_location_map_inside_right_touchdowns,rush_info_pre_snap_rush_location_map_inside_right_distance,rush_info_pre_snap_rush_location_map_inside_right_avg_yards,rush_info_pre_snap_rush_location_map_inside_right_avg_distance,rush_info_pre_snap_rush_location_map_inside_right_avg_time_to_los,rush_info_pre_snap_rush_location_map_outside_left_yards,rush_info_pre_snap_rush_location_map_outside_left_attempts,rush_info_pre_snap_rush_location_map_outside_left_touchdowns,rush_info_pre_snap_rush_location_map_outside_left_distance,rush_info_pre_snap_rush_location_map_outside_left_avg_yards,rush_info_pre_snap_rush_location_map_outside_left_avg_distance,rush_info_pre_snap_rush_location_map_outside_left_avg_time_to_los,rush_info_pre_snap_rush_location_map_inside_left_yards,rush_info_pre_snap_rush_location_map_inside_left_attempts,rush_info_pre_snap_rush_location_map_inside_left_touchdowns,rush_info_pre_snap_rush_location_map_inside_left_distance,rush_info_pre_snap_rush_location_map_inside_left_avg_yards,rush_info_pre_snap_rush_location_map_inside_left_avg_distance,rush_info_pre_snap_rush_location_map_inside_left_avg_time_to_los,rush_info_rush_location_map_unknown_yards,rush_info_rush_location_map_unknown_attempts,rush_info_rush_location_map_unknown_touchdowns,rush_info_rush_location_map_unknown_distance,rush_info_rush_location_map_unknown_avg_yards,rush_info_rush_location_map_unknown_avg_distance,rush_info_pre_snap_rush_location_map_unknown_yards,rush_info_pre_snap_rush_location_map_unknown_attempts,rush_info_pre_snap_rush_location_map_unknown_touchdowns,rush_info_pre_snap_rush_location_map_unknown_distance,rush_info_pre_snap_rush_location_map_unknown_avg_yards,rush_info_pre_snap_rush_location_map_unknown_avg_distance,rush_info_rush_location_map_outside_left_yards,rush_info_rush_location_map_outside_left_attempts,rush_info_rush_location_map_outside_left_touchdowns,rush_info_rush_location_map_outside_left_distance,rush_info_rush_location_map_outside_left_avg_yards,rush_info_rush_location_map_outside_left_avg_distance,rush_info_rush_location_map_outside_left_avg_time_to_los,rush_info_rush_location_map_unknown_avg_time_to_los
2021,PRE,1,2021081252,58786,08/12/2021,3700,PHI,3900,PIT,visitor,2,BRO188266,3900,Tony Brooks-James,T.Brooks-James,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/zn6yi45uu1wgpm8x08ph,40,51,9,0,52,51,9,0,164.42999999999995,5.666666666666667,18.269999999999996,2.7154444444444445,,,,,,,,29,4,0,70.66000000000001,7.25,17.665000000000003,2.4547499999999998,21,4,0,75.52,5.25,18.88,2.593,20,2,0,42.89,10.0,21.445,2.534,9,2,0,27.770000000000003,4.5,13.885000000000002,2.3754999999999997,17,3,0,68.19999999999999,5.666666666666667,22.73333333333333,3.1919999999999997,5,2,0,25.569999999999993,2.5,12.784999999999997,2.5220000000000002,,,,,,,,,,,,,1,1,0,18.25,1.0,18.25,4.248,
2021,PRE,1,2021081252,58786,08/12/2021,3700,PHI,3900,PIT,visitor,3,MCF509831,3900,Anthony McFarland,A.McFarland,RB,,26,34,9,1,79,34,9,1,153.85000000000005,3.7777777777777777,17.09444444444445,2.8075555555555556,4,2,0,31.19,2.0,15.595,2.9255,7,2,0,25.080000000000005,3.5,12.540000000000003,2.1325000000000003,11,2,0,31.600000000000005,5.5,15.800000000000002,2.6265,-3,1,0,16.540000000000003,-3.0,16.540000000000003,2.993,11,2,0,27.51,5.5,13.755,2.54,16,4,1,80.84000000000002,4.0,20.210000000000004,3.2667499999999996,10,2,0,28.960000000000008,5.0,14.480000000000004,2.064,,,,,,,,,,,,,12,3,1,65.98000000000002,4.0,21.99333333333334,3.2996666666666665,
2021,PRE,1,2021081351,58788,08/13/2021,0200,ATL,2100,TEN,home,1,"",0200,Caleb Huntley,C.Huntley,RB,,42,18,6,0,32,18,6,0,90.71,3.0,15.118333333333332,2.9386666666666663,8,3,0,48.6,2.6666666666666665,16.2,3.044333333333333,,,,,,,,10,3,0,42.11,3.3333333333333335,14.036666666666667,2.8329999999999997,5,2,0,38.349999999999994,2.5,19.174999999999997,3.3729999999999998,9,1,0,17.11,9.0,17.11,2.221,-3,1,0,11.83,-3.0,11.83,3.264,7,2,0,23.42,3.5,11.71,2.7005,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081351,58788,08/13/2021,0200,ATL,2100,TEN,home,2,"",0200,Javian Hawkins,Ja.Hawkins,RB,,25,2,5,0,4,2,5,0,52.15,0.4,10.43,3.2491999999999996,,,,,,,,2,1,0,11.63,2.0,11.63,3.114,2,3,0,30.389999999999993,0.6666666666666666,10.129999999999997,3.234666666666667,-2,2,0,20.05,-1.0,10.025,3.8605,0,1,0,9.059999999999997,0.0,9.059999999999997,2.898,,,,,,,,4,2,0,23.04,2.0,11.52,2.8135,,,,,,,,,,,,,-2,1,0,10.130000000000003,-2.0,10.130000000000003,3.428,
2021,PRE,1,2021081351,58788,08/13/2021,0200,ATL,2100,TEN,home,3,FOR392618,0200,D'Onta Foreman,D.Foreman,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/hjztfvhrrtjgczvmyhnz,38,10,3,0,10,10,3,0,25.130000000000003,3.3333333333333335,12.565000000000001,2.4805,,,,,,,,,,,,,,,3,1,0,12.600000000000001,3.0,12.600000000000001,2.479,3,1,0,12.600000000000001,3.0,12.600000000000001,2.479,4,1,0,12.530000000000001,4.0,12.530000000000001,2.482,,,,,,,,,,,,,,,3,1,0,0.0,3.0,,3,1,0,0.0,3.0,,4,1,0,12.530000000000001,4.0,12.530000000000001,2.482,
2021,PRE,1,2021081351,58788,08/13/2021,0200,ATL,2100,TEN,visitor,1,"",2100,Mekhi Sargent,M.Sargent,RB,,38,58,16,0,64,58,16,0,242.97,3.625,15.185625,2.64225,2,2,0,25.05,1.0,12.525,2.9035,26,6,0,94.95000000000003,4.333333333333333,15.825000000000005,2.587166666666667,4,3,0,37.8,1.3333333333333333,12.6,2.765,17,5,0,76.84000000000002,3.4,15.368000000000004,2.6094,13,4,0,49.43000000000001,3.25,12.357500000000002,2.4989999999999997,12,4,0,72.45,3.0,18.1125,3.00725,16,3,0,44.25,5.333333333333333,14.75,2.401333333333333,,,,,,,,,,,,,26,5,0,85.16999999999999,5.2,17.034,2.5302,
2021,PRE,1,2021081351,58788,08/13/2021,0200,ATL,2100,TEN,visitor,2,HIL101853,2100,Brian Hill,B.Hill,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ortwgbmztzhb4tdz9jmo,25,38,11,0,38,38,11,0,170.80999999999997,3.4545454545454546,15.528181818181816,2.6330909090909094,15,4,0,60.480000000000004,3.75,15.120000000000001,2.6462499999999998,12,3,0,50.36999999999999,4.0,16.789999999999996,2.755333333333333,3,2,0,32.08,1.5,16.04,2.629,8,3,0,54.269999999999996,2.6666666666666665,18.09,2.6413333333333338,5,2,0,25.11999999999999,2.5,12.559999999999995,2.9725,9,3,0,48.97000000000001,3.0,16.323333333333338,2.6060000000000003,16,3,0,42.45,5.333333333333333,14.15,2.425666666666667,,,,,,,,,,,,,8,2,0,27.88,4.0,13.94,2.4275,
2021,PRE,1,2021081351,58788,08/13/2021,0200,ATL,2100,TEN,visitor,3,EVA116537,2100,Darrynton Evans,D.Evans,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/tkptijzybpuvwnybhhvf,32,26,4,0,48,26,4,0,92.49,6.5,23.1225,2.8725,15,1,0,31.519999999999996,15.0,31.519999999999996,2.667,,,,,,,,,,,,,,,15,1,0,31.519999999999996,15.0,31.519999999999996,2.667,,,,,,,,11,3,0,60.97000000000001,3.6666666666666665,20.323333333333338,2.9410000000000003,,,,,,,,,,,,,,,,,,,,11,3,0,60.97000000000001,3.6666666666666665,20.323333333333338,2.9410000000000003,
2021,PRE,1,2021081352,58781,08/13/2021,1540,DET,0610,BUF,home,1,WIL328269,1540,Jamaal Williams,J.Williams,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/yuxsp5zntefv9yccbfos,30,15,9,0,15,15,9,0,94.36,1.6666666666666667,10.484444444444444,2.815444444444444,3,2,0,20.07,1.5,10.035,2.798,13,6,0,64.86,2.1666666666666665,10.81,2.701333333333334,-1,1,0,9.43,-1.0,9.43,3.535,,,,,,,,6,4,0,41.86000000000001,1.5,10.465000000000002,3.03975,,,,,,,,9,5,0,52.5,1.8,10.5,2.636,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081352,58781,08/13/2021,1540,DET,0610,BUF,home,2,REY121392,1540,Craig Reynolds,C.Reynolds,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/bq3rri2votzpxxoqqkif,46,49,6,1,48,49,6,1,127.12,8.166666666666666,21.186666666666667,2.5825,11,1,0,30.33,11.0,30.33,2.582,38,4,1,91.1,9.5,22.775,2.7075,0,1,0,5.6899999999999995,0.0,5.6899999999999995,2.083,12,2,0,37.99,6.0,18.995,2.6905,11,2,0,36.019999999999996,5.5,18.009999999999998,2.3325,,,,,,,,26,2,1,53.10999999999999,13.0,26.554999999999996,2.7245,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081352,58781,08/13/2021,1540,DET,0610,BUF,home,3,"",1540,Dedrick Mills,D.Mills,RB,,36,32,5,0,32,32,5,0,104.13999999999999,6.4,20.827999999999996,2.8096,2,1,0,30.31999999999999,2.0,30.31999999999999,4.179,11,1,0,19.249999999999996,11.0,19.249999999999996,1.886,1,1,0,10.03,1.0,10.03,2.485,2,1,0,30.31999999999999,2.0,30.31999999999999,4.179,31,2,0,51.91,15.5,25.955,2.614,-2,1,0,11.879999999999999,-2.0,11.879999999999999,2.156,1,1,0,10.03,1.0,10.03,2.485,,,,,,,,,,,,,18,2,0,44.53999999999999,9.0,22.269999999999996,2.749,
2021,PRE,1,2021081352,58781,08/13/2021,1540,DET,0610,BUF,visitor,1,BRE256819,0610,Matt Breida,M.Breida,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/o7flzlafkwup1al6ujiw,22,27,10,0,42,27,10,0,164.98000000000002,2.7,16.498,3.0239000000000003,,,,,,,,2,2,0,20.689999999999998,1.0,10.344999999999999,2.859,4,3,0,45.290000000000006,1.3333333333333333,15.09666666666667,3.1940000000000004,2,1,0,13.079999999999997,2.0,13.079999999999997,2.608,0,2,0,17.439999999999998,0.0,8.719999999999999,3.189,18,5,0,106.35000000000001,3.6,21.270000000000003,3.2714,7,2,0,28.110000000000007,3.5,14.055000000000003,2.448,,,,,,,,,,,,,21,5,0,99.0,4.2,19.8,2.9878,
2021,PRE,1,2021081352,58781,08/13/2021,1540,DET,0610,BUF,visitor,2,SIN186919,0610,Devin Singletary,D.Singletary,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/uvjmmkicdibmtrssqv12,26,42,8,0,48,42,8,0,145.14,5.25,18.1425,2.6613749999999996,10,3,0,60.83000000000001,3.3333333333333335,20.27666666666667,2.732333333333333,25,2,0,43.34,12.5,21.67,2.8064999999999998,7,1,0,14.44,7.0,14.44,2.227,1,1,0,19.02,1.0,19.02,3.39,24,3,0,50.56999999999999,8.0,16.856666666666666,2.627666666666667,0,2,0,41.25000000000001,0.0,20.625000000000004,2.4875,17,2,0,34.3,8.5,17.15,2.5214999999999996,,,,,,,,,,,,,0,2,0,26.529999999999994,0.0,13.264999999999997,2.627,
2021,PRE,1,2021081352,58781,08/13/2021,1540,DET,0610,BUF,visitor,3,WIL142972,0610,Antonio Williams,A.Williams,RB,,28,15,7,0,24,15,7,0,119.98999999999998,2.142857142857143,17.14142857142857,2.8778571428571427,1,1,0,19.849999999999994,1.0,19.849999999999994,3.634,2,2,0,37.78999999999999,1.0,18.894999999999996,3.0164999999999997,11,3,0,45.95,3.6666666666666665,15.316666666666668,2.5873333333333335,3,3,0,57.639999999999986,1.0,19.213333333333328,3.2223333333333333,,,,,,,,11,3,0,51.120000000000005,3.6666666666666665,17.040000000000003,2.6260000000000003,1,1,0,11.230000000000002,1.0,11.230000000000002,2.6,,,,,,,,,,,,,1,1,0,16.400000000000002,1.0,16.400000000000002,2.716,
2021,PRE,1,2021081353,58776,08/13/2021,3800,ARI,1200,DAL,home,1,STR329049,3800,Chris Streveler,C.Streveler,QB,https://static.www.nfl.com/image/private/{formatInstructions}/league/xzm3uqtzgvza6mzrbdhg,15,55,10,0,55,55,10,0,183.28000000000003,5.5,18.328000000000003,3.2765999999999997,,,,,,,,,,,,,,,47,6,0,103.22,7.833333333333333,17.203333333333333,3.321666666666667,,,,,,,,23,2,0,37.71000000000001,11.5,18.855000000000004,3.2560000000000002,31,5,0,101.98,6.2,20.396,3.8183999999999996,1,3,0,43.589999999999996,0.3333333333333333,14.53,2.3873333333333333,,,,,,,,,,,,,8,4,0,80.06,2.0,20.015,3.2089999999999996,
2021,PRE,1,2021081353,58776,08/13/2021,3800,ARI,1200,DAL,home,2,WAR231319,3800,Jonathan Ward,J.Ward,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/rimgp7tarpwbfsikohuk,29,21,6,0,34,21,6,0,80.42999999999999,3.5,13.405,3.1471666666666667,8,2,0,36.92,4.0,18.46,4.3435,7,1,0,14.340000000000003,7.0,14.340000000000003,2.742,6,3,0,29.169999999999995,2.0,9.723333333333331,2.484666666666666,8,1,0,23.330000000000002,8.0,23.330000000000002,3.417,10,2,0,24.1,5.0,12.05,2.4775,,,,,,,,3,3,0,32.99999999999999,1.0,10.999999999999998,3.5036666666666663,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081353,58776,08/13/2021,3800,ARI,1200,DAL,home,3,BEN131505,3800,Eno Benjamin,E.Benjamin,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ukk1bxxz121ivbakt0m2,26,50,5,1,134,50,5,1,109.96000000000001,10.0,21.992,2.7294,2,1,0,13.659999999999998,2.0,13.659999999999998,2.949,3,1,0,12.000000000000002,3.0,12.000000000000002,2.734,45,3,1,84.30000000000001,15.0,28.100000000000005,2.654666666666667,2,1,0,13.659999999999998,2.0,13.659999999999998,2.949,39,2,0,64.50000000000001,19.5,32.25000000000001,2.755,9,2,1,31.799999999999997,4.5,15.899999999999999,2.5940000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PRE,1,2021081353,58776,08/13/2021,3800,ARI,1200,DAL,visitor,1,DOW329751,1200,Rico Dowdle,R.Dowdle,RB,https://static.www.nfl.com/image/private/{formatInstructions}/league/jmjxv5cf7ircrpltl5do,34,25,8,0,35,25,8,0,103.97,3.125,12.99625,2.804125,3,1,0,13.499999999999998,3.0,13.499999999999998,2.429,7,2,0,24.960000000000008,3.5,12.480000000000004,3.3345000000000002,9,3,0,35.29,3.0,11.763333333333334,2.443,6,1,0,15.570000000000006,6.0,15.570000000000006,2.755,9,2,0,27.240000000000002,4.5,13.620000000000001,2.324,8,4,0,51.43,2.0,12.8575,3.1665,2,1,0,9.729999999999999,2.0,9.729999999999999,2.364,,,,,,,,,,,,,6,2,0,30.22,3.0,15.11,3.003,
