season,season_type,week,game_id,play_id,side,is_playtime_play,is_no_play,play_type,quarter,down,yards_to_go,possession_team_id,game_clock,receiver_location_type,is_ball_carrier,is_offense_play,is_defense_play,is_st_play,is_lined_up_as_qb,was_running_route,was_blitzing,gsis_id,display_name,short_name,esb_id,position_group,position,jersey_number,current_team_id,gsis_it_id,first_name,last_name,football_name,suffix,player_name,ngs_position,ngs_position_group,uniform_number,team_id,status,headshot,defender_location,smart_id,is_st_ball_carrier
2020,REG,1,2020091000,590,away,true,false,play_type_rush,1,2,1,2120,05:02,LEFT_TIGHT,false,true,false,false,false,false,,00-0029738,Darren Fells,D.Fells,FEL484741,TE,TE,87,2120,39907,Darren,Fells,Darren,,Darren Fells,TE,TE,87,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/njtxgiimkxpfmfx5lezo,,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0034573,Charvarius Ward,C.Ward,WAR076820,DB,CB,35,2310,46757,Charvarius,Ward,Charvarius,,Charvarius Ward,CB,DB,35,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/uc5ag6bajyqopvgmi4up,RIGHT_WIDE,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0030459,Tyrann Mathieu,T.Mathieu,MAT195206,DB,FS,32,2310,40017,Tyrann,Mathieu,Tyrann,,Tyrann Mathieu,OLB,LB,32,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lbkxx0nityawgcbztuzu,LEFT_OUTSIDE_LINEBACKER,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0036378,Michael Danna,M.Danna,DAN721566,DL,DE,51,2310,52585,Michael,Danna,Michael,,Michael Danna,EDGE,DL,51,2310,ACT,,RIGHT_EDGE_RUSHER,32004441-4e72-1566-ca4f-95bfe6dc7be6,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0036374,L'Jarius Sneed,L.Sneed,SNE237684,DB,SAF,38,2310,52546,L'Jarius,Sneed,L'Jarius,,L'Jarius Sneed,CB,DB,38,2310,ACT,,LEFT_WIDE,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0035625,Juan Thornhill,J.Thornhill,THO549495,DB,DB,22,2310,47846,Juan,Thornhill,Juan,,Juan Thornhill,HIGH_SAFETY,DB,22,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/takqhtfnphiirothqy0n,SAFETY,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0035890,Tershawn Wharton,T.Wharton,WHA652597,DL,DE,98,2310,52792,Tershawn,Wharton,Tershawn,,Tershawn Wharton,INTERIOR_LINE,DL,98,2310,ACT,,LEFT_INTERIOR_LINE,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0033902,Tanoh Kpassagnon,T.Kpassagnon,KPA593274,DL,DE,92,2310,44871,Tanoh,Kpassagnon,Tanoh,,Tanoh Kpassagnon,EDGE,DL,92,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xm0x8mkf0tjfk58cob2l,LEFT_EDGE_RUSHER,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0032762,Chris Jones,C.Jones,JON162595,DL,DT,95,2310,43326,Christopher,Jones,Chris,Jr.,Chris Jones,INTERIOR_LINE,DL,95,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fhnsspekkoc6q8isamf3,RIGHT_INTERIOR_LINE,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0032215,Damien Wilson,D.Wilson,WIL664778,LB,OLB,54,2310,42470,Damien,Wilson,Damien,,Damien Wilson,MLB,LB,54,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ejsjwlusxvpbhrwrnbyc,INSIDE_LINEBACKER,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0030665,Daniel Sorensen,D.Sorensen,SOR181831,DB,SS,49,2310,41502,Daniel,Sorensen,Daniel,,Daniel Sorensen,MLB,LB,49,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/nlqiofusquclrpdmva42,RIGHT_INSIDE_LINEBACKER,,
2020,REG,1,2020091000,590,home,true,false,play_type_rush,1,2,1,2120,05:02,,false,false,true,false,false,false,,00-0031348,Anthony Hitchens,A.Hitchens,HIT298611,LB,MLB,53,2310,41348,Anthony,Hitchens,Anthony,Jr.,Anthony Hitchens,INTERIOR_LINE,DL,53,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/amopqkdvlt7979o5rndm,LEFT_INTERIOR_LINE,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,true,00-0027949,J.J. Watt,J.Watt,WAT579210,DL,DE,99,2120,37084,Justin,Watt,J.J.,,J.J. Watt,EDGE,DL,99,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/g0jdwpajz08yavwlrcem,LEFT_EDGE_RUSHER,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,false,00-0036304,John Reid,J.Reid,REI288723,DB,CB,34,2120,52549,John,Reid,John,,John Reid,SLOT_CB,DB,34,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/aqjbjmbjjyo8dl1bd2zv,LEFT_SLOT,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,true,00-0035279,Charles Omenihu,C.Omenihu,OME565785,DL,DE,94,2120,47944,Charles,Omenihu,Charles,,Charles Omenihu,INTERIOR_LINE,DL,94,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rnjwrphvcesjaewtt0dj,LEFT_INTERIOR_LINE,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,false,00-0034594,A.J. Moore,A.Moore,MOO174947,DB,DB,33,2120,46778,Alvin,Moore,A.J.,,A.J. Moore,MLB,LB,33,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ccdzxzupthdhvf91o9qb,RIGHT_INSIDE_LINEBACKER,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,true,00-0034163,Jake Martin,J.Martin,MAR630923,LB,LB,54,2120,46255,Jacob,Martin,Jacob,,Jake Martin,INTERIOR_LINE,DL,54,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vihzxm7n4a20ff9gl1mh,RIGHT_INTERIOR_LINE,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,false,00-0034361,Justin Reid,Ju.Reid,REI306723,DB,SS,20,2120,46137,Justin,Reid,Justin,,Justin Reid,OLB,LB,20,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lvxq9spgabixh4xfumwv,LEFT_OUTSIDE_LINEBACKER,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,false,00-0033547,Zach Cunningham,Z.Cunningham,CUN798458,LB,ILB,41,2120,44869,Zachary,Cunningham,Zach,,Zach Cunningham,MLB,LB,41,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ajlpujrzc386dvv2rp4n,RIGHT_INSIDE_LINEBACKER,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,false,00-0033038,Eric Murray,E.Murray,MUR615618,DB,FS,23,2120,43395,Eric,Murray,Eric,,Eric Murray,CB,DB,23,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/iaipjtqyknzctof7peth,RIGHT_WIDE,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,false,00-0032758,Vernon Hargreaves III,V.Hargreaves,HAR143957,DB,CB,26,2120,43300,Vernon,Hargreaves,Vernon,III,Vernon Hargreaves III,SLOT_CB,DB,26,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fp5olqsgdbv5malqazzu,RIGHT_SLOT,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,false,00-0031372,Bradley Roby,B.Roby,ROB805749,DB,CB,21,2120,41257,Bradley,Roby,Bradley,,Bradley Roby,CB,DB,21,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/nvukxkhzb8bwnlgfhlax,LEFT_WIDE,,
2020,REG,1,2020091000,893,away,true,false,play_type_pass,2,3,6,2310,14:17,,false,false,true,false,false,false,true,00-0029643,Whitney Mercilus,W.Mercilus,MER110570,LB,OLB,59,2120,38556,Whitney,Mercilus,Whitney,,Whitney Mercilus,EDGE,DL,59,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rs6qns10edu0olaul0xj,RIGHT_EDGE_RUSHER,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,LEFT_WIDE,false,true,false,false,false,true,false,00-0032775,Demarcus Robinson,D.Robinson,ROB399065,WR,WR,11,2310,43415,Demarcus,Robinson,Demarcus,,Demarcus Robinson,WR,WR,11,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/pvmfanhriut1pewvvpq4,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,,false,true,false,false,false,false,false,00-0029253,Mitchell Schwartz,M.Schwartz,SCH763124,OL,T,71,2310,38567,Mitchell,Schwartz,Mitchell,,Mitchell Schwartz,T,OL,71,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/wwedkkkgbfp7ykgtxwsk,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,,false,true,false,false,false,false,false,00-0033831,Andrew Wylie,A.Wylie,WYL509323,OL,OT,77,2310,45695,Andrew,Wylie,Andrew,,Andrew Wylie,G,OL,77,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/s1fqxnigkz9nwmiqkqjo,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,,false,true,false,false,true,false,false,00-0033873,Patrick Mahomes,P.Mahomes,MAH401939,QB,QB,15,2310,44822,Patrick,Mahomes,Patrick,,Patrick Mahomes,QB,QB,15,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ugt3pz3jk8v1cbuvj3om,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,RIGHT_WIDE,false,true,false,false,false,true,false,00-0033040,Tyreek Hill,T.Hill,HIL628694,WR,WR,10,2310,43454,Tyreek,Hill,Tyreek,,Tyreek Hill,WR,WR,10,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/daheq1ssy3lui6kxtudq,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,BACKFIELD,false,true,false,false,false,true,false,00-0036360,Clyde Edwards-Helaire,C.Edwards-Helaire,EDW815562,RB,RB,25,2310,52440,Clyde,Edwards-Helaire,Clyde,,Clyde Edwards-Helaire,RB,RB,25,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/q5wl4fimqanss0vsgygg,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,,false,true,false,false,false,false,false,00-0031958,Austin Reiter,A.Reiter,REI765747,OL,C,62,2310,42565,Austin,Reiter,Austin,,Austin Reiter,C,OL,62,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/j9tzb1l4h7g3by7sdkmh,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,RIGHT_SLOT,false,true,false,false,false,true,false,00-0031325,Sammy Watkins,S.Watkins,WAT270480,WR,WR,14,2310,41230,Samuel,Watkins,Sammy,IV,Sammy Watkins,SLOT_WR,WR,14,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/njpkvqr7lmjsc5hccdcr,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,LEFT_SLOT,true,true,false,false,false,true,false,00-0030506,Travis Kelce,T.Kelce,KEL012458,TE,TE,87,2310,40011,Travis,Kelce,Travis,,Travis Kelce,SLOT_WR,WR,87,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/n0gfqddteoputgezwl0k,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,,false,true,false,false,false,false,false,00-0030584,Eric Fisher,E.Fisher,FIS336183,OL,T,72,2310,39947,Eric,Fisher,Eric,,Eric Fisher,T,OL,72,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hwqikldv24qrkvnamsov,,,
2020,REG,1,2020091000,893,home,true,false,play_type_pass,2,3,6,2310,14:17,,false,true,false,false,false,false,false,00-0029259,Kelechi Osemele,K.Osemele,OSE406291,OL,G,70,2310,38590,Kelechi,Osemele,Kelechi,,Kelechi Osemele,G,OL,70,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/yzu3qt4t5angn0ci1kwd,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,RIGHT_WIDE,false,true,false,false,false,true,false,00-0030085,Kenny Stills,K.Stills,STI417540,WR,WR,12,2120,40092,Kenneth,Stills,Kenny,Jr.,Kenny Stills,WR,WR,12,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/jiskw51tpkh1lxp9fe6d,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,LEFT_SLOT,false,true,false,false,false,true,false,00-0028002,Randall Cobb,R.Cobb,COB365535,WR,WR,18,2120,37139,Randall,Cobb,Randall,II,Randall Cobb,SLOT_WR,WR,18,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lgdqefi7aa9lqoxgf5ru,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,,false,true,false,false,false,false,false,00-0035234,Tytus Howard,T.Howard,HOW432152,OL,T,71,2120,47806,Tytus,Howard,Tytus,,Tytus Howard,T,OL,71,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/uzvg6py6kzplzbid6msp,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,RIGHT_TIGHT,false,true,false,false,false,true,false,00-0034364,Jordan Akins,J.Akins,AKI501776,TE,TE,88,2120,46167,Jordan,Akins,Jordan,,Jordan Akins,TE,TE,88,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/wuxw6o0sgzl77lnqifsz,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,,false,true,false,false,true,false,false,00-0033537,Deshaun Watson,D.Watson,WAT338355,QB,QB,4,2120,44824,Derrick,Watson,Deshaun,,Deshaun Watson,QB,QB,04,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mhxyoenptb2tmz0ye3kc,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,,false,true,false,false,false,false,false,00-0032969,Nick Martin,N.Martin,MAR685408,OL,C,66,2120,43339,Nicolas,Martin,Nick,,Nick Martin,C,OL,66,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mlsf9apto9mplnyridfs,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,LEFT_WIDE,false,true,false,false,false,true,false,00-0033127,Will Fuller,W.Fuller,FUL503598,WR,WR,15,2120,43310,William,Fuller,Will,V,Will Fuller,WR,WR,15,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dgemxvhu8ffqmvmqczks,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,,false,true,false,false,false,false,false,00-0032380,Laremy Tunsil,L.Tunsil,TUN565442,OL,T,78,2120,43302,Laremy,Tunsil,Laremy,,Laremy Tunsil,T,OL,78,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/w5i57s0o3jhdew4y49ec,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,BACKFIELD,false,true,false,false,false,true,false,00-0032187,David Johnson,Da.Johnson,JOH174477,RB,RB,31,2120,42429,David,Johnson,David,,David Johnson,RB,RB,31,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xhkqvvkq3awveyhv0x4e,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,,false,true,false,false,false,false,false,00-0030997,Zach Fulton,Z.Fulton,FUL770022,OL,G,73,2120,41422,Zachery,Fulton,Zach,,Zach Fulton,G,OL,73,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/y0ftrkirtwle8tfjaghn,,,
2020,REG,1,2020091000,994,away,true,false,play_type_sack,2,2,6,2120,12:59,,false,true,false,false,false,false,false,00-0035245,Max Scharping,M.Scharping,SCH083616,OL,T,74,2120,47838,Max,Scharping,Max,,Max Scharping,G,OL,74,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/x1c0c495g8tm0ujfhriw,,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,false,00-0032215,Damien Wilson,D.Wilson,WIL664778,LB,OLB,54,2310,42470,Damien,Wilson,Damien,,Damien Wilson,OLB,LB,54,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ejsjwlusxvpbhrwrnbyc,LEFT_OUTSIDE_LINEBACKER,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,false,00-0030459,Tyrann Mathieu,T.Mathieu,MAT195206,DB,FS,32,2310,40017,Tyrann,Mathieu,Tyrann,,Tyrann Mathieu,SLOT_CB,DB,32,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lbkxx0nityawgcbztuzu,RIGHT_SLOT,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,false,00-0035625,Juan Thornhill,J.Thornhill,THO549495,DB,DB,22,2310,47846,Juan,Thornhill,Juan,,Juan Thornhill,HIGH_SAFETY,DB,22,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/takqhtfnphiirothqy0n,SAFETY,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,false,00-0034573,Charvarius Ward,C.Ward,WAR076820,DB,CB,35,2310,46757,Charvarius,Ward,Charvarius,,Charvarius Ward,CB,DB,35,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/uc5ag6bajyqopvgmi4up,LEFT_WIDE,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,true,00-0034818,Derrick Nnadi,D.Nnadi,NNA157287,DL,NT,91,2310,46973,Derrick,Nnadi,Derrick,,Derrick Nnadi,INTERIOR_LINE,DL,91,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/cpwrsckbqwzqcwgtgmjj,RIGHT_INTERIOR_LINE,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,true,00-0032762,Chris Jones,C.Jones,JON162595,DL,DT,95,2310,43326,Christopher,Jones,Chris,Jr.,Chris Jones,INTERIOR_LINE,DL,95,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fhnsspekkoc6q8isamf3,LEFT_INTERIOR_LINE,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,false,00-0035147,Rashad Fenton,R.Fenton,FEN722957,DB,CB,27,2310,47984,Rashad,Fenton,Rashad,,Rashad Fenton,CB,DB,27,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/jon78xe76uoyxynr8tbw,RIGHT_WIDE,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,true,00-0032210,Frank Clark,F.Clark,CLA296952,DL,DE,55,2310,42406,Frank,Clark,Frank,,Frank Clark,EDGE,DL,55,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/wy3zpfrrov104soqkunw,RIGHT_EDGE_RUSHER,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,false,00-0030665,Daniel Sorensen,D.Sorensen,SOR181831,DB,SS,49,2310,41502,Daniel,Sorensen,Daniel,,Daniel Sorensen,EDGE,DL,49,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/nlqiofusquclrpdmva42,LEFT_EDGE_RUSHER,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,false,00-0031348,Anthony Hitchens,A.Hitchens,HIT298611,LB,MLB,53,2310,41348,Anthony,Hitchens,Anthony,Jr.,Anthony Hitchens,MLB,LB,53,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/amopqkdvlt7979o5rndm,RIGHT_INSIDE_LINEBACKER,,
2020,REG,1,2020091000,994,home,true,false,play_type_sack,2,2,6,2120,12:59,,false,false,true,false,false,false,true,00-0030503,Alex Okafor,A.Okafor,OKA207645,DL,DE,57,2310,40051,Alex,Okafor,Alex,,Alex Okafor,EDGE,DL,57,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/jcfrmgi1gn389dmklp2n,LEFT_EDGE_RUSHER,,
2020,REG,1,2020091000,2200,away,true,false,play_type_rush,3,2,3,2310,11:01,,false,false,true,false,false,false,,00-0027949,J.J. Watt,J.Watt,WAT579210,DL,DE,99,2120,37084,Justin,Watt,J.J.,,J.J. Watt,EDGE,DL,99,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/g0jdwpajz08yavwlrcem,LEFT_EDGE_RUSHER,,
2020,REG,1,2020091000,2200,away,true,false,play_type_rush,3,2,3,2310,11:01,,false,false,true,false,false,false,,00-0036304,John Reid,J.Reid,REI288723,DB,CB,34,2120,52549,John,Reid,John,,John Reid,SLOT_CB,DB,34,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/aqjbjmbjjyo8dl1bd2zv,LEFT_SLOT,,
2020,REG,1,2020091000,2200,away,true,false,play_type_rush,3,2,3,2310,11:01,,false,false,true,false,false,false,,00-0035244,Lonnie Johnson,L.Johnson,JOH000020,DB,DB,32,2120,47837,Lonnie,Johnson,Lonnie,,Lonnie Johnson,CB,DB,32,2120,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dc5qjoqdkt4craiuem8k,LEFT_WIDE,,
