season,season_type,week,game_id,play_id,side,is_playtime_play,is_no_play,play_type,quarter,down,yards_to_go,possession_team_id,game_clock,defender_location,is_ball_carrier,is_offense_play,is_defense_play,is_st_play,is_lined_up_as_qb,was_running_route,gsis_id,display_name,short_name,esb_id,position_group,position,jersey_number,current_team_id,gsis_it_id,smart_id,first_name,last_name,football_name,suffix,player_name,ngs_position,ngs_position_group,team_id,status,headshot,receiver_location_type,was_blitzing,is_st_ball_carrier
2018,REG,1,2018090908,507,away,true,false,play_type_pass,1,2,4,2310,06:50,,false,true,false,false,false,false,00-0031936,Mitch Morse,M.Morse,MOR734298,OL,C,61,2310,42392,32004d4f-5273-4298-bd04-8d9888d3a0cd,Mitchell,Morse,Mitch,,Mitch Morse,C,OL,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kpqp8cggrjbam26zv4m1,,false,
2018,REG,1,2018090908,507,away,true,false,play_type_pass,1,2,4,2310,06:50,,false,true,false,false,false,false,00-0032145,Cameron Erving,C.Erving,ERV288583,OL,G,75,2310,42362,32004552-5628-8583-d854-14a2bec5e2b8,Cameron,Erving,Cameron,,Cameron Erving,G,OL,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/u6vdojmwdzkcflm8eehg,,false,
2018,REG,1,2018090908,507,away,true,false,play_type_pass,1,2,4,2310,06:50,,false,true,false,false,false,false,00-0031022,Laurent Duvernay-Tardif,L.Duvernay-Tardif,DUV489970,OL,G,76,2310,41429,32004455-5648-9970-114a-4ef52ebc6afe,Laurent,Duvernay-Tardif,Laurent,,Laurent Duvernay-Tardif,G,OL,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kxuv6skvxoanuoiq0gz7,,false,
2018,REG,1,2018090908,507,away,true,false,play_type_pass,1,2,4,2310,06:50,,false,true,false,false,false,true,00-0031325,Sammy Watkins,S.Watkins,WAT270480,WR,WR,14,2310,41230,32005741-5427-0480-637c-854aaf86ba0e,Samuel,Watkins,Sammy,IV,Sammy Watkins,SLOT_WR,WR,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/njpkvqr7lmjsc5hccdcr,RIGHT_SLOT,false,
2018,REG,1,2018090908,507,away,true,false,play_type_pass,1,2,4,2310,06:50,,false,true,false,false,false,false,00-0030506,Travis Kelce,T.Kelce,KEL012458,TE,TE,87,2310,40011,32004b45-4c01-2458-b7b6-3a14cdb414dd,Travis,Kelce,Travis,,Travis Kelce,TE,TE,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/n0gfqddteoputgezwl0k,LEFT_TIGHT,false,
2018,REG,1,2018090908,507,away,true,false,play_type_pass,1,2,4,2310,06:50,,false,true,false,false,false,false,00-0030584,Eric Fisher,E.Fisher,FIS336183,OL,T,72,2310,39947,32004649-5333-6183-cdca-f7afe6912ebf,Eric,Fisher,Eric,,Eric Fisher,T,OL,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hwqikldv24qrkvnamsov,,false,
2018,REG,1,2018090908,507,away,true,false,play_type_pass,1,2,4,2310,06:50,,false,true,false,false,false,false,00-0029253,Mitchell Schwartz,M.Schwartz,SCH763124,OL,T,71,2310,38567,32005343-4876-3124-7747-e99fdc1a5dca,Mitchell,Schwartz,Mitchell,,Mitchell Schwartz,T,OL,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/wwedkkkgbfp7ykgtxwsk,,false,
2018,REG,1,2018090908,507,away,true,false,play_type_pass,1,2,4,2310,06:50,,false,true,false,false,true,false,00-0033873,Patrick Mahomes,P.Mahomes,MAH401939,QB,QB,15,2310,44822,32004d41-4840-1939-e4c1-bb89191b4e71,Patrick,Mahomes,Patrick,,Patrick Mahomes,QB,QB,2310,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ugt3pz3jk8v1cbuvj3om,,false,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,RIGHT_OUTSIDE_LINEBACKER,false,false,true,false,false,false,00-0034375,Kyzir White,K.White,WHI315792,LB,LB,44,4400,46188,32005748-4931-5792-e58b-62a006e6dd4e,Kyzir,White,Kyzir,,Kyzir White,OLB,LB,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/n1r5opfrtfi9hvizok7q,,false,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,LEFT_SLOT,false,false,true,false,false,false,00-0034790,Derwin James,D.James,JAM172303,DB,SS,33,4400,46086,32004a41-4d17-2303-1f22-803288e81521,Derwin,James,Derwin,,Derwin James,SLOT_CB,DB,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/aedqztthkgeq8oxc4tbr,,false,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,LEFT_EDGE_RUSHER,false,false,true,false,false,false,00-0033588,Isaac Rochell,I.Rochell,ROC163836,DL,DE,98,4400,45038,3200524f-4316-3836-7630-2da249a7c093,Isaac,Rochell,Isaac,,Isaac Rochell,EDGE,DL,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/z2oi6danxnnfstto5zhr,,true,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,LEFT_WIDE,false,false,true,false,false,false,00-0029261,Casey Hayward,C.Hayward,HAY777816,DB,CB,26,4400,38592,32004841-5977-7816-4425-dab6792fbc7c,Casey,Hayward,Casey,Jr.,Casey Hayward,CB,DB,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/wjcjssffgqhxuz0it5wr,,false,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,RIGHT_WIDE,false,false,true,false,false,false,00-0032916,Trevor Williams,T.Williams,WIL547615,DB,CB,24,4400,43969,32005749-4c54-7615-7e20-78df1e55886f,Trevor,Williams,Trevor,,Trevor Williams,CB,DB,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/iipazxtxtkluench4zvg,,false,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,RIGHT_INTERIOR_LINE,false,false,true,false,false,false,00-0032116,Darius Philon,D.Philon,PHI676018,DL,DT,93,4400,42535,32005048-4967-6018-6db8-5036c14f62f0,Darius,Philon,Darius,,Darius Philon,INTERIOR_LINE,DL,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/a9dgacvmuozr4bfxs5xj,,true,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,LEFT_EDGE_RUSHER,false,false,true,false,false,false,00-0032110,Kyle Emanuel,K.Emanuel,EMA412803,LB,OLB,51,4400,42496,3200454d-4141-2803-398f-3c678a380ab3,Kyle,Emanuel,Kyle,,Kyle Emanuel,EDGE,DL,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/tz05qfsq8e1aojifnges,,false,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,LEFT_INSIDE_LINEBACKER,false,false,true,false,false,false,00-0032103,Denzel Perryman,D.Perryman,PER775462,LB,ILB,52,4400,42391,32005045-5277-5462-491f-9c5c82a7d666,Denzel,Perryman,Denzel,,Denzel Perryman,MLB,LB,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ijc2eqvygyzcjs1ylht2,,false,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,SAFETY,false,false,true,false,false,false,00-0030312,Jahleel Addae,J.Addae,ADD129366,DB,SS,37,4400,40755,32004144-4412-9366-a8b4-f932d5b26449,Jahleel,Addae,Jahleel,,Jahleel Addae,HIGH_SAFETY,DB,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/sipkqme7z6n3e6r6yodd,,false,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,LEFT_INTERIOR_LINE,false,false,true,false,false,false,00-0025472,Brandon Mebane,B.Mebane,MEB059326,DL,NT,92,4400,32278,32004d45-4205-9326-dc2b-b710c1426761,Brandon,Mebane,Brandon,,Brandon Mebane,INTERIOR_LINE,DL,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/odajsobuczo0mvyzczsi,,true,
2018,REG,1,2018090908,507,home,true,false,play_type_pass,1,2,4,2310,06:50,RIGHT_EDGE_RUSHER,false,false,true,false,false,false,00-0029249,Melvin Ingram,M.Ingram,ING667979,DL,DE,54,4400,38548,3200494e-4766-7979-5ad7-72203eae4114,Melvin,Ingram,Melvin,III,Melvin Ingram,EDGE,DL,4400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/z10l3l9ttxrqyvzbt3oi,,true,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,false,false,00-0029146,J.R. Sweezy,J.Sweezy,SWE678847,OL,G,64,4600,38755,32005357-4567-8847-dc81-31a9a83e3548,Justin,Sweezy,J.R.,,J.R. Sweezy,G,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dgoeaxhqtrxyasj6bam2,,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,false,true,00-0024334,Brandon Marshall,B.Marshall,MAR370922,WR,WR,15,4600,30933,32004d41-5237-0922-7f60-5556d0dc6ec1,Brandon,Marshall,Brandon,,Brandon Marshall,WR,WR,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/jhziqh0scfksvxen6f3s,LEFT_WIDE,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,true,true,false,false,false,true,00-0034159,Will Dissly,W.Dissly,DIS743152,TE,TE,88,4600,46189,32004449-5374-3152-f4a5-5fed1351e162,Will,Dissly,Will,,Will Dissly,TE,TE,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/o5p71jeydjecbn0xb9ub,RIGHT_TIGHT,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,false,false,00-0033901,Ethan Pocic,E.Pocic,POC303385,OL,C,77,4600,44870,3200504f-4330-3385-f54c-3031b4454d04,Ethan,Pocic,Ethan,,Ethan Pocic,G,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xl1je2ir0pyokqo5rblg,,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,false,true,00-0032472,Tre Madden,T.Madden,MAD195824,RB,FB,38,4600,43592,32004d41-4419-5824-a86c-2f3a1f25b0f0,Curtis,Madden,Tre,,Tre Madden,FB,RB,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gxkbbtamw8l5tpecbssm,BACKFIELD,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,false,false,00-0032384,Germain Ifedi,G.Ifedi,IFE136317,OL,G,65,4600,43320,32004946-4513-6317-9ed7-242899e243f5,Germain,Ifedi,Germain,,Germain Ifedi,T,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/nliseqbwruq0alrfnqd4,,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,false,true,00-0033594,Chris Carson,C.Carson,CAR568144,RB,RB,32,4600,45062,32004341-5256-8144-487d-eff74f49df34,Christopher,Carson,Chris,,Chris Carson,RB,RB,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/pen7in9wacdqahbxsqly,BACKFIELD,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,false,true,00-0032211,Tyler Lockett,T.Lockett,LOC420915,WR,WR,16,4600,42412,32004c4f-4342-0915-1af7-ec50f437887c,Tyler,Lockett,Tyler,,Tyler Lockett,WR,WR,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kwcxus7rlqurps3gbbwu,RIGHT_WIDE,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,false,false,00-0031282,Justin Britt,J.Britt,BRI704622,OL,C,68,4600,41293,32004252-4970-4622-cfe1-3576ea00aed2,Justin,Britt,Justin,,Justin Britt,C,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zccs5hhrjfvn6phc3kyi,,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,true,false,00-0029263,Russell Wilson,R.Wilson,WIL777781,QB,QB,3,4600,38605,32005749-4c77-7781-795c-94c753706d1d,Russell,Wilson,Russell,,Russell Wilson,QB,QB,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rrpzsqysodir9laitnus,,false,
2018,REG,1,2018090911,979,away,true,false,play_type_pass,1,1,10,4600,00:13,,false,true,false,false,false,false,00-0026166,Duane Brown,D.Brown,BRO408217,OL,T,76,4600,33107,32004252-4f40-8217-b6d5-7b42b3df2aa2,Duane,Brown,Duane,,Duane Brown,T,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/yfxiswsttyfdysmpe8i3,,false,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,SAFETY,false,false,true,false,false,false,00-0027256,Darian Stewart,D.Stewart,STE755545,DB,FS,26,1400,35764,32005354-4575-5545-733d-cfb1a41a539a,Darian,Stewart,Darian,,Darian Stewart,HIGH_SAFETY,DB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/j0ilwh1cr5uzyg8z8qsy,,false,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,LEFT_EDGE_RUSHER,false,false,true,false,false,false,00-0034832,Bradley Chubb,B.Chubb,CHU028799,LB,DE,55,1400,46074,32004348-5502-8799-5aa8-cdcf49ff8897,Bradley,Chubb,Bradley,"",Bradley Chubb,EDGE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/czi2ihvvoxkkni4shyx4,,false,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,SAFETY,false,false,true,false,false,false,00-0032971,Justin Simmons,J.Simmons,SIM248681,DB,SS,31,1400,43387,32005349-4d24-8681-e7e9-18cf2a85b8b9,Justin,Simmons,Justin,,Justin Simmons,HIGH_SAFETY,DB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ix9yzwbycrohfhcixmtu,,false,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,LEFT_INSIDE_LINEBACKER,false,false,true,false,false,false,00-0031427,Todd Davis,T.Davis,DAV768914,LB,ILB,51,1400,42138,32004441-5676-8914-3a6a-2ae692a81089,Todd,Davis,Todd,Jr.,Todd Davis,MLB,LB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fcjf9mbdx648hd4nbtqs,,false,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,RIGHT_INTERIOR_LINE,false,false,true,false,false,false,00-0031105,Zach Kerr,Z.Kerr,KER593782,DL,DE,92,1400,41919,32004b45-5259-3782-8d01-1600e5980820,Zachariah,Kerr,Zach,,Zach Kerr,INTERIOR_LINE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ckhlmimzlxvl9zmxklnp,,true,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,INTERIOR_LINE,false,false,true,false,false,false,00-0031270,Shelby Harris,S.Harris,HAR536152,DL,DE,96,1400,41464,32004841-5253-6152-2588-5177254b0366,Shelby,Harris,Shelby,,Shelby Harris,INTERIOR_LINE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/soycne7v9fat3wsmzxvz,,true,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,LEFT_WIDE,false,false,true,false,false,false,00-0031372,Bradley Roby,B.Roby,ROB805749,DB,CB,29,1400,41257,3200524f-4280-5749-9652-a615a0a1a70a,Bradley,Roby,Bradley,,Bradley Roby,CB,DB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/s4kh6w2ymxz9yhyyeqmo,,false,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,RIGHT_INSIDE_LINEBACKER,false,false,true,false,false,false,00-0029620,Brandon Marshall,B.Marshall,MAR373584,LB,ILB,54,1400,38672,32004d41-5237-3584-b9f8-60828c8806db,Brandon,Marshall,Brandon,,Brandon Marshall,MLB,LB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rjpdo7ei0wylvfzbacuv,,false,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,LEFT_EDGE_RUSHER,false,false,true,false,false,false,00-0029586,Derek Wolfe,D.Wolfe,WOL309455,DL,DE,95,1400,38566,3200574f-4c30-9455-72d0-e7d6893ee805,Derek,Wolfe,Derek,,Derek Wolfe,EDGE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gdk3ojtco9ykatt9dplu,,true,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,RIGHT_WIDE,false,false,true,false,false,false,00-0028224,Chris Harris,C.Harris,HAR349333,DB,CB,25,1400,37724,32004841-5234-9333-a346-b5fbf7780ee7,Christopher,Harris,Chris,,Chris Harris,CB,DB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hvqpgeiaptnemxzmsgwg,,false,
2018,REG,1,2018090911,979,home,true,false,play_type_pass,1,1,10,4600,00:13,RIGHT_EDGE_RUSHER,false,false,true,false,false,false,00-0027940,Von Miller,V.Miller,MIL597654,LB,OLB,58,1400,37075,32004d49-4c59-7654-8608-622051b53bd3,Von,Miller,Von,II,Von Miller,EDGE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fefitgbzwfpdm9cfogeq,,true,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,false,false,00-0032384,Germain Ifedi,G.Ifedi,IFE136317,OL,G,65,4600,43320,32004946-4513-6317-9ed7-242899e243f5,Germain,Ifedi,Germain,,Germain Ifedi,T,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/nliseqbwruq0alrfnqd4,,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,false,true,00-0024334,Brandon Marshall,B.Marshall,MAR370922,WR,WR,15,4600,30933,32004d41-5237-0922-7f60-5556d0dc6ec1,Brandon,Marshall,Brandon,,Brandon Marshall,WR,WR,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/jhziqh0scfksvxen6f3s,RIGHT_WIDE,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,false,false,00-0033594,Chris Carson,C.Carson,CAR568144,RB,RB,32,4600,45062,32004341-5256-8144-487d-eff74f49df34,Christopher,Carson,Chris,,Chris Carson,RB,RB,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/pen7in9wacdqahbxsqly,BACKFIELD,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,false,false,00-0033901,Ethan Pocic,E.Pocic,POC303385,OL,C,77,4600,44870,3200504f-4330-3385-f54c-3031b4454d04,Ethan,Pocic,Ethan,,Ethan Pocic,G,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xl1je2ir0pyokqo5rblg,,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,false,true,00-0032394,Nick Vannett,N.Vannett,VAN643509,TE,TE,81,4600,43383,32005641-4e64-3509-b1ce-15322f2faec9,Nicholas,Vannett,Nick,,Nick Vannett,SLOT_WR,WR,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lpdwiclht67qphzmyruz,RIGHT_SLOT,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,false,true,00-0034159,Will Dissly,W.Dissly,DIS743152,TE,TE,88,4600,46189,32004449-5374-3152-f4a5-5fed1351e162,Will,Dissly,Will,,Will Dissly,TE,TE,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/o5p71jeydjecbn0xb9ub,LEFT_TIGHT,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,true,true,false,false,false,true,00-0032211,Tyler Lockett,T.Lockett,LOC420915,WR,WR,16,4600,42412,32004c4f-4342-0915-1af7-ec50f437887c,Tyler,Lockett,Tyler,,Tyler Lockett,SLOT_WR,WR,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kwcxus7rlqurps3gbbwu,RIGHT_SLOT,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,false,false,00-0031282,Justin Britt,J.Britt,BRI704622,OL,C,68,4600,41293,32004252-4970-4622-cfe1-3576ea00aed2,Justin,Britt,Justin,,Justin Britt,C,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zccs5hhrjfvn6phc3kyi,,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,false,false,00-0029146,J.R. Sweezy,J.Sweezy,SWE678847,OL,G,64,4600,38755,32005357-4567-8847-dc81-31a9a83e3548,Justin,Sweezy,J.R.,,J.R. Sweezy,G,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dgoeaxhqtrxyasj6bam2,,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,true,false,00-0029263,Russell Wilson,R.Wilson,WIL777781,QB,QB,3,4600,38605,32005749-4c77-7781-795c-94c753706d1d,Russell,Wilson,Russell,,Russell Wilson,QB,QB,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rrpzsqysodir9laitnus,,false,
2018,REG,1,2018090911,3196,away,true,false,play_type_pass,4,2,10,4600,14:55,,false,true,false,false,false,false,00-0026166,Duane Brown,D.Brown,BRO408217,OL,T,76,4600,33107,32004252-4f40-8217-b6d5-7b42b3df2aa2,Duane,Brown,Duane,,Duane Brown,T,OL,4600,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/yfxiswsttyfdysmpe8i3,,false,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,LEFT_INTERIOR_LINE,false,false,true,false,false,false,00-0031105,Zach Kerr,Z.Kerr,KER593782,DL,DE,92,1400,41919,32004b45-5259-3782-8d01-1600e5980820,Zachariah,Kerr,Zach,,Zach Kerr,INTERIOR_LINE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ckhlmimzlxvl9zmxklnp,,true,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,RIGHT_INTERIOR_LINE,false,false,true,false,false,false,00-0024338,Domata Peko Sr.,D.Peko,PEK461869,DL,NT,94,1400,30937,32005045-4b46-1869-bc77-6b9b0953c1af,Domata,Peko,Domata,,Domata Peko Sr.,INTERIOR_LINE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ekk47kr5k5tj8bkixmun,,true,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,SAFETY,false,false,true,false,false,false,00-0032971,Justin Simmons,J.Simmons,SIM248681,DB,SS,31,1400,43387,32005349-4d24-8681-e7e9-18cf2a85b8b9,Justin,Simmons,Justin,,Justin Simmons,HIGH_SAFETY,DB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ix9yzwbycrohfhcixmtu,,false,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,RIGHT_EDGE_RUSHER,false,false,true,false,false,false,00-0033064,Adam Gotsis,A.Gotsis,GOT428790,DL,DE,99,1400,43352,3200474f-5442-8790-f92b-449fa59cd136,Adam,Gotsis,Adam,,Adam Gotsis,EDGE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dqckgtamebxbr0rczxo4,,true,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,LEFT_EDGE_RUSHER,false,false,true,false,false,false,00-0032221,Shane Ray,S.Ray,RAY427102,DL,DE,56,1400,42366,32005241-5942-7102-1e06-2662a8cf1a91,Shane,Ray,Shane,,Shane Ray,EDGE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/wvexepmn7guhq4e9psuf,,true,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,RIGHT_OUTSIDE_LINEBACKER,false,false,true,false,false,false,00-0031427,Todd Davis,T.Davis,DAV768914,LB,ILB,51,1400,42138,32004441-5676-8914-3a6a-2ae692a81089,Todd,Davis,Todd,Jr.,Todd Davis,OLB,LB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fcjf9mbdx648hd4nbtqs,,false,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,RIGHT_EDGE_RUSHER,false,false,true,false,false,false,00-0034832,Bradley Chubb,B.Chubb,CHU028799,LB,DE,55,1400,46074,32004348-5502-8799-5aa8-cdcf49ff8897,Bradley,Chubb,Bradley,"",Bradley Chubb,EDGE,DL,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/czi2ihvvoxkkni4shyx4,,true,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,LEFT_WIDE,false,false,true,false,false,false,00-0031372,Bradley Roby,B.Roby,ROB805749,DB,CB,29,1400,41257,3200524f-4280-5749-9652-a615a0a1a70a,Bradley,Roby,Bradley,,Bradley Roby,CB,DB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/s4kh6w2ymxz9yhyyeqmo,,false,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,LEFT_INSIDE_LINEBACKER,false,false,true,false,false,false,00-0029620,Brandon Marshall,B.Marshall,MAR373584,LB,ILB,54,1400,38672,32004d41-5237-3584-b9f8-60828c8806db,Brandon,Marshall,Brandon,,Brandon Marshall,MLB,LB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rjpdo7ei0wylvfzbacuv,,false,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,LEFT_SLOT,false,false,true,false,false,false,00-0028224,Chris Harris,C.Harris,HAR349333,DB,CB,25,1400,37724,32004841-5234-9333-a346-b5fbf7780ee7,Christopher,Harris,Chris,,Chris Harris,SLOT_CB,DB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hvqpgeiaptnemxzmsgwg,,false,
2018,REG,1,2018090911,3196,home,true,false,play_type_pass,4,2,10,4600,14:55,LEFT_OUTSIDE_LINEBACKER,false,false,true,false,false,false,00-0027256,Darian Stewart,D.Stewart,STE755545,DB,FS,26,1400,35764,32005354-4575-5545-733d-cfb1a41a539a,Darian,Stewart,Darian,,Darian Stewart,OLB,LB,1400,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/j0ilwh1cr5uzyg8z8qsy,,false,
