season,season_type,week,week_name_abbr,game_id,game_key,smart_id,game_date,game_time,game_time_eastern,iso_time,home_team_id,home_team_abbr,home_display_name,home_nickname,visitor_team_id,visitor_team_abbr,visitor_display_name,visitor_nickname,phase,home_score,visitor_score,site_id,site_full_name,site_city,site_state,roof_type,network_channel,ngs_game,validated
2022,POST,23,SB,2023021200,59171,70e5ba20-9aaa-11ed-99e5-6b206f74937e,02/12/2023,2023-02-12T23:30:00Z,18:30:00,1676244600000,3700,PHI,Philadelphia Eagles,Eagles,2310,KC,Kansas City Chiefs,Chiefs,FINAL,35,38,1907,State Farm Stadium,Glendale,AZ,RETRACTABLE,FOX,true,true
2022,PRE,0,HOF,2022080451,59110,c22ff2c0-e67a-11ec-b23d-d15a91047884,08/04/2022,2022-08-05T00:00:00Z,20:00:00,1659657600000,2520,LV,Las Vegas Raiders,Raiders,2250,JAX,Jacksonville Jaguars,Jaguars,FINAL,27,11,1900,Tom Benson Hall of Fame Stadium,Canton,OH,OUTDOOR,NBC,true,true
2022,PRE,1,P1,2022081151,59111,c23009a3-e67a-11ec-b23d-d15a91047884,08/11/2022,2022-08-11T23:00:00Z,19:00:00,1660258800000,3200,NE,New England Patriots,Patriots,3410,NYG,New York Giants,Giants,FINAL,21,23,1065,Gillette Stadium,Foxborough,MA,OUTDOOR,NFL NETWORK,true,true
2022,PRE,1,P1,2022081152,59112,c2301306-e67a-11ec-b23d-d15a91047884,08/11/2022,2022-08-11T23:30:00Z,19:30:00,1660260600000,0325,BAL,Baltimore Ravens,Ravens,2100,TEN,Tennessee Titans,Titans,FINAL,23,10,3695,M&T Bank Stadium,Baltimore,MD,OUTDOOR,,true,true
2022,PRE,1,P1,2022081251,59113,c2301bb9-e67a-11ec-b23d-d15a91047884,08/12/2022,2022-08-12T22:00:00Z,18:00:00,1660341600000,1540,DET,Detroit Lions,Lions,0200,ATL,Atlanta Falcons,Falcons,FINAL,23,27,2026,Ford Field,Detroit,MI,INDOOR,NFL NETWORK,true,true
2022,PRE,1,P1,2022081252,59114,c2302522-e67a-11ec-b23d-d15a91047884,08/12/2022,2022-08-12T23:00:00Z,19:00:00,1660345200000,2250,JAX,Jacksonville Jaguars,Jaguars,1050,CLE,Cleveland Browns,Browns,FINAL,13,24,2049,TIAA Bank Field,Jacksonville,FL,OUTDOOR,,true,true
2022,PRE,1,P1,2022081253,59115,c2303989-e67a-11ec-b23d-d15a91047884,08/12/2022,2022-08-12T23:30:00Z,19:30:00,1660347000000,0920,CIN,Cincinnati Bengals,Bengals,3800,ARI,Arizona Cardinals,Cardinals,FINAL,23,36,3530,Paycor Stadium,Cincinnati,OH,OUTDOOR,,true,true
2022,PRE,1,P1,2022081254,59116,c2304371-e67a-11ec-b23d-d15a91047884,08/12/2022,2022-08-12T23:30:00Z,19:30:00,1660347000000,3700,PHI,Philadelphia Eagles,Eagles,3430,NYJ,New York Jets,Jets,FINAL,21,24,2769,Lincoln Financial Field,Philadelphia,PA,OUTDOOR,,true,true
2022,PRE,1,P1,2022081255,59117,c2304bea-e67a-11ec-b23d-d15a91047884,08/12/2022,2022-08-13T00:30:00Z,20:30:00,1660350600000,4500,SF,San Francisco 49ers,49ers,1800,GB,Green Bay Packers,Packers,FINAL,28,21,2099,Levi's Stadium,Santa Clara,CA,OUTDOOR,NFL NETWORK,true,true
2022,PRE,1,P1,2022081351,59118,c2305439-e67a-11ec-b23d-d15a91047884,08/13/2022,2022-08-13T17:00:00Z,13:00:00,1660410000000,5110,WAS,Washington Commanders,Commanders,0750,CAR,Carolina Panthers,Panthers,FINAL,21,23,2389,FedExField,Landover,MD,OUTDOOR,,true,true
2022,PRE,1,P1,2022081352,59119,c2305c73-e67a-11ec-b23d-d15a91047884,08/13/2022,2022-08-13T17:00:00Z,13:00:00,1660410000000,0810,CHI,Chicago Bears,Bears,2310,KC,Kansas City Chiefs,Chiefs,FINAL,19,14,4620,Soldier Field,Chicago,IL,OUTDOOR,NFL NETWORK,true,true
2022,PRE,1,P1,2022081353,59120,c23064de-e67a-11ec-b23d-d15a91047884,08/13/2022,2022-08-13T20:00:00Z,16:00:00,1660420800000,0610,BUF,Buffalo Bills,Bills,2200,IND,Indianapolis Colts,Colts,FINAL,27,24,3770,Highmark Stadium,Orchard Park,NY,OUTDOOR,NFL NETWORK,true,true
2022,PRE,1,P1,2022081354,59121,c2306e8f-e67a-11ec-b23d-d15a91047884,08/13/2022,2022-08-13T23:00:00Z,19:00:00,1660431600000,3900,PIT,Pittsburgh Steelers,Steelers,4600,SEA,Seattle Seahawks,Seahawks,FINAL,32,25,5411,Acrisure Stadium,Pittsburgh,PA,OUTDOOR,NFL NETWORK,true,true
2022,PRE,1,P1,2022081355,59122,c2307669-e67a-11ec-b23d-d15a91047884,08/13/2022,2022-08-13T23:30:00Z,19:30:00,1660433400000,4900,TB,Tampa Bay Buccaneers,Buccaneers,2700,MIA,Miami Dolphins,Dolphins,FINAL,24,26,3697,Raymond James Stadium,Tampa,FL,OUTDOOR,,true,true
2022,PRE,1,P1,2022081356,59123,c2307e08-e67a-11ec-b23d-d15a91047884,08/13/2022,2022-08-14T00:00:00Z,20:00:00,1660435200000,2120,HOU,Houston Texans,Texans,3300,NO,New Orleans Saints,Saints,FINAL,17,13,3698,NRG Stadium,Houston,TX,OUTDOOR,,true,true
2022,PRE,1,P1,2022081357,59124,c230864c-e67a-11ec-b23d-d15a91047884,08/13/2022,2022-08-14T01:00:00Z,21:00:00,1660438800000,1400,DEN,Denver Broncos,Broncos,1200,DAL,Dallas Cowboys,Cowboys,FINAL,17,7,5786,Empower Field at Mile High,Denver,CO,OUTDOOR,NFL NETWORK,true,true
2022,PRE,1,P1,2022081358,59125,c230907f-e67a-11ec-b23d-d15a91047884,08/13/2022,2022-08-14T02:00:00Z,22:00:00,1660442400000,4400,LAC,Los Angeles Chargers,Chargers,2510,LA,Los Angeles Rams,Rams,FINAL,22,29,3005,SoFi Stadium,Inglewood,CA,OUTDOOR,,true,true
2022,PRE,1,P1,2022081451,59126,c2309748-e67a-11ec-b23d-d15a91047884,08/14/2022,2022-08-14T20:25:00Z,16:25:00,1660508700000,2520,LV,Las Vegas Raiders,Raiders,3000,MIN,Minnesota Vikings,Vikings,FINAL,26,20,1510,Allegiant Stadium,Paradise,NV,INDOOR,NFL NETWORK,true,true
2022,PRE,2,P2,2022081851,59127,c2309d08-e67a-11ec-b23d-d15a91047884,08/18/2022,2022-08-19T00:00:00Z,20:00:00,1660867200000,4600,SEA,Seattle Seahawks,Seahawks,0810,CHI,Chicago Bears,Bears,FINAL,11,27,5315,Lumen Field,Seattle,WA,OUTDOOR,ESPN,true,true
2022,PRE,2,P2,2022081951,59128,c230a390-e67a-11ec-b23d-d15a91047884,08/19/2022,2022-08-19T23:00:00Z,19:00:00,1660950000000,3200,NE,New England Patriots,Patriots,0750,CAR,Carolina Panthers,Panthers,FINAL,20,10,1065,Gillette Stadium,Foxborough,MA,OUTDOOR,NFL NETWORK,true,true
2022,PRE,2,P2,2022081952,59129,c230acb5-e67a-11ec-b23d-d15a91047884,08/19/2022,2022-08-20T00:00:00Z,20:00:00,1660953600000,1800,GB,Green Bay Packers,Packers,3300,NO,New Orleans Saints,Saints,FINAL,20,10,2606,Lambeau Field,Green Bay,WI,OUTDOOR,,true,true
2022,PRE,2,P2,2022081953,59130,c230b318-e67a-11ec-b23d-d15a91047884,08/19/2022,2022-08-20T02:00:00Z,22:00:00,1660960800000,2510,LA,Los Angeles Rams,Rams,2120,HOU,Houston Texans,Texans,FINAL,20,24,3005,SoFi Stadium,Inglewood,CA,OUTDOOR,NFL NETWORK,true,true
2022,PRE,2,P2,2022082051,59131,c230b990-e67a-11ec-b23d-d15a91047884,08/20/2022,2022-08-20T17:00:00Z,13:00:00,1661014800000,2200,IND,Indianapolis Colts,Colts,1540,DET,Detroit Lions,Lions,FINAL,26,27,2878,Lucas Oil Stadium,Indianapolis,IN,INDOOR,,true,true
2022,PRE,2,P2,2022082052,59132,c230bf4f-e67a-11ec-b23d-d15a91047884,08/20/2022,2022-08-20T17:00:00Z,13:00:00,1661014800000,0610,BUF,Buffalo Bills,Bills,1400,DEN,Denver Broncos,Broncos,FINAL,42,15,3770,Highmark Stadium,Orchard Park,NY,OUTDOOR,NFL NETWORK,true,true
2022,PRE,2,P2,2022082053,59133,c230c59d-e67a-11ec-b23d-d15a91047884,08/20/2022,2022-08-20T20:00:00Z,16:00:00,1661025600000,2310,KC,Kansas City Chiefs,Chiefs,5110,WAS,Washington Commanders,Commanders,FINAL,24,14,1552,GEHA Field at Arrowhead Stadium,Kansas City,MO,OUTDOOR,NFL NETWORK,true,true
2022,PRE,2,P2,2022082054,59134,c230cbc9-e67a-11ec-b23d-d15a91047884,08/20/2022,2022-08-20T23:00:00Z,19:00:00,1661036400000,2100,TEN,Tennessee Titans,Titans,4900,TB,Tampa Bay Buccaneers,Buccaneers,FINAL,13,3,2350,Nissan Stadium,Nashville,TN,OUTDOOR,NFL NETWORK,true,true
2022,PRE,2,P2,2022082055,59135,c230d1fd-e67a-11ec-b23d-d15a91047884,08/20/2022,2022-08-20T23:00:00Z,19:00:00,1661036400000,3000,MIN,Minnesota Vikings,Vikings,4500,SF,San Francisco 49ers,49ers,FINAL,7,17,1652,U.S. Bank Stadium,Minneapolis,MN,INDOOR,,true,true
2022,PRE,2,P2,2022082056,59136,c230d7d2-e67a-11ec-b23d-d15a91047884,08/20/2022,2022-08-20T23:00:00Z,19:00:00,1661036400000,2250,JAX,Jacksonville Jaguars,Jaguars,3900,PIT,Pittsburgh Steelers,Steelers,FINAL,15,16,2049,TIAA Bank Field,Jacksonville,FL,OUTDOOR,,true,true
2022,PRE,2,P2,2022082057,59137,c230de3f-e67a-11ec-b23d-d15a91047884,08/20/2022,2022-08-20T23:00:00Z,19:00:00,1661036400000,2700,MIA,Miami Dolphins,Dolphins,2520,LV,Las Vegas Raiders,Raiders,FINAL,13,15,2475,Hard Rock Stadium,Opa Locka,FL,OUTDOOR,,true,true
2022,PRE,2,P2,2022082058,59138,c230e3d9-e67a-11ec-b23d-d15a91047884,08/20/2022,2022-08-21T02:00:00Z,22:00:00,1661047200000,4400,LAC,Los Angeles Chargers,Chargers,1200,DAL,Dallas Cowboys,Cowboys,FINAL,18,32,3005,SoFi Stadium,Inglewood,CA,OUTDOOR,NFL NETWORK,true,true
2022,PRE,2,P2,2022082151,59139,c230e9ac-e67a-11ec-b23d-d15a91047884,08/21/2022,2022-08-21T17:00:00Z,13:00:00,1661101200000,1050,CLE,Cleveland Browns,Browns,3700,PHI,Philadelphia Eagles,Eagles,FINAL,20,21,1048,FirstEnergy Stadium,Cleveland,OH,OUTDOOR,NFL NETWORK,true,true
2022,PRE,2,P2,2022082152,59140,c230ef6a-e67a-11ec-b23d-d15a91047884,08/21/2022,2022-08-21T23:00:00Z,19:00:00,1661122800000,3410,NYG,New York Giants,Giants,0920,CIN,Cincinnati Bengals,Bengals,FINAL,25,22,3757,MetLife Stadium,East Rutherford,NJ,OUTDOOR,NFL NETWORK,true,true
2022,PRE,2,P2,2022082153,59141,c230f53c-e67a-11ec-b23d-d15a91047884,08/21/2022,2022-08-22T00:00:00Z,20:00:00,1661126400000,3800,ARI,Arizona Cardinals,Cardinals,0325,BAL,Baltimore Ravens,Ravens,FINAL,17,24,1907,State Farm Stadium,Glendale,AZ,RETRACTABLE,FOX,true,true
2022,PRE,2,P2,2022082251,59142,c230fb35-e67a-11ec-b23d-d15a91047884,08/22/2022,2022-08-23T00:00:00Z,20:00:00,1661212800000,3430,NYJ,New York Jets,Jets,0200,ATL,Atlanta Falcons,Falcons,FINAL,24,16,3757,MetLife Stadium,East Rutherford,NJ,OUTDOOR,ESPN,true,true
2022,PRE,3,P3,2022082551,59143,c231012a-e67a-11ec-b23d-d15a91047884,08/25/2022,2022-08-26T00:15:00Z,20:15:00,1661472900000,2120,HOU,Houston Texans,Texans,4500,SF,San Francisco 49ers,49ers,FINAL,17,0,3698,NRG Stadium,Houston,TX,OUTDOOR,Prime Video,true,true
2022,PRE,3,P3,2022082552,59144,c23106f9-e67a-11ec-b23d-d15a91047884,08/25/2022,2022-08-26T00:00:00Z,20:00:00,1661472000000,2310,KC,Kansas City Chiefs,Chiefs,1800,GB,Green Bay Packers,Packers,FINAL,17,10,1552,GEHA Field at Arrowhead Stadium,Kansas City,MO,OUTDOOR,NFL NETWORK,true,true
2022,PRE,3,P3,2022082651,59145,c2310da7-e67a-11ec-b23d-d15a91047884,08/26/2022,2022-08-26T23:00:00Z,19:00:00,1661554800000,0750,CAR,Carolina Panthers,Panthers,0610,BUF,Buffalo Bills,Bills,FINAL,21,0,1769,Bank of America Stadium,Charlotte,NC,OUTDOOR,,true,true
2022,PRE,3,P3,2022082652,59146,c231135f-e67a-11ec-b23d-d15a91047884,08/26/2022,2022-08-27T00:00:00Z,20:00:00,1661558400000,1200,DAL,Dallas Cowboys,Cowboys,4600,SEA,Seattle Seahawks,Seahawks,FINAL,27,26,4948,AT&T Stadium,Arlington,TX,RETRACTABLE,NFL NETWORK,true,true
2022,PRE,3,P3,2022082653,59147,c23119d4-e67a-11ec-b23d-d15a91047884,08/26/2022,2022-08-27T00:00:00Z,20:00:00,1661558400000,3300,NO,New Orleans Saints,Saints,4400,LAC,Los Angeles Chargers,Chargers,FINAL,27,10,2870,Caesars Superdome,New Orleans,LA,INDOOR,,true,true
2022,PRE,3,P3,2022082654,59148,c2311f7a-e67a-11ec-b23d-d15a91047884,08/26/2022,2022-08-27T00:15:00Z,20:15:00,1661559300000,2520,LV,Las Vegas Raiders,Raiders,3200,NE,New England Patriots,Patriots,FINAL,23,6,1510,Allegiant Stadium,Paradise,NV,INDOOR,,true,true
2022,PRE,3,P3,2022082751,59149,c23125cb-e67a-11ec-b23d-d15a91047884,08/27/2022,2022-08-27T19:00:00Z,15:00:00,1661626800000,0200,ATL,Atlanta Falcons,Falcons,2250,JAX,Jacksonville Jaguars,Jaguars,FINAL,28,12,2076,Mercedes-Benz Stadium,Atlanta,GA,INDOOR,NFL NETWORK,true,true
2022,PRE,3,P3,2022082752,59150,c2312bfa-e67a-11ec-b23d-d15a91047884,08/27/2022,2022-08-27T23:00:00Z,19:00:00,1661641200000,0325,BAL,Baltimore Ravens,Ravens,5110,WAS,Washington Commanders,Commanders,FINAL,17,15,3695,M&T Bank Stadium,Baltimore,MD,OUTDOOR,,true,true
2022,PRE,3,P3,2022082753,59151,c23131e8-e67a-11ec-b23d-d15a91047884,08/27/2022,2022-08-27T22:00:00Z,18:00:00,1661637600000,0920,CIN,Cincinnati Bengals,Bengals,2510,LA,Los Angeles Rams,Rams,FINAL,16,7,3530,Paycor Stadium,Cincinnati,OH,OUTDOOR,NFL NETWORK,true,true
2022,PRE,3,P3,2022082754,59152,c23137aa-e67a-11ec-b23d-d15a91047884,08/27/2022,2022-08-27T23:00:00Z,19:00:00,1661641200000,2700,MIA,Miami Dolphins,Dolphins,3700,PHI,Philadelphia Eagles,Eagles,FINAL,48,10,2475,Hard Rock Stadium,Opa Locka,FL,OUTDOOR,,true,true
2022,PRE,3,P3,2022082755,59153,c2313e23-e67a-11ec-b23d-d15a91047884,08/27/2022,2022-08-27T23:00:00Z,19:00:00,1661641200000,1050,CLE,Cleveland Browns,Browns,0810,CHI,Chicago Bears,Bears,FINAL,20,21,1048,FirstEnergy Stadium,Cleveland,OH,OUTDOOR,,true,true
2022,PRE,3,P3,2022082756,59154,c23143ca-e67a-11ec-b23d-d15a91047884,08/27/2022,2022-08-27T23:00:00Z,19:00:00,1661641200000,2100,TEN,Tennessee Titans,Titans,3800,ARI,Arizona Cardinals,Cardinals,FINAL,26,23,2350,Nissan Stadium,Nashville,TN,OUTDOOR,,true,true
2022,PRE,3,P3,2022082757,59155,c2314a18-e67a-11ec-b23d-d15a91047884,08/27/2022,2022-08-27T23:30:00Z,19:30:00,1661643000000,2200,IND,Indianapolis Colts,Colts,4900,TB,Tampa Bay Buccaneers,Buccaneers,FINAL,27,10,2878,Lucas Oil Stadium,Indianapolis,IN,INDOOR,,true,true
2022,PRE,3,P3,2022082758,59156,c2314fc8-e67a-11ec-b23d-d15a91047884,08/27/2022,2022-08-28T01:00:00Z,21:00:00,1661648400000,1400,DEN,Denver Broncos,Broncos,3000,MIN,Minnesota Vikings,Vikings,FINAL,23,13,5786,Empower Field at Mile High,Denver,CO,OUTDOOR,NFL NETWORK,true,true
2022,PRE,3,P3,2022082851,59157,c2315642-e67a-11ec-b23d-d15a91047884,08/28/2022,2022-08-28T17:00:00Z,13:00:00,1661706000000,3430,NYJ,New York Jets,Jets,3410,NYG,New York Giants,Giants,FINAL,31,27,3757,MetLife Stadium,East Rutherford,NJ,OUTDOOR,NFL NETWORK,true,true
2022,PRE,3,P3,2022082852,59158,c2315bd3-e67a-11ec-b23d-d15a91047884,08/28/2022,2022-08-28T20:30:00Z,16:30:00,1661718600000,3900,PIT,Pittsburgh Steelers,Steelers,1540,DET,Detroit Lions,Lions,FINAL,19,9,5411,Acrisure Stadium,Pittsburgh,PA,OUTDOOR,CBS,true,true
2022,PRO,22,PRO,2023020500,59172,,02/05/2023,2023-02-05T20:00:00Z,15:00:00,1675627200000,8700,NFC,NFC Pro Bowl Team,NFC Pro Bowl,8600,AFC,AFC Pro Bowl Team,,FINAL,66,57,1510,Allegiant Stadium,Paradise,NV,INDOOR,ESPN,true,true
2022,REG,1,Week 1,2022090800,58838,7ae7944e-d24c-11ec-b23d-d15a91047884,09/08/2022,2022-09-09T00:20:00Z,20:20:00,1662682800000,2510,LA,Los Angeles Rams,Rams,0610,BUF,Buffalo Bills,Bills,FINAL,10,31,3005,SoFi Stadium,Inglewood,CA,OUTDOOR,NBC,true,true
2022,REG,1,Week 1,2022091100,58839,7ae7a948-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T17:00:00Z,13:00:00,1662915600000,0200,ATL,Atlanta Falcons,Falcons,3300,NO,New Orleans Saints,Saints,FINAL,26,27,2076,Mercedes-Benz Stadium,Atlanta,GA,INDOOR,FOX,true,true
2022,REG,1,Week 1,2022091101,58840,7ae7b07d-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T17:00:00Z,13:00:00,1662915600000,0750,CAR,Carolina Panthers,Panthers,1050,CLE,Cleveland Browns,Browns,FINAL,24,26,1769,Bank of America Stadium,Charlotte,NC,OUTDOOR,CBS,true,true
2022,REG,1,Week 1,2022091102,58841,7ae7b7fc-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T17:00:00Z,13:00:00,1662915600000,0810,CHI,Chicago Bears,Bears,4500,SF,San Francisco 49ers,49ers,FINAL,19,10,4620,Soldier Field,Chicago,IL,OUTDOOR,FOX,true,true
2022,REG,1,Week 1,2022091103,58842,7ae7be32-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T17:00:00Z,13:00:00,1662915600000,0920,CIN,Cincinnati Bengals,Bengals,3900,PIT,Pittsburgh Steelers,Steelers,FINAL OVERTIME,20,23,3530,Paycor Stadium,Cincinnati,OH,OUTDOOR,CBS,true,true
2022,REG,1,Week 1,2022091104,58843,7ae7c4fd-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T17:00:00Z,13:00:00,1662915600000,1540,DET,Detroit Lions,Lions,3700,PHI,Philadelphia Eagles,Eagles,FINAL,35,38,2026,Ford Field,Detroit,MI,INDOOR,FOX,true,true
2022,REG,1,Week 1,2022091105,58844,7ae7cb8d-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T17:00:00Z,13:00:00,1662915600000,2120,HOU,Houston Texans,Texans,2200,IND,Indianapolis Colts,Colts,FINAL OVERTIME,20,20,3698,NRG Stadium,Houston,TX,OUTDOOR,CBS,true,true
2022,REG,1,Week 1,2022091106,58845,7ae7d61a-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T17:00:00Z,13:00:00,1662915600000,2700,MIA,Miami Dolphins,Dolphins,3200,NE,New England Patriots,Patriots,FINAL,20,7,2475,Hard Rock Stadium,Opa Locka,FL,OUTDOOR,CBS,true,true
2022,REG,1,Week 1,2022091107,58846,7ae7de72-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T17:00:00Z,13:00:00,1662915600000,3430,NYJ,New York Jets,Jets,0325,BAL,Baltimore Ravens,Ravens,FINAL,9,24,3757,MetLife Stadium,East Rutherford,NJ,OUTDOOR,CBS,true,true
2022,REG,1,Week 1,2022091108,58851,7ae7e4c2-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T20:25:00Z,16:25:00,1662927900000,2100,TEN,Tennessee Titans,Titans,3410,NYG,New York Giants,Giants,FINAL,20,21,2350,Nissan Stadium,Nashville,TN,OUTDOOR,FOX,true,true
2022,REG,1,Week 1,2022091109,58847,7ae7eb35-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T17:00:00Z,13:00:00,1662915600000,5110,WAS,Washington Commanders,Commanders,2250,JAX,Jacksonville Jaguars,Jaguars,FINAL,28,22,2389,FedExField,Landover,MD,OUTDOOR,FOX,true,true
2022,REG,1,Week 1,2022091110,58848,7ae7f21b-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T20:25:00Z,16:25:00,1662927900000,3800,ARI,Arizona Cardinals,Cardinals,2310,KC,Kansas City Chiefs,Chiefs,FINAL,21,44,1907,State Farm Stadium,Glendale,AZ,RETRACTABLE,CBS,true,true
2022,REG,1,Week 1,2022091111,58849,7ae7f864-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T20:25:00Z,16:25:00,1662927900000,4400,LAC,Los Angeles Chargers,Chargers,2520,LV,Las Vegas Raiders,Raiders,FINAL,24,19,3005,SoFi Stadium,Inglewood,CA,OUTDOOR,CBS,true,true
2022,REG,1,Week 1,2022091112,58850,7ae7fefa-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-11T20:25:00Z,16:25:00,1662927900000,3000,MIN,Minnesota Vikings,Vikings,1800,GB,Green Bay Packers,Packers,FINAL,23,7,1652,U.S. Bank Stadium,Minneapolis,MN,INDOOR,FOX,true,true
2022,REG,1,Week 1,2022091113,58852,7ae80583-d24c-11ec-b23d-d15a91047884,09/11/2022,2022-09-12T00:20:00Z,20:20:00,1662942000000,1200,DAL,Dallas Cowboys,Cowboys,4900,TB,Tampa Bay Buccaneers,Buccaneers,FINAL,3,19,4948,AT&T Stadium,Arlington,TX,RETRACTABLE,NBC,true,true
2022,REG,1,Week 1,2022091200,58853,7ae80c21-d24c-11ec-b23d-d15a91047884,09/12/2022,2022-09-13T00:15:00Z,20:15:00,1663028100000,4600,SEA,Seattle Seahawks,Seahawks,1400,DEN,Denver Broncos,Broncos,FINAL,17,16,5315,Lumen Field,Seattle,WA,OUTDOOR,ESPN,true,true
2022,REG,2,Week 2,2022091500,58854,7ae81220-d24c-11ec-b23d-d15a91047884,09/15/2022,2022-09-16T00:15:00Z,20:15:00,1663287300000,2310,KC,Kansas City Chiefs,Chiefs,4400,LAC,Los Angeles Chargers,Chargers,FINAL,27,24,1552,GEHA Field at Arrowhead Stadium,Kansas City,MO,OUTDOOR,Prime Video,true,true
