season,season_type,week,week_name_abbr,game_id,game_key,smart_id,game_date,game_time,game_time_eastern,iso_time,home_team_id,home_team_abbr,home_display_name,home_nickname,visitor_team_id,visitor_team_abbr,visitor_display_name,visitor_nickname,phase,home_score,visitor_score,site_id,site_full_name,site_city,site_state,roof_type,network_channel,ngs_game,validated
2010,PRE,1,P1,2010081252,55075,,08/12/2010,,19:30:00,1281655800000,3200,NE,New England Patriots,Patriots,3300,NO,New Orleans Saints,Saints,FINAL,27,24,1065,,Foxborough,MA,OUTDOOR,,true,
2010,PRE,1,P1,2010081253,55076,,08/12/2010,,21:00:00,1281661200000,1200,DAL,Dallas Cowboys,Cowboys,2520,OAK,Oakland Raiders,Raiders,FINAL,9,17,4948,,Arlington,TX,RETRACTABLE,,true,
2010,PRE,1,P1,2010081351,55077,,08/13/2010,,19:30:00,1281742200000,5110,WAS,Washington Football Team,Football Team,0610,BUF,Buffalo Bills,Bills,FINAL,42,17,2389,,Landover,MD,OUTDOOR,,true,
2010,PRE,1,P1,2010081352,55078,,08/13/2010,,19:30:00,1281742200000,3700,PHI,Philadelphia Eagles,Eagles,2250,JAX,Jacksonville Jaguars,Jaguars,FINAL,28,27,2769,,Philadelphia,PA,OUTDOOR,,true,
2010,PRE,1,P1,2010081353,55079,,08/13/2010,,20:00:00,1281744000000,0200,ATL,Atlanta Falcons,Falcons,2310,KC,Kansas City Chiefs,Chiefs,FINAL,20,10,2053,,Atlanta,GA,INDOOR,,true,
2010,PRE,1,P1,2010081451,55080,,08/14/2010,,19:00:00,1281826800000,2700,MIA,Miami Dolphins,Dolphins,4900,TB,Tampa Bay Buccaneers,Buccaneers,FINAL,10,7,2475,,Miami Gardens,FL,OUTDOOR,,true,
2010,PRE,1,P1,2010081452,55081,,08/14/2010,,19:30:00,1281828600000,3900,PIT,Pittsburgh Steelers,Steelers,1540,DET,Detroit Lions,Lions,FINAL,23,7,5411,,Pittsburgh,PA,OUTDOOR,,true,
2010,PRE,1,P1,2010081453,55082,,08/14/2010,,20:00:00,1281830400000,1800,GB,Green Bay Packers,Packers,1050,CLE,Cleveland Browns,Browns,FINAL,24,27,2606,,Green Bay,WI,OUTDOOR,,true,
2010,PRE,1,P1,2010081454,55083,,08/14/2010,,20:00:00,1281830400000,3800,ARI,Arizona Cardinals,Cardinals,2120,HOU,Houston Texans,Texans,FINAL,19,16,1907,,Glendale,AZ,RETRACTABLE,,true,
2010,PRE,1,P1,2010081455,55084,,08/14/2010,,20:00:00,1281830400000,2510,STL,St. Louis Rams,Rams,3000,MIN,Minnesota Vikings,Vikings,FINAL,7,28,5189,,St.Louis,MO,INDOOR,,true,
2010,PRE,1,P1,2010081456,55085,,08/14/2010,,21:00:00,1281834000000,4400,SD,San Diego Chargers,Chargers,0810,CHI,Chicago Bears,Bears,FINAL,25,10,4200,,San Diego,CA,OUTDOOR,,true,
2010,PRE,1,P1,2010081457,55086,,08/14/2010,,22:00:00,1281837600000,4600,SEA,Seattle Seahawks,Seahawks,2100,TEN,Tennessee Titans,Titans,FINAL,20,18,5315,,Seattle,WA,OUTDOOR,,true,
2010,PRE,1,P1,2010081551,55087,,08/15/2010,,13:00:00,1281891600000,2200,IND,Indianapolis Colts,Colts,4500,SF,San Francisco 49ers,49ers,FINAL,17,37,2878,,Indianapolis,IN,RETRACTABLE,,true,
2010,PRE,1,P1,2010081552,55088,,08/15/2010,,19:00:00,1281913200000,0920,CIN,Cincinnati Bengals,Bengals,1400,DEN,Denver Broncos,Broncos,FINAL,33,24,3530,,Cincinnati,OH,OUTDOOR,,true,
2010,PRE,1,P1,2010081651,55089,,08/16/2010,,20:00:00,1282003200000,3430,NYJ,New York Jets,Jets,3410,NYG,New York Giants,Giants,FINAL,16,31,3757,,East Rutherford,NJ,OUTDOOR,ESPN,true,
2010,PRE,2,P2,2010081951,55090,,08/19/2010,,20:00:00,1282262400000,0200,ATL,Atlanta Falcons,Falcons,3200,NE,New England Patriots,Patriots,FINAL,10,28,2053,,Atlanta,GA,INDOOR,FOX,true,
2010,PRE,2,P2,2010081952,55091,,08/19/2010,,19:30:00,1282260600000,0610,BUF,Buffalo Bills,Bills,2200,IND,Indianapolis Colts,Colts,FINAL,34,21,4575,,Toronto,ON,RETRACTABLE,,true,
2010,PRE,2,P2,2010082051,55092,,08/20/2010,,20:00:00,1282348800000,0920,CIN,Cincinnati Bengals,Bengals,3700,PHI,Philadelphia Eagles,Eagles,FINAL,22,9,3530,,Cincinnati,OH,OUTDOOR,FOX,true,
2010,PRE,2,P2,2010082151,55093,,08/21/2010,,19:00:00,1282431600000,5110,WAS,Washington Football Team,Football Team,0325,BAL,Baltimore Ravens,Ravens,FINAL,3,23,2389,,Landover,MD,OUTDOOR,,true,
2010,PRE,2,P2,2010082152,55094,,08/21/2010,,19:00:00,1282431600000,3410,NYG,New York Giants,Giants,3900,PIT,Pittsburgh Steelers,Steelers,FINAL,17,24,3757,,East Rutherford,NJ,OUTDOOR,,true,
2010,PRE,2,P2,2010082153,55095,,08/21/2010,,19:30:00,1282433400000,4900,TB,Tampa Bay Buccaneers,Buccaneers,2310,KC,Kansas City Chiefs,Chiefs,FINAL,20,15,3697,,Tampa,FL,OUTDOOR,,true,
2010,PRE,2,P2,2010082154,55096,,08/21/2010,,19:30:00,1282433400000,2250,JAX,Jacksonville Jaguars,Jaguars,2700,MIA,Miami Dolphins,Dolphins,FINAL,26,27,2049,,Jacksonville,FL,OUTDOOR,,true,
2010,PRE,2,P2,2010082155,55097,,08/21/2010,,19:30:00,1282433400000,1050,CLE,Cleveland Browns,Browns,2510,STL,St. Louis Rams,Rams,FINAL,17,19,1048,,Cleveland,OH,OUTDOOR,,true,
2010,PRE,2,P2,2010082156,55098,,08/21/2010,,20:00:00,1282435200000,3300,NO,New Orleans Saints,Saints,2120,HOU,Houston Texans,Texans,FINAL,38,20,2870,,New Orleans,LA,INDOOR,,true,
2010,PRE,2,P2,2010082157,55099,,08/21/2010,,20:00:00,1282435200000,0750,CAR,Carolina Panthers,Panthers,3430,NYJ,New York Jets,Jets,FINAL,3,9,1769,,Charlotte,NC,OUTDOOR,,true,
2010,PRE,2,P2,2010082158,55100,,08/21/2010,,20:30:00,1282437000000,0810,CHI,Chicago Bears,Bears,2520,OAK,Oakland Raiders,Raiders,FINAL,17,32,4620,,Chicago,IL,OUTDOOR,,true,
2010,PRE,2,P2,2010082159,55101,,08/21/2010,,21:00:00,1282438800000,4400,SD,San Diego Chargers,Chargers,1200,DAL,Dallas Cowboys,Cowboys,FINAL,14,16,4200,,San Diego,CA,OUTDOOR,,true,
2010,PRE,2,P2,2010082160,55102,,08/21/2010,,21:00:00,1282438800000,1400,DEN,Denver Broncos,Broncos,1540,DET,Detroit Lions,Lions,FINAL,20,25,5786,,Denver,CO,OUTDOOR,,true,
2010,PRE,2,P2,2010082161,55103,,08/21/2010,,22:00:00,1282442400000,4600,SEA,Seattle Seahawks,Seahawks,1800,GB,Green Bay Packers,Packers,FINAL,24,27,5315,,Seattle,WA,OUTDOOR,,true,
2010,PRE,2,P2,2010082251,55104,,08/22/2010,,20:00:00,1282521600000,4500,SF,San Francisco 49ers,49ers,3000,MIN,Minnesota Vikings,Vikings,FINAL,15,10,975,,San Francisco,CA,OUTDOOR,NBC,true,
2010,PRE,2,P2,2010082351,55105,,08/23/2010,,20:00:00,1282608000000,2100,TEN,Tennessee Titans,Titans,3800,ARI,Arizona Cardinals,Cardinals,FINAL,24,10,2350,,Nashville,TN,OUTDOOR,ESPN,true,
2010,PRE,3,P3,2010082651,55106,,08/26/2010,,20:00:00,1282867200000,1800,GB,Green Bay Packers,Packers,2200,IND,Indianapolis Colts,Colts,FINAL,59,24,2606,,Green Bay,WI,OUTDOOR,ESPN,true,
2010,PRE,3,P3,2010082652,55107,,08/26/2010,,19:30:00,1282865400000,3200,NE,New England Patriots,Patriots,2510,STL,St. Louis Rams,Rams,FINAL,35,36,1065,,Foxborough,MA,OUTDOOR,,true,
2010,PRE,3,P3,2010082751,55108,,08/27/2010,,20:00:00,1282953600000,3300,NO,New Orleans Saints,Saints,4400,SD,San Diego Chargers,Chargers,FINAL,36,21,2870,,New Orleans,LA,INDOOR,CBS,true,
2010,PRE,3,P3,2010082752,55109,,08/27/2010,,19:00:00,1282950000000,2700,MIA,Miami Dolphins,Dolphins,0200,ATL,Atlanta Falcons,Falcons,FINAL,6,16,2475,,Miami Gardens,FL,OUTDOOR,,true,
2010,PRE,3,P3,2010082753,55110,,08/27/2010,,19:00:00,1282950000000,3430,NYJ,New York Jets,Jets,5110,WAS,Washington Football Team,Football Team,FINAL,11,16,3757,,East Rutherford,NJ,OUTDOOR,,true,
2010,PRE,3,P3,2010082754,55111,,08/27/2010,,20:00:00,1282953600000,2310,KC,Kansas City Chiefs,Chiefs,3700,PHI,Philadelphia Eagles,Eagles,FINAL,17,20,1552,,Kansas City,MO,OUTDOOR,,true,
2010,PRE,3,P3,2010082851,55112,,08/28/2010,,20:00:00,1283040000000,2120,HOU,Houston Texans,Texans,1200,DAL,Dallas Cowboys,Cowboys,FINAL,23,7,3698,,Houston,TX,RETRACTABLE,CBS,true,
2010,PRE,3,P3,2010082852,55113,,08/28/2010,,17:00:00,1283029200000,1540,DET,Detroit Lions,Lions,1050,CLE,Cleveland Browns,Browns,FINAL,35,27,2026,,Detroit,MI,INDOOR,,true,
2010,PRE,3,P3,2010082853,55114,,08/28/2010,,18:30:00,1283034600000,0610,BUF,Buffalo Bills,Bills,0920,CIN,Cincinnati Bengals,Bengals,FINAL,35,20,3770,,Orchard Park,NY,OUTDOOR,,true,
2010,PRE,3,P3,2010082854,55115,,08/28/2010,,19:30:00,1283038200000,4900,TB,Tampa Bay Buccaneers,Buccaneers,2250,JAX,Jacksonville Jaguars,Jaguars,FINAL,13,19,3697,,Tampa,FL,OUTDOOR,,true,
2010,PRE,3,P3,2010082855,55116,,08/28/2010,,19:30:00,1283038200000,0325,BAL,Baltimore Ravens,Ravens,3410,NYG,New York Giants,Giants,FINAL,24,10,3695,,Baltimore,MD,OUTDOOR,,true,
2010,PRE,3,P3,2010082856,55117,,08/28/2010,,20:00:00,1283040000000,3000,MIN,Minnesota Vikings,Vikings,4600,SEA,Seattle Seahawks,Seahawks,FINAL,24,13,2250,,Minneapolis,MN,INDOOR,,true,
2010,PRE,3,P3,2010082857,55118,,08/28/2010,,20:00:00,1283040000000,0750,CAR,Carolina Panthers,Panthers,2100,TEN,Tennessee Titans,Titans,FINAL,15,7,1769,,Charlotte,NC,OUTDOOR,,true,
2010,PRE,3,P3,2010082858,55119,,08/28/2010,,20:30:00,1283041800000,0810,CHI,Chicago Bears,Bears,3800,ARI,Arizona Cardinals,Cardinals,FINAL,9,14,4620,,Chicago,IL,OUTDOOR,,true,
2010,PRE,3,P3,2010082859,55120,,08/28/2010,,21:00:00,1283043600000,2520,OAK,Oakland Raiders,Raiders,4500,SF,San Francisco 49ers,49ers,FINAL,24,28,3225,,Oakland,CA,OUTDOOR,,true,
2010,PRE,3,P3,2010082951,55121,,08/29/2010,,20:00:00,1283126400000,1400,DEN,Denver Broncos,Broncos,3900,PIT,Pittsburgh Steelers,Steelers,FINAL,34,17,5786,,Denver,CO,OUTDOOR,FOX,true,
2010,PRE,4,P4,2010090251,55122,,09/02/2010,,18:30:00,1283466600000,1540,DET,Detroit Lions,Lions,0610,BUF,Buffalo Bills,Bills,FINAL,28,23,2026,,Detroit,MI,INDOOR,,true,
2010,PRE,4,P4,2010090252,55123,,09/02/2010,,19:00:00,1283468400000,2200,IND,Indianapolis Colts,Colts,0920,CIN,Cincinnati Bengals,Bengals,FINAL,28,30,2878,,Indianapolis,IN,RETRACTABLE,,true,
2010,PRE,4,P4,2010090253,55124,,09/02/2010,,19:00:00,1283468400000,3410,NYG,New York Giants,Giants,3200,NE,New England Patriots,Patriots,FINAL,20,17,3757,,East Rutherford,NJ,OUTDOOR,,true,
2010,PRE,4,P4,2010090254,55125,,09/02/2010,,19:30:00,1283470200000,2250,JAX,Jacksonville Jaguars,Jaguars,0200,ATL,Atlanta Falcons,Falcons,FINAL,13,9,2049,,Jacksonville,FL,OUTDOOR,,true,
2010,PRE,4,P4,2010090255,55126,,09/02/2010,,19:30:00,1283470200000,3900,PIT,Pittsburgh Steelers,Steelers,0750,CAR,Carolina Panthers,Panthers,FINAL,19,3,5411,,Pittsburgh,PA,OUTDOOR,,true,
2010,PRE,4,P4,2010090256,55127,,09/02/2010,,19:30:00,1283470200000,3700,PHI,Philadelphia Eagles,Eagles,3430,NYJ,New York Jets,Jets,FINAL,17,21,2769,,Philadelphia,PA,OUTDOOR,,true,
2010,PRE,4,P4,2010090257,55128,,09/02/2010,,20:00:00,1283472000000,2510,STL,St. Louis Rams,Rams,0325,BAL,Baltimore Ravens,Ravens,FINAL,27,21,5189,,St.Louis,MO,INDOOR,,true,
2010,PRE,4,P4,2010090258,55129,,09/02/2010,,20:00:00,1283472000000,1050,CLE,Cleveland Browns,Browns,0810,CHI,Chicago Bears,Bears,FINAL,13,10,1048,,Cleveland,OH,OUTDOOR,,true,
2010,PRE,4,P4,2010090259,55130,,09/02/2010,,20:00:00,1283472000000,3000,MIN,Minnesota Vikings,Vikings,1400,DEN,Denver Broncos,Broncos,FINAL,31,24,2250,,Minneapolis,MN,INDOOR,,true,
2010,PRE,4,P4,2010090260,55131,,09/02/2010,,20:00:00,1283472000000,2310,KC,Kansas City Chiefs,Chiefs,1800,GB,Green Bay Packers,Packers,FINAL,17,13,1552,,Kansas City,MO,OUTDOOR,,true,
2010,PRE,4,P4,2010090261,55132,,09/02/2010,,20:00:00,1283472000000,1200,DAL,Dallas Cowboys,Cowboys,2700,MIA,Miami Dolphins,Dolphins,FINAL,27,25,4948,,Arlington,TX,RETRACTABLE,,true,
2010,PRE,4,P4,2010090262,55133,,09/02/2010,,20:00:00,1283472000000,2100,TEN,Tennessee Titans,Titans,3300,NO,New Orleans Saints,Saints,FINAL,27,24,2350,,Nashville,TN,OUTDOOR,,true,
2010,PRE,4,P4,2010090263,55134,,09/02/2010,,20:00:00,1283472000000,2120,HOU,Houston Texans,Texans,4900,TB,Tampa Bay Buccaneers,Buccaneers,FINAL,17,24,3698,,Houston,TX,RETRACTABLE,,true,
2010,PRE,4,P4,2010090264,55135,,09/02/2010,,22:00:00,1283479200000,4500,SF,San Francisco 49ers,49ers,4400,SD,San Diego Chargers,Chargers,FINAL,17,14,975,,San Francisco,CA,OUTDOOR,,true,
2010,PRE,4,P4,2010090265,55136,,09/02/2010,,22:00:00,1283479200000,2520,OAK,Oakland Raiders,Raiders,4600,SEA,Seattle Seahawks,Seahawks,FINAL,27,24,3225,,Oakland,CA,OUTDOOR,,true,
2010,PRE,4,P4,2010090266,55137,,09/02/2010,,22:00:00,1283479200000,3800,ARI,Arizona Cardinals,Cardinals,5110,WAS,Washington Football Team,Football Team,FINAL,20,10,1907,,Glendale,AZ,RETRACTABLE,,true,
2010,PRO,21,PRO,2011013000,55163,,01/30/2011,,19:00:00,1296432000000,8700,NFC,NFC Pro Bowl Team,NFC Pro Bowl,8600,AFC,AFC Pro Bowl Team,AFC Pro Bowl,FINAL,55,41,1527,,Honolulu,HI,OUTDOOR,FOX,true,
2010,REG,1,Week 1,2010090900,54863,,09/09/2010,,20:30:00,1284078600000,3300,NO,New Orleans Saints,Saints,3000,MIN,Minnesota Vikings,Vikings,FINAL,14,9,2870,,New Orleans,LA,INDOOR,NBC,true,
2010,REG,1,Week 1,2010091200,54871,,09/12/2010,,13:00:00,1284310800000,4900,TB,Tampa Bay Buccaneers,Buccaneers,1050,CLE,Cleveland Browns,Browns,FINAL,17,14,3697,,Tampa,FL,OUTDOOR,CBS,true,
2010,REG,1,Week 1,2010091201,54864,,09/12/2010,,13:00:00,1284310800000,0610,BUF,Buffalo Bills,Bills,2700,MIA,Miami Dolphins,Dolphins,FINAL,10,15,3770,,Orchard Park,NY,OUTDOOR,CBS,true,
2010,REG,1,Week 1,2010091202,54868,,09/12/2010,,13:00:00,1284310800000,3200,NE,New England Patriots,Patriots,0920,CIN,Cincinnati Bengals,Bengals,FINAL,38,24,1065,,Foxborough,MA,OUTDOOR,CBS,true,
2010,REG,1,Week 1,2010091203,54866,,09/12/2010,,13:00:00,1284310800000,2120,HOU,Houston Texans,Texans,2200,IND,Indianapolis Colts,Colts,FINAL,34,24,3698,,Houston,TX,RETRACTABLE,CBS,true,
2010,REG,1,Week 1,2010091204,54867,,09/12/2010,,13:00:00,1284310800000,2250,JAX,Jacksonville Jaguars,Jaguars,1400,DEN,Denver Broncos,Broncos,FINAL,24,17,2049,,Jacksonville,FL,OUTDOOR,CBS,true,
2010,REG,1,Week 1,2010091205,54872,,09/12/2010,,13:00:00,1284310800000,2100,TEN,Tennessee Titans,Titans,2520,OAK,Oakland Raiders,Raiders,FINAL,38,13,2350,,Nashville,TN,OUTDOOR,CBS,true,
2010,REG,1,Week 1,2010091206,54869,,09/12/2010,,13:00:00,1284310800000,3410,NYG,New York Giants,Giants,0750,CAR,Carolina Panthers,Panthers,FINAL,31,18,3757,,East Rutherford,NJ,OUTDOOR,FOX,true,
2010,REG,1,Week 1,2010091207,54865,,09/12/2010,,13:00:00,1284310800000,0810,CHI,Chicago Bears,Bears,1540,DET,Detroit Lions,Lions,FINAL,19,14,4620,,Chicago,IL,OUTDOOR,FOX,true,
2010,REG,1,Week 1,2010091208,54874,,09/12/2010,,16:15:00,1284322500000,2510,STL,St. Louis Rams,Rams,3800,ARI,Arizona Cardinals,Cardinals,FINAL,13,17,5189,,St.Louis,MO,INDOOR,FOX,true,
2010,REG,1,Week 1,2010091209,54870,,09/12/2010,,13:00:00,1284310800000,3900,PIT,Pittsburgh Steelers,Steelers,0200,ATL,Atlanta Falcons,Falcons,FINAL_OVERTIME,15,9,5411,,Pittsburgh,PA,OUTDOOR,FOX,true,
2010,REG,1,Week 1,2010091210,54873,,09/12/2010,,16:15:00,1284322500000,3700,PHI,Philadelphia Eagles,Eagles,1800,GB,Green Bay Packers,Packers,FINAL,20,27,2769,,Philadelphia,PA,OUTDOOR,FOX,true,
2010,REG,1,Week 1,2010091211,54875,,09/12/2010,,16:15:00,1284322500000,4600,SEA,Seattle Seahawks,Seahawks,4500,SF,San Francisco 49ers,49ers,FINAL,31,6,5315,,Seattle,WA,OUTDOOR,FOX,true,
2010,REG,1,Week 1,2010091212,54876,,09/12/2010,,20:20:00,1284337200000,5110,WAS,Washington Football Team,Football Team,1200,DAL,Dallas Cowboys,Cowboys,FINAL,13,7,2389,,Landover,MD,OUTDOOR,NBC,true,
2010,REG,1,Week 1,2010091300,54877,,09/13/2010,,19:00:00,1284418800000,3430,NYJ,New York Jets,Jets,0325,BAL,Baltimore Ravens,Ravens,FINAL,9,10,3757,,East Rutherford,NJ,OUTDOOR,ESPN,true,
2010,REG,1,Week 1,2010091301,54878,,09/13/2010,,22:15:00,1284430500000,2310,KC,Kansas City Chiefs,Chiefs,4400,SD,San Diego Chargers,Chargers,FINAL,21,14,1552,,Kansas City,MO,OUTDOOR,ESPN,true,
2010,REG,2,Week 2,2010091900,54892,,09/19/2010,,16:15:00,1284927300000,5110,WAS,Washington Football Team,Football Team,2120,HOU,Houston Texans,Texans,FINAL_OVERTIME,27,30,2389,,Landover,MD,OUTDOOR,CBS,true,
2010,REG,2,Week 2,2010091901,54885,,09/19/2010,,13:00:00,1284915600000,1800,GB,Green Bay Packers,Packers,0610,BUF,Buffalo Bills,Bills,FINAL,34,7,2606,,Green Bay,WI,OUTDOOR,CBS,true,
2010,REG,2,Week 2,2010091902,54886,,09/19/2010,,13:00:00,1284915600000,3000,MIN,Minnesota Vikings,Vikings,2700,MIA,Miami Dolphins,Dolphins,FINAL,10,14,2250,,Minneapolis,MN,INDOOR,CBS,true,
2010,REG,2,Week 2,2010091903,54882,,09/19/2010,,13:00:00,1284915600000,1050,CLE,Cleveland Browns,Browns,2310,KC,Kansas City Chiefs,Chiefs,FINAL,14,16,1048,,Cleveland,OH,OUTDOOR,CBS,true,
2010,REG,2,Week 2,2010091904,54887,,09/19/2010,,13:00:00,1284915600000,2100,TEN,Tennessee Titans,Titans,3900,PIT,Pittsburgh Steelers,Steelers,FINAL,11,19,2350,,Nashville,TN,OUTDOOR,CBS,true,
2010,REG,2,Week 2,2010091905,54883,,09/19/2010,,13:00:00,1284915600000,1200,DAL,Dallas Cowboys,Cowboys,0810,CHI,Chicago Bears,Bears,FINAL,20,27,4948,,Arlington,TX,RETRACTABLE,FOX,true,
2010,REG,2,Week 2,2010091906,54884,,09/19/2010,,13:00:00,1284915600000,1540,DET,Detroit Lions,Lions,3700,PHI,Philadelphia Eagles,Eagles,FINAL,32,35,2026,,Detroit,MI,INDOOR,FOX,true,
2010,REG,2,Week 2,2010091907,54879,,09/19/2010,,13:00:00,1284915600000,0200,ATL,Atlanta Falcons,Falcons,3800,ARI,Arizona Cardinals,Cardinals,FINAL,41,7,2053,,Atlanta,GA,INDOOR,FOX,true,
2010,REG,2,Week 2,2010091908,54880,,09/19/2010,,13:00:00,1284915600000,0750,CAR,Carolina Panthers,Panthers,4900,TB,Tampa Bay Buccaneers,Buccaneers,FINAL,7,20,1769,,Charlotte,NC,OUTDOOR,FOX,true,
2010,REG,2,Week 2,2010091909,54888,,09/19/2010,,16:05:00,1284926700000,1400,DEN,Denver Broncos,Broncos,4600,SEA,Seattle Seahawks,Seahawks,FINAL,31,14,5786,,Denver,CO,OUTDOOR,FOX,true,
2010,REG,2,Week 2,2010091910,54889,,09/19/2010,,16:05:00,1284926700000,2520,OAK,Oakland Raiders,Raiders,2510,STL,St. Louis Rams,Rams,FINAL,16,14,3225,,Oakland,CA,OUTDOOR,FOX,true,
2010,REG,2,Week 2,2010091911,54890,,09/19/2010,,16:15:00,1284927300000,3430,NYJ,New York Jets,Jets,3200,NE,New England Patriots,Patriots,FINAL,28,14,3757,,East Rutherford,NJ,OUTDOOR,CBS,true,
2010,REG,2,Week 2,2010091912,54881,,09/19/2010,,13:00:00,1284915600000,0920,CIN,Cincinnati Bengals,Bengals,0325,BAL,Baltimore Ravens,Ravens,FINAL,15,10,3530,,Cincinnati,OH,OUTDOOR,CBS,true,
2010,REG,2,Week 2,2010091913,54891,,09/19/2010,,16:15:00,1284927300000,4400,SD,San Diego Chargers,Chargers,2250,JAX,Jacksonville Jaguars,Jaguars,FINAL,38,13,4200,,San Diego,CA,OUTDOOR,CBS,true,
2010,REG,2,Week 2,2010091914,54893,,09/19/2010,,20:20:00,1284942000000,2200,IND,Indianapolis Colts,Colts,3410,NYG,New York Giants,Giants,FINAL,38,14,2878,,Indianapolis,IN,RETRACTABLE,NBC,true,
2010,REG,2,Week 2,2010092000,54894,,09/20/2010,,20:30:00,1285029000000,4500,SF,San Francisco 49ers,49ers,3300,NO,New Orleans Saints,Saints,FINAL,22,25,975,,San Francisco,CA,OUTDOOR,ESPN,true,
2010,REG,3,Week 3,2010092600,54902,,09/26/2010,,13:00:00,1285520400000,3410,NYG,New York Giants,Giants,2100,TEN,Tennessee Titans,Titans,FINAL,10,29,3757,,East Rutherford,NJ,OUTDOOR,CBS,true,
2010,REG,3,Week 3,2010092601,54896,,09/26/2010,,13:00:00,1285520400000,0750,CAR,Carolina Panthers,Panthers,0920,CIN,Cincinnati Bengals,Bengals,FINAL,7,20,1769,,Charlotte,NC,OUTDOOR,CBS,true,
2010,REG,3,Week 3,2010092602,54903,,09/26/2010,,13:00:00,1285520400000,4900,TB,Tampa Bay Buccaneers,Buccaneers,3900,PIT,Pittsburgh Steelers,Steelers,FINAL,13,38,3697,,Tampa,FL,OUTDOOR,CBS,true,
2010,REG,3,Week 3,2010092603,54900,,09/26/2010,,13:00:00,1285520400000,3200,NE,New England Patriots,Patriots,0610,BUF,Buffalo Bills,Bills,FINAL,38,30,1065,,Foxborough,MA,OUTDOOR,CBS,true,
2010,REG,3,Week 3,2010092604,54895,,09/26/2010,,13:00:00,1285520400000,0325,BAL,Baltimore Ravens,Ravens,1050,CLE,Cleveland Browns,Browns,FINAL,24,17,3695,,Baltimore,MD,OUTDOOR,CBS,true,
2010,REG,3,Week 3,2010092605,54899,,09/26/2010,,13:00:00,1285520400000,3000,MIN,Minnesota Vikings,Vikings,1540,DET,Detroit Lions,Lions,FINAL,24,10,2250,,Minneapolis,MN,INDOOR,FOX,true,
