season,season_type,week,scope,threshold,player_name,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_status,player_headshot,position,team_id,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_suffix,player_season_type,player_week
2018,POST,18,week,5,Chester Rogers,00-0032355,Chester Rogers,C.Rogers,ROG146742,WR,WR,80,2200,2018,43556,3200524f-4714-6742-8aec-cfa06f6c3ab6,Chester,Rogers,Chester,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xcttpybweoxgmeycjvof,WR,2200,9.312000000000001,3.017797582503719,5.362,8.12153524582715,4,5,80.0,46,0,5.809999999999999,7.9161701294374325,-2.1061701294374338,III,POST,18
2018,POST,18,week,5,Golden Tate,00-0027891,Golden Tate,G.Tate,TAT245022,WR,WR,19,3700,2018,35499,32005441-5424-5022-18f3-b9b5433de8e5,Golden,Tate,Golden,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ou4hq9jwx5iqbvp1u62j,WR,3700,4.9825,2.088401385547522,10.23,25.688994914935027,5,8,62.5,46,1,1.8599999999999994,1.564059624982179,0.29594037501782045,III,POST,18
2018,POST,18,week,5,Alshon Jeffery,00-0029137,Alshon Jeffery,A.Jeffery,JEF498860,WR,WR,17,3700,2018,38575,32004a45-4649-8860-b9ad-0608f64c795e,Alshon,Jeffery,Alshon,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qrbsgwhzlsmwgkdfjryh,WR,3700,5.058888888888889,2.220166406757041,10.538888888888891,29.772741540586363,6,9,66.66666666666666,82,0,3.4683333333333306,3.2285782002408325,0.23975513309249807,,POST,18
2018,POST,18,week,5,Zach Ertz,00-0030061,Zach Ertz,Z.Ertz,ERT800920,TE,TE,86,3700,2018,39983,32004552-5480-0920-32a6-165b5a77814e,Zachary,Ertz,Zach,TE,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/irowplnl44sextckrrxb,TE,3700,6.51,1.9886576628206734,7.087142857142858,15.572226756230778,5,7,71.42857142857143,52,0,4.5,3.0383788771348916,1.4616211228651084,,POST,18
2018,POST,18,week,5,Nelson Agholor,00-0031549,Nelson Agholor,N.Agholor,AGH474619,WR,WR,13,3700,2018,42363,32004147-4847-4619-b8a1-bb6c688fe5ac,Nelson,Agholor,Nelson,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rlo21k18vop9s50knzyb,WR,3700,6.595,1.5651526294704883,11.326666666666663,21.33216146650762,3,6,50.0,32,0,3.2300000000000018,0.9863601923456903,2.2436398076543114,,POST,18
2018,POST,18,week,5,Keenan Allen,00-0030279,Keenan Allen,K.Allen,ALL532966,WR,WR,13,4400,2018,40024,3200414c-4c53-2966-dfa9-55ae464e7b3d,Keenan,Allen,Keenan,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vwlmmfcjxsx82ahs0fpb,WR,4400,6.906000000000001,2.4498698860636186,8.706666666666667,27.982216508650698,4,6,66.66666666666666,37,0,4.3025,5.095197325888705,-0.7926973258887049,,POST,18
2018,POST,18,week,5,Mike Williams,00-0033536,Mike Williams,M.Williams,WIL000009,WR,WR,81,4400,2018,44819,32005749-4c00-0009-75a2-9fccf6994099,Michael,Williams,Mike,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fjnnliuxjyqzb7oo5hgi,WR,4400,6.492,1.8604764452878921,15.048000000000002,40.3021050940061,2,5,40.0,42,0,3.754999999999999,3.3695172491866288,0.38548275081337025,,POST,18
2018,POST,18,week,5,Ed Dickson,00-0027675,Ed Dickson,E.Dickson,DIC709336,TE,TE,84,4600,2018,35509,32004449-4370-9336-f2a1-d2d3af5ebfae,Edward,Dickson,Ed,TE,TE,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qtxat8xwaclkqfkj5lrq,TE,4600,5.933999999999999,3.438357899158585,4.859999999999999,10.25835866261398,4,5,80.0,42,0,5.182500000000001,6.152876861566028,-0.9703768615660273,,POST,18
2018,POST,18,week,5,Doug Baldwin,00-0028434,Doug Baldwin,D.Baldwin,BAL312014,WR,WR,89,4600,2018,37914,32004241-4c31-2014-c93d-20c503b6b7fe,Doug,Baldwin,Doug,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kccmcttfdtl7m3g49vb8,WR,4600,6.316666666666666,2.235343109775222,12.325000000000001,31.218338399189467,3,6,50.0,32,0,-0.8900000000000006,0.3186653066896123,-1.208665306689613,Jr.,POST,18
2018,POST,18,week,5,Tyler Lockett,00-0032211,Tyler Lockett,T.Lockett,LOC420915,WR,WR,16,4600,2018,42412,32004c4f-4342-0915-1af7-ec50f437887c,Tyler,Lockett,Tyler,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kwcxus7rlqurps3gbbwu,WR,4600,3.464,3.4248067747308095,18.876666666666665,47.81323877068558,4,6,66.66666666666666,120,0,8.457500000000001,9.81274454169585,-1.355244541695848,,POST,18
2018,POST,19,week,5,Amari Cooper,00-0031544,Amari Cooper,A.Cooper,COO487703,WR,WR,19,1200,2018,42347,3200434f-4f48-7703-16a5-c78426109031,Amari,Cooper,Amari,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ekwyie7av318q4eaffiy,WR,1200,9.634444444444444,4.855242518951723,4.942222222222223,19.95603212346898,6,9,66.66666666666666,65,1,7.433333333333333,5.2101678265366145,2.223165506796718,,POST,19
2018,POST,19,week,5,Michael Gallup,00-0034764,Michael Gallup,M.Gallup,GAL779981,WR,WR,13,1200,2018,46150,32004741-4c77-9981-95e1-30b1c57c6002,Michael,Gallup,Michael,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ncxer9zjw2czcahas1ey,WR,1200,8.77888888888889,3.5974547674666564,12.538888888888888,50.63035578087845,6,9,66.66666666666666,119,0,5.278333333333332,3.9640903606477402,1.3142429726855922,,POST,19
2018,POST,19,week,5,T.Y. Hilton,00-0029608,T.Y. Hilton,T.Hilton,HIL775449,WR,WR,13,2200,2018,38622,32004849-4c77-5449-32f3-1710cf2948b2,Eugene,Hilton,T.Y.,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kbickbqrcbj2gos5ourc,WR,2200,5.690909090909091,2.4772084532962917,10.270909090909091,34.35817899826658,4,11,36.36363636363637,60,1,5.584999999999999,4.330331540571706,1.2546684594282933,,POST,19
2018,POST,19,week,5,Eric Ebron,00-0031387,Eric Ebron,E.Ebron,EBR474619,TE,TE,85,2200,2018,41236,32004542-5247-4619-e13a-2be177a1a622,Eric,Ebron,Eric,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gxxogysbupsery4gckld,TE,2200,7.304,3.3186991269362673,9.63888888888889,26.381412888118476,5,9,55.55555555555556,51,0,2.924000000000001,3.560766955564213,-0.6367669555642124,Jr.,POST,19
2018,POST,19,week,5,Chester Rogers,00-0032355,Chester Rogers,C.Rogers,ROG146742,WR,WR,80,2200,2018,43556,3200524f-4714-6742-8aec-cfa06f6c3ab6,Chester,Rogers,Chester,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xcttpybweoxgmeycjvof,WR,2200,5.739999999999999,4.489381810508025,6.84,12.480613082747922,5,6,83.33333333333334,30,0,-0.3219999999999999,2.430479346554989,-2.7524793465549893,III,POST,19
2018,POST,19,week,5,Travis Kelce,00-0030506,Travis Kelce,T.Kelce,KEL012458,TE,TE,87,2310,2018,40011,32004b45-4c01-2458-b7b6-3a14cdb414dd,Travis,Kelce,Travis,TE,TE,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/n0gfqddteoputgezwl0k,TE,2310,5.741428571428571,3.563498990162889,10.001,29.53545376687044,7,10,70.0,108,0,8.487142857142858,8.339386709706949,0.14775614743590992,,POST,19
2018,POST,19,week,5,Sammy Watkins,00-0031325,Sammy Watkins,S.Watkins,WAT270480,WR,WR,14,2310,2018,41230,32005741-5427-0480-637c-854aaf86ba0e,Samuel,Watkins,Sammy,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/njpkvqr7lmjsc5hccdcr,WR,2310,6.546666666666667,3.439120521406799,5.04875,11.928176958743096,6,8,75.0,62,0,6.156666666666666,3.708170560855251,2.448496105811415,IV,POST,19
2018,POST,19,week,5,Tyreek Hill,00-0033040,Tyreek Hill,T.Hill,HIL628694,WR,WR,10,2310,2018,43454,32004849-4c62-8694-8490-45499711dee4,Tyreek,Hill,Tyreek,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/daheq1ssy3lui6kxtudq,WR,2310,4.452,3.672993510133725,13.680769230769233,52.523552169162166,8,13,61.53846153846154,72,0,3.7849999999999993,4.225607116326842,-0.44060711632684235,,POST,19
2018,POST,19,week,5,Robert Woods,00-0030431,Robert Woods,R.Woods,WOO561144,WR,WR,17,2510,2018,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,Robert,Woods,Robert,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vwtoba3zfsmti9s9wwau,WR,2510,5.25125,3.8620125946599955,5.982500000000003,20.17196324707074,6,8,75.0,69,0,5.481666666666665,5.279222725021062,0.20244394164560298,,POST,19
2018,POST,19,week,5,Brandin Cooks,00-0031236,Brandin Cooks,B.Cooks,COO299382,WR,WR,12,2510,2018,41246,3200434f-4f29-9382-29e1-70020b0a09be,Brandin,Cooks,Brandin,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/eds7l8wtfctqodval2jl,WR,2510,5.098333333333333,1.8100479569048034,14.381666666666666,36.36938379836467,4,6,66.66666666666666,65,0,0.6950000000000003,0.88782701476282,-0.19282701476281972,,POST,19
2018,POST,19,week,5,Julian Edelman,00-0027150,Julian Edelman,J.Edelman,EDE425791,WR,WR,11,3200,2018,34683,32004544-4542-5791-52f0-bc67f5a8aae9,Julian,Edelman,Julian,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/u0hbuo2bsvtlg7lnxm43,WR,3200,6.845384615384616,3.1896876018779112,7.6923076923076925,53.34471353888828,9,13,69.23076923076923,151,0,7.06,6.063211377137141,0.9967886228628586,,POST,19
2018,POST,19,week,5,Chris Hogan,00-0028237,Chris Hogan,C.Hogan,HOG008552,WR,WR,15,3200,2018,37737,3200484f-4700-8552-d771-1e9cfd53695f,Chris,Hogan,Chris,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dssn7zhhr5aqj3ujotfy,WR,3200,6.4350000000000005,2.2059807140201824,7.162000000000001,19.102741918275893,3,5,60.0,13,0,0.5466666666666669,2.5148410434571624,-1.9681743767904956,,POST,19
2018,POST,19,week,5,Phillip Dorsett,00-0032208,Phillip Dorsett,P.Dorsett,DOR488199,WR,WR,13,3200,2018,42372,3200444f-5248-8199-3ca5-f2de722dd057,Phillip,Dorsett,Phillip,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/imisp1exzlw9m0yvy5rh,WR,3200,5.514,2.6357827544338948,14.859999999999996,39.63512215939398,4,5,80.0,41,1,0.9900000000000015,1.7077764461351528,-0.7177764461351512,Jr.,POST,19
2018,POST,19,week,5,Ted Ginn,00-0025396,Ted Ginn,T.Ginn,GIN403290,WR,WR,19,3300,2018,32202,32004749-4e40-3290-b291-829cfef68d62,Ted,Ginn,Ted,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/myuaipuopeaowqpksxnn,WR,3300,7.308571428571428,2.008855714059365,16.595714285714287,31.183228646588283,3,7,42.857142857142854,44,0,0.13333333333333286,0.46772665366304683,-0.33439332032971397,Jr.,POST,19
2018,POST,19,week,5,Michael Thomas,00-0032765,Michael Thomas,M.Thomas,THO308912,WR,WR,13,3300,2018,43336,32005448-4f30-8912-926a-d25d51327661,Michael,Thomas,Michael,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/liuzt7209f2hqa9mu1zw,WR,3300,6.6825,2.4240942177589746,12.426875,53.37145004563267,12,16,75.0,171,1,4.664166666666666,4.4276705641223275,0.23649610254433817,Jr.,POST,19
2018,POST,19,week,5,Golden Tate,00-0027891,Golden Tate,G.Tate,TAT245022,WR,WR,19,3700,2018,35499,32005441-5424-5022-18f3-b9b5433de8e5,Golden,Tate,Golden,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ou4hq9jwx5iqbvp1u62j,WR,3700,7.3225,1.3143585786903633,12.564,22.413300984729553,2,5,40.0,18,0,2.1149999999999984,1.447962636628347,0.6670373633716515,III,POST,19
2018,POST,19,week,5,Alshon Jeffery,00-0029137,Alshon Jeffery,A.Jeffery,JEF498860,WR,WR,17,3700,2018,38575,32004a45-4649-8860-b9ad-0608f64c795e,Alshon,Jeffery,Alshon,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qrbsgwhzlsmwgkdfjryh,WR,3700,5.380000000000001,1.9078960574633272,10.64125,30.37319823034108,5,8,62.5,63,0,3.1819999999999995,1.7114001452437435,1.470599854756256,,POST,19
2018,POST,19,week,5,Zach Ertz,00-0030061,Zach Ertz,Z.Ertz,ERT800920,TE,TE,86,3700,2018,39983,32004552-5480-0920-32a6-165b5a77814e,Zachary,Ertz,Zach,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/irowplnl44sextckrrxb,TE,3700,6.87625,4.554451293940054,11.306250000000002,32.27130012844299,5,8,62.5,50,0,3.209999999999998,2.833809180210585,0.37619081978941304,,POST,19
2018,POST,19,week,5,Antonio Gates,00-0021547,Antonio Gates,A.Gates,GAT194627,TE,TE,85,4400,2018,28495,32004741-5419-4627-d7b9-c6962c8e21f2,Antonio,Gates,Antonio,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kndulvysinvn4tpvt0bc,TE,4400,2.81,2.1576751940300216,7.4025,10.69493606877122,5,8,62.5,41,1,4.354,5.062044382715351,-0.7080443827153511,,POST,19
2018,POST,19,week,5,Keenan Allen,00-0030279,Keenan Allen,K.Allen,ALL532966,WR,WR,13,4400,2018,40024,3200414c-4c53-2966-dfa9-55ae464e7b3d,Keenan,Allen,Keenan,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vwlmmfcjxsx82ahs0fpb,WR,4400,3.6850000000000005,1.8872944189621375,19.215,20.82099255941631,2,6,33.33333333333333,75,1,4.289999999999996,2.270611291413843,2.0193887085861526,,POST,19
2018,POST,19,week,5,Tyrell Williams,00-0032160,Tyrell Williams,Ty.Williams,WIL547641,WR,WR,16,4400,2018,43090,32005749-4c54-7641-fdca-10f8368b7b2e,Tyrell,Williams,Tyrell,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/knhalhbzfbwtsvdav0q8,WR,4400,3.8885714285714283,2.072206569162862,17.121428571428574,21.644513472513182,5,7,71.42857142857143,94,0,4.948000000000001,4.388765495422325,0.5592345045776765,,POST,19
2018,POST,19,week,5,Mike Williams,00-0033536,Mike Williams,M.Williams,WIL000009,WR,WR,81,4400,2018,44819,32005749-4c00-0009-75a2-9fccf6994099,Michael,Williams,Mike,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fjnnliuxjyqzb7oo5hgi,WR,4400,3.5472727272727274,1.214846714901408,15.4,30.593079534782923,5,11,45.45454545454545,68,0,3.669999999999999,2.0873930298456345,1.5826069701543646,,POST,19
2018,POST,20,week,5,Travis Kelce,00-0030506,Travis Kelce,T.Kelce,KEL012458,TE,TE,87,2310,2018,40011,32004b45-4c01-2458-b7b6-3a14cdb414dd,Travis,Kelce,Travis,TE,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/n0gfqddteoputgezwl0k,TE,2310,4.2379999999999995,2.3214160306055587,5.398333333333333,7.952174019788369,3,6,50.0,23,1,5.396666666666666,4.930860050855638,0.46580661581102767,,POST,20
2018,POST,20,week,5,Sammy Watkins,00-0031325,Sammy Watkins,S.Watkins,WAT270480,WR,WR,14,2310,2018,41230,32005741-5427-0480-637c-854aaf86ba0e,Samuel,Watkins,Sammy,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/njpkvqr7lmjsc5hccdcr,WR,2310,3.89375,3.5049839917032846,15.91875,31.266111806731978,4,8,50.0,114,0,11.155000000000001,9.429639051838564,1.7253609481614376,IV,POST,20
2018,POST,20,week,5,Robert Woods,00-0030431,Robert Woods,R.Woods,WOO561144,WR,WR,17,2510,2018,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,Robert,Woods,Robert,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vwtoba3zfsmti9s9wwau,WR,2510,6.9140000000000015,3.885960124276984,6.340909090909093,24.371920751948007,6,11,54.54545454545454,33,0,2.7949999999999977,6.989605052913106,-4.194605052913108,,POST,20
2018,POST,20,week,5,Brandin Cooks,00-0031236,Brandin Cooks,B.Cooks,COO299382,WR,WR,12,2510,2018,41246,3200434f-4f29-9382-29e1-70020b0a09be,Brandin,Cooks,Brandin,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/eds7l8wtfctqodval2jl,WR,2510,5.448571428571428,3.147946068805263,9.03625,25.259443027359445,7,8,87.5,107,0,4.355714285714285,3.9102041077939376,0.4455101779203474,,POST,20
2018,POST,20,week,5,Josh Reynolds,00-0033943,Josh Reynolds,J.Reynolds,REY398905,WR,WR,83,2510,2018,44930,32005245-5939-8905-3a79-3286353be377,Joshua,Reynolds,Josh,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/yzpzvlpz5n7dmxue0geq,WR,2510,5.408333333333334,2.3556632780197613,9.657142857142857,23.620671581816268,4,7,57.14285714285714,74,0,6.442499999999999,4.937626515433294,1.5048734845667049,,POST,20
2018,POST,20,week,5,Julian Edelman,00-0027150,Julian Edelman,J.Edelman,EDE425791,WR,WR,11,3200,2018,34683,32004544-4542-5791-52f0-bc67f5a8aae9,Julian,Edelman,Julian,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/u0hbuo2bsvtlg7lnxm43,WR,3200,4.944444444444445,2.566022342689044,10.264,27.56102145484815,7,10,70.0,96,0,2.8014285714285725,2.641504977459525,0.15992359396904732,,POST,20
2018,POST,20,week,5,Rob Gronkowski,00-0027656,Rob Gronkowski,R.Gronkowski,GRO135948,TE,TE,87,3200,2018,35481,32004752-4f13-5948-af95-481204a115ed,Robert,Gronkowski,Rob,TE,TE,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hdryd2czt78fk6bi4t3a,TE,3200,3.6109999999999998,1.7115496089905629,9.237272727272726,27.284444563787225,6,11,54.54545454545454,79,0,5.08166666666667,3.1941289591500586,1.887537707516611,,POST,20
2018,POST,20,week,5,Chris Hogan,00-0028237,Chris Hogan,C.Hogan,HOG008552,WR,WR,15,3200,2018,37737,3200484f-4700-8552-d771-1e9cfd53695f,Chris,Hogan,Chris,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dssn7zhhr5aqj3ujotfy,WR,3200,4.756666666666667,2.647722380675803,12.714285714285714,23.89839155769179,5,7,71.42857142857143,45,0,0.6140000000000001,1.137603717699759,-0.523603717699759,,POST,20
2018,POST,20,week,5,Ted Ginn,00-0025396,Ted Ginn,T.Ginn,GIN403290,WR,WR,19,3300,2018,32202,32004749-4e40-3290-b291-829cfef68d62,Ted,Ginn,Ted,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/myuaipuopeaowqpksxnn,WR,3300,8.4,1.6914098140752205,13.516666666666666,31.76281674695492,3,6,50.0,58,0,3.236666666666667,2.220970131859398,1.0156965348072688,Jr.,POST,20
2018,POST,20,week,5,Michael Thomas,00-0032765,Michael Thomas,M.Thomas,THO308912,WR,WR,13,3300,2018,43336,32005448-4f30-8912-926a-d25d51327661,Michael,Thomas,Michael,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/liuzt7209f2hqa9mu1zw,WR,3300,4.724285714285714,2.3900878214940584,5.2285714285714295,14.334390788391499,4,7,57.14285714285714,36,0,3.5650000000000013,3.8835644206736077,-0.31856442067360646,Jr.,POST,20
2018,POST,22,week,5,Robert Woods,00-0030431,Robert Woods,R.Woods,WOO561144,WR,WR,17,2510,2018,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,Robert,Woods,Robert,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vwtoba3zfsmti9s9wwau,WR,2510,5.909000000000001,1.5770869301916857,10.01,26.12758404677385,5,10,50.0,70,0,2.7340000000000004,2.1479916954114526,0.5860083045885478,,POST,22
