season,season_type,week,scope,threshold,player_name,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,position,team_id,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_season_type,player_week
2024,POST,19,week,5,Khalil Shakir,00-0037261,Khalil Shakir,K.Shakir,SHA107427,WR,WR,10,0610,2024,54613,32005348-4110-7427-f34a-bb0aa1d8e556,Khalil,Shakir,Khalil,SLOT_WR,WR,10,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ch2yarhiobqlvr9ls2yw,WR,0610,7.69,5.602023577253511,1.6833333333333336,4.286745044777388,6,6,100.0,61,0,8.483333333333333,6.746455575041712,1.7368777582916204,POST,19
2024,POST,19,week,5,Courtland Sutton,00-0034348,Courtland Sutton,C.Sutton,SUT333526,WR,WR,14,1400,2024,46109,32005355-5433-3526-b2bf-88d6b83781c0,Courtland,Sutton,Courtland,WR,WR,14,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qts95gbd6hv65s9eiseq,WR,1400,6.528888888888888,2.923742178632469,16.68888888888889,60.181104255148654,5,9,55.55555555555556,75,0,2.3719999999999986,2.477690286988623,-0.10569028698862448,POST,19
2024,POST,19,week,5,Dontayvion Wicks,00-0038393,Dontayvion Wicks,D.Wicks,WIC622867,WR,WR,13,1800,2024,56024,32005749-4362-2867-1ce9-aa6b2d842d21,Dontayvion,Wicks,Dontayvion,WR,WR,13,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ghsev2bmz8kvhm8dsbey,WR,1800,7.489999999999999,1.2497609906217824,17.086666666666666,37.03355850160748,2,6,33.33333333333333,39,0,3.2650000000000006,2.120283579148918,1.1447164208510827,POST,19
2024,POST,19,week,5,Tucker Kraft,00-0038996,Tucker Kraft,T.Kraft,KRA144054,TE,TE,85,1800,2024,55943,32004b52-4114-4054-e146-c099ad4f2842,Tucker,Kraft,Tucker,TE,TE,85,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/klrmgekdzx1ywjjmixp7,TE,1800,4.998,4.271940234645244,0.9879999999999995,1.7844886753603288,5,5,100.0,26,0,4.212000000000001,3.8730056159528656,0.338994384047135,POST,19
2024,POST,19,week,5,Nico Collins,00-0036554,Nico Collins,N.Collins,COL654119,WR,WR,12,2120,2024,53518,3200434f-4c65-4119-2a51-095ba724d414,Nico,Collins,Nico,WR,WR,12,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/q7c9aq8rpremfygslmya,WR,2120,6.7562500000000005,2.4891153591861213,14.006250000000001,35.929583787597004,7,8,87.5,122,1,8.638571428571428,5.577738500985853,3.060832927585575,POST,19
2024,POST,19,week,5,John Metchie III,00-0037614,John Metchie III,J.Metchie,MET373452,WR,WR,8,2120,2024,54509,32004d45-5437-3452-4786-13bd57b6dd0c,John,Metchie,John,SLOT_WR,WR,08,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zf0d6hiyqnmtst0vwdpv,WR,2120,7.25,3.1622103439759677,9.848749999999999,25.26454178156865,4,8,50.0,28,0,1.3925,1.7758269061548333,-0.3833269061548332,POST,19
2024,POST,19,week,5,Tyler Higbee,00-0033110,Tyler Higbee,T.Higbee,HIG033222,TE,TE,89,2510,2024,43399,32004849-4703-3222-e4e8-bd596550bfdb,Tyler,Higbee,Tyler,TE,TE,89,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vk9c6lr4d1pdt9sr86ua,TE,2510,4.212000000000001,4.238923367322565,4.855999999999997,12.804556481383814,5,5,100.0,58,0,6.744000000000002,3.1305517942045755,3.613448205795427,POST,19
2024,POST,19,week,5,Puka Nacua,00-0039075,Puka Nacua,P.Nacua,NAC559347,WR,WR,17,2510,2024,56042,32004e41-4355-9347-35af-af88fcaf7ee9,Puka,Nacua,Puka,WR,WR,17,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/i1pmrhua5gpvwgsqphxa,WR,2510,6.828749999999999,2.8688746394014433,4.195555555555555,19.9135112329923,5,9,55.55555555555556,44,0,5.706,3.7831157082056053,1.9228842917943951,POST,19
2024,POST,19,week,5,T.J. Hockenson,00-0035229,T.J. Hockenson,T.Hockenson,HOC422041,TE,TE,87,3000,2024,47791,3200484f-4342-2041-c442-6c874885b155,Thomas,Hockenson,T.J.,SLOT_WR,WR,87,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/n9zhffstwzae8i5di6tk,TE,3000,4.287999999999999,2.5422289521717696,6.248,7.936185347017583,5,5,100.0,64,1,6.552,4.978852518388567,1.573147481611433,POST,19
2024,POST,19,week,5,Justin Jefferson,00-0036322,Justin Jefferson,J.Jefferson,JEF269287,WR,WR,18,3000,2024,52430,32004a45-4626-9287-c454-479b942cbd26,Justin,Jefferson,Justin,WR,WR,18,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vrftbpzwk6qmv0zjcysg,WR,3000,5.363750000000001,3.2425274839156,17.80875,36.19296819428921,5,8,62.5,58,0,1.584000000000001,3.2622914851176574,-1.6782914851176565,POST,19
