season,season_type,week,scope,threshold,player_name,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,position,team_id,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_season_type,player_week
2021,POST,19,week,5,Dawson Knox,00-0035689,Dawson Knox,D.Knox,KNO490795,TE,TE,88,0610,2021,47879,32004b4e-4f49-0795-942a-0c363ee9b439,Dawson,Knox,Dawson,TE,TE,88,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ud6ifpmkntqowvg7s0vy,TE,0610,5.5875,2.638834137464434,15.830000000000002,32.925662465160784,5,5,100.0,89,2,3.998000000000001,2.3801830592702564,1.6178169407297447,POST,19
2021,POST,19,week,5,C.J. Uzomah,00-0032134,C.J. Uzomah,C.Uzomah,UZO415291,TE,TE,87,0920,2021,42500,3200555a-4f41-5291-7c48-f42f95ee20d2,Christopher,Uzomah,C.J.,TE,TE,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mx5gvpkq84jphclpkvux,TE,0920,9.3275,4.309302604640309,6.956666666666667,14.804043270083353,6,6,100.0,64,1,4.015,2.8399036954824814,1.1750963045175182,POST,19
2021,POST,19,week,5,Tyler Boyd,00-0033009,Tyler Boyd,T.Boyd,BOY378353,WR,WR,83,0920,2021,43344,3200424f-5937-8353-b941-dfa7122ba16b,Tyler,Boyd,Tyler,SLOT_WR,WR,83,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/p4khoqwg4cbtvkyxnyop,WR,0920,6.434,1.9560757321027455,7.319999999999996,12.981025004433405,4,5,80.0,26,1,1.0400000000000027,1.288162414906168,-0.2481624149061652,POST,19
2021,POST,19,week,5,Ja'Marr Chase,00-0036900,Ja'Marr Chase,J.Chase,CHA694469,WR,WR,1,0920,2021,53434,32004348-4169-4469-b021-d2c20a7d7cf5,Ja'Marr,Chase,Ja'Marr,WR,WR,01,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fxclfdx8fz5cbuep6ngd,WR,0920,6.202500000000001,2.5261746739572177,12.248333333333333,52.129810250044336,9,12,75.0,116,0,2.423333333333334,1.7659023679138244,0.6574309654195094,POST,19
2021,POST,19,week,5,Amari Cooper,00-0031544,Amari Cooper,A.Cooper,COO487703,WR,WR,19,1200,2021,42347,3200434f-4f48-7703-16a5-c78426109031,Amari,Cooper,Amari,WR,WR,19,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gr04vdf3sfnunemciftn,WR,1200,8.222,1.9049749278418768,10.376,27.82366191140191,6,10,60.0,64,1,0.5800000000000013,1.7018390541486117,-1.1218390541486105,POST,19
2021,POST,19,week,5,Dalton Schultz,00-0034383,Dalton Schultz,D.Schultz,SCH647271,TE,TE,86,1200,2021,46206,32005343-4864-7271-8c9c-893e6cc8875d,Dalton,Schultz,Dalton,SLOT_WR,WR,86,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mbqinxum5qovm6p8xgkc,TE,1200,6.3933333333333335,3.6907597949001554,7.4624999999999995,16.00879545210769,7,8,87.5,89,0,4.702857142857144,2.7564485433116084,1.9464085995455354,POST,19
2021,POST,19,week,5,Cedrick Wilson,00-0034418,Cedrick Wilson,C.Wilson,WIL656498,WR,WR,1,1200,2021,46277,32005749-4c65-6498-c69c-d263ba915a14,Cedrick,Wilson,Cedrick,SLOT_WR,WR,01,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mqx2ue8p1i49rsft8lrx,WR,1200,7.509999999999999,3.089958707562696,15.235,40.85326611605707,5,10,50.0,62,0,5.081999999999999,4.04272889375361,1.0392711062463889,POST,19
2021,POST,19,week,5,CeeDee Lamb,00-0036358,CeeDee Lamb,C.Lamb,LAM138457,WR,WR,88,1200,2021,52425,32004c41-4d13-8457-fcbe-d37fdbd87233,Cedarian,Lamb,CeeDee,WR,WR,88,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fe4iwsyp8kiiqjigeooo,WR,1200,9.120000000000001,3.0022233012002015,10.72,14.373055883299369,1,5,20.0,10,0,-0.9899999999999984,0.342116343945122,-1.3321163439451205,POST,19
2021,POST,19,week,5,Travis Kelce,00-0030506,Travis Kelce,T.Kelce,KEL012458,TE,TE,87,2310,2021,40011,32004b45-4c01-2458-b7b6-3a14cdb414dd,Travis,Kelce,Travis,SLOT_WR,WR,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bcm53707vuxzjyml1ujt,TE,2310,7.224285714285713,3.0437538742277783,8.95857142857143,28.4799491348381,5,7,71.42857142857143,108,1,13.211999999999998,8.070461333523053,5.141538666476945,POST,19
2021,POST,19,week,5,Demarcus Robinson,00-0032775,Demarcus Robinson,D.Robinson,ROB399065,WR,WR,11,2310,2021,43415,3200524f-4239-9065-1db8-5ff5da8a3829,Demarcus,Robinson,Demarcus,WR,WR,11,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/wtcqldbyzmcdvsmgez1e,WR,2310,8.102,2.8017809690505593,12.372000000000003,28.093918888232892,4,5,80.0,76,0,6.314999999999998,6.059279599929027,0.2557204000709703,POST,19
