season,season_type,week,scope,threshold,player_name,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,position,team_id,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_season_type,player_week
2026,PRE,0,season,8,Chris Blair,00-0036463,Chris Blair,C.Blair,BLA490972,WR,WR,19,0200,2026,53190,3200424c-4149-0972-ba85-7e1860a13c85,Chris,Blair,Chris,WR,WR,19,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gfkhv6k1wr45fnhl0p1d,WR,0200,5.354444444444444,2.761861388593477,10.354444444444447,16.08138190477834,7,9,77.77777777777779,96,0,2.125714285714285,2.939837145091571,-0.814122859377286,,
2026,PRE,0,season,8,Dylan Drummond,00-0038953,Dylan Drummond,D.Drummond,DRU358601,WR,WR,80,0200,2026,56665,32004452-5535-8601-b24c-4fcb0891ac83,Dylan,Drummond,Dylan,WR,WR,80,DEV,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xyexcy7ur9nscytyhinx,WR,0200,6.53125,1.945750702179965,7.327500000000001,10.115791471811422,3,8,37.5,27,0,0.4866666666666646,1.2267934685877815,-0.7401268019211169,,
2026,PRE,0,season,8,Vinny Anthony II,00-0041185,Vinny Anthony II,V.Anthony,ANT322903,WR,WR,86,0200,2026,63252,3200414e-5432-2903-8264-c597dae07669,Vinny,Anthony,Vinny,SLOT_WR,WR,86,DEV,https://static.www.nfl.com/image/upload/{formatInstructions}/league/za7sl8mdnvpy1lvo7gva,WR,0200,5.938181818181818,3.37423444540388,7.519090909090909,14.272895131926347,8,11,72.72727272727273,69,0,5.311249999999999,5.017660307312859,0.2935896926871404,,
2026,PRE,0,season,8,Jack Velling,00-0041195,Jack Velling,J.Velling,VEL421666,TE,TE,84,0200,2026,63262,32005645-4c42-1666-6eac-32728a6aeca1,Jack,Velling,Jack,TE,TE,84,DEV,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wotouog19khzog4kfwmq,TE,0200,4.682,3.7326897765631433,5.331111111111111,8.279694213877722,6,9,66.66666666666666,41,1,3.754999999999999,4.474026257903385,-0.7190262579033861,,
2026,PRE,0,season,8,Devontez Walker,00-0039792,Devontez Walker,D.Walker,WAL125280,WR,WR,81,0325,2026,57234,32005741-4c12-5280-b9cc-679bea874bd8,Devontez,Walker,Devontez,WR,WR,81,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/x3x3k5ispk44ms0f7vrv,WR,0325,6.59,2.3891091219849656,10.710833333333333,19.022318257163157,8,12,66.66666666666666,85,0,2.83125,1.8582622788810994,0.9729877211189004,,
2026,PRE,0,season,8,LaJohntay Wester,00-0040075,LaJohntay Wester,L.Wester,WES648867,WR,WR,10,0325,2026,58408,32005745-5364-8867-8fe0-c66a8116df17,LaJohntay,Wester,LaJohntay,SLOT_WR,WR,10,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/t6cyhtqoihm88xppswud,WR,0325,6.427,2.739869523724987,5.631666666666667,10.001775988633673,7,12,58.333333333333336,45,2,1.8528571428571436,1.9863261977749558,-0.13346905491781214,,
2026,PRE,0,season,8,Elijah Sarratt,00-0040876,Elijah Sarratt,E.Sarratt,SAR527100,WR,WR,13,0325,2026,62737,32005341-5252-7100-9653-09f55b07f3fc,Elijah,Sarratt,Elijah,WR,WR,13,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rbtitvma6hjyotcajqtv,WR,0325,7.961,2.748252341189494,6.329,9.366860052095667,8,10,80.0,70,0,3.1237500000000002,3.124959910858337,-0.0012099108583365492,,
2026,PRE,0,season,8,Matthew Hibner,00-0040879,Matthew Hibner,M.Hibner,HIB564972,TE,TE,88,0325,2026,62755,32004849-4256-4972-3223-6dadfee608dd,Matthew,Hibner,Matthew,TE,TE,88,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kkkia0wl2sqsjiwecde0,TE,0325,3.932,4.17070366059681,3.474444444444442,4.627930381245557,7,9,77.77777777777779,72,0,7.018571428571432,9.122264727535114,-2.103693298963682,,
2026,PRE,0,season,8,Ty Pezza,00-0040986,Ty Pezza,T.Pezza,PEZ189231,WR,WR,84,0325,2026,63063,32005045-5a18-9231-92a1-e16ac7dc8c30,Tyler,Pezza,Ty,TE,TE,84,DEV,,WR,0325,4.338333333333334,5.279017643111944,3.2387500000000014,3.834655458205069,7,8,87.5,69,0,6.699999999999998,6.000409800946694,0.6995901990533042,,
2026,PRE,0,season,8,Mecole Hardman,00-0035140,Mecole Hardman,M.Hardman,HAR069520,WR,WR,1,0610,2026,47839,32004841-5206-9520-9e70-d5597391d8c0,Mecole,Hardman,Mecole,SLOT_WR,WR,1,CUT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mswmia17pkencx01nswj,WR,0610,6.678333333333334,4.1650145388727005,4.52625,5.342914477955498,4,8,50.0,20,1,6.250000000000002,9.361668952127616,-3.111668952127614,,
