season,season_type,week,scope,threshold,player_name,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,position,team_id,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_season_type,player_week
2023,POST,19,week,5,Josh Reynolds,00-0033943,Josh Reynolds,J.Reynolds,REY398905,WR,WR,8,1540,2023,44930,32005245-5939-8905-3a79-3286353be377,Joshua Dedmon-Reynolds,Reynolds,Josh,WR,WR,08,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/sxrgouqg155xtgtzesy9,WR,1540,6.0042857142857144,3.5377743373923956,8.820000000000002,42.374742621825675,5,7,71.42857142857143,80,0,6.001999999999999,2.952350673676301,3.049649326323698,POST,19
2023,POST,19,week,5,Amon-Ra St. Brown,00-0036963,Amon-Ra St. Brown,A.St. Brown,STB415291,WR,WR,14,1540,2023,53541,32005354-4241-5291-a564-57e98d35161d,Amon-Ra,St. Brown,Amon-Ra,WR,WR,14,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ubbam2rpn7xfbhvzvjyn,WR,1540,3.908888888888889,2.9456078527711202,7.45888888888889,46.074124914207275,7,9,77.77777777777779,110,0,8.001428571428571,7.291881428002463,0.709547143426108,POST,19
2023,POST,19,week,5,Romeo Doubs,00-0037816,Romeo Doubs,R.Doubs,DOU043165,WR,WR,87,1800,2023,54597,3200444f-5504-3165-5639-a63528da6f6e,Romeo,Doubs,Romeo,WR,WR,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/pk4dvgjaicaupntsdnnp,WR,1800,4.961666666666667,5.057277480009231,16.085,42.19016393442623,6,6,100.0,151,1,9.578333333333333,6.201744117449986,3.376589215883347,POST,19
2023,POST,19,week,5,Nico Collins,00-0036554,Nico Collins,N.Collins,COL654119,WR,WR,12,2120,2023,53518,3200434f-4c65-4119-2a51-095ba724d414,Nico,Collins,Nico,WR,WR,12,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/iyfqbpftpdxtwst9wtda,WR,2120,6.629999999999998,4.373150856455957,14.6,53.54149203688181,6,7,85.71428571428571,96,1,8.2,4.851008986657253,3.3489910133427463,POST,19
2023,POST,19,week,5,Travis Kelce,00-0030506,Travis Kelce,T.Kelce,KEL012458,TE,TE,87,2310,2023,40011,32004b45-4c01-2458-b7b6-3a14cdb414dd,Travis,Kelce,Travis,SLOT_WR,WR,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ryzr3vbragwe50vtj9af,TE,2310,7.933,5.3769274242272,4.747000000000001,17.592558277433938,7,10,70.0,71,0,6.378571428571427,6.054077966482899,0.3244934620885278,POST,19
2023,POST,19,week,5,Rashee Rice,00-0039067,Rashee Rice,R.Rice,RIC152916,WR,WR,4,2310,2023,55920,32005249-4315-2916-ce74-9a69e469f940,Rashee,Rice,Rashee,WR,WR,04,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zjgi60dvmj5ogvanp201,WR,2310,7.7575,4.214039821552375,6.031666666666666,26.82429677945372,8,12,66.66666666666666,130,1,9.96875,7.933405944857753,2.0353440551422466,POST,19
2023,POST,19,week,5,Demarcus Robinson,00-0032775,Demarcus Robinson,D.Robinson,ROB399065,WR,WR,15,2510,2023,43415,3200524f-4239-9065-1db8-5ff5da8a3829,Demarcus,Robinson,Demarcus,WR,WR,15,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ceqqkylismka583qo9kk,WR,2510,5.183333333333334,2.2091848536405743,19.958333333333332,37.80106695287099,3,6,50.0,44,0,1.206666666666668,1.8887839936282564,-0.6821173269615883,POST,19
2023,POST,19,week,5,Cooper Kupp,00-0033908,Cooper Kupp,C.Kupp,KUP534597,WR,WR,10,2510,2023,44881,32004b55-5053-4597-b958-87408c31956f,Cooper,Kupp,Cooper,SLOT_WR,WR,10,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bkahtsjkvnom1sbnb6xm,WR,2510,8.11857142857143,3.293543697797134,8.55777777777778,24.312636131191017,5,9,55.55555555555556,27,0,1.3639999999999985,2.078357340693691,-0.7143573406936925,POST,19
2023,POST,19,week,5,Puka Nacua,00-0039075,Puka Nacua,P.Nacua,NAC559347,WR,WR,17,2510,2023,56042,32004e41-4355-9347-35af-af88fcaf7ee9,Puka,Nacua,Puka,WR,WR,17,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/br1ovzclyrebrec6q0mp,WR,2510,6.7837499999999995,2.694913023156667,9.229000000000001,29.132864042425588,9,10,90.0,181,1,11.879999999999999,7.760637736663751,4.119362263336248,POST,19
2023,POST,19,week,5,Tyreek Hill,00-0033040,Tyreek Hill,T.Hill,HIL628694,WR,WR,10,2700,2023,43454,32004849-4c62-8694-8490-45499711dee4,Tyreek,Hill,Tyreek,WR,WR,10,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lsszbdnkusxc7mduw5be,WR,2700,4.292857142857143,2.384555603549609,10.370000000000001,31.302116741500967,5,8,62.5,62,1,6.685999999999997,4.5544120900974345,2.1315879099025627,POST,19
2023,POST,19,week,5,Ced Wilson,00-0034418,Ced Wilson,C.Wilson,WIL656498,WR,WR,11,2700,2023,46277,32005749-4c65-6498-c69c-d263ba915a14,Cedrick,Wilson,Cedrick,SLOT_WR,WR,11,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zvirmx1m9vycmfpfbf1w,WR,2700,5.25,2.68041463369948,12.348571428571429,32.61517564049353,3,7,42.857142857142854,37,0,1.5566666666666673,1.7284463925098332,-0.17177972584316592,POST,19
2023,POST,19,week,5,Jaylen Waddle,00-0036613,Jaylen Waddle,J.Waddle,WAD088683,WR,WR,17,2700,2023,53435,32005741-4408-8683-c826-c882ad6fd5c2,Jaylen,Waddle,Jaylen,WR,WR,17,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qjsz2h6shbdnksctzeka,WR,2700,5.8175,3.094291800084816,16.106,30.385239406859604,2,5,40.0,31,0,-1.3450000000000024,0.5856059023238522,-1.9306059023238547,POST,19
2023,POST,19,week,5,Dallas Goedert,00-0034351,Dallas Goedert,D.Goedert,GOE595520,TE,TE,88,3700,2023,46118,3200474f-4559-5520-b7af-5e002aedafbb,Dallas,Goedert,Dallas,SLOT_WR,WR,88,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/flzasty1ea7iswbtd0e5,TE,3700,4.166666666666667,2.995256625138492,6.003333333333333,14.475746493590002,4,6,66.66666666666666,21,1,2.28,1.9248423423411163,0.3551576576588835,POST,19
2023,POST,19,week,5,DeVonta Smith,00-0036912,DeVonta Smith,D.Smith,SMI206016,WR,WR,6,3700,2023,53439,3200534d-4920-6016-573c-fcc767bafc4d,DeVonta,Smith,DeVonta,WR,WR,06,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/f8nowzare3wd2qw4jx7d,WR,3700,6.680000000000001,1.980111781496084,13.423333333333334,64.7349596109794,8,12,66.66666666666666,148,0,5.197499999999998,3.770315650468339,1.4271843495316592,POST,19
2023,POST,19,week,5,Diontae Johnson,00-0035216,Diontae Johnson,D.Johnson,JOH000017,WR,WR,18,3900,2023,47849,32004a4f-4800-0017-a19a-a554dee114ed,Diontae,Johnson,Diontae,WR,WR,18,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/imoqxbyoluisz2tmoral,WR,3900,5.918571428571428,2.585063616244434,11.784285714285716,27.6719221737672,4,7,57.14285714285714,48,1,4.4625,4.320088259048816,0.14241174095118403,POST,19
2023,POST,19,week,5,Pat Freiermuth,00-0036894,Pat Freiermuth,P.Freiermuth,FRE439769,TE,TE,88,3900,2023,53484,32004652-4543-9769-d771-bdf1de25cd8b,Pat,Freiermuth,Pat,TE,TE,88,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/evpkfpnuj5rajjnl5hkw,TE,3900,6.221666666666667,4.117499290542012,8.215,22.046293190204633,5,8,62.5,76,0,7.003999999999998,5.760509437634118,1.2434905623658796,POST,19
2023,POST,19,week,5,George Pickens,00-0037247,George Pickens,G.Pickens,PIC576156,WR,WR,14,3900,2023,54517,32005049-4357-6156-653f-e3c2b6d1b9bc,George,Pickens,George,WR,WR,14,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gnfxhtk8e6ecazbhoinl,WR,3900,4.12090909090909,1.8096664983585493,11.35,41.88191881918819,5,11,45.45454545454545,50,0,0.9899999999999991,1.3734539668364107,-0.38345396683641164,POST,19
2023,POST,19,week,5,Mike Evans,00-0031408,Mike Evans,M.Evans,EVA534309,WR,WR,13,4900,2023,41233,32004556-4153-4309-b2ed-6b8233f6fea5,Mike,Evans,Mike,WR,WR,13,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/w6eq27k2xs8vawwgkzbl,WR,4900,4.1971428571428575,2.6369268954272798,18.080000000000002,42.69905533063429,3,7,42.857142857142854,48,0,4.0,5.341567651287353,-1.3415676512873533,POST,19
2023,POST,19,week,5,Chris Godwin,00-0033921,Chris Godwin,C.Godwin,GOD549393,WR,WR,14,4900,2023,44896,3200474f-4454-9393-6eec-24189dd66641,Rod,Godwin,Chris,WR,WR,14,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rfdampf12giyojipbcxl,WR,4900,5.7125,3.0099500064133244,12.584000000000001,21.228070175438603,4,5,80.0,45,1,3.4749999999999996,3.352948197886917,0.12205180211308253,POST,19
2023,POST,19,week,5,Cade Otton,00-0038129,Cade Otton,C.Otton,OTT712400,TE,TE,88,4900,2023,54571,32004f54-5471-2400-c87d-346814f25b06,Cade,Otton,Cade,TE,TE,88,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vchmryh0myuq67t9ei1u,TE,4900,5.30375,2.729366978309388,4.945454545454546,18.353576248313093,8,11,72.72727272727273,89,0,7.0525,5.6065608702959615,1.4459391297040387,POST,19
2023,POST,20,week,5,Zay Flowers,00-0039064,Zay Flowers,Z.Flowers,FLO577002,WR,WR,4,0325,2023,55886,3200464c-4f57-7002-1160-832e9618f0fd,Xavien,Flowers,Zay,WR,WR,04,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zvstl5cycvmbbqczemau,WR,0325,6.436,3.343952305495469,8.624,26.854331444229935,4,5,80.0,41,0,2.3825000000000003,3.1735549161780816,-0.7910549161780813,POST,20
2023,POST,20,week,5,Stefon Diggs,00-0031588,Stefon Diggs,S.Diggs,DIG218895,WR,WR,14,0610,2023,42489,32004449-4721-8895-fc23-d2bf4c921bd4,Stefon,Diggs,Stefon,WR,WR,14,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zf6nbnzcfzu4y7yq2nzk,WR,0610,6.622,3.214330229365936,9.125000000000002,35.89693154996066,3,8,37.5,21,0,8.520000000000001,2.838122923522557,5.681877076477445,POST,20
2023,POST,20,week,5,Khalil Shakir,00-0037261,Khalil Shakir,K.Shakir,SHA107427,WR,WR,10,0610,2023,54613,32005348-4110-7427-f34a-bb0aa1d8e556,Khalil,Shakir,Khalil,SLOT_WR,WR,10,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/l1flqgo30hfowrdckdeu,WR,0610,8.25375,4.556226646181486,5.2700000000000005,23.323170731707314,7,9,77.77777777777779,44,1,4.967142857142856,6.5746861608692075,-1.6075433037263513,POST,20
2023,POST,20,week,5,Dalton Kincaid,00-0038933,Dalton Kincaid,D.Kincaid,KIN069130,TE,TE,86,0610,2023,55889,32004b49-4e06-9130-e563-7edd228031c8,Dalton,Kincaid,Dalton,SLOT_WR,WR,86,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gc2do3ceqflw2axa6xii,TE,0610,5.2675,3.9357785155390084,2.236000000000003,5.497639653815899,5,5,100.0,45,0,6.763999999999998,5.383841951788173,1.3801580482118245,POST,20
2023,POST,20,week,5,Amon-Ra St. Brown,00-0036963,Amon-Ra St. Brown,A.St. Brown,STB415291,WR,WR,14,1540,2023,53541,32005354-4241-5291-a564-57e98d35161d,Amon-Ra,St. Brown,Amon-Ra,WR,WR,14,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ubbam2rpn7xfbhvzvjyn,WR,1540,6.334615384615384,2.898748497548915,7.538571428571429,39.554756015291204,8,14,57.14285714285714,77,1,4.304999999999999,6.021497625009118,-1.7164976250091195,POST,20
2023,POST,20,week,5,Sam LaPorta,00-0039065,Sam LaPorta,S.LaPorta,LAP640235,TE,TE,87,1540,2023,55899,32004c41-5064-0235-3970-b5e5514839fc,Sam,LaPorta,Sam,TE,TE,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/svqsmqhfemrnxcheh0ev,TE,1540,5.629090909090909,3.474850684526314,5.3518181818181825,22.063563451015664,9,11,81.81818181818183,65,0,3.601111111111111,4.736073245140712,-1.1349621340296014,POST,20
2023,POST,20,week,5,Romeo Doubs,00-0037816,Romeo Doubs,R.Doubs,DOU043165,WR,WR,87,1800,2023,54597,3200444f-5504-3165-5639-a63528da6f6e,Romeo,Doubs,Romeo,WR,WR,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/pk4dvgjaicaupntsdnnp,WR,1800,6.841666666666666,2.5516450208552266,14.443333333333333,42.40763396134085,4,6,66.66666666666666,83,0,5.1025,5.821176046020476,-0.7186760460204757,POST,20
2023,POST,20,week,5,Tucker Kraft,00-0038996,Tucker Kraft,T.Kraft,KRA144054,TE,TE,85,1800,2023,55943,32004b52-4114-4054-e146-c099ad4f2842,Tucker,Kraft,Tucker,TE,TE,85,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bqr4k70qy6r6lppb2kue,TE,1800,5.629999999999999,3.7013082413554215,3.751666666666665,11.015414729630537,3,6,50.0,9,1,2.6900000000000035,3.036919575668738,-0.34691957566873466,POST,20
2023,POST,20,week,5,Dalton Schultz,00-0034383,Dalton Schultz,D.Schultz,SCH647271,TE,TE,86,2120,2023,46206,32005343-4864-7271-8c9c-893e6cc8875d,Dalton,Schultz,Dalton,TE,TE,86,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lhplapyya8pp3yyz8bht,TE,2120,4.832857142857143,2.454687284662486,9.221428571428573,32.16082905684819,5,7,71.42857142857143,43,0,0.9920000000000002,1.9190794011435386,-0.9270794011435384,POST,20
2023,POST,20,week,5,Nico Collins,00-0036554,Nico Collins,N.Collins,COL654119,WR,WR,12,2120,2023,53518,3200434f-4c65-4119-2a51-095ba724d414,Nico,Collins,Nico,WR,WR,12,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/iyfqbpftpdxtwst9wtda,WR,2120,7.348999999999999,3.4096686680107866,7.767000000000001,38.69762343679937,5,10,50.0,68,0,9.408,6.749265745430966,2.6587342545690333,POST,20
2023,POST,20,week,5,Travis Kelce,00-0030506,Travis Kelce,T.Kelce,KEL012458,TE,TE,87,2310,2023,40011,32004b45-4c01-2458-b7b6-3a14cdb414dd,Travis,Kelce,Travis,TE,TE,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ryzr3vbragwe50vtj9af,TE,2310,4.096,3.1118530673389135,11.278333333333334,40.676845395527764,5,6,83.33333333333334,75,2,5.147999999999999,4.133481393935881,1.0145186060641178,POST,20
2023,POST,20,week,5,George Kittle,00-0033288,George Kittle,G.Kittle,KIT388290,TE,TE,85,4500,2023,44959,32004b49-5438-8290-eeed-c9c9cca62ec1,George,Kittle,George,TE,TE,85,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bwx6bvkrxog0yf4h6fw1,TE,4500,6.446666666666666,3.558122648107471,10.692857142857145,29.60136043660524,4,7,57.14285714285714,81,1,9.51,4.631741107922039,4.878258892077961,POST,20
2023,POST,20,week,5,Jauan Jennings,00-0036259,Jauan Jennings,J.Jennings,JEN497457,WR,WR,15,4500,2023,52625,32004a45-4e49-7457-3af8-79760d0083cb,Bennie,Jennings,Jauan,SLOT_WR,WR,15,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/owakywf7pevtqx7odtcc,WR,4500,6.344,3.6765454579770265,9.304999999999998,22.079411532073077,5,6,83.33333333333334,61,0,2.898000000000002,1.2801191720578515,1.6178808279421504,POST,20
2023,POST,20,week,5,Brandon Aiyuk,00-0036261,Brandon Aiyuk,B.Aiyuk,AIY189231,WR,WR,11,4500,2023,52433,32004149-5918-9231-4476-63b611051b08,Brandon,Aiyuk,Brandon,WR,WR,11,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mprcyhqhfgzi57ebelbz,WR,4500,5.136666666666668,2.84816770783984,10.083333333333334,23.926283318832557,3,6,50.0,32,0,3.3033333333333323,4.651849872236198,-1.348516538902866,POST,20
2023,POST,20,week,5,Mike Evans,00-0031408,Mike Evans,M.Evans,EVA534309,WR,WR,13,4900,2023,41233,32004556-4153-4309-b2ed-6b8233f6fea5,Mike,Evans,Mike,WR,WR,13,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/w6eq27k2xs8vawwgkzbl,WR,4900,5.24,3.080109793348346,13.339999999999998,52.63019463440295,8,12,66.66666666666666,147,1,4.654999999999999,4.649335404746694,0.005664595253305649,POST,20
2023,POST,20,week,5,Chris Godwin,00-0033921,Chris Godwin,C.Godwin,GOD549393,WR,WR,14,4900,2023,44896,3200474f-4454-9393-6eec-24189dd66641,Rod,Godwin,Chris,SLOT_WR,WR,14,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rfdampf12giyojipbcxl,WR,4900,5.667142857142857,2.7947108125000724,8.035,21.13361388742767,4,8,50.0,40,0,4.427500000000002,5.073151608837634,-0.6456516088376318,POST,20
2023,POST,20,week,5,Cade Otton,00-0038129,Cade Otton,C.Otton,OTT712400,TE,TE,88,4900,2023,54571,32004f54-5471-2400-c87d-346814f25b06,Cade,Otton,Cade,SLOT_WR,WR,88,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vchmryh0myuq67t9ei1u,TE,4900,5.685,3.7270675881862525,7.529999999999999,19.805365597054184,5,8,62.5,65,1,5.7780000000000005,6.0570101225341375,-0.27901012253413704,POST,20
2023,POST,21,week,5,Odell Beckham Jr.,00-0031235,Odell Beckham Jr.,O.Beckham,BEC573252,WR,WR,3,0325,2023,41238,32004245-4357-3252-264b-1da3e93d2745,Odell,Beckham,Odell,WR,WR,03,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/etl34lkiscs2lpc4to2f,WR,0325,5.0200000000000005,1.8488882867452967,15.743333333333334,29.472698907956314,3,6,50.0,22,0,0.9766666666666666,2.0196630540455467,-1.0429963873788801,POST,21
2023,POST,21,week,5,Zay Flowers,00-0039064,Zay Flowers,Z.Flowers,FLO577002,WR,WR,4,0325,2023,55886,3200464c-4f57-7002-1160-832e9618f0fd,Xavien,Flowers,Zay,WR,WR,04,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zvstl5cycvmbbqczemau,WR,0325,7.815,4.7532474729094325,11.192499999999999,27.937597503900147,5,8,62.5,115,1,7.563999999999998,4.658047551007257,2.905952448992741,POST,21
2023,POST,21,week,5,Amon-Ra St. Brown,00-0036963,Amon-Ra St. Brown,A.St. Brown,STB415291,WR,WR,14,1540,2023,53541,32005354-4241-5291-a564-57e98d35161d,Amon-Ra,St. Brown,Amon-Ra,WR,WR,14,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ubbam2rpn7xfbhvzvjyn,WR,1540,7.184444444444444,3.492477585185633,8.52909090909091,24.416395575796997,7,11,63.63636363636363,87,0,5.192857142857142,4.18273616994591,1.0101209729112322,POST,21
2023,POST,21,week,5,Sam LaPorta,00-0039065,Sam LaPorta,S.LaPorta,LAP640235,TE,TE,87,1540,2023,55899,32004c41-5064-0235-3970-b5e5514839fc,Sam,LaPorta,Sam,TE,TE,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/svqsmqhfemrnxcheh0ev,TE,1540,7.664444444444445,3.482837900951397,8.93,30.212101496421596,9,13,69.23076923076923,97,0,5.786666666666667,5.3540745348522005,0.43259213181446654,POST,21
2023,POST,21,week,5,Travis Kelce,00-0030506,Travis Kelce,T.Kelce,KEL012458,TE,TE,87,2310,2023,40011,32004b45-4c01-2458-b7b6-3a14cdb414dd,Travis,Kelce,Travis,TE,WR,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ryzr3vbragwe50vtj9af,TE,2310,5.181428571428571,3.704348894757699,6.800909090909091,39.059155223724744,11,11,100.0,116,1,3.738181818181818,4.584372318260441,-0.8461905000786234,POST,21
2023,POST,21,week,5,Noah Gray,00-0036637,Noah Gray,N.Gray,GRA757316,TE,TE,83,2310,2023,53591,32004752-4175-7316-bcb6-64b110cf2e59,Noah,Gray,Noah,TE,TE,83,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bfwc5wzyawwhpwphz2hv,TE,2310,5.637499999999999,4.731021944408963,6.322000000000002,16.50394194121026,2,5,40.0,8,0,4.1899999999999995,3.947137462835144,0.2428625371648554,POST,21
2023,POST,21,week,5,Rashee Rice,00-0039067,Rashee Rice,R.Rice,RIC152916,WR,WR,4,2310,2023,55920,32005249-4315-2916-ce74-9a69e469f940,Rashee,Rice,Rashee,WR,WR,04,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zjgi60dvmj5ogvanp201,WR,2310,5.324285714285715,3.8020219763395886,4.664444444444445,21.918237351850888,8,9,88.88888888888889,46,0,5.793749999999999,5.9337676606897105,-0.14001766068971122,POST,21
2023,POST,21,week,5,Deebo Samuel,00-0035719,Deebo Samuel,D.Samuel,SAM636097,WR,WR,19,4500,2023,47819,32005341-4d63-6097-eab1-34810e00be67,Tyshun,Samuel,Deebo,WR,WR,19,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ciwaktyqewczcquks4wy,WR,4500,6.626666666666667,3.5109398904053837,4.904444444444445,16.39003379005607,8,9,88.88888888888889,89,0,7.8025,3.6746574924732727,4.1278425075267275,POST,21
