season,season_type,week,scope,threshold,player_name,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,position,team_id,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_suffix,player_season_type,player_week
2019,PRE,0,season,10,Olamide Zaccheaus,00-0035208,Olamide Zaccheaus,O.Zaccheaus,ZAC133180,WR,WR,17,0200,2019,48374,32005a41-4313-3180-ba01-ae8103314fa2,Olamide,Zaccheaus,Olamide,WR,WR,17,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/y0gh4d7uoo9vvgj2v9ni,WR,0200,5.588571428571429,2.0685503839764317,8.964285714285714,11.595140204185338,8,14,57.14285714285714,79,0,4.230000000000002,5.562221862375736,-1.332221862375734,,,
2019,PRE,0,season,10,Jaleel Scott,00-0034267,Jaleel Scott,J.Scott,SCO365808,WR,WR,12,0325,2019,46201,32005343-4f36-5808-98b7-b71f9bf197cd,Jaleel,Scott,Jaleel,WR,WR,12,INA,https://static.www.nfl.com/image/private/{formatInstructions}/league/npoq59gzmfmtwmrfdnhk,WR,0325,6.015789473684211,2.3091126030047677,11.339473684210526,22.839303319093002,11,19,57.89473684210527,146,2,3.306363636363636,4.1322879574515605,-0.8259243210879244,,,
2019,PRE,0,season,10,Duke Williams,00-0032945,Duke Williams,D.Williams,WIL236356,WR,WR,82,0610,2019,43993,32005749-4c23-6356-e5cc-fc801aeff0b6,D'haquille,Williams,Duke,WR,WR,82,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/a7dtqzmptaqj64opqzut,WR,0610,6.0623076923076935,1.788776806296793,13.568571428571428,18.543718700885407,8,14,57.14285714285714,71,2,1.8687500000000004,2.2408606857061386,-0.37211068570613826,,,
2019,PRE,0,season,10,Ray-Ray McCloud,00-0034407,Ray-Ray McCloud,R.McCloud,MCC417118,WR,WR,14,0610,2019,46256,32004d43-4341-7118-745c-2c9756292bc8,Ray-Ray,McCloud,Ray-Ray,WR,WR,,DEV,https://static.www.nfl.com/image/private/{formatInstructions}/league/ntswrzbqzdgjumxoutd9,WR,0610,5.84,2.8255997731071165,6.5566666666666675,9.600835619246578,9,15,60.0,97,0,6.362222222222221,5.360618697272407,1.0016035249498145,,,
2019,PRE,0,season,10,DeAndrew White,00-0031511,DeAndrew White,D.White,WHI152624,WR,WR,18,0750,2019,42607,32005748-4915-2624-26c3-e9625de98423,DeAndrew,White,DeAndrew,WR,WR,18,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zacsaqj4qiijpsrthibe,WR,0750,3.6710000000000003,4.115766860647496,14.080909090909092,12.955218387728133,6,11,54.54545454545454,122,0,12.924999999999999,12.05258204539617,0.8724179546038293,,,
2019,PRE,0,season,10,Braxton Miller,00-0033069,Braxton Miller,B.Miller,MIL146472,WR,WR,12,0750,2019,43374,32004d49-4c14-6472-6603-0ba93d9ad785,Braxton,Miller,Braxton,WR,WR,,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ya38kjppomtdyqbq5cyg,WR,0750,5.745454545454546,3.966541189132985,7.152727272727271,5.559873934734371,7,11,63.63636363636363,43,0,3.597142857142859,4.111497138227735,-0.5143542810848758,,,
2019,PRE,0,season,10,Bobo Wilson,00-0033434,Bobo Wilson,B.Wilson,WIL726570,WR,WR,85,0750,2019,45334,32005749-4c72-6570-bbde-c7a95040b1e5,Bobo,Wilson,Bobo,WR,WR,,DEV,https://static.www.nfl.com/image/private/{formatInstructions}/league/dxmqeel8jwf3yokvtg9a,WR,0750,4.741666666666666,3.5923929357577484,9.496666666666666,12.966306112232049,10,18,55.55555555555556,124,0,5.885,4.831433355808258,1.0535666441917417,,,
2019,PRE,0,season,10,Andre Levrone,00-0034196,Andre Levrone,A.Levrone,LEV640641,WR,WR,16,0750,2019,46449,32004c45-5664-0641-5358-d6dbdb7e7e72,Andre,Levrone,Andre,WR,WR,,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/z5i2yxfabosmjqzcrbfk,WR,0750,4.863846153846154,1.8457401208721227,10.946153846153845,11.902173003897687,8,13,61.53846153846154,86,0,1.4699999999999998,1.6375391632318497,-0.16753916323184992,,,
2019,PRE,0,season,10,Reggie Davis,00-0033815,Reggie Davis,R.Davis,DAV641464,WR,WR,11,0810,2019,45676,32004441-5664-1464-5ad3-58dc041d7ffe,Reggie,Davis,Reggie,WR,WR,,DEV,https://static.www.nfl.com/image/private/{formatInstructions}/league/mmfojmlrwuzm2o78l1uo,WR,0810,7.047,1.7332910777809454,13.266363636363637,11.210552192483789,3,11,27.27272727272727,18,0,0.5466666666666669,2.3676032225290933,-1.8209365558624264,,,
2019,PRE,0,season,10,Javon Wims,00-0034426,Javon Wims,J.Wims,WIM735658,WR,WR,83,0810,2019,46293,32005749-4d73-5658-6038-9e0ffd80e896,Javon,Wims,Javon,WR,WR,83,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gxvlkysyikrebxul55re,WR,0810,8.35,1.7246949941529834,13.809000000000001,11.46717377223431,8,10,80.0,82,0,0.6112500000000014,1.542588695883751,-0.9313386958837495,,,
2019,PRE,0,season,10,Thomas Ives,00-0035074,Thomas Ives,T.Ives,IVE604368,WR,WR,14,0810,2019,48171,32004956-4560-4368-7329-d324cbe83573,Thomas,Ives,Thomas,WR,WR,,DEV,https://static.www.nfl.com/image/private/{formatInstructions}/league/gbagwolrar5iou2s2eoj,WR,0810,6.579166666666667,2.0206429122210183,10.622307692307693,11.46717377223431,9,13,69.23076923076923,148,0,6.18,2.7168085707558527,3.463191429244147,,,
2019,PRE,0,season,10,Jesper Horsted,00-0035562,Jesper Horsted,J.Horsted,HOR532134,TE,TE,49,0810,2019,48700,3200484f-5253-2134-c6eb-779645e4a678,Jesper,Horsted,Jesper,SLOT_WR,TE,49,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/nahcxub0kvttzsnf4ar7,TE,0810,6.548571428571429,2.2438310769014636,13.397999999999996,11.125874009732438,8,10,80.0,121,2,2.5775000000000015,2.656301587820053,-0.07880158782005164,,,
2019,PRE,0,season,10,Joe Walker,00-0035733,Joe Walker,J.Walker,WAL226040,WR,WR,2,0810,2019,49503,32005741-4c22-6040-b34c-9008d86e036c,Joe,Walker,Joe,WR,WR,,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xpmwdievzjfzutwlzvqa,WR,0810,7.848888888888889,2.6381836181615546,15.658999999999997,13.00343791001644,4,10,40.0,23,0,0.8300000000000001,3.0918968617916107,-2.2618968617916106,,,
