season,season_type,week,scope,threshold,player_name,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_status,player_headshot,position,team_id,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_suffix,player_season_type,player_week
2017,POST,18,week,5,Julio Jones,00-0027944,Julio Jones,Ju.Jones,JON640315,WR,WR,11,0200,2017,37079,32004a4f-4e64-0315-6848-b53a911b9cd3,Quintorris,Jones,Julio,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qs9ucm0ucvjjkbumufh8,WR,0200,5.383999999999999,4.16043854815044,5.314,36.31021523744448,9,10,90.0,94,1,5.033333333333333,3.578172508878694,1.455160824454639,,POST,18
2017,POST,18,week,5,Mohamed Sanu,00-0029632,Mohamed Sanu,M.Sanu,SAN808447,WR,WR,12,0200,2017,38613,32005341-4e80-8447-be59-af7546fda327,Mohamed,Sanu,Mohamed,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/h7hgvvjlefzoy7nbeb2j,WR,0200,6.752857142857143,1.3905491997277837,6.187499999999997,33.82302699009223,4,8,50.0,75,0,16.845000000000002,9.55764045290492,7.2873595470950825,,POST,18
2017,POST,18,week,5,Austin Hooper,00-0032392,Austin Hooper,A.Hooper,HOO570770,TE,TE,81,0200,2017,43370,3200484f-4f57-0770-bd7c-1cf59d6025ab,Austin,Hooper,Austin,TE,TE,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lxmdogfbmblqzdzoprhx,TE,0200,5.505000000000001,1.9012987526550695,5.866,20.04099760847284,3,5,60.0,15,0,0.673333333333332,1.2823731956035924,-0.6090398622702604,,POST,18
2017,POST,18,week,5,Charles Clay,00-0028112,Charles Clay,C.Clay,CLA715825,TE,TE,85,0610,2017,37249,3200434c-4171-5825-3a82-f46dac73acad,Charles,Clay,Charles,TE,TE,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gbfhfjn5cxtou5aazegt,TE,0610,6.215999999999999,3.339432050823279,4.696000000000003,9.486485394529522,3,5,60.0,15,0,3.2366666666666624,4.784558657753536,-1.5478919910868734,,POST,18
2017,POST,18,week,5,Deonte Thompson,00-0029388,Deonte Thompson,D.Thompson,THO528909,WR,WR,10,0610,2017,39292,32005448-4f52-8909-4a23-b6f42bb6ba49,Deonte,Thompson,Deonte,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bvfgozqccoo627wuitkb,WR,0610,7.523999999999999,1.8656330554855325,15.326666666666666,37.154054381641146,2,6,33.33333333333333,23,0,2.349999999999998,2.3365863126450477,0.013413687354950188,,POST,18
2017,POST,18,week,5,Nick O'Leary,00-0032117,Nick O'Leary,N.O'Leary,OLE052702,TE,TE,84,0610,2017,42537,32004f4c-4505-2702-3294-0c0df0e2d288,Nicklaus,O'Leary,Nick,TE,TE,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/pkyr7qklp9yow52npnkc,TE,0610,3.5060000000000002,3.682926057743098,6.496666666666666,15.748858631974466,2,6,33.33333333333333,22,0,12.120000000000001,11.327934804729011,0.7920651952709896,,POST,18
2017,POST,18,week,5,Greg Olsen,00-0025418,Greg Olsen,G.Olsen,OLS094822,TE,TE,88,0750,2017,32224,32004f4c-5309-4822-46ea-83c77b58b18c,Gregory,Olsen,Greg,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/k6v0zo7ofhdmmqmqtwc5,TE,0750,5.354545454545455,3.285212963421921,9.13,30.086502814774136,8,12,66.66666666666666,107,1,3.8125,3.8041249566457864,0.008375043354213574,,POST,18
2017,POST,18,week,5,Devin Funchess,00-0032055,Devin Funchess,D.Funchess,FUN405541,WR,WR,17,0750,2017,42384,32004655-4e40-5541-3ae9-16d8a3a4b0c1,Devin,Funchess,Devin,WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/iarf5cwchnc3pcia84mu,WR,0750,6.4262500000000005,1.8070639137867819,18.73125,41.15062474255114,4,8,50.0,79,0,3.442500000000001,2.7008632180788936,0.7416367819211072,,POST,18
2017,POST,18,week,5,Delanie Walker,00-0024389,Delanie Walker,D.Walker,WAL115671,TE,TE,82,2100,2017,30990,32005741-4c11-5671-e747-a27704ad47c0,Delanie,Walker,Delanie,TE,TE,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/diknegkpqy0qnri7877z,TE,2100,6.11,4.057829310373571,9.90625,26.107725251194196,6,8,75.0,74,0,5.964999999999999,6.174047581127411,-0.20904758112741195,,POST,18
2017,POST,18,week,5,Eric Decker,00-0027690,Eric Decker,E.Decker,DEC487021,WR,WR,87,2100,2017,35526,32004445-4348-7021-73da-337d6aef450b,Eric,Decker,Eric,SLOT_WR,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/jg5ftnvxz4jdiajzeoyn,WR,2100,4.638,2.5769605437569276,13.728,22.61241970021413,2,5,40.0,21,1,1.1199999999999974,1.3738722949265139,-0.2538722949265164,,POST,18
