season,season_type,week,game_id,play_id,team_id,team_abbr,play_game_key,play_sequence,play_description,play_type_code,play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_is_change_of_possession,play_home_score,play_visitor_score,play_direction,play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_actual_yards_to_go,play_actual_yardline_for_first_down,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,play_start_game_clock,play_end_game_clock
2021,REG,1,2021090900,583,4900,TB,58503,583.0,"(5:26) (Shotgun) T.Brady pass short middle to C.Godwin for 5 yards, TOUCHDOWN.",2,play_type_pass,1,1,5,4900,05:26,DAL 5,5,DAL,105,2021-09-10T00:42:52.000Z,false,false,true,true,false,false,6,0,right,APPROVED,0,0,true,5.390000000000001,110.0,true,true,,
2021,REG,1,2021090900,788,1200,DAL,58503,788.0,"(1:43) (Shotgun) D.Prescott pass short left to C.Lamb for 22 yards, TOUCHDOWN [R.Nunez-Roches]. TB-S.Murphy-Bunting was injured during the play. His return is Questionable.",2,play_type_pass,1,2,3,1200,01:43,TB 22,22,TB,32,2021-09-10T00:51:16.000Z,false,false,true,false,false,false,7,6,left,APPROVED,7,0,true,3.8,29.2,true,true,,
2021,REG,1,2021090900,1312,4900,TB,58503,1312.0,"(9:53) T.Brady pass short right to R.Gronkowski for 2 yards, TOUCHDOWN.",2,play_type_pass,2,2,2,4900,09:53,DAL 2,2,DAL,12,2021-09-10T01:16:12.000Z,false,false,true,true,false,false,13,7,left,APPROVED,7,7,true,3.26,10.0,true,true,,
2021,REG,1,2021090900,1776,1200,DAL,58503,1776.0,"(4:25) (Shotgun) D.Prescott to TB 10 for -5 yards. FUMBLES, and recovers at TB 10. D.Prescott pass short left to A.Cooper for 5 yards, TOUCHDOWN.",2,play_type_pass,2,2,3,1200,04:25,TB 5,5,TB,105,2021-09-10T01:37:44.000Z,false,false,true,false,false,false,14,13,right,APPROVED,14,7,true,3.52,107.65,true,true,,
2021,REG,1,2021090900,1868,1200,DAL,58503,1868.0,(4:14) T.Brady pass short left intended for L.Fournette INTERCEPTED by T.Diggs at TB 21. T.Diggs to TB 21 for no gain (L.Fournette; A.Marpet).,2,play_type_pass,2,1,10,4900,04:14,TB 20,20,TB,90,2021-09-10T01:41:53.000Z,false,false,false,false,false,true,14,13,left,APPROVED,14,13,true,10.0,80.42,true,true,,
2021,REG,1,2021090900,2032,4900,TB,58503,2032.0,"(2:45) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown for 47 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,4900,02:45,DAL 47,47,DAL,57,2021-09-10T01:47:41.000Z,false,false,true,false,false,false,20,16,left,APPROVED,14,16,true,10.0,47.46,true,true,,
2021,REG,1,2021090900,3134,4900,TB,58503,3134.0,"(6:28) (Shotgun) T.Brady pass short middle to R.Gronkowski for 11 yards, TOUCHDOWN [D.Wilson].",2,play_type_pass,3,3,6,4900,06:28,DAL 11,11,DAL,21,2021-09-10T02:45:16.000Z,false,false,true,false,false,false,27,19,left,APPROVED,21,19,true,6.36,15.23,true,true,,
2021,REG,1,2021090900,3406,1200,DAL,58503,3406.0,"(:39) (Shotgun) D.Prescott pass deep right to A.Cooper for 21 yards, TOUCHDOWN.",2,play_type_pass,3,3,4,1200,00:39,TB 21,21,TB,89,2021-09-10T02:55:31.000Z,false,false,true,false,false,false,28,25,right,APPROVED,28,19,true,4.47,92.36,true,true,,
2021,REG,1,2021090900,4287,1200,DAL,58503,4287.0,(2:00) (Shotgun) D.Prescott pass short left to C.Lamb pushed ob at TB 34 for 31 yards (A.Winfield).,2,play_type_pass,4,3,11,1200,02:00,DAL 35,35,DAL,75,2021-09-10T03:34:27.000Z,false,false,false,false,false,false,28,26,left,APPROVED,28,26,true,11.24,64.75,true,true,,
2021,REG,1,2021091200,605,3700,PHI,58504,605.0,"(6:23) (Shotgun) J.Hurts pass deep left to D.Smith for 18 yards, TOUCHDOWN.",2,play_type_pass,1,3,4,3700,06:23,ATL 18,18,ATL,28,2021-09-12T17:22:54.000Z,false,false,true,false,false,false,3,6,left,APPROVED,3,0,true,4.22,24.47,true,true,,
2021,REG,1,2021091200,1182,3700,PHI,58504,1182.0,(14:11) (Shotgun) J.Hurts pass deep right to Z.Ertz to ATL 42 for 28 yards (A.Terrell).,2,play_type_pass,2,1,10,3700,14:11,PHI 30,30,PHI,40,2021-09-12T17:47:17.000Z,false,false,false,false,false,false,6,7,right,APPROVED,6,7,true,10.0,49.46,true,true,,
2021,REG,1,2021091200,2399,3700,PHI,58504,2399.0,"(:09) (Shotgun) J.Hurts pass short right to D.Goedert for 9 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands.",2,play_type_pass,2,1,9,3700,00:09,ATL 9,9,ATL,101,2021-09-12T18:31:23.000Z,false,false,true,true,false,false,6,13,right,APPROVED,6,7,true,9.909999999999997,110.0,true,true,,
2021,REG,1,2021091200,2631,0200,ATL,58504,2631.0,(13:35) (Shotgun) J.Hurts sacked at PHI 45 for -3 yards (J.Tuioti-Mariner).,2,play_type_sack,3,3,5,3700,13:35,PHI 48,48,PHI,62,2021-09-12T18:54:11.000Z,false,false,false,false,false,false,6,15,left,APPROVED,6,15,false,5.37,57.44,true,true,,
2021,REG,1,2021091200,3274,3700,PHI,58504,3274.0,"(1:53) (Shotgun) J.Hurts pass short right to M.Sanders to ATL 8 for 25 yards (J.Hawkins). Penalty on ATL-G.Jarrett, Defensive Holding, declined.",2,play_type_pass,3,2,8,3700,01:53,ATL 33,33,ATL,43,2021-09-12T19:20:19.000Z,false,false,false,false,false,false,6,15,left,APPROVED,6,15,true,8.26,35.53,true,true,,
2021,REG,1,2021091200,3309,3700,PHI,58504,3309.0,"(1:29) (Shotgun) K.Gainwell left tackle for 8 yards, TOUCHDOWN.",2,play_type_rush,3,1,8,3700,01:29,ATL 8,8,ATL,18,2021-09-12T19:21:23.000Z,false,false,true,true,false,false,6,21,left,APPROVED,6,15,true,8.77,10.0,true,true,,
2021,REG,1,2021091200,4112,3700,PHI,58504,4112.0,(5:45) M.Ryan sacked at ATL 22 for -10 yards (J.Hargrave).,2,play_type_sack,4,4,10,0200,05:45,ATL 32,32,ATL,78,2021-09-12T19:54:28.000Z,false,false,false,false,false,true,6,22,left,APPROVED,6,22,true,10.15,68.52,true,true,,
2021,REG,1,2021091200,4184,3700,PHI,58504,4184.0,"(4:29) (Shotgun) J.Hurts pass short left to J.Reagor for 23 yards, TOUCHDOWN.",2,play_type_pass,4,2,11,3700,04:29,ATL 23,23,ATL,87,2021-09-12T19:57:18.000Z,false,false,true,false,false,false,6,28,right,APPROVED,6,22,true,11.28,97.51,true,true,,
2021,REG,1,2021091200,4346,3700,PHI,58504,4346.0,(3:18) (Shotgun) M.Ryan sacked at ATL 31 for -10 yards (J.Hargrave).,2,play_type_sack,4,4,13,0200,03:18,ATL 41,41,ATL,69,2021-09-12T20:03:22.000Z,false,false,false,false,false,true,6,29,left,APPROVED,6,29,true,13.33,56.47,true,true,,
2021,REG,1,2021091201,41,0610,BUF,58505,41.0,C.Boswell kicks 64 yards from PIT 35 to BUF 1. I.McKenzie to PIT 24 for 75 yards (U.Gilbert).,32,play_type_kickoff,1,0,0,3900,15:00,PIT 35,35,PIT,45,2021-09-12T17:05:32.000Z,true,false,false,false,false,true,0,0,right,APPROVED,0,0,true,,,true,true,,
