season,season_type,week,game_id,play_id,team_id,team_abbr,play_game_key,play_sequence,play_description,play_type_code,play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_home_score,play_visitor_score,play_direction,play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,play_is_change_of_possession
2018,REG,7,2018102106,1216,2700,MIA,57667,1216,"(7:38) (Shotgun) B.Osweiler pass short right to K.Stills for 5 yards, TOUCHDOWN.",2,play_type_pass,2,3,5,2700,07:38,DET 5,5,DET,15,2018-10-21T17:56:24.000Z,false,false,true,true,false,6,10,left,APPROVED,0,10,true,,,
2018,REG,7,2018102107,163,3000,MIN,57668,163,"(13:28) (Shotgun) K.Cousins pass deep right to A.Thielen for 34 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,3000,13:28,NYJ 34,34,NYJ,76,2018-10-21T17:05:52.000Z,false,false,true,false,false,0,6,right,APPROVED,0,0,true,,,
2018,REG,7,2018102107,3292,3000,MIN,57668,3292,"(13:46) L.Murray right guard for 38 yards, TOUCHDOWN.",2,play_type_rush,4,1,10,3000,13:46,NYJ 38,38,NYJ,72,2018-10-21T19:35:49.000Z,false,false,true,false,false,10,26,right,APPROVED,10,20,true,,,
2018,REG,7,2018102107,3944,3000,MIN,57668,3944,"(5:23) (Shotgun) K.Cousins pass deep left to A.Robinson for 34 yards, TOUCHDOWN.",2,play_type_pass,4,4,8,3000,05:23,NYJ 34,34,NYJ,76,2018-10-21T20:08:20.000Z,false,false,true,false,false,17,33,right,APPROVED,17,27,true,,,
2018,REG,7,2018102200,3269,0200,ATL,57673,3269,"(7:55) T.Coleman right tackle for 30 yards, TOUCHDOWN.",2,play_type_rush,4,3,1,0200,07:55,NYG 30,30,NYG,80,2018-10-23T02:36:24.000Z,false,false,true,false,false,19,6,right,APPROVED,13,6,true,,,
2018,REG,8,2018102500,2910,2120,HOU,57674,2910,"(4:31) D.Watson pass deep right to W.Fuller for 73 yards, TOUCHDOWN.",2,play_type_pass,3,2,8,2120,04:31,HOU 27,27,HOU,37,2018-10-26T02:42:35.000Z,false,false,true,false,false,27,17,right,APPROVED,21,17,true,,,
2018,REG,8,2018102800,2332,2250,JAX,57675,2332,"(4:38) (Shotgun) B.Bortles pass short middle to D.Westbrook for 11 yards, TOUCHDOWN.",2,play_type_pass,3,3,7,2250,04:38,PHI 11,11,PHI,99,2018-10-28T15:27:21.000Z,false,false,true,false,false,12,17,right,APPROVED,6,17,true,,,
2018,REG,8,2018102802,608,0810,CHI,57677,608,"(5:35) (Shotgun) M.Trubisky pass short middle to T.Cohen for 70 yards, TOUCHDOWN.",2,play_type_pass,1,2,10,0810,05:35,CHI 30,30,CHI,80,2018-10-28T17:23:23.000Z,false,false,true,false,false,6,0,left,APPROVED,0,0,true,,,
2018,REG,8,2018102804,598,1540,DET,57679,598,"(2:24) (No Huddle, Shotgun) M.Stafford pass deep left to M.Jones for 39 yards, TOUCHDOWN.",2,play_type_pass,1,3,10,1540,02:24,SEA 39,39,SEA,71,2018-10-28T17:22:25.000Z,false,false,true,false,false,6,0,right,APPROVED,0,0,true,,,
2018,REG,8,2018102805,2683,2310,KC,57680,2683,"(5:19) (Shotgun) P.Mahomes pass short middle to K.Hunt for 23 yards, TOUCHDOWN.",2,play_type_pass,3,4,1,2310,05:19,DEN 23,23,DEN,33,2018-10-28T19:02:30.000Z,false,false,true,false,false,29,14,left,APPROVED,23,14,true,,,
2018,REG,8,2018102806,3696,5110,WAS,57681,3696,"(3:16) A.Peterson right tackle for 64 yards, TOUCHDOWN. PENALTY on NYG-S.Chandler, Horse Collar Tackle, 15 yards, enforced between downs.",2,play_type_rush,4,2,6,5110,03:16,WAS 36,36,WAS,74,2018-10-28T19:56:01.000Z,false,true,true,false,false,6,19,left,APPROVED,6,13,false,,,
2018,REG,8,2018102808,2525,2200,IND,57683,2525,"(7:45) (Shotgun) A.Luck pass deep right to E.Ebron for 20 yards, TOUCHDOWN.",2,play_type_pass,3,3,4,2200,07:45,OAK 20,20,OAK,90,2018-10-28T21:57:42.000Z,false,false,true,false,false,21,19,right,APPROVED,21,13,true,,,
2018,REG,8,2018102811,2486,3300,NO,57686,2486,"(6:08) (Shotgun) K.Cousins pass short middle intended for S.Diggs INTERCEPTED by P.Williams at MIN 45. P.Williams for 45 yards, TOUCHDOWN.",2,play_type_pass,3,2,8,3000,06:08,MIN 44,44,MIN,66,2018-10-29T02:17:57.000Z,false,false,true,false,false,13,26,left,APPROVED,13,20,true,,,
2018,REG,8,2018102900,4364,3200,NE,57687,4364,"(6:09) (Shotgun) D.Anderson pass short right intended for C.Clay INTERCEPTED by D.McCourty at NE 16. D.McCourty for 84 yards, TOUCHDOWN.",2,play_type_pass,4,3,15,0610,06:09,NE 30,30,NE,40,2018-10-30T03:07:02.000Z,false,false,true,false,false,6,24,left,APPROVED,6,18,true,,,
2018,REG,9,2018110100,2056,4500,SF,57688,2056,(14:14) (Shotgun) N.Mullens pass short middle to G.Kittle to OAK 6 for 71 yards (G.Conley). Caught at SF 36.  58-YAC,2,play_type_pass,3,2,12,4500,14:14,SF 23,23,SF,33,2018-11-02T01:57:49.000Z,false,false,false,false,false,17,3,right,APPROVED,17,3,true,,,
2018,REG,9,2018110100,2318,4500,SF,57688,2318,"(9:28) R.Mostert right end for 52 yards, TOUCHDOWN.",2,play_type_rush,3,1,10,4500,09:28,SF 48,48,SF,58,2018-11-02T02:11:13.000Z,false,false,true,false,false,30,3,right,APPROVED,24,3,true,,,
2018,REG,9,2018110401,2180,0810,CHI,57690,2180,"(1:46) C.Schmidt punts 46 yards to CHI 41, Center-R.Ferguson. T.Cohen to BUF 23 for 36 yards (P.DiMarco). FUMBLES (P.DiMarco), ball out of bounds at BUF 23.",2,play_type_punt,2,4,22,0610,01:46,BUF 13,13,BUF,23,2018-11-04T19:20:52.000Z,true,false,false,false,false,0,21,right,APPROVED,0,21,true,true,true,
2018,REG,9,2018110402,1175,0750,CAR,57691,1175,"(11:36) C.Samuel left end for 33 yards, TOUCHDOWN. Play was a double reverse",2,play_type_rush,2,1,10,0750,11:36,TB 33,33,TB,77,2018-11-04T18:52:53.000Z,false,false,true,false,false,20,7,right,APPROVED,14,7,true,,,
2018,REG,9,2018110403,453,2310,KC,57692,453,"(8:25) (Shotgun) P.Mahomes pass short left to K.Hunt for 50 yards, TOUCHDOWN. CLV-E.Gaines was injured during the play. His return is Probable.",2,play_type_pass,1,2,10,2310,08:25,50,,,60,2018-11-04T18:18:15.000Z,false,false,true,false,false,0,6,right,APPROVED,0,0,true,,,
2018,REG,9,2018110405,1337,3000,MIN,57694,1337,(4:45) (Shotgun) D.Cook left tackle to DET 5 for 70 yards (G.Quin).,2,play_type_rush,2,1,10,3000,04:45,MIN 25,25,MIN,35,2018-11-04T19:00:42.000Z,false,false,false,false,false,7,6,right,APPROVED,7,6,true,,,
2018,REG,9,2018110406,2636,5110,WAS,57695,2636,"(5:37) (No Huddle, Shotgun) A.Smith pass deep left to M.Harris to ATL 40 for 33 yards (B.Carter).",2,play_type_pass,3,2,6,5110,05:37,WAS 27,27,WAS,37,2018-11-04T20:08:19.000Z,false,false,false,false,false,7,28,right,APPROVED,7,28,true,,,
2018,REG,9,2018110409,3891,3300,NO,57698,3891,"(4:02) (Shotgun) D.Brees pass deep left to M.Thomas for 72 yards, TOUCHDOWN. Pass 24, YAC 48. PENALTY on NO-M.Thomas, Unsportsmanlike Conduct, 15 yards, enforced between downs.",2,play_type_pass,4,3,7,3300,04:02,NO 28,28,NO,38,2018-11-05T00:19:34.000Z,false,true,true,false,false,44,35,right,APPROVED,38,35,false,,,
2018,REG,9,2018110410,3640,3200,NE,57699,3640,"(11:44) (No Huddle, Shotgun) J.Edelman pass short left to J.White to GB 2 for 37 yards (A.Morrison). backwards pass Brady to Edelman NE 28-White 61st reception of season, new career high.",2,play_type_pass,4,2,6,3200,11:44,GB 39,39,GB,49,2018-11-05T03:57:30.000Z,false,false,false,false,false,17,17,left,APPROVED,17,17,true,true,true,
2018,REG,10,2018110800,274,3900,PIT,57701,274,"(10:29) (Shotgun) B.Roethlisberger pass deep left to J.Smith-Schuster for 75 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,3900,10:29,PIT 25,25,PIT,85,2018-11-09T01:32:50.000Z,false,false,true,false,false,6,7,left,APPROVED,0,7,true,,,
2018,REG,10,2018111102,2155,1050,CLE,57704,2155,"(8:51) N.Chubb right tackle for 92 yards, TOUCHDOWN.",2,play_type_rush,3,2,10,1050,08:51,CLE 8,8,CLE,102,2018-11-11T19:44:40.000Z,false,false,true,false,false,27,10,left,APPROVED,21,10,true,,,
2018,REG,10,2018111103,817,1800,GB,57705,817,(1:13) A.Jones up the middle pushed ob at MIA 4 for 67 yards (X.Howard).,2,play_type_rush,1,1,10,1800,01:13,GB 29,29,GB,39,2018-11-11T21:59:51.000Z,false,false,false,false,false,7,3,right,APPROVED,7,3,true,,,
2018,REG,10,2018111104,617,2250,JAX,57706,617,"(3:10) (Shotgun) B.Bortles pass deep right to D.Moncrief for 80 yards, TOUCHDOWN.",2,play_type_pass,1,3,3,2250,03:10,JAX 20,20,JAX,90,2018-11-11T18:26:23.000Z,false,false,true,false,false,7,6,left,APPROVED,7,0,true,,,
2018,REG,10,2018111108,679,2100,TEN,57710,679,"(6:05) (Shotgun) M.Mariota pass deep left to C.Davis for 23 yards, TOUCHDOWN. Penalty on NE-S.Gilmore, Defensive Pass Interference, declined.",2,play_type_pass,1,2,15,2100,06:05,NE 23,23,NE,87,2018-11-11T18:27:37.000Z,false,false,true,false,false,13,3,right,APPROVED,7,3,true,,,
2018,REG,10,2018111109,181,2520,OAK,57711,181,(12:33) (Punt formation) J.Townsend left end ran ob at LAC 21 for 42 yards (A.Ekeler).,2,play_type_rush,1,4,4,2520,12:33,OAK 37,37,OAK,47,2018-11-11T21:12:12.000Z,true,false,false,false,false,0,0,right,APPROVED,0,0,true,,,
2018,REG,10,2018111109,1898,4400,LAC,57711,1898,"(12:43) (Shotgun) P.Rivers pass short left to M.Gordon for 66 yards, TOUCHDOWN.",2,play_type_pass,3,2,10,4400,12:43,LAC 34,34,LAC,76,2018-11-11T22:40:16.000Z,false,false,true,false,false,3,16,left,APPROVED,3,10,true,,,
2018,REG,10,2018111110,2569,4600,SEA,57712,2569,"(4:27) R.Wilson pass deep right to T.Lockett for 23 yards, TOUCHDOWN.",2,play_type_pass,3,2,7,4600,04:27,LA 23,23,LA,87,2018-11-11T23:22:33.000Z,false,false,true,false,false,20,20,right,APPROVED,20,14,true,,,
2018,REG,10,2018111111,1374,1200,DAL,57713,1374,(6:18) (Shotgun) E.Elliott left guard to PHI 8 for 32 yards (R.Douglas).,2,play_type_rush,2,2,10,1200,06:18,PHI 40,40,PHI,70,2018-11-12T02:19:28.000Z,false,false,false,false,false,0,3,right,APPROVED,0,3,true,,,
2018,REG,10,2018111111,3656,1200,DAL,57713,3656,(2:00) (Shotgun) C.Wentz pass short right to C.Clement to DAL 35 for -5 yards (L.Vander Esch).,2,play_type_pass,4,3,2,3700,02:00,DAL 30,30,DAL,40,2018-11-12T04:15:07.000Z,false,false,false,false,false,20,27,left,APPROVED,20,27,false,,,
2018,REG,11,2018111500,834,1800,GB,57715,834,"(3:21) A.Rodgers pass deep right to R.Tonyan for 54 yards, TOUCHDOWN.",2,play_type_pass,1,2,10,1800,03:21,GB 46,46,GB,56,2018-11-16T01:54:11.000Z,false,false,true,false,false,3,13,right,APPROVED,3,7,true,,,
2018,REG,11,2018111500,3367,1800,GB,57715,3367,(11:23) (Shotgun) A.Rodgers pass deep right to D.Adams to SEA 17 for 57 yards (SL.Griffin) [J.Reed].,2,play_type_pass,4,3,9,1800,11:23,GB 26,26,GB,84,2018-11-16T03:52:28.000Z,false,false,false,false,false,20,21,left,APPROVED,20,21,true,,,
2018,REG,11,2018111801,2803,0920,CIN,57717,2803,"(5:51) (Shotgun) A.Dalton pass deep right to J.Ross for 22 yards, TOUCHDOWN.",2,play_type_pass,3,1,10,0920,05:51,BAL 22,22,BAL,32,2018-11-18T20:03:16.000Z,false,false,true,false,false,13,20,left,APPROVED,13,14,true,,,
2018,REG,11,2018111803,2119,0750,CAR,57719,2119,(12:09) (Shotgun) C.Newton pass short left to D.Moore to DET 12 for 82 yards (D.Slay). DET-D.Slay was injured during the play.,2,play_type_pass,3,3,10,0750,12:09,CAR 6,6,CAR,16,2018-11-18T19:42:12.000Z,false,false,false,false,false,10,7,right,APPROVED,10,7,true,,,
2018,REG,11,2018111804,1442,2200,IND,57720,1442,"(7:37) A.Luck pass deep middle to T.Hilton for 68 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,2200,07:37,IND 32,32,IND,42,2018-11-18T18:59:56.000Z,false,false,true,false,false,16,0,right,APPROVED,10,0,true,,,
2018,REG,11,2018111806,1838,2120,HOU,57722,1838,"(2:38) (Shotgun) A.Smith pass short left intended for J.Reed INTERCEPTED by J.Reid [C.Covington] at HST -1. J.Reid for 101 yards, TOUCHDOWN.",2,play_type_pass,2,3,9,5110,02:38,HOU 9,9,HOU,101,2018-11-18T19:14:19.000Z,false,false,true,true,false,7,16,right,APPROVED,7,10,true,,,
2018,REG,11,2018111807,973,3800,ARI,57723,973,"(:27) (Shotgun) J.Rosen pass short left to C.Kirk for 59 yards, TOUCHDOWN.",2,play_type_pass,1,3,5,3800,00:27,ARI 41,41,ARI,69,2018-11-18T21:42:41.000Z,false,false,true,false,false,13,7,left,APPROVED,7,7,true,,,
2018,REG,11,2018111807,3385,3800,ARI,57723,3385,(7:03) D.Johnson up the middle pushed ob at OAK 17 for 53 yards (K.Joseph).,2,play_type_rush,4,1,10,3800,07:03,ARI 30,30,ARI,40,2018-11-18T23:34:10.000Z,false,false,false,false,false,14,20,right,APPROVED,14,20,true,,,
2018,REG,11,2018111810,3854,3900,PIT,57726,3854,"(2:36) (Shotgun) B.Roethlisberger pass short middle to V.McDonald for 11 yards, TOUCHDOWN.",2,play_type_pass,4,1,10,3900,02:36,JAX 11,11,JAX,99,2018-11-18T20:53:43.000Z,false,false,true,false,false,16,12,right,APPROVED,16,6,true,,,
2018,REG,11,2018111900,137,2510,LA,57727,137,"(14:00) (No Huddle, Shotgun) J.Goff pass short right to B.Cooks to KC 26 for 30 yards (S.Nelson).",2,play_type_pass,1,2,4,2510,14:00,LA 44,44,LA,66,2018-11-20T01:18:46.000Z,false,false,false,false,false,0,0,left,APPROVED,0,0,true,true,true,false
2018,REG,11,2018111900,884,2510,LA,57727,884,"(5:43) (Shotgun) J.Goff pass short right to J.Reynolds for 4 yards, TOUCHDOWN. Penalty on KC-E.Murray, Defensive Holding, declined.",2,play_type_pass,1,2,4,2510,05:43,KC 4,4,KC,14,2018-11-20T01:43:31.000Z,false,false,true,true,false,12,0,left,APPROVED,6,0,true,true,true,false
2018,REG,11,2018111900,1032,2510,LA,57727,1032,"(3:33) (Shotgun) P.Mahomes pass deep left to T.Hill for 25 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,2310,03:33,LA 25,25,LA,85,2018-11-20T01:50:20.000Z,false,false,true,false,false,13,6,right,APPROVED,13,0,true,true,true,false
2018,REG,11,2018111900,2271,2510,LA,57727,2271,"(2:00) (Shotgun) P.Mahomes sacked at KC 13 for -9 yards (A.Donald). FUMBLES (A.Donald) [A.Donald], RECOVERED by LA-S.Ebukam at KC 11. S.Ebukam for 11 yards, TOUCHDOWN.",2,play_type_sack,2,2,8,2310,02:00,KC 22,22,KC,88,2018-11-20T02:42:49.000Z,false,false,true,false,false,22,17,left,APPROVED,16,17,false,true,true,true
2018,REG,11,2018111900,2808,2510,LA,57727,2808,"(13:38) (Shotgun) P.Mahomes sacked at LA 36 for -11 yards (A.Donald). FUMBLES (A.Donald) [A.Donald], touched at LA 41, RECOVERED by LA-J.Franklin at KC 46. J.Franklin to KC 46 for no gain (A.Reiter).",2,play_type_sack,3,1,10,2310,13:38,LA 25,25,LA,85,2018-11-20T03:12:10.000Z,false,false,false,false,false,23,23,right,APPROVED,23,23,false,true,true,true
2018,REG,11,2018111900,4120,2310,KC,57727,4120,"(12:15) P.Mahomes pass deep middle to T.Hill for 73 yards, TOUCHDOWN. PENALTY on KC-T.Hill, Taunting, 15 yards, enforced between downs.",2,play_type_pass,4,1,10,2310,12:15,KC 27,27,KC,83,2018-11-20T04:06:21.000Z,false,true,true,false,false,40,36,left,APPROVED,40,30,false,true,true,false
2018,REG,11,2018111900,5133,2510,LA,57727,5133,"(1:56) (Shotgun) J.Goff pass deep right to G.Everett for 40 yards, TOUCHDOWN.",2,play_type_pass,4,1,10,2510,01:56,KC 40,40,KC,70,2018-11-20T04:45:13.000Z,false,false,true,false,false,53,51,right,APPROVED,47,51,true,,,
2018,REG,12,2018112200,3677,0810,CHI,57728,3677,"(6:09) (Shotgun) M.Stafford pass short left intended for M.Roberts INTERCEPTED by E.Jackson at DET 41. E.Jackson for 41 yards, TOUCHDOWN.",2,play_type_pass,4,1,10,1540,06:09,DET 41,41,DET,69,2018-11-22T20:21:16.000Z,false,false,true,false,false,16,22,left,APPROVED,16,16,true,,,
2018,REG,12,2018112201,1292,5110,WAS,57729,1292,"(7:12) (Shotgun) C.McCoy pass deep left to V.Davis for 53 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,5110,07:12,WAS 47,47,WAS,63,2018-11-22T22:30:13.000Z,false,false,true,false,false,7,6,left,APPROVED,7,0,true,,,
2018,REG,12,2018112201,2897,1200,DAL,57729,2897,"(2:27) (Shotgun) D.Prescott pass deep middle to A.Cooper for 90 yards, TOUCHDOWN.",2,play_type_pass,3,2,9,1200,02:27,DAL 10,10,DAL,100,2018-11-22T23:55:49.000Z,false,false,true,false,false,23,13,left,APPROVED,17,13,true,,,
2018,REG,12,2018112202,2504,3300,NO,57730,2504,"(6:05) (Shotgun) D.Brees pass deep right to D.Arnold for 25 yards, TOUCHDOWN. Pass 25, YAC 0",2,play_type_pass,3,1,10,3300,06:05,ATL 25,25,ATL,35,2018-11-23T03:15:10.000Z,false,false,true,false,false,23,3,left,APPROVED,17,3,true,,,
2018,REG,12,2018112500,1273,0325,BAL,57731,1273,"(13:01) (Punt formation) J.Townsend punts 52 yards to BLT 30, Center-T.Sieg. C.Jones for 70 yards, TOUCHDOWN.",2,play_type_punt,2,4,12,2520,13:01,OAK 18,18,OAK,92,2018-11-25T18:53:27.000Z,true,false,true,false,false,9,7,left,APPROVED,3,7,true,,,
2018,REG,12,2018112500,1502,0325,BAL,57731,1502,"(9:46) (No Huddle, Shotgun) L.Jackson pass deep right to M.Andrews to OAK 07 for 74 yards (R.Melvin).",2,play_type_pass,2,2,5,0325,09:46,BAL 19,19,BAL,29,2018-11-25T19:05:26.000Z,false,false,false,false,false,10,7,right,APPROVED,10,7,true,,,
2018,REG,12,2018112501,875,0610,BUF,57732,875,"(2:49) J.Allen pass deep right to R.Foster for 75 yards, TOUCHDOWN [Y.Ngakoue]. Caught in flat at JAX 37, slanting from middle.",2,play_type_pass,1,1,10,0610,02:49,BUF 25,25,BUF,85,2018-11-25T18:34:14.000Z,false,false,true,false,false,13,0,left,APPROVED,7,0,true,,,
2018,REG,12,2018112501,4105,0610,BUF,57732,4105,(7:25) J.Allen scrambles right guard pushed ob at JAX 37 for 45 yards (B.Church).,2,play_type_rush,4,2,9,0610,07:25,BUF 18,18,BUF,92,2018-11-25T21:00:22.000Z,false,false,false,false,false,21,14,left,APPROVED,21,14,true,,,
2018,REG,12,2018112502,3206,0750,CAR,57733,3206,(9:27) (Shotgun) C.McCaffrey up the middle to SEA 16 for 59 yards (SL.Griffin).,2,play_type_rush,4,1,10,0750,09:27,CAR 25,25,CAR,85,2018-11-25T20:31:53.000Z,false,false,false,false,false,20,20,left,APPROVED,20,20,true,,,
2018,REG,12,2018112504,361,2200,IND,57735,361,"(9:43) L.Clark reported in as eligible.  A.Luck pass short right to E.Ebron for 14 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,2200,09:43,MIA 14,14,MIA,96,2018-11-25T21:38:35.000Z,false,false,true,false,false,6,7,right,APPROVED,0,7,true,,,
2018,REG,12,2018112507,153,4500,SF,57738,153,(13:35) M.Breida left end pushed ob at SF 43 for 33 yards (J.Whitehead).,2,play_type_rush,1,1,10,4500,13:35,SF 10,10,SF,100,2018-11-25T18:05:58.000Z,false,false,false,false,false,0,0,left,APPROVED,0,0,true,,,
2018,REG,12,2018112508,2449,4400,LAC,57739,2449,"(8:09) P.Rivers pass short right to K.Allen for 4 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands.",2,play_type_pass,3,1,4,4400,08:09,ARI 4,4,ARI,14,2018-11-25T22:55:49.000Z,false,false,true,true,false,34,10,left,APPROVED,28,10,true,,,
2018,REG,12,2018112509,1576,1400,DEN,57740,1576,(6:29) P.Lindsay right guard pushed ob at PIT 38 for 32 yards (T.Edmunds).,2,play_type_rush,2,1,5,1400,06:29,DEN 30,30,DEN,80,2018-11-25T22:25:25.000Z,false,false,false,false,false,3,3,left,APPROVED,3,3,true,,,
2018,REG,12,2018112509,2475,3900,PIT,57740,2475,"(10:47) B.Roethlisberger pass deep middle to J.Smith-Schuster for 97 yards, TOUCHDOWN [S.Harris].",2,play_type_pass,3,1,10,3900,10:47,PIT 3,3,PIT,107,2018-11-25T23:11:47.000Z,false,false,true,false,false,10,16,left,APPROVED,10,10,true,,,
2018,REG,12,2018112600,377,2100,TEN,57742,377,"(9:31) M.Mariota pass short middle to J.Smith for 61 yards, TOUCHDOWN.",2,play_type_pass,1,2,2,2100,09:31,TEN 39,39,TEN,71,2018-11-27T01:29:42.000Z,false,false,true,false,false,0,9,left,APPROVED,0,3,true,,,
2018,REG,12,2018112600,1222,2120,HOU,57742,1222,"(9:36) L.Miller right guard for 97 yards, TOUCHDOWN.",2,play_type_rush,2,1,10,2120,09:36,HOU 3,3,HOU,107,2018-11-27T02:08:03.000Z,false,false,true,false,false,20,10,left,APPROVED,14,10,true,,,
2018,REG,13,2018120201,2902,1400,DEN,57745,2902,"(7:45) P.Lindsay left end for 65 yards, TOUCHDOWN.",2,play_type_rush,3,1,10,1400,07:45,DEN 35,35,DEN,45,2018-12-02T20:16:58.000Z,false,false,true,false,false,3,20,right,APPROVED,3,14,true,,,
2018,REG,13,2018120206,3533,2700,MIA,57750,3533,"(8:48) (Shotgun) R.Tannehill pass short left to K.Stills for 13 yards, TOUCHDOWN [T.Murphy].",2,play_type_pass,4,2,12,2700,08:48,BUF 13,13,BUF,23,2018-12-02T20:41:29.000Z,false,false,true,false,false,20,17,left,APPROVED,14,17,true,,,
2018,REG,13,2018120207,2405,3410,NYG,57751,2405,"(13:00) O.Beckham pass deep middle to R.Shepard for 49 yards, TOUCHDOWN. End around to 13-Beckham who throws to 81-Shepard.",2,play_type_pass,3,1,10,3410,13:00,CHI 49,49,CHI,59,2018-12-02T19:45:05.000Z,false,false,true,false,false,16,14,left,APPROVED,10,14,true,,,
2018,REG,13,2018120208,3040,4400,LAC,57752,3040,"(13:11) (Punt formation) J.Berry punts 57 yards to LAC 27, Center-K.Canaday. D.King for 73 yards, TOUCHDOWN. PIT-K.Canaday was injured during the play.",2,play_type_punt,4,4,24,3900,13:11,PIT 16,16,PIT,26,2018-12-03T03:40:23.000Z,true,false,true,false,false,23,21,right,APPROVED,23,15,true,,,
2018,REG,13,2018120210,3061,2520,OAK,57754,3061,"(3:33) (Shotgun) D.Carr pass deep middle to J.Cook for 24 yards, TOUCHDOWN.",2,play_type_pass,3,2,15,2520,03:33,KC 24,24,KC,34,2018-12-02T23:13:14.000Z,false,false,true,false,false,16,26,left,APPROVED,10,26,true,,,
2018,REG,13,2018120213,946,4600,SEA,57757,946,"(13:49) (Shotgun) R.Wilson pass deep left to T.Lockett for 52 yards, TOUCHDOWN [S.Thomas].",2,play_type_pass,2,1,20,4600,13:49,SEA 48,48,SEA,62,2018-12-02T22:01:57.000Z,false,false,true,false,false,12,0,left,APPROVED,6,0,true,,,
2018,REG,13,2018120213,3952,4600,SEA,57757,3952,"(4:20) (Shotgun) N.Mullens pass short middle intended for J.Wilson INTERCEPTED by B.Wagner at SEA 2. B.Wagner for 98 yards, TOUCHDOWN.",2,play_type_pass,4,3,3,4500,04:20,SEA 5,5,SEA,105,2018-12-03T00:19:25.000Z,false,false,true,false,false,43,16,right,APPROVED,37,16,true,,,
2018,REG,13,2018120300,1224,5110,WAS,57758,1224,"(9:36) A.Peterson up the middle for 90 yards, TOUCHDOWN.",2,play_type_rush,2,1,10,5110,09:36,WAS 10,10,WAS,100,2018-12-04T02:03:14.000Z,false,false,true,false,false,7,9,left,APPROVED,7,3,true,,,
2018,REG,14,2018120600,1238,2100,TEN,57759,1238,"(7:25) D.Henry up the middle for 99 yards, TOUCHDOWN. TEN-J.Smith was injured during the play. His return is Questionable.",2,play_type_rush,2,1,10,2100,07:25,TEN 1,1,TEN,11,2018-12-07T02:10:12.000Z,false,false,true,false,false,13,2,right,APPROVED,7,2,true,,,
2018,REG,14,2018120600,2726,2100,TEN,57759,2726,"(5:41) D.Henry right end for 54 yards, TOUCHDOWN.",2,play_type_rush,3,1,10,2100,05:41,TEN 46,46,TEN,56,2018-12-07T03:24:49.000Z,false,false,true,false,false,29,2,right,APPROVED,23,2,true,,,
2018,REG,14,2018120900,1617,3430,NYJ,57760,1617,S.Hauschka kicks 59 yards from BUF 35 to NYJ 6. A.Roberts to BUF 8 for 86 yards (D.Rice).,32,play_type_kickoff,2,0,0,0610,07:14,BUF 35,35,BUF,45,2018-12-09T19:05:33.000Z,true,false,false,false,false,17,6,right,APPROVED,17,6,true,,,
2018,REG,14,2018120900,3426,3430,NYJ,57760,3426,"(12:17) (Shotgun) S.Darnold pass short left to R.Anderson for 7 yards, TOUCHDOWN. Caught 7 yds. into end zone.",2,play_type_pass,4,3,5,3430,12:17,BUF 7,7,BUF,17,2018-12-09T20:24:16.000Z,false,false,true,false,false,20,19,left,APPROVED,20,13,true,,,
2018,REG,14,2018120901,2858,0810,CHI,57761,2858,"(10:01) (Shotgun) B.Sowell reported in as eligible.  M.Trubisky pass short right to B.Sowell for 2 yards, TOUCHDOWN.",2,play_type_pass,3,3,2,0810,10:01,LA 2,2,LA,12,2018-12-10T03:21:12.000Z,false,false,true,true,false,14,6,left,APPROVED,8,6,true,,,
2018,REG,14,2018120902,365,1050,CLE,57762,365,(9:17) B.Mayfield pass deep left to B.Perriman to CAR 9 for 66 yards (D.Jackson).,2,play_type_pass,1,1,10,1050,09:17,CLE 25,25,CLE,35,2018-12-09T18:14:35.000Z,false,false,false,false,false,0,7,right,APPROVED,0,7,true,,,
2018,REG,14,2018120902,1274,1050,CLE,57762,1274,"(8:35) (Shotgun) B.Mayfield pass deep left to J.Landry for 51 yards, TOUCHDOWN.",2,play_type_pass,2,3,17,1050,08:35,CLE 49,49,CLE,61,2018-12-09T18:54:07.000Z,false,false,true,false,false,13,14,left,APPROVED,7,14,true,,,
2018,REG,14,2018120902,1350,0750,CAR,57762,1350,(8:22) (Shotgun) C.Newton pass short middle to D.Moore to CLV 42 for 40 yards (D.Randall; T.Mitchell).,2,play_type_pass,2,1,10,0750,08:22,CAR 18,18,CAR,28,2018-12-09T19:00:51.000Z,false,false,false,false,false,14,14,right,APPROVED,14,14,true,,,
