season,season_type,week,game_id,play_id,team_id,team_abbr,play_game_key,play_sequence,play_description,play_type_code,play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_home_score,play_visitor_score,play_direction,play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,play_is_change_of_possession,play_actual_yards_to_go,play_actual_yardline_for_first_down
2019,REG,5,2019100300,882,4600,SEA,57963,882.0,"(:59) G.Fant reported in as eligible.  R.Wilson pass short left to T.Lockett for 13 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,4600,00:59,LA 13,13,LA,97,2019-10-04T00:56:54.000Z,false,false,true,false,false,6,6,right,APPROVED,0,6,true,true,true,,,
2019,REG,5,2019100300,1498,4600,SEA,57963,1498.0,"(8:15) R.Wilson pass deep right to DK.Metcalf for 40 yards, TOUCHDOWN.",2,play_type_pass,2,2,7,4600,08:15,LA 40,40,LA,50,2019-10-04T01:24:34.000Z,false,false,true,false,false,13,6,left,APPROVED,7,6,true,true,true,,,
2019,REG,5,2019100300,3009,2510,LA,57963,3009.0,(4:00) J.Goff pass short middle to G.Everett to SEA 1 for 32 yards (M.Kendricks).,2,play_type_pass,3,2,7,2510,04:00,SEA 33,33,SEA,77,2019-10-04T02:38:39.000Z,false,false,false,false,false,21,20,right,APPROVED,21,20,true,true,true,,,
2019,REG,5,2019100600,435,0750,CAR,57964,435.0,"(7:34) G.Minshew pass deep left to D.Chark for 37 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,2250,07:34,CAR 37,37,CAR,47,2019-10-06T17:16:36.000Z,false,false,true,false,false,7,6,left,APPROVED,7,0,true,true,true,,,
2019,REG,5,2019100600,1247,0750,CAR,57964,1247.0,"(13:43) (Shotgun) G.Minshew sacked at CAR 41 for -7 yards (M.Addison). FUMBLES (M.Addison), RECOVERED by CAR-B.Burns at CAR 44. B.Burns for 56 yards, TOUCHDOWN.",2,play_type_sack,2,3,6,2250,13:43,CAR 34,34,CAR,76,2019-10-06T17:52:05.000Z,false,false,true,false,false,20,7,right,APPROVED,14,7,false,true,true,,,
2019,REG,5,2019100600,2504,0750,CAR,57964,2504.0,"(14:01) C.McCaffrey left guard for 84 yards, TOUCHDOWN.",2,play_type_rush,3,1,10,0750,14:01,CAR 16,16,CAR,94,2019-10-06T19:00:19.000Z,false,false,true,false,false,27,17,left,APPROVED,21,17,true,true,true,,,
2019,REG,5,2019100604,1020,3410,NYG,57968,1020.0,"(12:16) (Shotgun) D.Jones pass deep left to D.Slayton for 35 yards, TOUCHDOWN.",2,play_type_pass,2,2,8,3410,12:16,MIN 35,35,MIN,45,2019-10-06T17:42:59.000Z,false,false,true,false,false,6,10,left,APPROVED,0,10,true,true,true,,,
2019,REG,5,2019100605,2453,0810,CHI,57969,2453.0,"(5:26) (No Huddle, Shotgun) C.Daniel pass deep right to A.Miller to OAK 9 for 32 yards (L.Joyner).",2,play_type_pass,3,3,2,0810,05:26,OAK 41,41,OAK,69,2019-10-06T18:56:35.000Z,false,false,false,false,false,14,7,right,APPROVED,14,7,true,true,true,,,
2019,REG,5,2019100605,2704,0810,CHI,57969,2704.0,"(1:58) (Punt formation) A.Cole punts 43 yards to CHI 13, Center-T.Sieg. T.Cohen to OAK 16 for 71 yards (K.Nixon).",2,play_type_punt,3,4,14,2520,01:58,OAK 44,44,OAK,66,2019-10-06T19:06:52.000Z,true,false,false,false,false,14,14,left,APPROVED,14,14,true,true,true,,,
2019,REG,5,2019100609,431,5110,WAS,57973,431.0,"(9:39) S.Sims right end for 65 yards, TOUCHDOWN. End around",2,play_type_rush,1,2,8,5110,09:39,WAS 35,35,WAS,45,2019-10-06T17:17:32.000Z,false,false,true,false,false,6,0,right,VENUE_AUDITED,0,0,true,,,,,
2019,REG,5,2019100610,516,1400,DEN,57974,516.0,"(5:11) (Shotgun) J.Flacco pass deep left to C.Sutton for 70 yards, TOUCHDOWN.",2,play_type_pass,1,2,12,1400,05:11,DEN 30,30,DEN,80,2019-10-06T20:23:59.000Z,false,false,true,false,false,0,13,left,APPROVED,0,7,true,true,true,,,
2019,REG,5,2019100610,2956,4400,LAC,57974,2956.0,"(:49) C.Wadman punts 51 yards to LAC 32, Center-C.Kreiter. D.King for 68 yards, TOUCHDOWN.",2,play_type_punt,3,4,13,1400,00:49,DEN 17,17,DEN,93,2019-10-06T22:17:15.000Z,true,false,true,false,false,6,17,left,UNOFFICIAL,0,17,true,,,,,
2019,REG,5,2019100612,1063,2310,KC,57976,1063.0,"(14:19) (Shotgun) P.Mahomes pass deep right to B.Pringle for 27 yards, TOUCHDOWN.",2,play_type_pass,2,3,18,2310,14:19,IND 27,27,IND,37,2019-10-07T01:03:38.000Z,false,false,true,false,false,9,7,left,APPROVED,3,7,true,true,true,,,
2019,REG,5,2019100612,2804,2310,KC,57976,2804.0,"(10:32) (Shotgun) P.Mahomes pass deep right to M.Hardman pushed ob at IND 45 for 31 yards (G.Odum). Penalty on IND-P.Desir, Defensive Pass Interference, declined.",2,play_type_pass,3,2,6,2310,10:32,KC 24,24,KC,86,2019-10-07T02:21:41.000Z,false,false,false,false,false,10,13,left,APPROVED,10,13,true,true,true,,,
2019,REG,5,2019100612,4026,2200,IND,57976,4026.0,(5:06) Dam.Williams up the middle to KC 33 for -1 yards (J.Houston).,2,play_type_rush,4,4,1,2310,05:06,KC 34,34,KC,44,2019-10-07T03:14:37.000Z,false,false,false,false,false,10,16,right,APPROVED,10,16,true,true,true,,,
2019,REG,5,2019100700,51,1050,CLE,57977,51.0,(15:00) (Shotgun) O.Beckham pass short right to J.Landry pushed ob at CLV 45 for 20 yards (F.Warner). Caught at C 39.  6-yac,2,play_type_pass,1,1,10,1050,15:00,CLE 25,25,CLE,85,2019-10-08T00:16:11.000Z,false,false,false,false,false,0,0,left,APPROVED,0,0,false,true,false,,,
2019,REG,5,2019100700,247,4500,SF,57977,247.0,"(13:28) M.Breida left guard for 83 yards, TOUCHDOWN.",2,play_type_rush,1,1,10,4500,13:28,SF 17,17,SF,27,2019-10-08T00:23:01.000Z,false,false,true,false,false,6,0,right,AUDITED,0,0,true,,,,,
2019,REG,5,2019100700,300,4500,SF,57977,300.0,(13:17) (Shotgun) B.Mayfield pass deep middle intended for A.Callaway INTERCEPTED by R.Sherman [N.Bosa] at SF 46. R.Sherman to CLV 41 for 13 yards (A.Callaway).,2,play_type_pass,1,1,10,1050,13:17,CLE 25,25,CLE,85,2019-10-08T00:26:02.000Z,false,false,false,false,false,7,0,left,APPROVED,7,0,true,true,true,,,
2019,REG,6,2019101000,1586,3410,NYG,57978,1586.0,"(6:15) (No Huddle, Shotgun) D.Jones pass deep right to G.Tate for 64 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,3410,06:15,NYG 36,36,NYG,74,2019-10-11T01:28:34.000Z,false,false,true,false,false,14,6,left,VENUE_AUDITED,14,0,true,,,,,
2019,REG,6,2019101000,1690,3410,NYG,57978,1690.0,"(4:54) (Shotgun) T.Brady sacked at NE 43 for -9 yards (L.Carter). FUMBLES (L.Carter), RECOVERED by NYG-M.Golden at NE 42. M.Golden for 42 yards, TOUCHDOWN. NE-J.Gordon was injured during the play.",2,play_type_sack,2,2,12,3200,04:54,NYG 48,48,NYG,62,2019-10-11T01:34:44.000Z,false,false,true,false,false,14,13,right,AUDITED,14,7,false,,,,,
2019,REG,6,2019101000,3335,3200,NE,57978,3335.0,"(8:43) (Shotgun) D.Jones pass short right to J.Hilliman to NYG 26 for -7 yards (J.Collins). FUMBLES (J.Collins), RECOVERED by NE-K.Van Noy at NYG 22. K.Van Noy ran ob at NYG 2 for 20 yards (D.Jones). The Replay Official reviewed the runner was out of bounds ruling, and the play was REVERSED. (Shotgun) D.Jones pass short right to J.Hilliman to NYG 26 for -7 yards (J.Collins). FUMBLES (J.Collins), touched at NYG 25, RECOVERED by NE-K.Van Noy at NYG 22. K.Van Noy for 22 yards, TOUCHDOWN.",2,play_type_pass,4,3,9,3410,08:43,NYG 33,33,NYG,43,2019-10-11T02:49:19.000Z,false,false,true,false,false,27,14,right,APPROVED,21,14,false,true,true,,,
2019,REG,6,2019101302,912,1050,CLE,57981,912.0,(:35) (Shotgun) N.Chubb left guard to SEA 31 for 52 yards (T.Flowers).,2,play_type_rush,1,2,1,1050,00:35,CLE 17,17,CLE,27,2019-10-13T17:38:44.000Z,false,false,false,false,false,14,6,right,APPROVED,14,6,true,true,true,,,
2019,REG,6,2019101302,2191,4600,SEA,57981,2191.0,"(:27) (Shotgun) R.Wilson pass deep right to J.Brown for 17 yards, TOUCHDOWN [J.Schobert].",2,play_type_pass,2,3,5,4600,00:27,CLE 17,17,CLE,93,2019-10-13T18:35:47.000Z,false,false,true,false,false,20,18,right,APPROVED,20,12,true,true,true,,,
2019,REG,6,2019101304,291,2310,KC,57983,291.0,"(11:53) (Shotgun) P.Mahomes pass deep middle to T.Hill for 46 yards, TOUCHDOWN. Penalty on HST-W.Mercilus, Defensive Offside, declined.",2,play_type_pass,1,3,21,2310,11:53,HOU 46,46,HOU,64,2019-10-13T17:12:45.000Z,false,false,true,false,false,6,0,right,APPROVED,0,0,true,true,true,,,
2019,REG,6,2019101306,1101,3000,MIN,57985,1101.0,"(11:47) K.Cousins pass deep middle to S.Diggs for 62 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,3000,11:47,MIN 38,38,MIN,72,2019-10-13T17:48:50.000Z,false,false,true,false,false,16,3,left,APPROVED,10,3,true,true,true,,,
2019,REG,6,2019101306,1331,3000,MIN,57985,1331.0,"(9:39) K.Cousins pass deep left to S.Diggs for 51 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,3000,09:39,MIN 49,49,MIN,61,2019-10-13T18:00:47.000Z,false,false,true,false,false,23,3,left,APPROVED,17,3,true,true,true,,,
2019,REG,6,2019101306,3030,3000,MIN,57985,3030.0,"(1:22) K.Cousins pass short middle to S.Diggs for 11 yards, TOUCHDOWN.",2,play_type_pass,3,2,10,3000,01:22,PHI 11,11,PHI,99,2019-10-13T19:16:09.000Z,false,false,true,false,false,30,20,right,APPROVED,24,20,true,true,true,,,
2019,REG,6,2019101307,537,3800,ARI,57986,537.0,(7:19) (Shotgun) K.Murray pass deep left to T.Sherfield pushed ob at ATL 28 for 38 yards (I.Oliver).,2,play_type_pass,1,3,10,3800,07:19,ARI 34,34,ARI,44,2019-10-13T20:20:44.000Z,false,false,false,false,false,0,7,right,APPROVED,0,7,true,true,true,,,
2019,REG,6,2019101307,1076,3800,ARI,57986,1076.0,"(15:00) (Shotgun) K.Murray pass deep middle to D.Byrd to ATL 1 for 58 yards (I.Oliver). Atlanta challenged the runner was down by contact ruling, and the play was Upheld. The ruling on the field stands. (Timeout #2.)",2,play_type_pass,2,1,10,3800,15:00,ARI 41,41,ARI,69,2019-10-13T20:43:42.000Z,false,false,false,false,false,3,7,left,APPROVED,3,7,true,true,true,,,
2019,REG,6,2019101307,4196,3800,ARI,57986,4196.0,"(5:18) (Shotgun) K.Murray pass short left to D.Johnson for 14 yards, TOUCHDOWN. Penalty on ATL-D.Campbell, Defensive Pass Interference, declined.",2,play_type_pass,4,3,4,3800,05:18,ATL 14,14,ATL,96,2019-10-13T22:53:48.000Z,false,false,true,false,false,33,27,right,AUDITED,27,27,true,,,,,
2019,REG,6,2019101310,1630,3430,NYJ,57989,1630.0,"(3:46) S.Darnold pass deep right to Ro.Anderson for 92 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,3430,03:46,NYJ 8,8,NYJ,102,2019-10-13T21:32:12.000Z,false,false,true,false,false,13,3,left,AUDITED,7,3,true,true,true,,,
2019,REG,6,2019101310,4178,3430,NYJ,57989,4178.0,TWO-POINT CONVERSION ATTEMPT. D.Prescott pass to J.Witten is incomplete. ATTEMPT FAILS.,26,play_type_two_point_conversion,4,0,0,1200,00:43,NYJ 2,2,NYJ,108,2019-10-13T23:20:13.000Z,false,false,false,false,false,24,22,right,AUDITED,24,22,false,true,true,,,
2019,REG,6,2019101400,59,1540,DET,57991,59.0,(14:55) M.Stafford pass deep right to K.Golladay to GB 11 for 66 yards (J.Alexander).,2,play_type_pass,1,1,10,1540,14:55,DET 23,23,DET,87,2019-10-15T00:15:57.000Z,false,false,false,false,false,0,0,left,APPROVED,0,0,true,true,true,,,
2019,REG,6,2019101400,288,1540,DET,57991,288.0,(11:12) M.Stafford pass deep right to M.Hall pushed ob at GB 16 for 58 yards (C.Sullivan).,2,play_type_pass,1,1,10,1540,11:12,DET 26,26,DET,84,2019-10-15T00:27:23.000Z,false,false,false,false,false,0,3,left,APPROVED,0,3,true,true,true,,,
2019,REG,6,2019101400,3471,1800,GB,57991,3471.0,"(9:10) (Shotgun) A.Rodgers pass deep left to A.Lazard for 35 yards, TOUCHDOWN.",2,play_type_pass,4,3,5,1800,09:10,DET 35,35,DET,75,2019-10-15T02:51:22.000Z,false,false,true,false,false,19,22,right,APPROVED,13,22,true,true,true,,,
2019,REG,7,2019102002,2510,0920,CIN,57995,2510.0,"(14:23) (Shotgun) A.Dalton pass deep right to A.Tate to JAX 41 for 33 yards (J.Wilson; T.Herndon). Penalty on JAX-T.Herndon, Defensive Pass Interference, declined.",2,play_type_pass,3,3,9,0920,14:23,CIN 26,26,CIN,84,2019-10-20T18:49:17.000Z,false,false,false,false,false,7,6,left,APPROVED,7,6,true,true,true,,,
2019,REG,7,2019102003,840,3000,MIN,57996,840.0,"(5:23) K.Cousins pass deep left to A.Thielen for 25 yards, TOUCHDOWN.",2,play_type_pass,1,2,7,3000,05:23,DET 25,25,DET,35,2019-10-20T17:30:25.000Z,false,false,true,false,false,7,6,left,VENUE_AUDITED,7,0,true,,,,,
2019,REG,7,2019102004,390,1800,GB,57997,390.0,"(9:47) (Shotgun) A.Rodgers pass deep right to A.Jones for 21 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,1800,09:47,OAK 21,21,OAK,89,2019-10-20T17:15:24.000Z,false,false,true,false,false,6,3,right,APPROVED,0,3,true,true,true,,,
2019,REG,7,2019102004,3525,1800,GB,57997,3525.0,"(6:28) (Shotgun) A.Rodgers pass short left to M.Valdes-Scantling for 74 yards, TOUCHDOWN.",2,play_type_pass,4,3,4,1800,06:28,GB 26,26,GB,84,2019-10-20T19:44:57.000Z,false,false,true,false,false,41,17,left,AUDITED,35,17,true,,,,,
2019,REG,7,2019102005,2340,2200,IND,57998,2340.0,"(10:34) J.Brissett pass incomplete short left to E.Ebron. Indianapolis challenged the incomplete pass ruling, and the play was REVERSED. J.Brissett pass short left to E.Ebron for 4 yards, TOUCHDOWN.",2,play_type_pass,3,3,1,2200,10:34,HOU 4,4,HOU,106,2019-10-20T18:45:25.000Z,false,false,true,false,false,20,9,right,APPROVED,14,9,true,,,,,
2019,REG,7,2019102005,2535,2120,HOU,57998,2535.0,"(8:48) (No Huddle, Shotgun) K.Coutee left end for 4 yards, TOUCHDOWN.",2,play_type_rush,3,1,4,2120,08:48,IND 4,4,IND,14,2019-10-20T18:53:08.000Z,false,false,true,true,false,21,15,left,APPROVED,21,9,true,true,true,,,
2019,REG,7,2019102009,972,0810,CHI,58002,972.0,"W.Lutz kicks 67 yards from NO 35 to CHI -2. C.Patterson for 102 yards, TOUCHDOWN.",32,play_type_kickoff,1,0,0,3300,03:14,NO 35,35,NO,45,2019-10-20T21:01:06.000Z,true,false,true,false,false,6,9,right,APPROVED,0,9,true,true,true,,,
2019,REG,7,2019102010,1654,0325,BAL,58003,1654.0,"(5:11) (Shotgun) R.Wilson pass short right intended for J.Brown INTERCEPTED by M.Peters at BLT 33. M.Peters for 67 yards, TOUCHDOWN.",2,play_type_pass,2,3,6,4600,05:11,BAL 34,34,BAL,76,2019-10-20T21:34:53.000Z,false,false,true,false,false,10,12,right,AUDITED,10,6,true,,,,,
2019,REG,7,2019102010,2997,0325,BAL,58003,2997.0,"(1:24) (Shotgun) J.Hurst reported in as eligible.  L.Jackson right tackle for 8 yards, TOUCHDOWN.",2,play_type_rush,3,4,2,0325,01:24,SEA 8,8,SEA,18,2019-10-20T22:37:48.000Z,false,false,true,false,false,13,19,left,APPROVED,13,13,true,true,true,,,
2019,REG,8,2019102400,989,3000,MIN,58006,989.0,(12:21) K.Cousins pass short middle to D.Cook to MIN 43 for 18 yards (Q.Dunbar; M.Sweat).,2,play_type_pass,2,1,20,3000,12:21,MIN 25,25,MIN,85,2019-10-25T01:02:01.000Z,false,false,false,false,false,3,3,left,APPROVED,3,3,false,true,true,,,
2019,REG,8,2019102400,1552,3000,MIN,58006,1552.0,"(1:02) (No Huddle, Shotgun) K.Cousins pass short left to D.Cook pushed ob at WAS 8 for 31 yards (J.Norman).",2,play_type_pass,2,1,10,3000,01:02,WAS 39,39,WAS,49,2019-10-25T01:25:20.000Z,false,false,false,false,false,6,6,left,APPROVED,6,6,true,true,true,,,
2019,REG,8,2019102400,1891,3000,MIN,58006,1891.0,"(12:00) (Shotgun) K.Cousins pass deep right to S.Diggs to MIN 49 for 39 yards (J.Reaves; J.Norman). PENALTY on WAS-J.Reaves, Unnecessary Roughness, 15 yards, enforced at MIN 49.",2,play_type_pass,3,3,9,3000,12:00,MIN 10,10,MIN,20,2019-10-25T01:54:28.000Z,false,true,false,false,false,13,6,right,APPROVED,13,6,false,true,true,,,
2019,REG,8,2019102701,2281,3700,PHI,58008,2281.0,"(14:14) (Shotgun) M.Sanders up the middle for 65 yards, TOUCHDOWN.",2,play_type_rush,3,2,8,3700,14:14,PHI 35,35,PHI,45,2019-10-27T18:40:21.000Z,false,false,true,false,false,7,17,right,VENUE_AUDITED,7,11,true,,,,,
2019,REG,8,2019102702,1890,0810,CHI,58009,1890.0,(1:59) (Shotgun) D.Montgomery right guard to LAC 15 for 55 yards (R.Jenkins). LAC-R.Jenkins was injured during the play. His return is Questionable.,2,play_type_rush,2,2,3,0810,01:59,CHI 30,30,CHI,80,2019-10-27T18:16:52.000Z,false,false,false,false,false,6,7,left,APPROVED,6,7,true,true,true,,,
2019,REG,8,2019102703,3344,1540,DET,58010,3344.0,"(12:21) M.Stafford pass deep left to K.Golladay for 41 yards, TOUCHDOWN.",2,play_type_pass,4,1,10,1540,12:21,NYG 41,41,NYG,69,2019-10-27T19:23:54.000Z,false,false,true,false,false,30,19,right,APPROVED,24,19,true,true,true,,,
2019,REG,8,2019102704,3835,2120,HOU,58011,3835.0,"(6:34) (Shotgun) D.Watson pass short right to D.Fells for 9 yards, TOUCHDOWN.",2,play_type_pass,4,1,9,2120,06:34,OAK 9,9,OAK,19,2019-10-27T23:06:13.000Z,false,false,true,true,false,26,24,left,APPROVED,20,24,true,true,true,,,
2019,REG,8,2019102705,825,2250,JAX,58012,825.0,"(1:24) (Shotgun) G.Minshew II pass deep middle to C.Conley for 70 yards, TOUCHDOWN.",2,play_type_pass,1,2,7,2250,01:24,JAX 30,30,JAX,40,2019-10-27T17:36:32.000Z,false,false,true,false,false,12,7,right,AUDITED,6,7,true,,,,,
2019,REG,8,2019102705,3597,2250,JAX,58012,3597.0,"(4:22) (Shotgun) G.Minshew II pass short right to D.Chark Jr. for 8 yards, TOUCHDOWN.",2,play_type_pass,4,3,8,2250,04:22,NYJ 8,8,NYJ,102,2019-10-27T19:50:14.000Z,false,false,true,true,false,28,15,right,APPROVED,22,15,true,true,true,,,
2019,REG,8,2019102706,1583,2510,LA,58013,1583.0,"(4:11) J.Goff pass short right to C.Kupp for 65 yards, TOUCHDOWN. Kupp scores on the flea flicker play",2,play_type_pass,2,1,10,2510,04:11,LA 35,35,LA,75,2019-10-27T18:07:13.000Z,false,false,true,false,false,16,10,left,AUDITED,10,10,true,,,,,
2019,REG,8,2019102706,2310,2510,LA,58013,2310.0,"(12:48) (Shotgun) J.Goff pass deep right to C.Kupp to CIN 14 for 40 yards (T.McRae). Penalty on CIN, Defensive Holding, declined.",2,play_type_pass,3,3,10,2510,12:48,LA 46,46,LA,64,2019-10-27T18:47:37.000Z,false,false,false,false,false,17,10,left,APPROVED,17,10,true,true,true,,,
2019,REG,8,2019102709,2477,0750,CAR,58016,2477.0,"(11:24) C.McCaffrey left end for 40 yards, TOUCHDOWN.",2,play_type_rush,3,1,10,0750,11:24,SF 40,40,SF,70,2019-10-27T21:56:44.000Z,false,false,true,false,false,27,11,right,VENUE_AUDITED,27,5,true,,,,,
2019,REG,8,2019102709,3327,4500,SF,58016,3327.0,(:04) (Shotgun) K.Allen pass short left intended for R.Bonnafon INTERCEPTED by N.Bosa at SF 45. N.Bosa to CAR 9 for 46 yards (D.Moore).,2,play_type_pass,3,1,10,0750,00:04,SF 38,38,SF,72,2019-10-27T22:30:09.000Z,false,false,false,false,false,41,13,right,AUDITED,41,13,true,,,,,
2019,REG,8,2019102712,282,1800,GB,58019,282.0,"(10:24) (Shotgun) A.Rodgers pass deep right to J.Kumerow to KC 11 for 34 yards (D.Sorensen) [E.Ogbah]. Kansas City challenged the pass completion ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",2,play_type_pass,1,3,9,1800,10:24,KC 45,45,KC,55,2019-10-28T00:29:53.000Z,false,false,false,false,false,0,0,left,APPROVED,0,0,true,true,true,,,
2019,REG,8,2019102712,1205,2310,KC,58019,1205.0,"(11:04) (Shotgun) M.Moore pass deep right to T.Kelce for 29 yards, TOUCHDOWN [R.Gary].",2,play_type_pass,2,1,10,2310,11:04,GB 29,29,GB,39,2019-10-28T01:13:57.000Z,false,false,true,false,false,6,14,left,APPROVED,0,14,true,true,true,,,
2019,REG,8,2019102712,3067,1800,GB,58019,3067.0,"(14:05) (Shotgun) A.Rodgers pass short right to J.Williams for 3 yards, TOUCHDOWN [E.Ogbah].",2,play_type_pass,4,3,1,1800,14:05,KC 3,3,KC,13,2019-10-28T02:46:23.000Z,false,false,true,false,false,17,23,left,APPROVED,17,17,true,true,true,,,
2019,REG,9,2019103100,974,4500,SF,58021,974.0,"(:13) (Shotgun) J.Garoppolo pass short middle to G.Kittle for 30 yards, TOUCHDOWN.",2,play_type_pass,1,3,3,4500,00:13,ARI 30,30,ARI,80,2019-11-01T01:01:53.000Z,false,false,true,false,false,7,6,right,AUDITED,7,0,true,,,,,
2019,REG,9,2019103100,2872,4500,SF,58021,2872.0,"(6:02) (Shotgun) J.Garoppolo pass deep right to D.Pettis for 21 yards, TOUCHDOWN.",2,play_type_pass,3,3,7,4500,06:02,ARI 21,21,ARI,89,2019-11-01T02:29:57.000Z,false,false,true,false,false,14,27,right,APPROVED,14,21,true,true,true,,,
2019,REG,9,2019103100,3880,3800,ARI,58021,3880.0,"(5:09) (No Huddle, Shotgun) K.Murray pass deep right to A.Isabella for 88 yards, TOUCHDOWN.",2,play_type_pass,4,2,8,3800,05:09,ARI 12,12,ARI,22,2019-11-01T03:12:27.000Z,false,false,true,false,false,23,28,right,AUDITED,17,28,true,,,,,
2019,REG,9,2019110303,511,2310,KC,58025,511.0,"(8:28) M.Moore pass deep right to T.Hill for 40 yards, TOUCHDOWN [E.Griffen].",2,play_type_pass,1,2,10,2310,08:28,MIN 40,40,MIN,50,2019-11-03T18:20:29.000Z,false,false,true,false,false,6,0,left,APPROVED,0,0,true,true,true,,,
2019,REG,9,2019110303,2909,2310,KC,58025,2909.0,"(6:25) Dam.Williams up the middle for 91 yards, TOUCHDOWN.",2,play_type_rush,3,2,4,2310,06:25,KC 9,9,KC,101,2019-11-03T20:07:58.000Z,false,false,true,false,false,16,16,left,AUDITED,10,16,true,,,,,
2019,REG,9,2019110303,4073,2310,KC,58025,4073.0,(4:53) (Shotgun) M.Moore pass deep right to T.Hill to MIN 19 for 41 yards (T.Waynes) [L.Joseph].,2,play_type_pass,4,1,10,2310,04:53,KC 40,40,KC,50,2019-11-03T20:52:58.000Z,false,false,false,false,false,20,23,right,APPROVED,20,23,true,true,true,,,
2019,REG,9,2019110306,1401,3900,PIT,58028,1401.0,"(2:36) (Shotgun) B.Hoyer pass deep middle intended for J.Doyle INTERCEPTED by M.Fitzpatrick [C.Heyward] at PIT 4. M.Fitzpatrick for 96 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,2200,02:36,PIT 20,20,PIT,90,2019-11-03T18:57:07.000Z,false,false,true,false,false,9,10,right,APPROVED,3,10,true,true,true,,,
2019,REG,9,2019110308,2554,4600,SEA,58030,2554.0,"(10:49) G.Fant reported in as eligible.  C.Carson right tackle to TB 26 for 59 yards (D.White). FUMBLES (D.White), ball out of bounds at TB 24.",2,play_type_rush,3,1,10,4600,10:49,SEA 15,15,SEA,25,2019-11-03T22:58:18.000Z,false,false,false,false,false,13,21,right,AUDITED,13,21,true,,,,,
2019,REG,9,2019110308,2668,4600,SEA,58030,2668.0,"(8:07) (Shotgun) R.Wilson pass short left to T.Lockett for 2 yards, TOUCHDOWN.",2,play_type_pass,3,2,2,4600,08:07,TB 2,2,TB,108,2019-11-03T23:01:18.000Z,false,false,true,true,false,19,21,right,AUDITED,13,21,true,,,,,
2019,REG,9,2019110309,471,1400,DEN,58031,471.0,"(6:16) B.Allen pass deep right to C.Sutton for 21 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,1400,06:16,CLE 21,21,CLE,89,2019-11-03T21:42:10.000Z,false,false,true,false,false,6,0,right,APPROVED,0,0,true,true,true,,,
2019,REG,9,2019110309,977,1400,DEN,58031,977.0,"(12:48) B.Allen pass short middle to N.Fant for 75 yards, TOUCHDOWN [O.Vernon].",2,play_type_pass,2,1,10,1400,12:48,DEN 25,25,DEN,85,2019-11-03T22:09:11.000Z,false,false,true,false,false,13,3,left,APPROVED,7,3,true,true,true,,,
2019,REG,10,2019110700,539,2520,OAK,58035,539.0,"(6:14) (Shotgun) P.Rivers pass short middle intended for H.Henry INTERCEPTED by E.Harris [M.Crosby] at OAK 44. E.Harris for 56 yards, TOUCHDOWN. Penalty on LAC-T.Scott, Offensive Holding, declined.",2,play_type_pass,1,1,10,4400,06:14,LAC 46,46,LAC,56,2019-11-08T01:42:43.000Z,false,false,true,false,false,9,0,right,APPROVED,3,0,true,true,true,,,
2019,REG,10,2019111001,1000,0325,BAL,58037,1000.0,(11:49) (Shotgun) L.Jackson right end to BLT 48 for 3 yards. Lateral to R.Griffin III pushed ob at CIN 43 for 9 yards (J.Bates III).,2,play_type_rush,2,2,4,0325,11:49,BAL 45,45,BAL,65,2019-11-10T18:42:49.000Z,false,false,false,false,false,3,14,left,AUDITED,3,14,false,true,true,,,
2019,REG,10,2019111001,2257,0325,BAL,58037,2257.0,"(8:18) (Shotgun) L.Jackson left end for 47 yards, TOUCHDOWN.",2,play_type_rush,3,2,3,0325,08:18,CIN 47,47,CIN,57,2019-11-10T19:46:37.000Z,false,false,true,false,false,10,34,left,AUDITED,10,28,true,,,,,
2019,REG,10,2019111003,1166,1800,GB,58039,1166.0,(12:05) A.Rodgers pass deep right to D.Adams to CAR 10 for 37 yards (R.Cockrell).,2,play_type_pass,2,2,5,1800,12:05,CAR 47,47,CAR,63,2019-11-10T22:18:01.000Z,false,false,false,false,false,7,10,right,APPROVED,7,10,true,true,true,,,
2019,REG,10,2019111003,1651,1800,GB,58039,1651.0,(2:53) (Shotgun) A.Rodgers pass deep middle to J.Graham to CAR 26 for 48 yards (E.Reid).,2,play_type_pass,2,3,6,1800,02:53,GB 26,26,GB,36,2019-11-10T22:39:08.000Z,false,false,false,false,false,14,10,right,APPROVED,14,10,true,true,true,,,
