season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,league_average_separation_to_qb,esb_id,gsis_id,team_id,player_name,short_name,position,headshot,jersey_number,tackles,assists,sacks,forced_fumbles,blitz_count,avg_separation_to_qb
2023,PRE,0,2023080351,59445,08/03/2023,1050,CLE,3430,NYJ,home,1,4.577731882513236,MCG794607,00-0038574,1050,Isaiah McGuire,I.McGuire,DE,,57,1,1,0,0,13,4.794488484745087
2023,PRE,0,2023080351,59445,08/03/2023,1050,CLE,3430,NYJ,home,2,4.577731882513236,KAM329673,00-0036705,1050,Sam Kamara,S.Kamara,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/hcggr5vnynnhx8tbybiz,92,1,1,0,0,11,3.8931994428208965
2023,PRE,0,2023080351,59445,08/03/2023,1050,CLE,3430,NYJ,home,3,4.577731882513236,THO203380,00-0037314,1050,Isaiah Thomas,I.Thomas,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/nosbtflnnnkmlfp2sxy5,58,1,1,0,0,11,4.027496770708232
2023,PRE,0,2023080351,59445,08/03/2023,1050,CLE,3430,NYJ,home,4,4.577731882513236,TOG319136,00-0036883,1050,Tommy Togiai,T.Togiai,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/go13hdfp4ckq8cpit909,93,0,1,0,0,10,4.6627319683477895
2023,PRE,0,2023080351,59445,08/03/2023,1050,CLE,3430,NYJ,visitor,1,4.577731882513236,SMA791275,00-0033963,3430,Tanzel Smart,T.Smart,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rwhxbxfygcscouwigdkb,79,3,0,0,0,22,4.99819097859656
2023,PRE,0,2023080351,59445,08/03/2023,1050,CLE,3430,NYJ,visitor,2,4.577731882513236,SPE570569,00-0036668,3430,Marquiss Spencer,M.Spencer,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/tzgvsrahbirsgzergdcz,51,0,0,0,0,16,5.277275235398915
2023,PRE,0,2023080351,59445,08/03/2023,1050,CLE,3430,NYJ,visitor,3,4.577731882513236,ODE690714,00-0033969,3430,Ifeadi Odenigbo,I.Odenigbo,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/x9lbcp0y9zchvstyy6of,92,2,0,0,0,15,3.7465307998715507
2023,PRE,0,2023080351,59445,08/03/2023,1050,CLE,3430,NYJ,visitor,4,4.577731882513236,MAC301314,00-0035519,3430,Isaiah Mack,I.Mack,NT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gtxd4a8tqz9raigt9dmc,97,1,2,0,0,14,5.444098885048089
2023,PRE,1,2023081051,59446,08/10/2023,3200,NE,2120,HOU,home,1,4.577731882513236,ROB240088,00-0037298,3200,Sam Roberts,S.Roberts,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/yqwaomrkdmfwowbykpfz,96,1,0,0,0,21,4.680666821992599
2023,PRE,1,2023081051,59446,08/10/2023,3200,NE,2120,HOU,home,2,4.577731882513236,PHA415666,00-0037711,3200,Jeremiah Pharms,J.Pharms,DE,,70,3,3,0,0,16,4.84246264725383
2023,PRE,1,2023081051,59446,08/10/2023,3200,NE,2120,HOU,home,3,4.577731882513236,EKU059326,00-0034251,3200,Daniel Ekuale,D.Ekuale,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lj9dekf0gg90pljbtbiq,95,1,1,1,0,15,4.638303373496551
2023,PRE,1,2023081051,59446,08/10/2023,3200,NE,2120,HOU,home,4,4.577731882513236,JEN457643,00-0036193,3200,Anfernee Jennings,A.Jennings,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/rhpdybqsxdk8fo1wczc3,33,0,1,0,0,14,5.671298185774996
2023,PRE,1,2023081051,59446,08/10/2023,3200,NE,2120,HOU,visitor,1,4.577731882513236,RIV455810,00-0033920,2120,Derek Rivers,D.Rivers,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/raxkuoi9asirauurtz6o,95,1,0,0,0,10,4.598858304333442
2023,PRE,1,2023081051,59446,08/10/2023,3200,NE,2120,HOU,visitor,2,4.577731882513236,WIN475149,00-0035654,2120,Chase Winovich,C.Winovich,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/pbnpzaqm5bba9dfrtmis,50,1,1,1,0,9,3.194489153320571
2023,PRE,1,2023081051,59446,08/10/2023,3200,NE,2120,HOU,visitor,3,4.577731882513236,LOP508807,00-0036568,2120,Roy Lopez,R.Lopez,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fznv2qiirufj0vcl6rtq,91,0,0,0,0,9,4.855269734526401
2023,PRE,1,2023081051,59446,08/10/2023,3200,NE,2120,HOU,visitor,4,4.577731882513236,COW324122,00-0035278,2120,Byron Cowart,B.Cowart,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/jkoevuew3mayrv3rzw11,90,1,0,0,0,8,5.047164228140036
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,home,1,4.577731882513236,BEL475318,00-0038444,4600,Levi Bell,L.Bell,DE,,98,2,0,1,0,14,4.253921214888046
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,home,2,4.577731882513236,MOR480831,00-0038591,4600,Mike Morris,M.Morris,DE,,94,0,0,0,0,13,4.92029811357569
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,home,3,4.577731882513236,SYK409665,00-0038771,4600,Jacob Sykes,J.Sykes,DT,,69,0,0,0,0,13,4.093550435248421
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,home,4,4.577731882513236,ADA519905,00-0035946,4600,Myles Adams,M.Adams,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/yfejqb1tjkht5kue8y7x,95,1,0,0,0,11,5.660552534756284
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,visitor,1,4.577731882513236,VIL034607,00-0037499,3000,Luiji Vilain,L.Vilain,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/bpryqmz7y33c1o9gfq6w,43,2,1,1,1,18,4.634028746735832
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,visitor,2,4.577731882513236,BLA246567,00-0036289,3000,Ross Blacklock,R.Blacklock,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bhfz75verrtkscghgjjz,96,0,1,0,0,16,5.111647753128282
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,visitor,3,4.577731882513236,WEA573489,00-0036216,3000,Curtis Weaver,C.Weaver,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/jvaesk96t4eh2ghtsiy3,54,1,1,0,0,14,5.115996713321393
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,visitor,4,4.577731882513236,CAR787212,00-0038801,3000,Andre Carter,A.Carter,OLB,,55,0,2,0,0,9,4.900722415681049
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,home,1,4.577731882513236,OKW059326,00-0032655,1540,Romeo Okwara,R.Okwara,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/nhjoafscsbmruroqbshb,95,1,1,1,0,20,4.494731645907163
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,home,2,4.577731882513236,JON078068,00-0035841,1540,Benito Jones,B.Jones,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ka6ejrf9hptbsafv4tym,94,1,0,1,0,14,5.180706488317425
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,home,3,4.577731882513236,OKW029663,00-0036249,1540,Julian Okwara,J.Okwara,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/q4caf6zjiyfzdp6oixh7,99,3,0,3,0,13,3.4061716653075935
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,home,4,4.577731882513236,SMI143477,00-0038661,1540,Chris Smith,C.Smith,DT,,92,0,0,0,0,13,5.337318694175315
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,visitor,1,4.577731882513236,SMI462933,00-0036180,3410,Kobe Smith,K.Smith,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/juqzah6scwug5cawh41m,72,2,2,0,0,19,5.993519236625413
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,visitor,2,4.577731882513236,RIL285297,00-0038506,3410,Jordon Riley,J.Riley,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rp3khzp5pvryos9ym8gd,95,0,1,0,0,19,5.112365988576095
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,visitor,3,4.577731882513236,BOW172625,00-0033324,3410,Tashawn Bower,T.Bower,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/h6ioogkk8kw2ik3vfdjd,94,3,2,0,0,15,6.073369665765761
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,visitor,4,4.577731882513236,XIM308281,00-0035708,3410,Oshane Ximines,O.Ximines,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/prrxhzpeo2lyxq2cddak,53,0,2,0,0,13,4.326456681231283
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,home,1,4.577731882513236,RAS254236,00-0036517,4900,Hamilcar Rashed,H.Rashed,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/blfsydswt1fg26qdgigw,46,0,0,0,0,14,3.840929321506163
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,home,2,4.577731882513236,GIL284053,00-0036045,4900,Cam Gill,C.Gill,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/o3drcxfcxgeqhny6omgo,49,1,1,1,0,12,4.34992355807218
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,home,3,4.577731882513236,SEN026161,00-0034363,4900,Deadrin Senat,D.Senat,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/k9qe9xiwsb7yjso8owoh,95,1,0,0,0,9,5.096207551151647
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,home,4,4.577731882513236,OCO519549,00-0033595,4900,Pat O'Connor,P.O'Connor,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/jlvbx9x17tcnhitj2hdm,79,0,0,0,0,8,3.675662647762893
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,visitor,1,4.577731882513236,PER004237,00-0038746,3900,David Perales,D.Perales,DE,,40,0,1,0,0,25,4.986025159021991
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,visitor,2,4.577731882513236,ROC122287,00-0036845,3900,Quincy Roche,Q.Roche,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/tehfnbwkohaoj9nncdwd,48,1,1,1,0,18,4.20717609005355
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,visitor,3,4.577731882513236,NDU370795,00-0039016,3900,Toby Ndukwe,T.Ndukwe,DE,,45,2,0,0,0,18,4.049817321908726
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,visitor,4,4.577731882513236,JON586955,00-0037551,3900,Manny Jones,M.Jones,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/ep5ov956i52mqpj5z3rv,72,0,0,0,0,14,3.8583514316614376
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,home,1,4.577731882513236,TUF103822,00-0036881,0920,Jay Tufele,J.Tufele,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mfzaltdiwf4vglulxs9t,97,2,3,0,0,22,5.146480480374143
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,home,2,4.577731882513236,DAV264341,00-0036148,0920,Domenique Davis,D.Davis,DT,,72,0,0,0,0,19,3.997663773975231
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,home,3,4.577731882513236,GUN666191,00-0037760,0920,Jeff Gunter,J.Gunter,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/avgrdamq739wwfvsvf5r,93,0,1,0,0,18,4.869856585587806
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,home,4,4.577731882513236,MUR519902,00-0038546,0920,Myles Murphy,M.Murphy,DE,,99,1,1,0,0,18,5.063915838553638
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,visitor,1,4.577731882513236,WOO268652,00-0038387,1800,Colby Wooden,C.Wooden,DT,,96,0,2,0,0,23,4.687739844463368
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,visitor,2,4.577731882513236,COX147946,00-0038463,1800,Brenton Cox,B.Cox,OLB,,57,0,0,0,0,19,4.488634744413042
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,visitor,3,4.577731882513236,BRO132842,00-0038398,1800,Karl Brooks,K.Brooks,DT,,94,1,0,0,0,18,4.88335141833459
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,visitor,4,4.577731882513236,BAN561270,00-0038462,1800,Keshawn Banks,K.Banks,DE,,51,2,0,0,0,16,4.566209287028506
