season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,league_average_separation_to_qb,esb_id,gsis_id,team_id,player_name,short_name,position,headshot,jersey_number,tackles,assists,sacks,forced_fumbles,blitz_count,avg_separation_to_qb
2018,PRE,1,2018080951,57504,08/09/2018,0325,BAL,2510,LA,home,1,4.577731882513236,WIL538306,00-0033915,0325,Tim Williams,T.Williams,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/cqzujrlng96brd4cgnho,56,3,2,1,1,16,4.093099055471462
2018,PRE,1,2018080951,57504,08/09/2018,0325,BAL,2510,LA,home,2,4.577731882513236,DAV212103,00-0031938,0325,Carl Davis,C.Davis,NT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fxgddl7ilja9z5ufgaiv,94,1,0,0,0,12,4.433018955757864
2018,PRE,1,2018080951,57504,08/09/2018,0325,BAL,2510,LA,home,3,4.577731882513236,SMI827086,00-0031576,0325,Za'Darius Smith,Z.Smith,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/go23rugyophht4ytnse0,90,0,1,0,0,11,3.9113431599134767
2018,PRE,1,2018080951,57504,08/09/2018,0325,BAL,2510,LA,home,4,4.577731882513236,KAU453616,00-0033117,0325,Bronson Kaufusi,B.Kaufusi,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/pxy1yh8rhca3a6zxtpum,92,2,0,0,0,11,4.831442199924843
2018,PRE,1,2018080951,57504,08/09/2018,0325,BAL,2510,LA,visitor,1,4.577731882513236,BRY505570,00-0033369,2510,Omarius Bryant,O.Bryant,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hjs2kvebjrgaovzlkh67,94,0,2,0,0,16,4.816165989101818
2018,PRE,1,2018080951,57504,08/09/2018,0325,BAL,2510,LA,visitor,2,4.577731882513236,SMA791275,00-0033963,2510,Tanzel Smart,T.Smart,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xsxn2hhd3hicjyappvds,92,0,0,0,0,14,5.7229803102628
2018,PRE,1,2018080951,57504,08/09/2018,0325,BAL,2510,LA,visitor,3,4.577731882513236,JOS280126,00-0034810,2510,Sebastian Joseph-Day,S.Joseph,NT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lmxguqxxvyuoa9325cxt,69,2,0,0,0,14,5.395117209428537
2018,PRE,1,2018080951,57504,08/09/2018,0325,BAL,2510,LA,visitor,4,4.577731882513236,DAV727624,00-0029053,2510,Ryan Davis,R.Davis,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/hgld9nj9dow507g9thzs,56,0,0,0,0,13,5.033695204631982
2018,PRE,1,2018080952,57505,08/09/2018,0610,BUF,0750,CAR,home,1,4.577731882513236,LAW783964,00-0033096,0610,Shaq Lawson,S.Lawson,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/h5svfeck65f07csnji7q,90,0,0,0,0,13,4.362974895527324
2018,PRE,1,2018080952,57505,08/09/2018,0610,BUF,0750,CAR,home,2,4.577731882513236,FED152616,00-0031317,0610,Terrence Fede,T.Fede,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/x9pa1xshzm9xajdr3zhr,96,2,0,0,0,12,4.736107595502759
2018,PRE,1,2018080952,57505,08/09/2018,0610,BUF,0750,CAR,home,3,4.577731882513236,LEW507543,00-0033617,0610,Marquavius Lewis,M.Lewis,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/q49kkceqjuiosebjlypl,97,1,1,0,0,12,4.854396245121336
2018,PRE,1,2018080952,57505,08/09/2018,0610,BUF,0750,CAR,home,4,4.577731882513236,YAR195862,00-0032480,0610,Eddie Yarbrough,E.Yarbrough,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/slh9afq69jyudcdhh3dn,54,1,0,0,0,11,5.038513047244756
2018,PRE,1,2018080952,57505,08/09/2018,0610,BUF,0750,CAR,visitor,1,4.577731882513236,NOR679699,00-0034434,0750,Kendrick Norton,K.Norton,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xabywgdkul7lrojrutep,74,0,1,0,0,14,4.2671898275586395
2018,PRE,1,2018080952,57505,08/09/2018,0610,BUF,0750,CAR,visitor,2,4.577731882513236,LOV026391,00-0027236,0750,Kyle Love,K.Love,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/sh8qb9w2fzox4qaudo8k,93,0,0,0,0,12,5.132835373930195
2018,PRE,1,2018080952,57505,08/09/2018,0610,BUF,0750,CAR,visitor,3,4.577731882513236,HAL242596,00-0033285,0750,Daeshon Hall,D.Hall,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/gp0si3ubecnoeqytxabd,94,0,0,0,0,12,3.360980480352673
2018,PRE,1,2018080952,57505,08/09/2018,0610,BUF,0750,CAR,visitor,4,4.577731882513236,HAY661575,00-0034382,0750,Marquis Haynes,M.Haynes,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/djnopjzyl9ssnq9zxvxb,98,1,0,0,0,12,4.354615940767073
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,home,1,4.577731882513236,HUB387605,00-0034834,0920,Sam Hubbard,S.Hubbard,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/wov6yggcataskiksyycz,94,1,0,0,0,34,3.7953814605074863
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,home,2,4.577731882513236,WIL603954,00-0033912,0920,Jordan Willis,J.Willis,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/ogcjioxnpfo5qwgj8ihn,75,0,3,0,0,32,3.6110630832560124
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,home,3,4.577731882513236,WIL679721,00-0034246,0920,Eddy Wilson,E.Wilson,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xwrnokby6jt48efose7b,95,0,1,0,0,19,4.411907225589545
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,home,4,4.577731882513236,OKO547722,00-0034696,0920,Chris Okoye,C.Okoye,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/udkd69qxisvwhzivtcur,67,1,0,0,0,19,4.480812396072495
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,visitor,1,4.577731882513236,FIT110458,00-0034404,0810,Kylie Fitts,K.Fitts,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/knel5rn063kkgj8n5t3v,49,0,1,0,0,17,4.406340752759109
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,visitor,2,4.577731882513236,EDE095835,00-0031255,0810,Kasim Edebali,K.Edebali,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/ksipzsp693q9depie6sf,57,1,1,0,0,16,3.7451486483405136
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,visitor,3,4.577731882513236,ROB360907,00-0032667,0810,Roy Robertson-Harris,R.Robertson-Harris,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/koaqxxl7gbrueaki4han,95,3,0,1,0,13,5.3259522221448075
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,visitor,4,4.577731882513236,BUL366378,00-0033093,0810,Jonathan Bullard,J.Bullard,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/cjsrmyhaisfimhkfru1h,90,1,1,0,0,12,6.056513975052268
2018,PRE,1,2018080954,57508,08/09/2018,1800,GB,2100,TEN,home,1,4.577731882513236,LOO481366,00-0034284,1800,James Looney,J.Looney,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/skkuhjazkrvclsd0hv37,99,1,0,0,0,16,5.176095608249296
2018,PRE,1,2018080954,57508,08/09/2018,1800,GB,2100,TEN,home,2,4.577731882513236,GIL124484,00-0032633,1800,Reggie Gilbert,R.Gilbert,LB,https://static.www.nfl.com/image/private/{formatInstructions}/league/cqxqxo4khligceib3gby,93,2,0,0,0,13,5.387703539074888
2018,PRE,1,2018080954,57508,08/09/2018,1800,GB,2100,TEN,home,3,4.577731882513236,HEA450963,00-0034554,1800,James Hearns,J.Hearns,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/fbvzj65doapnlirljoj0,49,1,0,0,0,13,4.134051093789933
2018,PRE,1,2018080954,57508,08/09/2018,1800,GB,2100,TEN,home,4,4.577731882513236,LAN015019,00-0034185,1800,Tyler Lancaster,T.Lancaster,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/f8fdqoqotyy46zdpxhfs,95,0,0,0,0,12,4.238823396926799
2018,PRE,1,2018080954,57508,08/09/2018,1800,GB,2100,TEN,visitor,1,4.577731882513236,CAR447528,00-0033794,2100,Josh Carraway,J.Carraway,OLB,https://static.www.nfl.com/image/private/{formatInstructions}/league/vgpfidv5oajm79nn15tw,44,1,1,0,0,20,4.967491812030149
2018,PRE,1,2018080954,57508,08/09/2018,1800,GB,2100,TEN,visitor,2,4.577731882513236,DIC281705,00-0034657,2100,Matt Dickerson,M.Dickerson,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qjufp8jcgzdfgsrzd2ci,92,2,1,0,0,20,5.4338069557810575
2018,PRE,1,2018080954,57508,08/09/2018,1800,GB,2100,TEN,visitor,3,4.577731882513236,OKE343963,00-0034719,2100,Tobenna Okeke,T.Okeke,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/moejqtyrdzo7lvn9glue,49,0,0,0,0,16,4.6528786155843465
2018,PRE,1,2018080954,57508,08/09/2018,1800,GB,2100,TEN,visitor,4,4.577731882513236,WAR431675,00-0031225,2100,Julius Warmsley,J.Warmsley,DE,https://static.www.nfl.com/image/private/{formatInstructions}/league/e3sqp01y9syxbtdnbvkx,72,1,0,0,0,15,4.740566326086275
2018,PRE,1,2018080955,57509,08/09/2018,2250,JAX,3300,NO,home,1,4.577731882513236,BEN000000,00-0032154,2250,Michael Bennett,M.Bennett,DT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fj1oxc8xbpuzbpi2d2or,96,3,0,0,0,17,4.706569956568596
