season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,league_average_separation_to_qb,esb_id,gsis_id,team_id,player_name,short_name,position,headshot,jersey_number,tackles,assists,sacks,forced_fumbles,blitz_count,avg_separation_to_qb
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,home,1,4.577731882513236,COO634816,00-0040655,1540,Keith Cooper,K.Cooper,DT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tsr4nvxl1xnbcds25pof,64,1,1,0,0,14,4.304830391101417
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,home,2,4.577731882513236,LYN758772,00-0039447,1540,Nate Lynn,N.Lynn,DE,https://static.www.nfl.com/image/upload/{formatInstructions}/league/knnvuw8oxhlads0vfpep,57,1,2,0,0,13,4.007481900065146
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,home,3,4.577731882513236,ADA519905,00-0035946,1540,Myles Adams,M.Adams,DE,https://static.www.nfl.com/image/upload/{formatInstructions}/league/f11lhmyjrovmo0mdp5wa,66,1,0,0,0,10,3.6906637072045703
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,home,4,4.577731882513236,SMI143477,00-0038661,1540,Chris Smith,C.Smith,DT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mqidacocy7n6rcziki9k,90,0,0,0,0,7,4.012949281014434
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,visitor,1,4.577731882513236,KEN282395,00-0040161,4400,Kyle Kennard,K.Kennard,LB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/beyc1p4pefkpswtczp4x,54,1,0,0,0,10,4.355991160606298
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,visitor,2,4.577731882513236,MUR186262,00-0038851,4400,Caleb Murphy,C.Murphy,OLB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hxusmt3bsa8xlj8gmii3,50,2,0,0,0,9,4.19281993264699
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,visitor,3,4.577731882513236,CAL287735,00-0040144,4400,Jamaree Caldwell,J.Caldwell,DT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/odlxf3hv35v963nnbhyw,99,3,0,0,0,8,3.4575335544112025
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,visitor,4,4.577731882513236,GUI124279,00-0040463,4400,Kylan Guidry,K.Guidry,LB,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iqycliqwnk1popv6wbf1,59,0,0,0,0,8,5.407012911476075
2025,PRE,1,2025080751,60118,08/07/2025,0325,BAL,2200,IND,home,1,4.577731882513236,RAV411916,00-0039332,0325,C.J. Ravenell,C.Ravenell,DE,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rwjrz78kupdbxdv1efxt,91,1,2,0,0,21,4.280942780923747
2025,PRE,1,2025080751,60118,08/07/2025,0325,BAL,2200,IND,home,2,4.577731882513236,PEE160116,00-0040076,0325,Aeneas Peebles,A.Peebles,DT,,93,1,2,0,0,20,4.356387838324539
