season,season_type,week,scope,threshold,team_id,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,player_season_type,player_week
2023,POST,19,week,10,0610,00-0037248,James Cook,J.Cook,COO151970,RB,RB,4,0610,2023,54528,3200434f-4f15-1970-d2e5-e575c819187c,James,Cook,James,RB,RB,04,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/clqdllqqmpleidegprep,3.488354430379746,50.0,2.373235294117647,18,79,4.388888888888889,0,73.9018812839852,5.098118716014795,0.2832288175563775,0.3333333333333333,POST,19
2023,POST,19,week,10,1200,00-0035261,Tony Pollard,T.Pollard,POL283188,RB,RB,20,1200,2023,47911,3200504f-4c28-3188-35b8-d0ae9db0f68a,Tony,Pollard,Tony,RB,RB,20,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/pqhmih6cdyb3yqfd1dmb,3.5485714285714285,6.666666666666667,2.5519285714285718,15,56,3.7333333333333334,1,67.651781584923,-15.651781584923,-1.1179843989230716,0.35714285714285715,POST,19
2023,POST,19,week,10,1540,00-0035685,David Montgomery,D.Montgomery,MON487374,RB,RB,5,1540,2023,47856,32004d4f-4e48-7374-a044-7fb197b6b501,David,Montgomery,David,RB,RB,05,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/grd20lxzonco9jyg3ful,3.4910526315789476,28.57142857142857,2.4786923076923078,14,57,4.071428571428571,1,62.759849827011784,-5.759849827011784,-0.411417844786556,0.2857142857142857,POST,19
2023,POST,19,week,10,1800,00-0033293,Aaron Jones,A.Jones,JON026624,RB,RB,33,1800,2023,44995,32004a4f-4e02-6624-33bd-3ba151b7013d,Aaron,Jones,Aaron,RB,RB,33,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/oo8yixhsahh4gznox7th,3.0745762711864404,33.33333333333333,2.6712499999999997,21,118,5.619047619047619,3,96.37819434355112,21.621805656448885,1.0296097931642325,0.47619047619047616,POST,19
2023,POST,19,week,10,2120,00-0035250,Devin Singletary,D.Singletary,SIN186919,RB,RB,26,2120,2023,47857,32005349-4e18-6919-d1e6-003f4632ba87,Devin,Singletary,Devin,RB,RB,26,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ulczhsxmhnyrsyjfrhd5,3.895000000000001,23.076923076923077,3.3200000000000003,13,66,5.076923076923077,1,40.62819763652921,23.371802363470792,1.9476501969558992,0.5,POST,19
2023,POST,19,week,10,2310,00-0037197,Isiah Pacheco,I.Pacheco,PAC576791,RB,RB,10,2310,2023,54716,32005041-4357-6791-9031-d5a8938af2e4,Isiah,Pacheco,Isiah,RB,RB,10,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rzr8nxjunjeiv8bjir59,4.433932584269662,20.833333333333336,2.9706818181818178,24,89,3.7083333333333335,1,82.4388118394994,3.561188160500606,0.15483426784785245,0.2608695652173913,POST,19
2023,POST,19,week,10,2510,00-0037840,Kyren Williams,K.Williams,WIL415359,RB,RB,23,2510,2023,54629,32005749-4c41-5359-809b-caeaa1db84d0,Kyren,Williams,Kyren,RB,RB,23,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/emynpilqbr8huoh6vmhg,3.186229508196721,15.384615384615385,2.5749999999999997,13,61,4.6923076923076925,0,63.95856056137207,-6.958560561372067,-0.5798800467810056,0.3333333333333333,POST,19
2023,POST,19,week,10,3700,00-0036275,D'Andre Swift,D.Swift,SWI228476,RB,RB,0,3700,2023,52443,32005357-4922-8476-53db-e64aaf6e01f5,D'Andre,Swift,D'Andre,RB,RB,00,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qehlr75ike82kyxy8j9a,4.5661764705882355,50.0,2.7455000000000003,10,34,3.4,0,46.06123362622967,-12.061233626229672,-1.2061233626229673,0.2,POST,19
2023,POST,19,week,10,3900,00-0036893,Najee Harris,N.Harris,HAR493163,RB,RB,22,3900,2023,53453,32004841-5249-3163-f8f5-73c55f8a5c0d,Najee,Harris,Najee,RB,RB,22,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hj3n6gjshilgmesahdxs,5.146486486486487,8.333333333333332,2.4997272727272732,12,37,3.0833333333333335,0,57.497516289088416,-20.497516289088416,-1.7081263574240346,0.16666666666666666,POST,19
2023,POST,19,week,10,4900,00-0037256,Rachaad White,R.White,WHI393110,RB,RB,1,4900,2023,54556,32005748-4939-3110-903e-6b6c868dd3ab,Rachaad,White,Rachaad,RB,RB,01,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/uiqqvw00vpykdylgu7d4,4.055555555555555,11.11111111111111,2.8459375,18,72,4.0,0,75.89803865144334,-3.8980386514433434,-0.21655770285796352,0.5,POST,19
