season,season_type,week,scope,threshold,team_id,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,player_season_type,player_week
2022,POST,19,week,10,0325,00-0034184,Gus Edwards,G.Edwards,EDW471180,RB,RB,35,0325,2022,46437,32004544-5747-1180-daba-c0c892edc0c8,Gus,Edwards,Gus,RB,RB,35,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ckpluqlmmoevgmjsajzg,4.674871794871794,41.66666666666667,2.894,12,39,3.25,0,34.68194713541316,4.318052864586839,0.35983773871556995,0.5833333333333334,POST,19
2022,POST,19,week,10,0325,00-0036158,J.K. Dobbins,J.Dobbins,DOB207645,RB,RB,27,0325,2022,52463,3200444f-4220-7645-7ee7-94f57d3eed4f,Jkaylin,Dobbins,J.K.,RB,RB,27,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rbp5kcbx7xqlqwqjvfrw,4.399193548387097,15.384615384615385,3.590615384615385,13,62,4.769230769230769,0,64.40825385769344,-2.4082538576934382,-0.1852502967456491,0.3076923076923077,POST,19
2022,POST,19,week,10,0610,00-0035250,Devin Singletary,D.Singletary,SIN186919,RB,RB,26,0610,2022,47857,32005349-4e18-6919-d1e6-003f4632ba87,Devin,Singletary,Devin,RB,RB,26,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/d9ifpvw57zivczxlpxdh,3.204166666666667,50.0,2.6508999999999996,10,48,4.8,0,36.03134904971895,11.968650950281052,1.1968650950281052,0.5,POST,19
2022,POST,19,week,10,0610,00-0037248,James Cook,J.Cook,COO151970,RB,RB,28,0610,2022,54528,3200434f-4f15-1970-d2e5-e575c819187c,James,Cook,James,RB,RB,28,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hh0bnf0lr6lzwyceorwj,5.358205128205128,41.66666666666667,2.8043333333333336,12,39,3.25,1,46.26467150238752,-7.264671502387522,-0.6053892918656268,0.25,POST,19
2022,POST,19,week,10,0920,00-0033897,Joe Mixon,J.Mixon,MIX564388,RB,RB,28,0920,2022,44860,32004d49-5856-4388-c611-05b6fcff1d1d,Joe,Mixon,Joe,RB,RB,28,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rd210pq6ch22vpoygtfn,3.6392307692307693,0.0,2.4122,11,39,3.5454545454545454,0,49.120264469136174,-11.120264469136174,-1.1120264469136174,0.2,POST,19
2022,POST,19,week,10,1200,00-0033045,Ezekiel Elliott,E.Elliott,ELL289284,RB,RB,21,1200,2022,43293,3200454c-4c28-9284-cdcc-74694c8d1749,Ezekiel,Elliott,Ezekiel,RB,RB,21,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/eazag7iwciy9ari8hoju,6.355185185185184,76.92307692307693,3.0428333333333337,13,27,2.076923076923077,0,43.918610949713724,-16.918610949713724,-1.3014316115164404,0.07692307692307693,POST,19
2022,POST,19,week,10,1200,00-0035261,Tony Pollard,T.Pollard,POL283188,RB,RB,20,1200,2022,47911,3200504f-4c28-3188-35b8-d0ae9db0f68a,Tony,Pollard,Tony,RB,RB,20,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rvesbybzmlucxce3hkwf,3.9858441558441555,20.0,3.448923076923077,15,77,5.133333333333334,0,52.533319795575025,21.466680204424975,1.651283092648075,0.38461538461538464,POST,19
2022,POST,19,week,10,2250,00-0036973,Travis Etienne,T.Etienne,ETI426541,RB,RB,1,2250,2022,53454,32004554-4942-6541-8c54-a69299f0a040,Travis,Etienne,Travis,RB,RB,01,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/d8xhoicgjybtyvttcxhu,3.39348623853211,15.0,2.747842105263157,20,109,5.45,0,85.83177333126105,23.168226668738953,1.1584113334369477,0.4,POST,19
2022,POST,19,week,10,2700,00-0034115,Jeffery Wilson,J.Wilson,WIL723340,RB,RB,23,2700,2022,46377,32005749-4c72-3340-3ba4-ceb68768d8f6,Jeffery,Wilson,Jeffery,RB,RB,23,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/rq7a1zluwjhoxrsuhpgi,7.5,10.0,3.0645,10,23,2.3,1,45.54535257746779,-22.54535257746779,-2.2545352577467788,0.2,POST,19
2022,POST,19,week,10,3000,00-0033893,Dalvin Cook,D.Cook,COO047079,RB,RB,4,3000,2022,44853,3200434f-4f04-7079-ca3d-32c8b4ce8a9a,Dalvin,Cook,Dalvin,RB,RB,04,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gfwvqolvz9vegp1amhf3,3.7995000000000005,20.0,2.629307692307693,15,60,4.0,0,67.05979831530928,-7.05979831530928,-0.47065322102061863,0.3333333333333333,POST,19
