season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,league_average_receiver_separation,esb_id,team_id,player_name,short_name,position,headshot,jersey_number,rec_yards,targets,receptions,touchdowns,reception_info_receptions,reception_info_targets,reception_info_touchdowns,reception_info_avg_separation,reception_info_avg_cushion,reception_info_avg_air_yards
2019,PRE,1,2019080854,57839,08/08/2019,0810,CHI,0750,CAR,visitor,1,2.9866993023508566,ROB365875,0750,Aldrick Robinson,A.Robinson,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/lzdmahvzc7tm4pulh2sj,8,5,4,1,0,1,4,0,2.092432563871006,6.4,16.382499999999997
2019,PRE,1,2019080854,57839,08/08/2019,0810,CHI,0750,CAR,visitor,2,2.9866993023508566,THO197015,0750,Ian Thomas,I.Thomas,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/gjnpi3smp9569mct38ap,80,16,2,1,0,1,2,0,2.33230702780024,8.335,6.784999999999998
2019,PRE,1,2019080854,57839,08/08/2019,0810,CHI,0750,CAR,visitor,3,2.9866993023508566,WHI152624,0750,DeAndrew White,D.White,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/zacsaqj4qiijpsrthibe,18,15,1,1,0,1,1,0,1.755135322418188,1.98,5.469999999999999
2019,PRE,1,2019080860,57846,08/08/2019,3410,NYG,3430,NYJ,visitor,1,2.9866993023508566,CRO697273,3430,Jamison Crowder,J.Crowder,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/vvkr9dehtvp58emtgn4y,82,31,2,2,1,2,2,1,4.458552782374609,4.585,1.6900000000000048
2019,PRE,1,2019080860,57846,08/08/2019,3410,NYG,3430,NYJ,visitor,2,2.9866993023508566,HER373492,3430,Chris Herndon,C.Herndon,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/orypxaqv1ux3nbqssqqx,89,32,1,1,0,1,1,0,6.519217744484376,6.44,18.759999999999998
2019,PRE,1,2019080860,57846,08/08/2019,3410,NYG,3430,NYJ,visitor,3,2.9866993023508566,ENU444955,3430,Quincy Enunwa,Q.Enunwa,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/vsd27gfxzjt7v7izbjet,81,0,1,0,0,0,1,0,1.4406248644251598,7.45,6.079999999999998
2019,PRE,1,2019080861,57848,08/08/2019,3700,PHI,2100,TEN,home,1,2.9866993023508566,MIC482945,3700,Marken Michel,M.Michel,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/o22atsdrooelo34yf4ie,80,75,3,1,1,1,3,1,3.367624116299957,7.015,18.246666666666666
2019,PRE,1,2019080861,57848,08/08/2019,3700,PHI,2100,TEN,home,2,2.9866993023508566,THO444697,3700,DeAndre Thompkins,D.Thompkins,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/j4ot1hnuahmemnyfcyie,81,4,3,1,0,1,3,0,3.0246763188347727,4.446666666666666,3.5466666666666664
2019,PRE,1,2019080861,57848,08/08/2019,3700,PHI,2100,TEN,home,3,2.9866993023508566,AGU200894,3700,Carlton Agudosi,C.Agudosi,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/idc2stgo1zgzsxqlm0uj,14,0,1,0,0,0,1,0,2.779370432310166,9.88,7.5
2019,PRE,1,2019081051,57843,08/10/2019,2310,KC,0920,CIN,home,1,2.9866993023508566,YEL046686,2310,Deon Yelder,D.Yelder,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/ficnvbgu8wdzkbiqd7rt,82,32,6,2,1,2,6,1,4.654032647417366,7.47,8.139999999999999
