season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,league_average_receiver_separation,esb_id,team_id,player_name,short_name,position,headshot,jersey_number,rec_yards,targets,receptions,touchdowns,reception_info_receptions,reception_info_targets,reception_info_touchdowns,reception_info_avg_separation,reception_info_avg_cushion,reception_info_avg_air_yards
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,home,1,2.9866993023508566,JOH137817,0810,Collin Johnson,C.Johnson,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/qrdshoxhulfgktsyghxg,80,56,6,3,2,3,6,2,2.5081368210831676,4.051666666666667,18.16
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,home,2,2.9866993023508566,SWE393041,0810,Tommy Sweeney,T.Sweeney,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/tw1tgrqwyiadl4kweuf6,47,47,3,3,1,3,3,1,5.397772480234874,5.7,11.283333333333337
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,home,3,2.9866993023508566,PET735981,0810,Dante Pettis,D.Pettis,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/j35nhxhisutf6pz38fzs,81,11,2,1,0,1,2,0,2.9592993053965038,3.67,14.799999999999997
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,home,4,2.9866993023508566,BAT104691,0810,Brenden Bates,B.Bates,TE,,87,47,2,2,0,2,2,0,3.3094663210768793,12.67,10.55
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,home,5,2.9866993023508566,SWA086661,0810,Freddie Swain,F.Swain,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/paillx42r0zfukevnrw6,86,5,2,2,0,2,2,0,3.2096259227240442,6.965,3.4799999999999986
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,visitor,1,2.9866993023508566,HUT304546,2120,Xavier Hutchinson,X.Hutchinson,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/tdpopgfwgepp8l8rivfz,19,56,6,5,0,5,6,0,4.0039887997065104,7.8,9.058333333333335
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,visitor,2,2.9866993023508566,SKO738004,2120,Ben Skowronek,B.Skowronek,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/og1iee9dsqaphhcnhajt,26,28,4,3,0,3,4,0,4.729957260220808,5.3149999999999995,7.477499999999998
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,visitor,3,2.9866993023508566,SIM809106,2120,Steven Sims,S.Sims,WR,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lomie0vpvgt7kxel3rdr,82,20,3,1,0,1,3,0,2.3914211240866106,7.846666666666667,9.236666666666665
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,visitor,4,2.9866993023508566,STO763332,2120,Cade Stover,C.Stover,TE,,87,26,3,2,0,2,3,0,4.358628729770312,9.175,5.003333333333335
2024,PRE,0,2024080151,59780,08/01/2024,0810,CHI,2120,HOU,visitor,5,2.9866993023508566,QUI815277,2120,Teagan Quitoriano,T.Quitoriano,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/o4gnaivz9jlczc3ulvpg,84,21,2,2,1,2,2,1,3.955532208193201,6.91,4.469999999999995
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,home,1,2.9866993023508566,BOU482823,3200,Kayshon Boutte,K.Boutte,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/nz6t7jhx6erszovbv1bd,80,53,6,3,0,3,6,0,2.3618612481061136,6.94,11.173333333333332
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,home,2,2.9866993023508566,BAK232522,3200,Javon Baker,J.Baker,WR,,6,11,4,2,0,2,4,0,2.1233992898827636,8.2125,15.104999999999999
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,home,3,2.9866993023508566,WIL034935,3200,Mitchell Wilcox,M.Wilcox,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/cxh2vsypwniukuheewu0,87,5,4,1,0,1,4,0,3.6031779363738226,3.3825,3.1549999999999994
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,home,4,2.9866993023508566,POL136646,3200,Ja'Lynn Polk,J.Polk,WR,,1,14,3,3,0,3,3,0,2.2379162049353654,6.32,4.763333333333333
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,home,5,2.9866993023508566,REA338982,3200,Jalen Reagor,J.Reagor,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/tei81ifva2dy9os89aat,83,3,2,1,0,1,2,0,1.9166934565016864,9.41,9.425000000000004
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,visitor,1,2.9866993023508566,SMI829563,0750,Ihmir Smith-Marsette,I.Smith-Marsette,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/zwkymyn01hepugxnitac,11,24,6,4,0,4,6,0,4.168395260326826,6.808333333333334,3.2133333333333343
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,visitor,2,2.9866993023508566,MAT569663,0750,Jordan Matthews,J.Matthews,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/lzmaxofoalitaiiuchm7,81,48,3,3,0,3,3,0,6.126259922814313,4.59,4.756666666666668
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,visitor,3,2.9866993023508566,COK451291,0750,Jalen Coker,J.Coker,WR,,18,3,2,1,0,1,2,0,3.899134813680405,7.785,9.01
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,visitor,4,2.9866993023508566,STR010557,0750,Mike Strachan,M.Strachan,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/f0eepzx0zweaaoch5xfj,86,0,2,0,0,0,2,0,2.010736588930465,10.614999999999998,5.0
2024,PRE,1,2024080851,59792,08/08/2024,3200,NE,0750,CAR,visitor,5,2.9866993023508566,HOL292467,0750,Jacob Hollister,J.Hollister,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/qdny7ap8ly1ozectd8zu,87,13,2,2,0,2,2,0,5.650894074403683,6.04,2.7449999999999974
2024,PRE,1,2024080852,59793,08/08/2024,3410,NYG,1540,DET,home,1,2.9866993023508566,JAC611082,3410,Tyree Jackson,T.Jackson,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/kv3usy5bsdwz0nvo7x0v,84,34,4,2,0,2,4,0,1.6871169502419914,6.265000000000001,9.287500000000003
2024,PRE,1,2024080852,59793,08/08/2024,3410,NYG,1540,DET,home,2,2.9866993023508566,FOR389868,3410,Bryce Ford-Wheaton,B.Ford-Wheaton,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/h2oherj71t9iiyld4jwc,6,6,2,1,0,1,2,0,1.6151950299562483,2.675,15.325
