season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,league_average_receiver_separation,esb_id,team_id,player_name,short_name,position,headshot,jersey_number,rec_yards,targets,receptions,touchdowns,reception_info_receptions,reception_info_targets,reception_info_touchdowns,reception_info_avg_separation,reception_info_avg_cushion,reception_info_avg_air_yards
2016,PRE,1,2016081255,56839,08/12/2016,1800,GB,1050,CLE,visitor,1,2.9866993023508566,BAR521746,1050,Gary Barnidge,G.Barnidge,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/qhfzxti66ga02dok4etx,82,10,4,2,0,2,4,0,1.886433486531996,7.583333333333333,12.325
2016,PRE,1,2016081255,56839,08/12/2016,1800,GB,1050,CLE,visitor,2,2.9866993023508566,HAL477156,1050,Rannell Hall,R.Hall,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/bypwkuybozvogzufr3pi,85,27,4,2,0,2,4,0,1.3523607905134967,5.065,8.9
2016,PRE,1,2016081255,56839,08/12/2016,1800,GB,1050,CLE,visitor,3,2.9866993023508566,PRY474541,1050,Terrelle Pryor,T.Pryor,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/ac6blk5o4ztsr7hvtil9,11,57,3,2,0,2,3,0,2.1569632829899357,3.853333333333333,27.866666666666664
2016,PRE,1,2016081255,56839,08/12/2016,1800,GB,1050,CLE,visitor,4,2.9866993023508566,GAB627060,1050,Taylor Gabriel,T.Gabriel,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/nc4aoax8j5mnnrjewu7p,18,0,1,0,0,0,1,0,,,
2016,PRE,3,2016082651,56879,08/26/2016,0750,CAR,3200,NE,home,1,2.9866993023508566,CAP097003,0750,Avius Capers,A.Capers,WR,,16,12,4,1,0,1,4,0,2.2120373905245927,5.3725,13.932500000000001
2016,PRE,3,2016082651,56879,08/26/2016,0750,CAR,3200,NE,home,2,2.9866993023508566,NOR783931,0750,Kevin Norwood,K.Norwood,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/l7maq8et7k8xcudhevwp,81,-2,3,1,0,1,3,0,1.0170968046950322,4.946666666666666,20.206666666666667
2016,PRE,3,2016082651,56879,08/26/2016,0750,CAR,3200,NE,home,3,2.9866993023508566,GAR480903,0750,Keyarris Garrett,K.Garrett,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/msbu9iigra36qqd957fy,15,34,2,1,0,1,2,0,1.3835443695126965,2.49,22.424999999999997
2016,PRE,3,2016082651,56879,08/26/2016,0750,CAR,3200,NE,visitor,1,2.9866993023508566,HOG008552,3200,Chris Hogan,C.Hogan,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/dssn7zhhr5aqj3ujotfy,15,62,6,5,1,5,6,1,3.31184920854724,4.3999999999999995,10.106666666666667
2016,PRE,3,2016082651,56879,08/26/2016,0750,CAR,3200,NE,visitor,2,2.9866993023508566,DOB744752,3200,Aaron Dobson,A.Dobson,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/es1l8zn20xgfxqh8ophi,17,49,3,2,0,2,3,0,1.0443690675585773,7.69,11.160000000000004
2016,PRE,3,2016082651,56879,08/26/2016,0750,CAR,3200,NE,visitor,3,2.9866993023508566,MAR670855,3200,Keshawn Martin,K.Martin,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/guf4yzrzgnpmx7uonpqs,82,0,1,0,0,0,1,0,1.7181676286090386,3.87,37.41
2016,PRE,3,2016082651,56879,08/26/2016,0750,CAR,3200,NE,visitor,4,2.9866993023508566,HAR246884,3200,Chris Harper,C.Harper,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/eb0duhdzifs4ky3jpvhf,14,2,1,1,0,1,1,0,0.42720018726587633,5.94,1.6799999999999997
2016,PRE,3,2016082751,56877,08/27/2016,0810,CHI,2310,KC,visitor,1,2.9866993023508566,MAC710352,2310,Jeremy Maclin,J.Maclin,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/tvlsuugnbn0idb0tbtgw,19,44,7,5,0,5,7,0,1.4463287119119725,6.724285714285714,11.638571428571428
2016,PRE,3,2016082751,56877,08/27/2016,0810,CHI,2310,KC,visitor,2,2.9866993023508566,CON236839,2310,Chris Conley,C.Conley,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/a53jzbb9mcuxhvirkjzs,17,30,5,2,0,2,5,0,1.4673108275766924,6.590000000000001,8.347999999999999
2016,PRE,3,2016082751,56877,08/27/2016,0810,CHI,2310,KC,visitor,3,2.9866993023508566,WIL648299,2310,Albert Wilson,A.Wilson,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/dhrm3a5rcwxygwwsrmfo,12,4,4,1,0,1,4,0,4.996423211414682,8.45,-0.6000000000000014
2016,PRE,3,2016082751,56877,08/27/2016,0810,CHI,2310,KC,visitor,4,2.9866993023508566,HAR363756,2310,Demetrius Harris,D.Harris,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/ngsispe6iprzjlrrijn7,84,27,2,2,0,2,2,0,2.024753221292679,7.345,8.415
2016,REG,1,2016090800,56901,09/08/2016,1400,DEN,0750,CAR,home,1,2.9866993023508566,SAN295989,1400,Emmanuel Sanders,E.Sanders,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/r6ebggjkzsl1lt3w5ano,10,49,8,5,0,5,8,0,3.0729748046691334,5.285714285714286,8.60625
2016,REG,1,2016090800,56901,09/08/2016,1400,DEN,0750,CAR,home,2,2.9866993023508566,THO095855,1400,Demaryius Thomas,D.Thomas,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/p1yjsqtqimjd6iazu3h9,88,48,6,4,0,4,6,0,2.338152500089868,5.1450000000000005,6.126666666666665
2016,REG,1,2016090800,56901,09/08/2016,1400,DEN,0750,CAR,home,3,2.9866993023508566,GRE378950,1400,Virgil Green,V.Green,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/fpkubsgfjgidl2fq8zk2,85,28,5,4,0,4,5,0,2.9634157401014414,9.32,5.634000000000001
2016,REG,1,2016090800,56901,09/08/2016,1400,DEN,0750,CAR,home,4,2.9866993023508566,NOR783179,1400,Jordan Norwood,J.Norwood,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/kdrgruvmcbm12bfluhna,11,0,1,0,0,0,1,0,1.2709445306542684,9.34,7.920000000000002
2016,REG,1,2016090800,56901,09/08/2016,1400,DEN,0750,CAR,visitor,1,2.9866993023508566,BEN150538,0750,Kelvin Benjamin,K.Benjamin,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/ygtlhauauds9yoyatu5e,13,91,12,6,1,6,12,1,1.6890358709372597,6.708333333333333,9.001666666666667
2016,REG,1,2016090800,56901,09/08/2016,1400,DEN,0750,CAR,visitor,2,2.9866993023508566,OLS094822,0750,Greg Olsen,G.Olsen,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/k6v0zo7ofhdmmqmqtwc5,88,73,9,7,0,7,9,0,2.6824579212254656,3.838571428571428,8.649999999999999
2016,REG,1,2016090800,56901,09/08/2016,1400,DEN,0750,CAR,visitor,3,2.9866993023508566,FUN405541,0750,Devin Funchess,D.Funchess,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/iarf5cwchnc3pcia84mu,17,9,4,1,0,1,4,0,2.9766738607169514,5.135,13.9225
2016,REG,1,2016090800,56901,09/08/2016,1400,DEN,0750,CAR,visitor,4,2.9866993023508566,BRO356941,0750,Corey Brown,C.Brown,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/lgk5rlkpxd0vw28nhrrq,10,11,2,1,0,1,2,0,6.44285409953461,13.44,0.23999999999999844
2016,REG,1,2016090800,56901,09/08/2016,1400,DEN,0750,CAR,visitor,5,2.9866993023508566,GIN403290,0750,Ted Ginn,T.Ginn,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/myuaipuopeaowqpksxnn,19,5,1,1,0,1,1,0,3.2358615545168177,9.16,5.739999999999995
