season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,league_average_receiver_separation,esb_id,team_id,player_name,short_name,position,headshot,jersey_number,rec_yards,targets,receptions,touchdowns,reception_info_receptions,reception_info_targets,reception_info_touchdowns,reception_info_avg_separation,reception_info_avg_cushion,reception_info_avg_air_yards
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,home,1,2.9866993023508566,WAT270480,2310,Sammy Watkins,S.Watkins,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/njpkvqr7lmjsc5hccdcr,14,82,9,7,1,7,9,1,3.7737406123325123,4.58,6.195555555555554
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,home,2,2.9866993023508566,ROB399065,2310,Demarcus Robinson,D.Robinson,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/pvmfanhriut1pewvvpq4,11,20,6,3,0,3,6,0,7.018690913752985,7.3260000000000005,8.181666666666667
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,home,3,2.9866993023508566,KEL012458,2310,Travis Kelce,T.Kelce,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/n0gfqddteoputgezwl0k,87,50,6,6,1,6,6,1,3.6010644695675924,4.614,2.1866666666666656
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,home,4,2.9866993023508566,HIL628694,2310,Tyreek Hill,T.Hill,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/daheq1ssy3lui6kxtudq,10,46,6,5,1,5,6,1,3.970931569705819,6.198,8.413333333333332
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,home,5,2.9866993023508566,HAR069520,2310,Mecole Hardman,M.Hardman,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/aicexj6me06gr5yuzy8w,17,6,1,1,0,1,1,0,3.580963557480026,6.35,-3.4299999999999997
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,visitor,1,2.9866993023508566,FUL503598,2120,Will Fuller,W.Fuller,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/dgemxvhu8ffqmvmqczks,15,112,10,8,0,8,10,0,2.2277730988282047,4.165,12.255
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,visitor,2,2.9866993023508566,COO299382,2120,Brandin Cooks,B.Cooks,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/rf0zx5emnigq8zoewpmn,13,20,5,2,0,2,5,0,1.6926097796206165,6.574000000000001,10.49
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,visitor,3,2.9866993023508566,COB365535,2120,Randall Cobb,R.Cobb,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/lgdqefi7aa9lqoxgf5ru,18,23,3,2,0,2,3,0,3.3445049119189023,6.086666666666667,6.586666666666665
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,visitor,4,2.9866993023508566,STI417540,2120,Kenny Stills,K.Stills,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/jiskw51tpkh1lxp9fe6d,12,0,2,0,0,0,2,0,2.412212854671502,6.37,13.845000000000002
2020,REG,1,2020091000,58168,09/10/2020,2310,KC,2120,HOU,visitor,5,2.9866993023508566,FEL484741,2120,Darren Fells,D.Fells,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/njtxgiimkxpfmfx5lezo,87,19,2,2,0,2,2,0,5.119062207932222,,2.775000000000002
2020,REG,1,2020091300,58169,09/13/2020,0200,ATL,4600,SEA,home,1,2.9866993023508566,JON640315,0200,Julio Jones,J.Jones,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/qs9ucm0ucvjjkbumufh8,11,157,12,9,0,9,12,0,2.1849055830964743,6.478333333333334,15.402500000000002
2020,REG,1,2020091300,58169,09/13/2020,0200,ATL,4600,SEA,home,2,2.9866993023508566,GAG130654,0200,Russell Gage,R.Gage,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/oh8urg1edgyaqwdg6jid,83,114,12,9,0,9,12,0,3.096154078252751,5.384545454545455,7.418333333333332
