season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,league_average_receiver_separation,esb_id,team_id,player_name,short_name,position,headshot,jersey_number,rec_yards,targets,receptions,touchdowns,reception_info_receptions,reception_info_targets,reception_info_touchdowns,reception_info_avg_separation,reception_info_avg_cushion,reception_info_avg_air_yards
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,home,1,2.9866993023508566,UZO415291,0920,C.J. Uzomah,C.Uzomah,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/dyibbshsufxng0ckdsv4,87,32,3,3,0,3,3,0,3.766593050611966,3.505,5.803333333333337
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,visitor,1,2.9866993023508566,BRO365389,0810,Daniel Brown,D.Brown,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/o9i0xejsk3ywrq0sk88j,85,90,5,5,0,5,5,0,4.205384159976487,7.510000000000001,8.942
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,visitor,2,2.9866993023508566,WIM735658,0810,Javon Wims,J.Wims,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/gxvlkysyikrebxul55re,83,6,3,2,0,2,3,0,4.955950751432549,9.325,5.640000000000001
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,visitor,3,2.9866993023508566,AYE268861,0810,DeMarcus Ayers,D.Ayers,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/besy2ulrjawkla5nfoqt,14,24,3,3,1,3,3,0,5.754412892420738,8.363333333333335,2.7000000000000006
2018,PRE,1,2018080953,57506,08/09/2018,0920,CIN,0810,CHI,visitor,4,2.9866993023508566,BRA692421,0810,Ben Braunecker,B.Braunecker,TE,https://static.www.nfl.com/image/private/{formatInstructions}/league/rjixl9e7vu8gze8324ne,84,20,2,1,0,1,2,0,7.909999748296024,5.275,19.355
2018,PRE,1,2018080955,57509,08/09/2018,2250,JAX,3300,NO,home,1,2.9866993023508566,WES551470,2250,Dede Westbrook,D.Westbrook,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/ka3wmdkh42mcj3lgbjoe,12,32,5,3,0,3,5,0,2.31910410796407,2.4349999999999996,14.026
2018,PRE,1,2018080955,57509,08/09/2018,2250,JAX,3300,NO,home,2,2.9866993023508566,MIL241109,2250,Dorren Miller,D.Miller,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/dwjktylv47iludpdbmik,18,8,3,1,0,1,3,0,2.545185465319218,8.646666666666668,18.423333333333336
2018,PRE,1,2018080955,57509,08/09/2018,2250,JAX,3300,NO,home,3,2.9866993023508566,GRE031322,2250,Rashad Greene,R.Greene,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/xte6opvwocivpjpjplzp,13,13,2,2,0,2,2,0,1.7514841642545242,5.475,6.355
2018,PRE,1,2018080955,57509,08/09/2018,2250,JAX,3300,NO,home,4,2.9866993023508566,CRO028025,2250,Montay Crockett,M.Crockett,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/q10w3u56o2gqfnluhe3w,16,15,2,1,0,1,2,0,2.2126999866784174,1.95,22.715
2018,PRE,1,2018080955,57509,08/09/2018,2250,JAX,3300,NO,home,5,2.9866993023508566,LAZ043714,2250,Allen Lazard,A.Lazard,WR,https://static.www.nfl.com/image/private/{formatInstructions}/league/fzrgvzkdrlwgludqfsqk,19,5,2,1,0,1,2,0,3.361403401118785,7.89,9.664999999999996
