season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,pass_yards,attempts,completions,interceptions,touchdowns
2009,PRE,0,2009080950,54723,08/09/2009,2100,TEN,0610,BUF,home,1,0,0,0,0,0
2009,PRE,0,2009080950,54723,08/09/2009,2100,TEN,0610,BUF,visitor,1,0,0,0,0,0
2009,PRE,1,2009081350,54724,08/13/2009,3900,PIT,3800,ARI,home,1,0,0,0,0,0
2009,PRE,1,2009081350,54724,08/13/2009,3900,PIT,3800,ARI,visitor,1,0,0,0,0,0
2009,PRE,1,2009081351,54725,08/13/2009,3700,PHI,3200,NE,home,1,0,0,0,0,0
2009,PRE,1,2009081351,54725,08/13/2009,3700,PHI,3200,NE,visitor,1,0,0,0,0,0
2009,PRE,1,2009081352,54726,08/13/2009,0325,BAL,5110,WAS,home,1,0,0,0,0,0
2009,PRE,1,2009081352,54726,08/13/2009,0325,BAL,5110,WAS,visitor,1,0,0,0,0,0
2009,PRE,1,2009081353,54727,08/13/2009,2520,OAK,1200,DAL,home,1,0,0,0,0,0
2009,PRE,1,2009081353,54727,08/13/2009,2520,OAK,1200,DAL,visitor,1,0,0,0,0,0
2009,PRE,1,2009081450,54728,08/14/2009,3430,NYJ,2510,STL,home,1,0,0,0,0,0
2009,PRE,1,2009081450,54728,08/14/2009,3430,NYJ,2510,STL,visitor,1,0,0,0,0,0
2009,PRE,1,2009081451,54729,08/14/2009,2200,IND,3000,MIN,home,1,0,0,0,0,0
2009,PRE,1,2009081451,54729,08/14/2009,2200,IND,3000,MIN,visitor,1,0,0,0,0,0
2009,PRE,1,2009081452,54730,08/14/2009,3300,NO,0920,CIN,home,1,0,0,0,0,0
2009,PRE,1,2009081452,54730,08/14/2009,3300,NO,0920,CIN,visitor,1,0,0,0,0,0
2009,PRE,1,2009081453,54731,08/14/2009,4500,SF,1400,DEN,home,1,0,0,0,0,0
2009,PRE,1,2009081453,54731,08/14/2009,4500,SF,1400,DEN,visitor,1,0,0,0,0,0
2009,PRE,1,2009081550,54732,08/15/2009,1540,DET,0200,ATL,home,1,0,0,0,0,0
2009,PRE,1,2009081550,54732,08/15/2009,1540,DET,0200,ATL,visitor,1,0,0,0,0,0
2009,PRE,1,2009081551,54733,08/15/2009,0610,BUF,0810,CHI,home,1,0,0,0,0,0
2009,PRE,1,2009081551,54733,08/15/2009,0610,BUF,0810,CHI,visitor,1,0,0,0,0,0
2009,PRE,1,2009081552,54734,08/15/2009,1800,GB,1050,CLE,home,1,0,0,0,0,0
2009,PRE,1,2009081552,54734,08/15/2009,1800,GB,1050,CLE,visitor,1,0,0,0,0,0
2009,PRE,1,2009081553,54735,08/15/2009,2310,KC,2120,HOU,home,1,0,0,0,0,0
2009,PRE,1,2009081553,54735,08/15/2009,2310,KC,2120,HOU,visitor,1,0,0,0,0,0
2009,PRE,1,2009081554,54736,08/15/2009,2100,TEN,4900,TB,home,1,0,0,0,0,0
2009,PRE,1,2009081554,54736,08/15/2009,2100,TEN,4900,TB,visitor,1,0,0,0,0,0
2009,PRE,1,2009081555,54737,08/15/2009,4400,SD,4600,SEA,home,1,0,0,0,0,0
2009,PRE,1,2009081555,54737,08/15/2009,4400,SD,4600,SEA,visitor,1,0,0,0,0,0
2009,PRE,1,2009081750,54738,08/17/2009,3410,NYG,0750,CAR,home,1,0,0,0,0,0
2009,PRE,1,2009081750,54738,08/17/2009,3410,NYG,0750,CAR,visitor,1,0,0,0,0,0
2009,PRE,1,2009081751,54739,08/17/2009,2700,MIA,2250,JAX,home,1,0,0,0,0,0
2009,PRE,1,2009081751,54739,08/17/2009,2700,MIA,2250,JAX,visitor,1,0,0,0,0,0
2009,PRE,2,2009082050,54740,08/20/2009,2200,IND,3700,PHI,home,1,0,0,0,0,0
2009,PRE,2,2009082050,54740,08/20/2009,2200,IND,3700,PHI,visitor,1,0,0,0,0,0
2009,PRE,2,2009082051,54741,08/20/2009,3200,NE,0920,CIN,home,1,0,0,0,0,0
2009,PRE,2,2009082051,54741,08/20/2009,3200,NE,0920,CIN,visitor,1,0,0,0,0,0
2009,PRE,2,2009082150,54742,08/21/2009,1200,DAL,2100,TEN,home,1,0,0,0,0,0
2009,PRE,2,2009082150,54742,08/21/2009,1200,DAL,2100,TEN,visitor,1,0,0,0,0,0
2009,PRE,2,2009082151,54743,08/21/2009,2510,STL,0200,ATL,home,1,0,0,0,0,0
2009,PRE,2,2009082151,54743,08/21/2009,2510,STL,0200,ATL,visitor,1,0,0,0,0,0
2009,PRE,2,2009082152,54744,08/21/2009,3000,MIN,2310,KC,home,1,0,0,0,0,0
2009,PRE,2,2009082152,54744,08/21/2009,3000,MIN,2310,KC,visitor,1,0,0,0,0,0
2009,PRE,2,2009082250,54745,08/22/2009,2700,MIA,0750,CAR,home,1,0,0,0,0,0
2009,PRE,2,2009082250,54745,08/22/2009,2700,MIA,0750,CAR,visitor,1,0,0,0,0,0
2009,PRE,2,2009082251,54746,08/22/2009,1050,CLE,1540,DET,home,1,0,0,0,0,0
2009,PRE,2,2009082251,54746,08/22/2009,1050,CLE,1540,DET,visitor,1,0,0,0,0,0
2009,PRE,2,2009082252,54747,08/22/2009,5110,WAS,3900,PIT,home,1,0,0,0,0,0
2009,PRE,2,2009082252,54747,08/22/2009,5110,WAS,3900,PIT,visitor,1,0,0,0,0,0
2009,PRE,2,2009082253,54748,08/22/2009,2250,JAX,4900,TB,home,1,0,0,0,0,0
2009,PRE,2,2009082253,54748,08/22/2009,2250,JAX,4900,TB,visitor,1,0,0,0,0,0
2009,PRE,2,2009082254,54749,08/22/2009,1800,GB,0610,BUF,home,1,0,0,0,0,0
2009,PRE,2,2009082254,54749,08/22/2009,1800,GB,0610,BUF,visitor,1,0,0,0,0,0
2009,PRE,2,2009082255,54750,08/22/2009,2120,HOU,3300,NO,home,1,0,0,0,0,0
2009,PRE,2,2009082255,54750,08/22/2009,2120,HOU,3300,NO,visitor,1,0,0,0,0,0
2009,PRE,2,2009082256,54751,08/22/2009,0810,CHI,3410,NYG,home,1,0,0,0,0,0
2009,PRE,2,2009082256,54751,08/22/2009,0810,CHI,3410,NYG,visitor,1,0,0,0,0,0
2009,PRE,2,2009082257,54752,08/22/2009,4500,SF,2520,OAK,home,1,0,0,0,0,0
2009,PRE,2,2009082257,54752,08/22/2009,4500,SF,2520,OAK,visitor,1,0,0,0,0,0
2009,PRE,2,2009082258,54753,08/22/2009,3800,ARI,4400,SD,home,1,0,0,0,0,0
2009,PRE,2,2009082258,54753,08/22/2009,3800,ARI,4400,SD,visitor,1,0,0,0,0,0
2009,PRE,2,2009082259,54754,08/22/2009,4600,SEA,1400,DEN,home,1,0,0,0,0,0
2009,PRE,2,2009082259,54754,08/22/2009,4600,SEA,1400,DEN,visitor,1,0,0,0,0,0
2009,PRE,2,2009082450,54755,08/24/2009,0325,BAL,3430,NYJ,home,1,0,0,0,0,0
2009,PRE,2,2009082450,54755,08/24/2009,0325,BAL,3430,NYJ,visitor,1,0,0,0,0,0
2009,PRE,3,2009082750,54756,08/27/2009,4900,TB,2700,MIA,home,1,0,0,0,0,0
2009,PRE,3,2009082750,54756,08/27/2009,4900,TB,2700,MIA,visitor,1,0,0,0,0,0
2009,PRE,3,2009082751,54757,08/27/2009,3700,PHI,2250,JAX,home,1,0,0,0,0,0
2009,PRE,3,2009082751,54757,08/27/2009,3700,PHI,2250,JAX,visitor,1,0,0,0,0,0
2009,PRE,3,2009082752,54758,08/27/2009,0920,CIN,2510,STL,home,1,0,0,0,0,0
2009,PRE,3,2009082752,54758,08/27/2009,0920,CIN,2510,STL,visitor,1,0,0,0,0,0
2009,PRE,3,2009082850,54759,08/28/2009,5110,WAS,3200,NE,home,1,0,0,0,0,0
2009,PRE,3,2009082850,54759,08/28/2009,5110,WAS,3200,NE,visitor,1,0,0,0,0,0
2009,PRE,3,2009082851,54760,08/28/2009,3800,ARI,1800,GB,home,1,0,0,0,0,0
2009,PRE,3,2009082851,54760,08/28/2009,3800,ARI,1800,GB,visitor,1,0,0,0,0,0
2009,PRE,3,2009082950,54761,08/29/2009,0200,ATL,4400,SD,home,1,0,0,0,0,0
2009,PRE,3,2009082950,54761,08/29/2009,0200,ATL,4400,SD,visitor,1,0,0,0,0,0
2009,PRE,3,2009082951,54762,08/29/2009,1540,DET,2200,IND,home,1,0,0,0,0,0
2009,PRE,3,2009082951,54762,08/29/2009,1540,DET,2200,IND,visitor,1,0,0,0,0,0
2009,PRE,3,2009082952,54763,08/29/2009,2520,OAK,3300,NO,home,1,0,0,0,0,0
2009,PRE,3,2009082952,54763,08/29/2009,2520,OAK,3300,NO,visitor,1,0,0,0,0,0
2009,PRE,3,2009082953,54764,08/29/2009,3900,PIT,0610,BUF,home,1,0,0,0,0,0
2009,PRE,3,2009082953,54764,08/29/2009,3900,PIT,0610,BUF,visitor,1,0,0,0,0,0
2009,PRE,3,2009082954,54765,08/29/2009,1050,CLE,2100,TEN,home,1,0,0,0,0,0
2009,PRE,3,2009082954,54765,08/29/2009,1050,CLE,2100,TEN,visitor,1,0,0,0,0,0
2009,PRE,3,2009082955,54766,08/29/2009,0750,CAR,0325,BAL,home,1,0,0,0,0,0
2009,PRE,3,2009082955,54766,08/29/2009,0750,CAR,0325,BAL,visitor,1,0,0,0,0,0
2009,PRE,3,2009082956,54767,08/29/2009,3410,NYG,3430,NYJ,home,1,0,0,0,0,0
2009,PRE,3,2009082956,54767,08/29/2009,3410,NYG,3430,NYJ,visitor,1,0,0,0,0,0
2009,PRE,3,2009082957,54768,08/29/2009,1200,DAL,4500,SF,home,1,0,0,0,0,0
2009,PRE,3,2009082957,54768,08/29/2009,1200,DAL,4500,SF,visitor,1,0,0,0,0,0
2009,PRE,3,2009082958,54769,08/29/2009,2310,KC,4600,SEA,home,1,0,0,0,0,0
2009,PRE,3,2009082958,54769,08/29/2009,2310,KC,4600,SEA,visitor,1,0,0,0,0,0
2009,PRE,3,2009083050,54770,08/30/2009,1400,DEN,0810,CHI,home,1,0,0,0,0,0
2009,PRE,3,2009083050,54770,08/30/2009,1400,DEN,0810,CHI,visitor,1,0,0,0,0,0
2009,PRE,3,2009083150,54771,08/31/2009,2120,HOU,3000,MIN,home,1,0,0,0,0,0
