season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,pass_yards,attempts,completions,interceptions,touchdowns
2013,REG,1,2013090500,55837,09/05/2013,1400,DEN,0325,BAL,home,1,0,0,0,0,0
2013,REG,1,2013090500,55837,09/05/2013,1400,DEN,0325,BAL,visitor,1,0,0,0,0,0
2013,REG,1,2013090800,55838,09/08/2013,0610,BUF,3200,NE,home,1,0,0,0,0,0
2013,REG,1,2013090800,55838,09/08/2013,0610,BUF,3200,NE,visitor,1,0,0,0,0,0
2013,REG,1,2013090801,55839,09/08/2013,0750,CAR,4600,SEA,home,1,0,0,0,0,0
2013,REG,1,2013090801,55839,09/08/2013,0750,CAR,4600,SEA,visitor,1,0,0,0,0,0
2013,REG,1,2013090802,55840,09/08/2013,0810,CHI,0920,CIN,home,1,0,0,0,0,0
2013,REG,1,2013090802,55840,09/08/2013,0810,CHI,0920,CIN,visitor,1,0,0,0,0,0
2013,REG,1,2013090803,55841,09/08/2013,1050,CLE,2700,MIA,home,1,0,0,0,0,0
2013,REG,1,2013090803,55841,09/08/2013,1050,CLE,2700,MIA,visitor,1,0,0,0,0,0
2013,REG,1,2013090804,55842,09/08/2013,1540,DET,3000,MIN,home,1,0,0,0,0,0
2013,REG,1,2013090804,55842,09/08/2013,1540,DET,3000,MIN,visitor,1,0,0,0,0,0
2013,REG,1,2013090805,55843,09/08/2013,2200,IND,2520,OAK,home,1,0,0,0,0,0
2013,REG,1,2013090805,55843,09/08/2013,2200,IND,2520,OAK,visitor,1,0,0,0,0,0
2013,REG,1,2013090806,55844,09/08/2013,2250,JAX,2310,KC,home,1,0,0,0,0,0
2013,REG,1,2013090806,55844,09/08/2013,2250,JAX,2310,KC,visitor,1,0,0,0,0,0
2013,REG,1,2013090807,55846,09/08/2013,3430,NYJ,4900,TB,home,1,0,0,0,0,0
2013,REG,1,2013090807,55846,09/08/2013,3430,NYJ,4900,TB,visitor,1,0,0,0,0,0
2013,REG,1,2013090808,55845,09/08/2013,3300,NO,0200,ATL,home,1,0,0,0,0,0
2013,REG,1,2013090808,55845,09/08/2013,3300,NO,0200,ATL,visitor,1,0,0,0,0,0
2013,REG,1,2013090809,55847,09/08/2013,3900,PIT,2100,TEN,home,1,0,0,0,0,0
2013,REG,1,2013090809,55847,09/08/2013,3900,PIT,2100,TEN,visitor,1,0,0,0,0,0
2013,REG,1,2013090810,55848,09/08/2013,2510,STL,3800,ARI,home,1,0,0,0,0,0
2013,REG,1,2013090810,55848,09/08/2013,2510,STL,3800,ARI,visitor,1,0,0,0,0,0
2013,REG,1,2013090811,55849,09/08/2013,4500,SF,1800,GB,home,1,0,0,0,0,0
2013,REG,1,2013090811,55849,09/08/2013,4500,SF,1800,GB,visitor,1,0,0,0,0,0
2013,REG,1,2013090812,55850,09/08/2013,1200,DAL,3410,NYG,home,1,0,0,0,0,0
2013,REG,1,2013090812,55850,09/08/2013,1200,DAL,3410,NYG,visitor,1,0,0,0,0,0
2013,REG,1,2013090900,55851,09/09/2013,5110,WAS,3700,PHI,home,1,0,0,0,0,0
2013,REG,1,2013090900,55851,09/09/2013,5110,WAS,3700,PHI,visitor,1,0,0,0,0,0
2013,REG,1,2013090901,55852,09/09/2013,4400,SD,2120,HOU,home,1,0,0,0,0,0
2013,REG,1,2013090901,55852,09/09/2013,4400,SD,2120,HOU,visitor,1,0,0,0,0,0
2013,REG,2,2013091200,55853,09/12/2013,3200,NE,3430,NYJ,home,1,0,0,0,0,0
2013,REG,2,2013091200,55853,09/12/2013,3200,NE,3430,NYJ,visitor,1,0,0,0,0,0
2013,REG,2,2013091500,55854,09/15/2013,0200,ATL,2510,STL,home,1,0,0,0,0,0
2013,REG,2,2013091500,55854,09/15/2013,0200,ATL,2510,STL,visitor,1,0,0,0,0,0
2013,REG,2,2013091501,55855,09/15/2013,0325,BAL,1050,CLE,home,1,0,0,0,0,0
2013,REG,2,2013091501,55855,09/15/2013,0325,BAL,1050,CLE,visitor,1,0,0,0,0,0
2013,REG,2,2013091502,55856,09/15/2013,0610,BUF,0750,CAR,home,1,0,0,0,0,0
2013,REG,2,2013091502,55856,09/15/2013,0610,BUF,0750,CAR,visitor,1,0,0,0,0,0
2013,REG,2,2013091503,55857,09/15/2013,0810,CHI,3000,MIN,home,1,0,0,0,0,0
2013,REG,2,2013091503,55857,09/15/2013,0810,CHI,3000,MIN,visitor,1,0,0,0,0,0
2013,REG,2,2013091504,55858,09/15/2013,1800,GB,5110,WAS,home,1,0,0,0,0,0
2013,REG,2,2013091504,55858,09/15/2013,1800,GB,5110,WAS,visitor,1,0,0,0,0,0
2013,REG,2,2013091506,55860,09/15/2013,2200,IND,2700,MIA,home,1,0,0,0,0,0
2013,REG,2,2013091506,55860,09/15/2013,2200,IND,2700,MIA,visitor,1,0,0,0,0,0
2013,REG,2,2013091507,55861,09/15/2013,2310,KC,1200,DAL,home,1,0,0,0,0,0
2013,REG,2,2013091507,55861,09/15/2013,2310,KC,1200,DAL,visitor,1,0,0,0,0,0
2013,REG,2,2013091508,55862,09/15/2013,3700,PHI,4400,SD,home,1,0,0,0,0,0
2013,REG,2,2013091508,55862,09/15/2013,3700,PHI,4400,SD,visitor,1,0,0,0,0,0
2013,REG,2,2013091509,55863,09/15/2013,3800,ARI,1540,DET,home,1,0,0,0,0,0
2013,REG,2,2013091509,55863,09/15/2013,3800,ARI,1540,DET,visitor,1,0,0,0,0,0
2013,REG,2,2013091510,55864,09/15/2013,4900,TB,3300,NO,home,1,0,0,0,0,0
2013,REG,2,2013091510,55864,09/15/2013,4900,TB,3300,NO,visitor,1,0,0,0,0,0
2013,REG,2,2013091511,55865,09/15/2013,3410,NYG,1400,DEN,home,1,0,0,0,0,0
2013,REG,2,2013091511,55865,09/15/2013,3410,NYG,1400,DEN,visitor,1,0,0,0,0,0
2013,REG,2,2013091512,55866,09/15/2013,2520,OAK,2250,JAX,home,1,0,0,0,0,0
2013,REG,2,2013091512,55866,09/15/2013,2520,OAK,2250,JAX,visitor,1,0,0,0,0,0
2013,REG,2,2013091513,55867,09/15/2013,4600,SEA,4500,SF,home,1,0,0,0,0,0
2013,REG,2,2013091513,55867,09/15/2013,4600,SEA,4500,SF,visitor,1,0,0,0,0,0
2013,REG,2,2013091600,55868,09/16/2013,0920,CIN,3900,PIT,home,1,0,0,0,0,0
2013,REG,2,2013091600,55868,09/16/2013,0920,CIN,3900,PIT,visitor,1,0,0,0,0,0
2013,REG,3,2013091900,55869,09/19/2013,3700,PHI,2310,KC,home,1,0,0,0,0,0
2013,REG,3,2013091900,55869,09/19/2013,3700,PHI,2310,KC,visitor,1,0,0,0,0,0
2013,REG,3,2013092200,55870,09/22/2013,0325,BAL,2120,HOU,home,1,0,0,0,0,0
2013,REG,3,2013092200,55870,09/22/2013,0325,BAL,2120,HOU,visitor,1,0,0,0,0,0
2013,REG,3,2013092201,55871,09/22/2013,0920,CIN,1800,GB,home,1,0,0,0,0,0
2013,REG,3,2013092201,55871,09/22/2013,0920,CIN,1800,GB,visitor,1,0,0,0,0,0
2013,REG,3,2013092202,55873,09/22/2013,1200,DAL,2510,STL,home,1,0,0,0,0,0
2013,REG,3,2013092202,55873,09/22/2013,1200,DAL,2510,STL,visitor,1,0,0,0,0,0
2013,REG,3,2013092203,55879,09/22/2013,2700,MIA,0200,ATL,home,1,0,0,0,0,0
2013,REG,3,2013092203,55879,09/22/2013,2700,MIA,0200,ATL,visitor,1,0,0,0,0,0
2013,REG,3,2013092204,55874,09/22/2013,3000,MIN,1050,CLE,home,1,0,0,0,0,0
2013,REG,3,2013092204,55874,09/22/2013,3000,MIN,1050,CLE,visitor,1,0,0,0,0,0
2013,REG,3,2013092205,55880,09/22/2013,3430,NYJ,0610,BUF,home,1,0,0,0,0,0
2013,REG,3,2013092205,55880,09/22/2013,3430,NYJ,0610,BUF,visitor,1,0,0,0,0,0
2013,REG,3,2013092206,55875,09/22/2013,3200,NE,4900,TB,home,1,0,0,0,0,0
2013,REG,3,2013092206,55875,09/22/2013,3200,NE,4900,TB,visitor,1,0,0,0,0,0
2013,REG,3,2013092207,55876,09/22/2013,3300,NO,3800,ARI,home,1,0,0,0,0,0
2013,REG,3,2013092207,55876,09/22/2013,3300,NO,3800,ARI,visitor,1,0,0,0,0,0
2013,REG,3,2013092208,55877,09/22/2013,2100,TEN,4400,SD,home,1,0,0,0,0,0
2013,REG,3,2013092208,55877,09/22/2013,2100,TEN,4400,SD,visitor,1,0,0,0,0,0
2013,REG,3,2013092209,55878,09/22/2013,5110,WAS,1540,DET,home,1,0,0,0,0,0
2013,REG,3,2013092209,55878,09/22/2013,5110,WAS,1540,DET,visitor,1,0,0,0,0,0
2013,REG,3,2013092210,55872,09/22/2013,0750,CAR,3410,NYG,home,1,0,0,0,0,0
2013,REG,3,2013092210,55872,09/22/2013,0750,CAR,3410,NYG,visitor,1,0,0,0,0,0
2013,REG,3,2013092211,55881,09/22/2013,4500,SF,2200,IND,home,1,0,0,0,0,0
2013,REG,3,2013092211,55881,09/22/2013,4500,SF,2200,IND,visitor,1,0,0,0,0,0
2013,REG,3,2013092212,55882,09/22/2013,4600,SEA,2250,JAX,home,1,0,0,0,0,0
2013,REG,3,2013092212,55882,09/22/2013,4600,SEA,2250,JAX,visitor,1,0,0,0,0,0
2013,REG,3,2013092213,55883,09/22/2013,3900,PIT,0810,CHI,home,1,0,0,0,0,0
2013,REG,3,2013092213,55883,09/22/2013,3900,PIT,0810,CHI,visitor,1,0,0,0,0,0
2013,REG,3,2013092300,55884,09/23/2013,1400,DEN,2520,OAK,home,1,0,0,0,0,0
2013,REG,3,2013092300,55884,09/23/2013,1400,DEN,2520,OAK,visitor,1,0,0,0,0,0
2013,REG,4,2013092600,55885,09/26/2013,2510,STL,4500,SF,home,1,0,0,0,0,0
2013,REG,4,2013092600,55885,09/26/2013,2510,STL,4500,SF,visitor,1,0,0,0,0,0
2013,REG,4,2013092900,55886,09/29/2013,0610,BUF,0325,BAL,home,1,0,0,0,0,0
2013,REG,4,2013092900,55886,09/29/2013,0610,BUF,0325,BAL,visitor,1,0,0,0,0,0
2013,REG,4,2013092901,55887,09/29/2013,1050,CLE,0920,CIN,home,1,0,0,0,0,0
2013,REG,4,2013092901,55887,09/29/2013,1050,CLE,0920,CIN,visitor,1,0,0,0,0,0
2013,REG,4,2013092902,55888,09/29/2013,1540,DET,0810,CHI,home,1,0,0,0,0,0
2013,REG,4,2013092902,55888,09/29/2013,1540,DET,0810,CHI,visitor,1,0,0,0,0,0
2013,REG,4,2013092904,55890,09/29/2013,2250,JAX,2200,IND,home,1,0,0,0,0,0
2013,REG,4,2013092904,55890,09/29/2013,2250,JAX,2200,IND,visitor,1,0,0,0,0,0
2013,REG,4,2013092905,55891,09/29/2013,2310,KC,3410,NYG,home,1,0,0,0,0,0
2013,REG,4,2013092905,55891,09/29/2013,2310,KC,3410,NYG,visitor,1,0,0,0,0,0
2013,REG,4,2013092906,55892,09/29/2013,3000,MIN,3900,PIT,home,1,0,0,0,0,0
2013,REG,4,2013092906,55892,09/29/2013,3000,MIN,3900,PIT,visitor,1,0,0,0,0,0
2013,REG,4,2013092907,55893,09/29/2013,4900,TB,3800,ARI,home,1,0,0,0,0,0
2013,REG,4,2013092907,55893,09/29/2013,4900,TB,3800,ARI,visitor,1,0,0,0,0,0
2013,REG,4,2013092908,55894,09/29/2013,2100,TEN,3430,NYJ,home,1,0,0,0,0,0
2013,REG,4,2013092908,55894,09/29/2013,2100,TEN,3430,NYJ,visitor,1,0,0,0,0,0
2013,REG,4,2013092909,55895,09/29/2013,1400,DEN,3700,PHI,home,1,0,0,0,0,0
2013,REG,4,2013092909,55895,09/29/2013,1400,DEN,3700,PHI,visitor,1,0,0,0,0,0
2013,REG,4,2013092910,55896,09/29/2013,2520,OAK,5110,WAS,home,1,0,0,0,0,0
2013,REG,4,2013092910,55896,09/29/2013,2520,OAK,5110,WAS,visitor,1,0,0,0,0,0
2013,REG,4,2013092911,55897,09/29/2013,4400,SD,1200,DAL,home,1,0,0,0,0,0
2013,REG,4,2013092911,55897,09/29/2013,4400,SD,1200,DAL,visitor,1,0,0,0,0,0
2013,REG,4,2013092912,55898,09/29/2013,0200,ATL,3200,NE,home,1,0,0,0,0,0
2013,REG,4,2013092912,55898,09/29/2013,0200,ATL,3200,NE,visitor,1,0,0,0,0,0
2013,REG,4,2013093000,55899,09/30/2013,3300,NO,2700,MIA,home,1,0,0,0,0,0
2013,REG,4,2013093000,55899,09/30/2013,3300,NO,2700,MIA,visitor,1,0,0,0,0,0
2013,REG,5,2013100300,55900,10/03/2013,1050,CLE,0610,BUF,home,1,0,0,0,0,0
2013,REG,5,2013100300,55900,10/03/2013,1050,CLE,0610,BUF,visitor,1,0,0,0,0,0
2013,REG,5,2013100600,55901,10/06/2013,0810,CHI,3300,NO,home,1,0,0,0,0,0
2013,REG,5,2013100600,55901,10/06/2013,0810,CHI,3300,NO,visitor,1,0,0,0,0,0
2013,REG,5,2013100601,55902,10/06/2013,0920,CIN,3200,NE,home,1,0,0,0,0,0
2013,REG,5,2013100601,55902,10/06/2013,0920,CIN,3200,NE,visitor,1,0,0,0,0,0
2013,REG,5,2013100602,55903,10/06/2013,1800,GB,1540,DET,home,1,0,0,0,0,0
2013,REG,5,2013100602,55903,10/06/2013,1800,GB,1540,DET,visitor,1,0,0,0,0,0
2013,REG,5,2013100603,55904,10/06/2013,2200,IND,4600,SEA,home,1,0,0,0,0,0
2013,REG,5,2013100603,55904,10/06/2013,2200,IND,4600,SEA,visitor,1,0,0,0,0,0
2013,REG,5,2013100604,55905,10/06/2013,2700,MIA,0325,BAL,home,1,0,0,0,0,0
2013,REG,5,2013100604,55905,10/06/2013,2700,MIA,0325,BAL,visitor,1,0,0,0,0,0
2013,REG,5,2013100605,55906,10/06/2013,3410,NYG,3700,PHI,home,1,0,0,0,0,0
2013,REG,5,2013100605,55906,10/06/2013,3410,NYG,3700,PHI,visitor,1,0,0,0,0,0
2013,REG,5,2013100606,55907,10/06/2013,2510,STL,2250,JAX,home,1,0,0,0,0,0
2013,REG,5,2013100606,55907,10/06/2013,2510,STL,2250,JAX,visitor,1,0,0,0,0,0
2013,REG,5,2013100607,55908,10/06/2013,2100,TEN,2310,KC,home,1,0,0,0,0,0
2013,REG,5,2013100607,55908,10/06/2013,2100,TEN,2310,KC,visitor,1,0,0,0,0,0
2013,REG,5,2013100608,55909,10/06/2013,3800,ARI,0750,CAR,home,1,0,0,0,0,0
2013,REG,5,2013100608,55909,10/06/2013,3800,ARI,0750,CAR,visitor,1,0,0,0,0,0
2013,REG,5,2013100609,55910,10/06/2013,1200,DAL,1400,DEN,home,1,0,0,0,0,0
2013,REG,5,2013100609,55910,10/06/2013,1200,DAL,1400,DEN,visitor,1,0,0,0,0,0
2013,REG,5,2013100610,55911,10/06/2013,2520,OAK,4400,SD,home,1,0,0,0,0,0
2013,REG,5,2013100610,55911,10/06/2013,2520,OAK,4400,SD,visitor,1,0,0,0,0,0
2013,REG,5,2013100611,55912,10/06/2013,4500,SF,2120,HOU,home,1,0,0,0,0,0
2013,REG,5,2013100611,55912,10/06/2013,4500,SF,2120,HOU,visitor,1,0,0,0,0,0
2013,REG,5,2013100700,55913,10/07/2013,0200,ATL,3430,NYJ,home,1,0,0,0,0,0
2013,REG,5,2013100700,55913,10/07/2013,0200,ATL,3430,NYJ,visitor,1,0,0,0,0,0
2013,REG,6,2013101000,55914,10/10/2013,0810,CHI,3410,NYG,home,1,0,0,0,0,0
2013,REG,6,2013101000,55914,10/10/2013,0810,CHI,3410,NYG,visitor,1,0,0,0,0,0
2013,REG,6,2013101300,55915,10/13/2013,0325,BAL,1800,GB,home,1,0,0,0,0,0
2013,REG,6,2013101300,55915,10/13/2013,0325,BAL,1800,GB,visitor,1,0,0,0,0,0
2013,REG,6,2013101302,55917,10/13/2013,1050,CLE,1540,DET,home,1,0,0,0,0,0
2013,REG,6,2013101302,55917,10/13/2013,1050,CLE,1540,DET,visitor,1,0,0,0,0,0
2013,REG,6,2013101303,55918,10/13/2013,2120,HOU,2510,STL,home,1,0,0,0,0,0
2013,REG,6,2013101303,55918,10/13/2013,2120,HOU,2510,STL,visitor,1,0,0,0,0,0
2013,REG,6,2013101304,55919,10/13/2013,2310,KC,2520,OAK,home,1,0,0,0,0,0
2013,REG,6,2013101304,55919,10/13/2013,2310,KC,2520,OAK,visitor,1,0,0,0,0,0
2013,REG,6,2013101305,55920,10/13/2013,3000,MIN,0750,CAR,home,1,0,0,0,0,0
2013,REG,6,2013101305,55920,10/13/2013,3000,MIN,0750,CAR,visitor,1,0,0,0,0,0
2013,REG,6,2013101306,55921,10/13/2013,3430,NYJ,3900,PIT,home,1,0,0,0,0,0
2013,REG,6,2013101306,55921,10/13/2013,3430,NYJ,3900,PIT,visitor,1,0,0,0,0,0
2013,REG,6,2013101307,55922,10/13/2013,4900,TB,3700,PHI,home,1,0,0,0,0,0
2013,REG,6,2013101307,55922,10/13/2013,4900,TB,3700,PHI,visitor,1,0,0,0,0,0
2013,REG,6,2013101308,55923,10/13/2013,1400,DEN,2250,JAX,home,1,0,0,0,0,0
