season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,pass_yards,attempts,completions,interceptions,touchdowns
2014,PRE,0,2014080300,56426,08/03/2014,0610,BUF,3410,NYG,home,1,0,0,0,0,0
2014,PRE,0,2014080300,56426,08/03/2014,0610,BUF,3410,NYG,visitor,1,0,0,0,0,0
2014,PRE,1,2014080700,56427,08/07/2014,3430,NYJ,2200,IND,home,1,0,0,0,0,0
2014,PRE,1,2014080700,56427,08/07/2014,3430,NYJ,2200,IND,visitor,1,0,0,0,0,0
2014,PRE,1,2014080701,56428,08/07/2014,0325,BAL,4500,SF,home,1,0,0,0,0,0
2014,PRE,1,2014080701,56428,08/07/2014,0325,BAL,4500,SF,visitor,1,0,0,0,0,0
2014,PRE,1,2014080702,56429,08/07/2014,5110,WAS,3200,NE,home,1,0,0,0,0,0
2014,PRE,1,2014080702,56429,08/07/2014,5110,WAS,3200,NE,visitor,1,0,0,0,0,0
2014,PRE,1,2014080703,56430,08/07/2014,2310,KC,0920,CIN,home,1,0,0,0,0,0
2014,PRE,1,2014080703,56430,08/07/2014,2310,KC,0920,CIN,visitor,1,0,0,0,0,0
2014,PRE,1,2014080704,56431,08/07/2014,1400,DEN,4600,SEA,home,1,0,0,0,0,0
2014,PRE,1,2014080704,56431,08/07/2014,1400,DEN,4600,SEA,visitor,1,0,0,0,0,0
2014,PRE,1,2014080705,56432,08/07/2014,4400,SD,1200,DAL,home,1,0,0,0,0,0
2014,PRE,1,2014080705,56432,08/07/2014,4400,SD,1200,DAL,visitor,1,0,0,0,0,0
2014,PRE,1,2014080800,56433,08/08/2014,0200,ATL,2700,MIA,home,1,0,0,0,0,0
2014,PRE,1,2014080800,56433,08/08/2014,0200,ATL,2700,MIA,visitor,1,0,0,0,0,0
2014,PRE,1,2014080801,56434,08/08/2014,0750,CAR,0610,BUF,home,1,0,0,0,0,0
2014,PRE,1,2014080801,56434,08/08/2014,0750,CAR,0610,BUF,visitor,1,0,0,0,0,0
2014,PRE,1,2014080802,56435,08/08/2014,2250,JAX,4900,TB,home,1,0,0,0,0,0
2014,PRE,1,2014080802,56435,08/08/2014,2250,JAX,4900,TB,visitor,1,0,0,0,0,0
2014,PRE,1,2014080803,56436,08/08/2014,0810,CHI,3700,PHI,home,1,0,0,0,0,0
2014,PRE,1,2014080803,56436,08/08/2014,0810,CHI,3700,PHI,visitor,1,0,0,0,0,0
2014,PRE,1,2014080804,56437,08/08/2014,3000,MIN,2520,OAK,home,1,0,0,0,0,0
2014,PRE,1,2014080804,56437,08/08/2014,3000,MIN,2520,OAK,visitor,1,0,0,0,0,0
2014,PRE,1,2014080805,56438,08/08/2014,2510,STL,3300,NO,home,1,0,0,0,0,0
2014,PRE,1,2014080805,56438,08/08/2014,2510,STL,3300,NO,visitor,1,0,0,0,0,0
2014,PRE,1,2014080900,56439,08/09/2014,1540,DET,1050,CLE,home,1,0,0,0,0,0
2014,PRE,1,2014080900,56439,08/09/2014,1540,DET,1050,CLE,visitor,1,0,0,0,0,0
2014,PRE,1,2014080901,56440,08/09/2014,3410,NYG,3900,PIT,home,1,0,0,0,0,0
2014,PRE,1,2014080901,56440,08/09/2014,3410,NYG,3900,PIT,visitor,1,0,0,0,0,0
2014,PRE,1,2014080902,56441,08/09/2014,2100,TEN,1800,GB,home,1,0,0,0,0,0
2014,PRE,1,2014080902,56441,08/09/2014,2100,TEN,1800,GB,visitor,1,0,0,0,0,0
2014,PRE,1,2014080903,56442,08/09/2014,3800,ARI,2120,HOU,home,1,0,0,0,0,0
