season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,pass_yards,attempts,completions,interceptions,touchdowns
2011,PRE,1,2011081151,55424,08/11/2011,3700,PHI,0325,BAL,home,1,0,0,0,0,0
2011,PRE,1,2011081151,55424,08/11/2011,3700,PHI,0325,BAL,visitor,1,0,0,0,0,0
2011,PRE,1,2011081152,55425,08/11/2011,3200,NE,2250,JAX,home,1,0,0,0,0,0
2011,PRE,1,2011081152,55425,08/11/2011,3200,NE,2250,JAX,visitor,1,0,0,0,0,0
2011,PRE,1,2011081153,55423,08/11/2011,4400,SD,4600,SEA,home,1,0,0,0,0,0
2011,PRE,1,2011081153,55423,08/11/2011,4400,SD,4600,SEA,visitor,1,0,0,0,0,0
2011,PRE,1,2011081154,55426,08/11/2011,1200,DAL,1400,DEN,home,1,0,0,0,0,0
2011,PRE,1,2011081154,55426,08/11/2011,1200,DAL,1400,DEN,visitor,1,0,0,0,0,0
2011,PRE,1,2011081155,55427,08/11/2011,2520,OAK,3800,ARI,home,1,0,0,0,0,0
2011,PRE,1,2011081155,55427,08/11/2011,2520,OAK,3800,ARI,visitor,1,0,0,0,0,0
2011,PRE,1,2011081251,55429,08/12/2011,1540,DET,0920,CIN,home,1,0,0,0,0,0
2011,PRE,1,2011081251,55429,08/12/2011,1540,DET,0920,CIN,visitor,1,0,0,0,0,0
2011,PRE,1,2011081252,55430,08/12/2011,0200,ATL,2700,MIA,home,1,0,0,0,0,0
2011,PRE,1,2011081252,55430,08/12/2011,0200,ATL,2700,MIA,visitor,1,0,0,0,0,0
2011,PRE,1,2011081253,55431,08/12/2011,5110,WAS,3900,PIT,home,1,0,0,0,0,0
2011,PRE,1,2011081253,55431,08/12/2011,5110,WAS,3900,PIT,visitor,1,0,0,0,0,0
2011,PRE,1,2011081254,55432,08/12/2011,3300,NO,4500,SF,home,1,0,0,0,0,0
2011,PRE,1,2011081254,55432,08/12/2011,3300,NO,4500,SF,visitor,1,0,0,0,0,0
2011,PRE,1,2011081255,55428,08/12/2011,2310,KC,4900,TB,home,1,0,0,0,0,0
2011,PRE,1,2011081255,55428,08/12/2011,2310,KC,4900,TB,visitor,1,0,0,0,0,0
2011,PRE,1,2011081351,55433,08/13/2011,1050,CLE,1800,GB,home,1,0,0,0,0,0
2011,PRE,1,2011081351,55433,08/13/2011,1050,CLE,1800,GB,visitor,1,0,0,0,0,0
2011,PRE,1,2011081352,55434,08/13/2011,0810,CHI,0610,BUF,home,1,0,0,0,0,0
2011,PRE,1,2011081352,55434,08/13/2011,0810,CHI,0610,BUF,visitor,1,0,0,0,0,0
2011,PRE,1,2011081353,55435,08/13/2011,2510,STL,2200,IND,home,1,0,0,0,0,0
2011,PRE,1,2011081353,55435,08/13/2011,2510,STL,2200,IND,visitor,1,0,0,0,0,0
2011,PRE,1,2011081354,55436,08/13/2011,2100,TEN,3000,MIN,home,1,0,0,0,0,0
2011,PRE,1,2011081354,55436,08/13/2011,2100,TEN,3000,MIN,visitor,1,0,0,0,0,0
2011,PRE,1,2011081355,55437,08/13/2011,0750,CAR,3410,NYG,home,1,0,0,0,0,0
2011,PRE,1,2011081355,55437,08/13/2011,0750,CAR,3410,NYG,visitor,1,0,0,0,0,0
2011,PRE,1,2011081551,55438,08/15/2011,2120,HOU,3430,NYJ,home,1,0,0,0,0,0
2011,PRE,1,2011081551,55438,08/15/2011,2120,HOU,3430,NYJ,visitor,1,0,0,0,0,0
2011,PRE,2,2011081851,55440,08/18/2011,4900,TB,3200,NE,home,1,0,0,0,0,0
2011,PRE,2,2011081851,55440,08/18/2011,4900,TB,3200,NE,visitor,1,0,0,0,0,0
2011,PRE,2,2011081852,55439,08/18/2011,3900,PIT,3700,PHI,home,1,0,0,0,0,0
2011,PRE,2,2011081852,55439,08/18/2011,3900,PIT,3700,PHI,visitor,1,0,0,0,0,0
2011,PRE,2,2011081951,55442,08/19/2011,2200,IND,5110,WAS,home,1,0,0,0,0,0
2011,PRE,2,2011081951,55442,08/19/2011,2200,IND,5110,WAS,visitor,1,0,0,0,0,0
2011,PRE,2,2011081952,55443,08/19/2011,2700,MIA,0750,CAR,home,1,0,0,0,0,0
2011,PRE,2,2011081952,55443,08/19/2011,2700,MIA,0750,CAR,visitor,1,0,0,0,0,0
