season,season_type,week,scope,threshold,games_played,player_name,position,team_id,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,attempts,completions,interceptions,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,pass_yards,pass_touchdowns,passer_rating,avg_time_to_throw,avg_intended_air_yards,avg_completed_air_yards,avg_air_yards_differential,avg_air_distance,max_air_distance,max_completed_air_distance,avg_air_yards_to_sticks,aggressiveness,player_season_type,player_week
2024,POST,19,week,15,1,Lamar Jackson,QB,0325,00-0034796,Lamar Jackson,L.Jackson,JAC323395,QB,QB,8,0325,2024,46101,32004a41-4332-3395-efb0-6c7b75de50af,Lamar,Jackson,Lamar,QB,QB,08,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cruqs6qpbykh7a2whd7p,21,16,0,76.19047619047619,61.687619047619044,14.502857142857145,175,2,132.04365079365078,3.2268,6.183684210526315,5.888749999999998,-0.29493421052631685,18.932010613831057,33.07566174697038,33.07566174697038,-2.605789473684212,19.047619047619047,POST,19
2024,POST,19,week,15,1,Josh Allen,QB,0610,00-0034857,Josh Allen,J.Allen,ALL529264,QB,QB,17,0610,2024,46076,3200414c-4c52-9264-bedc-c4ddaf201fe7,Joshua,Allen,Josh,QB,QB,17,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lq4ezafbszwwt2qsvhqv,26,20,0,76.92307692307693,68.19461538461537,8.72846153846156,272,2,135.41666666666669,2.6773076923076924,9.424399999999999,8.001,-1.423399999999999,21.26752166669007,47.49541872644139,47.49541872644139,0.7844000000000005,7.6923076923076925,POST,19
2024,POST,19,week,15,1,Bo Nix,QB,1400,00-0039732,Bo Nix,B.Nix,NIX118212,QB,QB,10,1400,2024,57133,32004e49-5811-8212-6abe-fc1a8b4f4942,Bo,Nix,Bo,QB,QB,10,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zibtvsprpauxnytis229,22,13,0,59.09090909090909,62.38818181818182,-3.297272727272727,144,1,93.75,2.967727272727273,11.344545454545456,8.571538461538463,-2.7730069930069927,24.554173585671037,53.51478767593122,53.51478767593122,2.7990909090909093,9.090909090909092,POST,19
2024,POST,19,week,15,1,Jordan Love,QB,1800,00-0036264,Jordan Love,J.Love,LOV130776,QB,QB,10,1800,2024,52434,32004c4f-5613-0776-be4c-ce231b05c522,Jordan,Love,Jordan,QB,QB,10,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/a8xqle2vmsnumawdhswb,33,20,3,60.60606060606061,65.16606060606063,-4.5600000000000165,212,0,41.47727272727273,2.8718484848484844,8.388787878787879,3.893,-4.495787878787879,23.569255942826413,60.87733322017317,41.226652786759196,-1.0354545454545452,15.151515151515152,POST,19
2024,POST,19,week,15,1,C.J. Stroud,QB,2120,00-0039163,C.J. Stroud,C.Stroud,STR702090,QB,QB,7,2120,2024,55866,32005354-5270-2090-cc17-67cd6da43535,Coleridge,Stroud,C.J.,QB,QB,07,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fbk2eqpo54lawppgetjn,33,22,1,66.66666666666666,65.91424242424242,0.7524242424242402,282,1,90.71969696969697,2.8642727272727275,9.745625,7.178181818181819,-2.5674431818181818,21.055973697484827,60.77311412129545,36.92966828987231,-1.4106249999999994,9.090909090909092,POST,19
2024,POST,19,week,15,1,Matthew Stafford,QB,2510,00-0026498,Matthew Stafford,M.Stafford,STA134157,QB,QB,9,2510,2024,34452,32005354-4113-4157-19b1-37e6835d09b9,John,Stafford,Matthew,QB,QB,09,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xdlnnbapdbk8trxqlasu,27,19,0,70.37037037037037,65.39444444444445,4.975925925925921,209,2,117.66975308641976,2.485296296296297,7.2930769230769235,5.685789473684209,-1.6072874493927145,20.94352784663224,48.7967796068552,42.41267381337801,-3.16846153846154,25.925925925925924,POST,19
2024,POST,19,week,15,1,Sam Darnold,QB,3000,00-0034869,Sam Darnold,S.Darnold,DAR466141,QB,QB,14,3000,2024,46072,32004441-5246-6141-9e5c-6e7d32a03e33,Sam,Darnold,Sam,QB,QB,14,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/agjgfwk9jk9ufoac2vpd,40,25,1,62.5,67.17524999999999,-4.675249999999991,245,1,77.60416666666666,3.2119,9.840999999999998,5.6728,-4.168199999999998,23.268474959644987,55.41338827395415,39.73935077476732,0.4409999999999995,17.5,POST,19
2024,POST,19,week,15,1,Jalen Hurts,QB,3700,00-0036389,Jalen Hurts,J.Hurts,HUR767022,QB,QB,1,3700,2024,52461,32004855-5276-7022-85cf-a74490936f42,Jalen,Hurts,Jalen,QB,QB,01,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/k2p5yb4qmqwoo3qcapgt,21,13,0,61.904761904761905,60.64571428571428,1.259047619047628,131,2,111.40873015873017,3.242476190476191,7.142777777777779,5.48846153846154,-1.6543162393162385,21.877767550672434,37.63779616289987,31.178956044101287,-1.134999999999999,23.809523809523807,POST,19
2024,POST,19,week,15,1,Russell Wilson,QB,3900,00-0029263,Russell Wilson,R.Wilson,WIL777781,QB,QB,3,3900,2024,38605,32005749-4c77-7781-795c-94c753706d1d,Russell,Wilson,Russell,QB,QB,03,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/u36rhg0md8ey3b4khbre,29,20,0,68.96551724137932,62.31482758620691,6.650689655172407,270,2,121.33620689655172,2.7108620689655174,7.7528,6.784000000000001,-0.968799999999999,22.23949338807214,55.327636855372745,42.078845041184294,-2.0872,10.344827586206897,POST,19
2024,POST,19,week,15,1,Justin Herbert,QB,4400,00-0036355,Justin Herbert,J.Herbert,HER031169,QB,QB,10,4400,2024,52414,32004845-5203-1169-a699-ce41d700202a,Justin,Herbert,Justin,QB,QB,10,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vvwim9hpgq1zs3bufmr0,32,14,4,43.75,55.076562499999994,-11.326562499999994,242,1,40.88541666666667,3.11703125,12.088124999999996,8.78642857142857,-3.301696428571427,23.701106112023,52.144974829795444,28.853287507665385,2.119374999999999,28.125,POST,19
