season,season_type,category,rank,play_game_id,play_game_key,play_play_id,play_sequence,play_play_description,play_play_type_code,play_play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_is_change_of_possession,play_home_score,play_visitor_score,play_start_game_clock,play_end_game_clock,play_play_direction,play_play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_actual_yards_to_go,play_actual_yardline_for_first_down,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,leader_player_name,leader_first_name,leader_last_name,leader_short_name,leader_gsis_id,leader_esb_id,leader_team_id,leader_team_abbr,leader_jersey_number,leader_position,leader_position_group,leader_week,leader_headshot,leader_max_speed,leader_in_play_dist,leader_yards,leader_time,leader_season_avg,leader_team_avg
2021,POST,fastest_ball_carriers,1,2022012200,58830,671,671,(5:17) (Shotgun) J.Burrow pass short left to J.Chase to TEN 30 for 57 yards (Z.Cunningham).,2,play_type_pass,1,2,9,0920,05:17,CIN 13,13,CIN,23,2022-01-22T22:01:26.000Z,false,false,false,false,false,false,0,3,5:18,5:09,right,APPROVED,0,3,true,9.61,31.56,true,true,Ja'Marr Chase,Ja'Marr,Chase,J.Chase,00-0036900,CHA694469,0920,CIN,1,WR,WR,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qya3dtjb5kgofcuj2tuw,21.6613636845,59.56000000000002,57,,,
2021,POST,fastest_ball_carriers,2,2022011602,58828,499,499,"(6:46) P.Harvin punts 55 yards to KC 30, Center-C.Kuntz. M.Hardman pushed ob at PIT 22 for 48 yards (D.Watt).",2,play_type_punt,1,4,13,3900,06:46,PIT 15,15,PIT,25,2022-01-17T01:37:05.000Z,true,false,false,false,false,true,0,0,6:48,6:32,right,APPROVED,0,0,true,13.81,37.63,true,true,Mecole Hardman,Mecole,Hardman,M.Hardman,00-0035140,HAR069520,2310,KC,17,WR,WR,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mswmia17pkencx01nswj,21.068181865000003,93.32000000000002,48,,,
2021,POST,fastest_ball_carriers,3,2022012301,58832,265,265,(10:02) I.McKenzie left end ran ob at KC 3 for 11 yards (L.Sneed).,2,play_type_rush,1,1,10,0610,10:02,KC 14,14,KC,24,2022-01-23T23:47:01.000Z,false,false,false,false,false,false,0,0,10:03,9:58,left,APPROVED,0,0,false,10.0,14.08,true,true,Isaiah McKenzie,Isaiah,McKenzie,I.McKenzie,00-0033466,MCK250948,0610,BUF,19,WR,WR,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gy6grhpxsegfgklfadte,21.0068182285,41.419999999999995,11,,,
2021,POST,fastest_ball_carriers,4,2022012301,58832,3789,3789,"(1:13) (Shotgun) P.Mahomes pass short middle to T.Hill for 64 yards, TOUCHDOWN.",2,play_type_pass,4,2,10,2310,01:13,KC 36,36,KC,74,2022-01-24T02:31:33.000Z,false,false,true,false,false,false,32,29,1:13,1:03,left,APPROVED,26,29,true,10.23,64.5,true,true,Tyreek Hill,Tyreek,Hill,T.Hill,00-0033040,HIL628694,2310,KC,10,WR,WR,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gg73gnfivrn80oyqwazl,20.904545501,81.30000000000001,64,,,
2021,POST,fastest_ball_carriers,5,2022012301,58832,2638,2638,"(2:06) J.Allen pass deep middle to G.Davis for 75 yards, TOUCHDOWN.",2,play_type_pass,3,1,10,0610,02:06,BUF 25,25,BUF,85,2022-01-24T01:40:28.000Z,false,false,true,false,false,false,23,20,2:06,1:57,left,APPROVED,23,14,true,10.0,75.32,true,true,Gabriel Davis,Gabriel,Davis,G.Davis,00-0036196,DAV329675,0610,BUF,13,WR,WR,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rlmgjtfct5qjtbwcjqg6,20.495454591,78.35000000000002,75,,,
2021,POST,fastest_sacks,1,2022012200,58830,371,371,(9:57) (Shotgun) J.Burrow sacked at CIN 23 for -8 yards (H.Landry).,2,play_type_sack,1,2,10,0920,09:57,CIN 31,31,CIN,41,2022-01-22T21:48:25.000Z,false,false,false,false,false,false,0,3,9:57,9:55,right,APPROVED,0,3,false,10.39,50.44,true,true,Harold Landry,Harold,Landry,H.Landry,00-0034828,LAN159704,2100,TEN,58,OLB,LB,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/u4vo0zlxvsph3annhc4f,,,,2.601,3.5195,4.325545454545455
2021,POST,fastest_sacks,2,2022012300,58833,4439,4439,(:42) (Shotgun) M.Stafford sacked at LA 24 for -1 yards (sack split by N.Suh and J.Pierre-Paul).,2,play_type_sack,4,1,10,2510,00:42,LA 25,25,LA,85,2022-01-23T23:20:33.000Z,false,false,false,false,false,false,27,27,:42,:40,left,APPROVED,27,27,false,10.0,75.53,true,true,Ndamukong Suh,Ndamukong,Suh,N.Suh,00-0027855,SUH046142,4900,TB,93,DE,DL,20,https://static.www.nfl.com/image/private/{formatInstructions}/league/amvgudlseikg7eq0nn9d,,,,2.869,2.869,4.003400000000001
2021,POST,fastest_sacks,3,2022012300,58833,4439,4439,(:42) (Shotgun) M.Stafford sacked at LA 24 for -1 yards (sack split by N.Suh and J.Pierre-Paul).,2,play_type_sack,4,1,10,2510,00:42,LA 25,25,LA,85,2022-01-23T23:20:33.000Z,false,false,false,false,false,false,27,27,:42,:40,left,APPROVED,27,27,false,10.0,75.53,true,true,Jason Pierre-Paul,Jason,Pierre-Paul,J.Pierre-Paul,00-0027867,PIE587019,4900,TB,90,DE,DL,20,https://static.www.nfl.com/image/private/{formatInstructions}/league/pwl0fkpfwut1rizcarub,,,,2.869,2.869,4.003400000000001
2021,POST,fastest_sacks,4,2022012300,58833,3298,3298,"(14:41) T.Brady sacked at TB 23 for -7 yards (V.Miller). FUMBLES (V.Miller) [V.Miller], RECOVERED by LA-V.Miller at TB 25.",2,play_type_sack,4,1,10,4900,14:41,TB 30,30,TB,40,2022-01-23T22:35:10.000Z,false,false,false,false,false,true,13,27,14:41,14:37,right,APPROVED,13,27,false,10.0,49.84,true,true,Von Miller,Vonnie,Miller,V.Miller,00-0027940,MIL597654,2510,LA,40,OLB,LB,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cqkgo6uw5ha7bjajkewf,,,,3.003,3.91775,4.069846153846154
2021,POST,fastest_sacks,5,2022012201,58831,1744,1744,"(:26) (Shotgun) A.Rodgers sacked at SF 22 for -8 yards (N.Bosa). FUMBLES (N.Bosa) [N.Bosa], touched at SF 19, recovered by GB-L.Patrick at SF 21.",2,play_type_sack,2,1,10,1800,00:26,SF 14,14,SF,96,2022-01-23T02:34:23.000Z,false,false,false,false,false,false,7,0,:26,:19,right,APPROVED,7,0,false,10.0,105.86,true,true,Nick Bosa,Nicholas,Bosa,N.Bosa,00-0035717,BOS073285,4500,SF,97,DE,DL,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/c7grjmvod7lnrfz4ordx,,,,3.036,4.555000000000001,4.819333333333334
