season,season_type,category,rank,play_game_id,play_game_key,play_play_id,play_sequence,play_play_description,play_play_type_code,play_play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_is_change_of_possession,play_home_score,play_visitor_score,play_start_game_clock,play_end_game_clock,play_play_direction,play_play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_actual_yards_to_go,play_actual_yardline_for_first_down,leader_player_name,leader_first_name,leader_last_name,leader_short_name,leader_gsis_id,leader_esb_id,leader_team_id,leader_team_abbr,leader_jersey_number,leader_position,leader_position_group,leader_week,leader_headshot,leader_max_speed,leader_in_play_dist,leader_yards,leader_time,leader_season_avg,leader_team_avg
2025,PRE,fastest_sacks,3,2025080955,60131,3767,3767,"(1:42) (No Huddle, Shotgun) T.Boyle sacked at TEN 29 for -10 yards (W.Peeples).",2,play_type_sack,4,2,3,2100,01:42,TEN 39,39,TEN,49,2025-08-10T02:28:21.000Z,false,false,false,false,false,false,22,7,1:43,1:40,right,APPROVED,22,7,false,3.29,51.63,Warren Peeples,Warren,Peeples,W.Peeples,00-0040424,PEE459411,4900,TB,59,DE,DL,1,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lmqtzuhcg70bi7bsmyau,,,,2.652,4.5145,4.9855
2025,PRE,fastest_sacks,4,2025080954,60125,1879,1879,(7:20) S.Bennett sacked at LA 18 for -5 yards (D.Daxon).,2,play_type_sack,2,2,10,2510,07:20,LAR 23,23,LAR,33,2025-08-10T00:13:28.000Z,false,false,false,false,false,false,14,3,7:21,7:19,right,APPROVED,14,3,false,10.34,42.48,Denzel Daxon,Denzel,Daxon,D.Daxon,00-0039935,DAX415291,1200,DAL,95,DT,DL,1,https://static.www.nfl.com/image/upload/{formatInstructions}/league/aoysgjnnwlaujhqspxds,,,,2.704,2.704,3.812666666666667
2025,PRE,fastest_sacks,5,2025081052,60124,1060,1060,"(15:00) (Shotgun) S.Rattler sacked at NO 33 for -7 yards (C.Murphy). FUMBLES (C.Murphy) [C.Murphy], RECOVERED by LAC-J.Eboigbe at NO 33.",2,play_type_sack,2,2,9,3300,15:00,NO 40,40,NO,50,2025-08-10T20:50:30.000Z,false,false,false,false,false,true,0,0,15:00,14:56,right,APPROVED,0,0,false,10.07,58.84,Caleb Murphy,Caleb,Murphy,C.Murphy,00-0038851,MUR186262,4400,LAC,50,OLB,LB,1,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zc4hfyhht5w0m9kiultm,,,,2.75,3.075,4.7837
2025,PRE,highest_separation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,highest_separation,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,highest_separation,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,highest_separation,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,highest_separation,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,longest_completions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,longest_completions,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,longest_completions,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,longest_completions,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,longest_completions,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,rush_yards_over_expected,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,rush_yards_over_expected,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,rush_yards_over_expected,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,rush_yards_over_expected,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,PRE,rush_yards_over_expected,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,avg_yac_above_expected,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,avg_yac_above_expected,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,avg_yac_above_expected,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,avg_yac_above_expected,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,avg_yac_above_expected,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,completion_pct_above_expected,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,completion_pct_above_expected,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,completion_pct_above_expected,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,completion_pct_above_expected,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,completion_pct_above_expected,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,fastest_ball_carriers,1,2025091410,59870,915,915,(1:50) (Shotgun) D.Jones pass short right to J.Taylor pushed ob at DEN 11 for 43 yards (P.Surtain).,2,play_type_pass,1,3,2,2200,01:50,IND 46,46,IND,64,2025-09-14T20:41:49.000Z,false,false,false,false,false,false,6,7,1:51,1:44,left,APPROVED,6,7,true,2.09,62.46,Jonathan Taylor,Jonathan,Taylor,J.Taylor,00-0036223,TAY431618,2200,IND,28,RB,RB,2,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yw46ky6akdm7h7siofu8,22.377272777,59.34000000000001,43,,,
2025,REG,fastest_ball_carriers,2,2025091403,59863,3353,3353,(2:04) J.Gibbs right tackle pushed ob at CHI 13 for 42 yards (K.Byard).,2,play_type_rush,3,2,6,1540,02:04,DET 45,45,DET,55,2025-09-14T19:32:23.000Z,false,false,false,false,false,false,38,14,2:05,1:58,right,APPROVED,38,14,true,5.87,60.54,Jahmyr Gibbs,Jahmyr,Gibbs,J.Gibbs,00-0039139,GIB198578,1540,DET,0,RB,RB,2,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cursejnmmp1i9hnxihkj,22.34,55.709999999999994,42,,,
2025,REG,fastest_ball_carriers,3,2025102000,59949,1556,1556,"(6:01) (Shotgun) J.Gibbs up the middle for 78 yards, TOUCHDOWN.",2,play_type_rush,2,1,10,1540,06:01,DET 22,22,DET,88,2025-10-21T00:07:12.000Z,false,false,true,false,false,false,13,0,6:01,5:52,left,APPROVED,7,0,true,10.0,78.23,Jahmyr Gibbs,Jahmyr,Gibbs,J.Gibbs,00-0039139,GIB198578,1540,DET,0,RB,RB,7,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cursejnmmp1i9hnxihkj,22.234090958499998,88.80000000000001,78,,,
2025,REG,fastest_ball_carriers,4,2025112303,60011,4592,4592,"(9:53) J.Gibbs right tackle for 69 yards, TOUCHDOWN.",2,play_type_rush,5,1,10,1540,09:53,DET 31,31,DET,79,2025-11-23T21:16:52.000Z,false,false,true,false,false,false,33,27,9:53,9:44,left,APPROVED,27,27,true,10.0,69.14,Jahmyr Gibbs,Jahmyr,Gibbs,J.Gibbs,00-0039139,GIB198578,1540,DET,0,RB,RB,12,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cursejnmmp1i9hnxihkj,22.172727322,83.56,69,,,
2025,REG,fastest_ball_carriers,5,2025092102,59878,4048,4048,(2:00) (Shotgun) T.Lawrence pass short middle to B.Thomas pushed ob at HST 10 for 46 yards (K.Lassiter).,2,play_type_pass,4,1,10,2250,02:00,JAX 44,44,JAX,66,2025-09-21T19:58:58.000Z,false,false,false,false,false,false,10,10,2:00,1:53,left,APPROVED,10,10,true,10.0,56.26,Brian Thomas Jr.,Brian,Thomas,B.Thomas,00-0039893,THO419793,2250,JAX,7,WR,WR,3,https://static.www.nfl.com/image/upload/{formatInstructions}/league/plnekkriys4cm11rnxwl,22.131818231,59.149999999999984,46,,,
2025,REG,fastest_sacks,1,2025092804,59896,481,481,(6:16) C.Stroud sacked at TEN 35 for -3 yards (J.Simmons).,2,play_type_sack,1,2,7,2120,06:16,TEN 32,32,TEN,78,2025-09-28T17:19:16.000Z,false,false,false,false,false,false,0,0,6:16,6:14,right,APPROVED,0,0,false,7.45,84.78,Jeffery Simmons,Jeffery,Simmons,J.Simmons,00-0035643,SIM204336,2100,TEN,98,DT,DL,4,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lt545qfibz7n9jlqyqov,,,,2.085,3.6494166666666668,4.371124999999999
2025,REG,fastest_sacks,2,2025100502,59910,498,498,"(6:37) (Shotgun) B.Young sacked at MIA 36 for -6 yards (B.Chubb). FUMBLES (B.Chubb) [B.Chubb], RECOVERED by MIA-B.Chubb at MIA 40. B.Chubb to MIA 42 for 2 yards (T.Tremble).",2,play_type_sack,1,2,7,0750,06:37,MIA 30,30,MIA,80,2025-10-05T17:18:46.000Z,false,false,false,false,false,true,0,3,6:39,6:34,right,APPROVED,0,3,false,7.3,86.7,Bradley Chubb,Bradley,Chubb,B.Chubb,00-0034832,CHU028799,2700,MIA,2,OLB,LB,5,https://static.www.nfl.com/image/upload/{formatInstructions}/league/k65yb752vk1uq7sweetl,,,,2.159,4.1514444444444445,4.694348837209302
2025,REG,fastest_sacks,3,2025101910,59947,2941,2941,"(11:53) (No Huddle, Shotgun) J.Daniels sacked at DAL 45 for -6 yards (S.James). FUMBLES (S.James) [S.James], touched at DAL 43, RECOVERED by DAL-J.Clowney at DAL 45. WAS-J.Daniels was injured during the play.",2,play_type_sack,3,1,10,5110,11:53,DAL 39,39,DAL,71,2025-10-19T22:28:24.000Z,false,false,false,false,false,true,27,15,11:54,11:49,right,APPROVED,27,15,false,10.0,80.59,Shemar James,Shemar,James,S.James,00-0040011,JAM592520,1200,DAL,50,OLB,LB,7,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bpuq0wagps3hcsl0clff,,,,2.283,4.205,5.255526315789473
2025,REG,fastest_sacks,4,2025110900,59979,349,349,"(9:24) (Shotgun) M.Penix sacked at ATL 38 for -8 yards (C.Bynum). FUMBLES (C.Bynum), RECOVERED by IND-G.Pratt at ATL 31. G.Pratt to ATL 23 for 8 yards (T.Allgeier; E.Wilkinson).",2,play_type_sack,1,3,8,0200,09:24,ATL 46,46,ATL,64,2025-11-09T14:45:52.000Z,false,false,false,false,false,true,0,0,9:24,,left,APPROVED,0,0,false,8.52,56.21,Camryn Bynum,Camryn,Bynum,C.Bynum,00-0036629,BYN532388,2200,IND,0,FS,DB,10,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rncq5z5bfhigx2atid7k,,,,2.301,2.301,4.906386363636364
2025,REG,fastest_sacks,5,2025101208,59930,1337,1337,"(6:12) (Shotgun) C.Ward sacked at TEN 3 for -9 yards (D.White). FUMBLES (D.White) [D.White], RECOVERED by LV-T.Wilson at TEN 2.",2,play_type_sack,2,3,7,2100,06:12,TEN 12,12,TEN,22,2025-10-12T20:57:00.000Z,false,false,false,false,false,true,3,0,6:14,6:11,right,APPROVED,3,0,false,7.49,28.66,Devin White,Devin,White,D.White,00-0035707,WHI399982,2520,LV,45,OLB,LB,6,https://static.www.nfl.com/image/upload/{formatInstructions}/league/oqv87a7jn67zgnlplnbp,,,,2.305,2.8106666666666666,4.802297297297298
2025,REG,highest_separation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,highest_separation,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,highest_separation,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,highest_separation,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,highest_separation,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,longest_completions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,longest_completions,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,longest_completions,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,longest_completions,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,longest_completions,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,rush_yards_over_expected,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,rush_yards_over_expected,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,rush_yards_over_expected,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,rush_yards_over_expected,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,REG,rush_yards_over_expected,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
