season,season_type,category,rank,play_game_id,play_game_key,play_play_id,play_sequence,play_play_description,play_play_type_code,play_play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_is_change_of_possession,play_home_score,play_visitor_score,play_start_game_clock,play_end_game_clock,play_play_direction,play_play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_actual_yards_to_go,play_actual_yardline_for_first_down,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,leader_player_name,leader_first_name,leader_last_name,leader_short_name,leader_gsis_id,leader_esb_id,leader_team_id,leader_team_abbr,leader_jersey_number,leader_position,leader_position_group,leader_week,leader_headshot,leader_max_speed,leader_in_play_dist,leader_yards,leader_time,leader_season_avg,leader_team_avg
2020,POST,fastest_ball_carriers,1,2021012401,58500,1233,1233,(12:26) M.Hardman left end pushed ob at BUF 32 for 50 yards (M.Hyde).,2,play_type_rush,2,1,10,2310,12:26,KC 18,18,KC,28,2021-01-25T00:31:36.000Z,false,false,false,false,false,false,7,9,12:26,12:18,right,APPROVED,7,9,true,10.0,37.68,true,true,Mecole Hardman,Mecole,Hardman,M.Hardman,00-0035140,HAR069520,2310,KC,17,WR,WR,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mswmia17pkencx01nswj,21.518181866,84.05999999999997,50,,,
2020,POST,fastest_ball_carriers,2,2021012401,58500,2880,2880,(5:05) (Shotgun) P.Mahomes pass short middle to T.Hill pushed ob at BUF 4 for 71 yards (M.Hyde; T.Johnson).,2,play_type_pass,3,2,10,2310,05:05,KC 25,25,KC,35,2021-01-25T02:00:46.000Z,false,false,false,false,false,false,24,15,5:06,,right,APPROVED,24,15,true,10.34,44.61,true,true,Tyreek Hill,Tyreek,Hill,T.Hill,00-0033040,HIL628694,2310,KC,10,WR,WR,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gg73gnfivrn80oyqwazl,20.7613636825,102.53000000000004,71,,,
2020,POST,fastest_ball_carriers,3,2021011601,58496,2276,2276,J.Tucker kicks 57 yards from BLT 35 to BUF 8. A.Roberts pushed ob at BUF 34 for 26 yards (D.Elliott).,32,play_type_kickoff,3,0,0,0325,15:00,BAL 35,35,BAL,75,2021-01-17T03:00:21.000Z,true,false,false,false,false,true,3,3,15:00,,left,APPROVED,3,3,false,,,true,true,Andre Roberts,Andre,Roberts,A.Roberts,00-0027691,ROB102317,0610,BUF,18,WR,WR,19,https://static.www.nfl.com/image/private/{formatInstructions}/league/hjoyjewh7knoafxt4k93,20.7613636825,78.25000000000003,26,,,
2020,POST,fastest_ball_carriers,4,2021011701,58498,136,136,"(13:36) B.Pinion punts 43 yards to NO 25, Center-Z.Triner. D.Harris to TB 21 for 54 yards (A.Adams). TB-J.Cichy was injured during the play. His return is Questionable.",2,play_type_punt,1,4,3,4900,13:36,TB 32,32,TB,42,2021-01-17T23:43:31.000Z,true,false,false,false,false,true,0,0,13:36,13:20,right,APPROVED,0,0,true,3.32,44.62,true,true,Deonte Harris,Deonte,Harris,D.Harris,00-0035215,HAR363871,3300,NO,11,WR,WR,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fh7rbtvohdkaacqaxqke,20.659090955,98.36000000000001,54,,,
2020,POST,fastest_ball_carriers,5,2021011000,58492,3322,3322,(1:45) (Shotgun) L.Jackson right tackle to TEN 29 for 33 yards (K.Byard).,2,play_type_rush,4,2,10,0325,01:45,BAL 38,38,BAL,72,2021-01-10T20:44:53.000Z,false,false,false,false,false,false,13,20,1:45,1:38,left,APPROVED,13,20,true,10.34,62.1,true,true,Lamar Jackson,Lamar,Jackson,L.Jackson,00-0034796,JAC323395,0325,BAL,8,QB,QB,18,https://static.www.nfl.com/image/upload/{formatInstructions}/league/eno6s5qzl9grbfbfwhoa,20.638636409500002,48.39,33,,,
2020,POST,fastest_sacks,1,2021012400,58499,1693,1693,"(:38) (No Huddle, Shotgun) A.Rodgers sacked at GB 33 for -7 yards (J.Pierre-Paul).",2,play_type_sack,2,1,10,1800,00:38,GB 40,40,GB,70,2021-01-24T21:19:43.000Z,false,false,false,false,false,false,10,14,:39,:36,left,APPROVED,10,14,false,10.0,60.2,true,true,Jason Pierre-Paul,Jason,Pierre-Paul,J.Pierre-Paul,00-0027867,PIE587019,4900,TB,90,DE,DL,20,https://static.www.nfl.com/image/private/{formatInstructions}/league/pwl0fkpfwut1rizcarub,,,,3.003,3.4370000000000003,4.280818181818182
2020,POST,fastest_sacks,2,2021011001,58493,2472,2472,(12:32) (Shotgun) M.Trubisky sacked at NO 40 for -8 yards (S.Rankins).,2,play_type_sack,3,2,7,0810,12:32,NO 32,32,NO,78,2021-01-10T23:31:55.000Z,false,false,false,false,false,false,7,3,12:33,12:30,right,APPROVED,7,3,false,7.57,84.84,true,true,Sheldon Rankins,Sheldon,Rankins,S.Rankins,00-0032759,RAN676464,3300,NO,98,DT,DL,18,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fql7vunf3y9uladcpt4r,,,,3.203,3.203,3.585
2020,POST,fastest_sacks,3,2021010901,58490,2484,2484,(13:03) (Shotgun) J.Goff sacked at LA 37 for -8 yards (J.Reed).,2,play_type_sack,3,3,6,2510,13:03,LA 45,45,LA,65,2021-01-09T23:43:29.000Z,false,false,false,false,false,false,13,20,13:03,13:01,left,APPROVED,13,20,false,6.72,59.21,true,true,Jarran Reed,Jarran,Reed,J.Reed,00-0032387,REE257783,4600,SEA,90,DT,DL,18,https://static.www.nfl.com/image/upload/{formatInstructions}/league/td7umxhgwkswls8rutk0,,,,3.237,3.6705,4.349
2020,POST,fastest_sacks,4,2021011600,58495,1140,1140,(10:49) (Shotgun) J.Goff sacked at LA 18 for -7 yards (Z.Smith).,2,play_type_sack,2,2,7,2510,10:49,LA 25,25,LA,85,2021-01-16T22:20:19.000Z,false,false,false,false,false,false,10,3,10:50,10:47,left,APPROVED,10,3,false,7.3,78.4,true,true,Za'Darius Smith,Za'Darius,Smith,Z.Smith,00-0031576,SMI827086,1800,GB,55,OLB,LB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/l5t51lcflhhfvxhr1sx3,,,,3.27,3.27,4.184333333333334
2020,POST,fastest_sacks,5,2021010902,58491,3223,3223,(14:18) (Shotgun) T.Brady sacked at WAS 20 for -5 yards (D.Payne).,2,play_type_sack,4,2,2,4900,14:18,WAS 15,15,WAS,25,2021-01-10T03:45:11.000Z,false,false,false,false,false,false,16,18,14:19,14:16,left,APPROVED,16,18,false,2.3,23.17,true,true,Daron Payne,Daron,Payne,D.Payne,00-0034333,PAY281222,5110,WAS,94,DT,DL,18,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fyaqgxzjicgbmrethav3,,,,3.274,3.4055,4.114999999999999
2020,REG,avg_yac_above_expected,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REG,avg_yac_above_expected,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REG,avg_yac_above_expected,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REG,avg_yac_above_expected,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REG,avg_yac_above_expected,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REG,completion_pct_above_expected,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REG,completion_pct_above_expected,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REG,completion_pct_above_expected,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REG,completion_pct_above_expected,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REG,completion_pct_above_expected,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
