season,season_type,category,rank,play_game_id,play_game_key,play_play_id,play_sequence,play_play_description,play_play_type_code,play_play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_is_change_of_possession,play_home_score,play_visitor_score,play_start_game_clock,play_end_game_clock,play_play_direction,play_play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_actual_yards_to_go,play_actual_yardline_for_first_down,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,leader_player_name,leader_first_name,leader_last_name,leader_short_name,leader_gsis_id,leader_esb_id,leader_team_id,leader_team_abbr,leader_jersey_number,leader_position,leader_position_group,leader_week,leader_headshot,leader_max_speed,leader_in_play_dist,leader_yards,leader_time,leader_season_avg,leader_team_avg
2022,POST,fastest_ball_carriers,1,2023011500,59161,2268,2268,"(:53) T.Hill left end ran ob at BUF 21 for -3 yards (T.Edmunds). Reverse, handoff from J.Waddle after initial handoff from S.Thompson.",2,play_type_rush,2,1,10,2700,00:53,BUF 18,18,BUF,92,2023-01-15T19:46:59.000Z,false,false,false,false,false,false,17,9,:53,:47,right,APPROVED,17,9,false,10.0,101.88,true,true,Tyreek Hill,Tyreek,Hill,T.Hill,00-0033040,HIL628694,2700,MIA,10,WR,WR,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gg73gnfivrn80oyqwazl,21.1704545925,50.52,-3,,,
2022,POST,fastest_ball_carriers,2,2023012100,59165,1366,1366,(5:22) (Shotgun) I.Pacheco left end pushed ob at JAX 4 for 39 yards (T.Campbell).,2,play_type_rush,2,2,10,2310,05:22,JAX 43,43,JAX,53,2023-01-21T22:30:45.000Z,false,false,false,false,false,false,10,7,5:22,5:15,left,APPROVED,10,7,true,10.27,43.12,true,true,Isiah Pacheco,Isiah,Pacheco,I.Pacheco,00-0037197,PAC576791,2310,KC,10,RB,RB,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hkqb4imkum3vxxkwuetl,20.965909137500002,53.62000000000004,39,,,
2022,POST,fastest_ball_carriers,3,2023011500,59161,3982,3982,(11:44) (Shotgun) J.Waddle right end to BUF 1 for 8 yards (J.Poyer).,2,play_type_rush,4,2,8,2700,11:44,BUF 9,9,BUF,19,2023-01-15T21:12:30.000Z,false,false,false,false,false,false,34,24,11:44,11:38,left,APPROVED,34,24,false,8.85,11.1,true,true,Jaylen Waddle,Jaylen,Waddle,J.Waddle,00-0036613,WAD088683,2700,MIA,17,WR,WR,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gkh7m1jedon9mwn5jlf1,20.965909137500002,46.489999999999995,8,,,
2022,POST,fastest_ball_carriers,4,2023011501,59162,2929,2929,(12:29) (Shotgun) D.Jones pass short right to D.Slayton pushed ob at NYG 39 for 14 yards (P.Peterson).,2,play_type_pass,4,2,10,3410,12:29,NYG 25,25,NYG,85,2023-01-16T00:08:59.000Z,false,false,false,false,false,false,24,24,12:29,12:23,left,APPROVED,24,24,false,10.46,75.18,true,true,Darius Slayton,Darius,Slayton,D.Slayton,00-0035535,SLA500077,3410,NYG,86,WR,WR,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/otksyfjll5waf0vsczeu,20.8431818645,45.34,14,,,
2022,POST,fastest_ball_carriers,5,2023011400,59159,476,476,(8:02) (Shotgun) C.McCaffrey left tackle pushed ob at SEA 17 for 68 yards (M.Jackson).,2,play_type_rush,1,1,10,4500,08:02,SF 15,15,SF,95,2023-01-14T21:50:37.000Z,false,false,false,false,false,false,3,0,8:02,7:53,left,APPROVED,3,0,true,10.0,85.31,true,true,Christian McCaffrey,Christian,McCaffrey,C.McCaffrey,00-0033280,MCC035988,4500,SF,23,RB,RB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/st82s2ytyzanatcmkqck,20.8022727735,87.37999999999998,68,,,
2022,POST,fastest_sacks,1,2023012900,59169,665,665,(4:11) J.Johnson sacked at SF 15 for -9 yards (H.Reddick).,2,play_type_sack,1,2,6,4500,04:11,SF 24,24,SF,34,2023-01-29T20:34:18.000Z,false,false,false,false,false,false,7,0,4:12,4:09,right,APPROVED,7,0,false,6.33,39.66,true,true,Haason Reddick,Haason,Reddick,H.Reddick,00-0033875,RED324095,3700,PHI,7,OLB,LB,21,https://static.www.nfl.com/image/upload/{formatInstructions}/league/to1hxe921e7wc8rarebt,,,,2.884,3.6375,4.679222222222222
2022,POST,fastest_sacks,2,2023011502,59163,1422,1422,(3:29) (Shotgun) J.Burrow sacked at CIN 39 for -6 yards (O.Oweh).,2,play_type_sack,2,2,10,0920,03:29,CIN 45,45,CIN,65,2023-01-16T02:11:17.000Z,false,false,false,false,false,false,9,7,3:29,3:27,left,APPROVED,9,7,false,10.47,55.24,true,true,Odafe Oweh,Odafe,Oweh,O.Oweh,00-0036940,OWE012098,0325,BAL,99,OLB,LB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lxeaoe3u7srngnwlyyon,,,,3.151,3.151,4.4176
2022,POST,fastest_sacks,3,2023011400,59159,2751,2751,"(2:31) (Shotgun) G.Smith sacked at SF 26 for -7 yards (C.Omenihu). FUMBLES (C.Omenihu), RECOVERED by SF-N.Bosa at SF 30.",2,play_type_sack,3,3,14,4600,02:31,SF 19,19,SF,91,2023-01-14T23:37:38.000Z,false,false,false,false,false,true,23,17,2:31,2:26,right,APPROVED,23,17,false,14.44,105.01,true,true,Charles Omenihu,Charles,Omenihu,C.Omenihu,00-0035279,OME565785,4500,SF,94,DE,DL,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/epsvk3cdkn7m24ak0wsy,,,,3.203,3.907,4.9193999999999996
2022,POST,fastest_sacks,4,2023011500,59161,413,413,(9:34) J.Allen sacked at BUF 42 for -7 yards (J.Baker).,2,play_type_sack,1,2,8,0610,09:34,BUF 49,49,BUF,59,2023-01-15T18:17:40.000Z,false,false,false,false,false,false,0,0,9:36,9:32,right,APPROVED,0,0,false,7.96,66.54,true,true,Jerome Baker,Jerome,Baker,J.Baker,00-0034797,BAK235897,2700,MIA,55,ILB,LB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wdo4k5bdufnhhu8izyj4,,,,3.244,3.244,4.7755
2022,POST,fastest_sacks,5,2023012101,59166,2416,2416,"(4:13) (Shotgun) J.Hurts sacked at NYG 47 for -7 yards (X.McKinney). FUMBLES (X.McKinney), and recovers at NYG 46.",2,play_type_sack,3,1,10,3700,04:13,NYG 40,40,NYG,70,2023-01-22T03:18:58.000Z,false,false,false,false,false,false,28,7,4:14,4:08,right,APPROVED,28,7,false,10.0,78.92,true,true,Xavier McKinney,Xavier,McKinney,X.McKinney,00-0036388,MCK548765,3410,NYG,29,FS,DB,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qhxnlik9ekqnbuxqbvpz,,,,3.437,3.437,3.437
