season,season_type,category,rank,play_game_id,play_game_key,play_play_id,play_sequence,play_play_description,play_play_type_code,play_play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_is_change_of_possession,play_home_score,play_visitor_score,play_start_game_clock,play_end_game_clock,play_play_direction,play_play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_actual_yards_to_go,play_actual_yardline_for_first_down,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,leader_player_name,leader_first_name,leader_last_name,leader_short_name,leader_gsis_id,leader_esb_id,leader_team_id,leader_team_abbr,leader_jersey_number,leader_position,leader_position_group,leader_week,leader_headshot,leader_max_speed,leader_in_play_dist,leader_yards,leader_time,leader_season_avg,leader_team_avg
2024,POST,fastest_ball_carriers,1,2025020900,59841,1468,1468,"(7:16) (Shotgun) P.Mahomes pass short right intended for D.Hopkins INTERCEPTED by C.DeJean at KC 38. C.DeJean for 38 yards, TOUCHDOWN.",2,play_type_pass,2,3,16,2310,07:16,KC 24,24,KC,86,2025-02-10T00:42:49.000Z,false,false,true,false,false,true,16,0,7:17,7:05,left,APPROVED,10,0,true,16.64,70.01,true,true,Cooper DeJean,Cooper,DeJean,C.DeJean,00-0039841,DEJ226521,3700,PHI,33,CB,DB,23,https://static.www.nfl.com/image/upload/{formatInstructions}/league/aifrssmqxtoiydq9r1uo,21.313636411,77.03000000000002,38,,,
2024,POST,fastest_ball_carriers,2,2025020900,59841,4124,4124,"(1:56) (Shotgun) P.Mahomes pass deep middle to X.Worthy for 50 yards, TOUCHDOWN.",2,play_type_pass,4,1,10,2310,01:56,50,50,,60,2025-02-10T03:12:32.000Z,false,false,true,false,false,false,40,20,1:56,1:49,right,APPROVED,40,14,true,10.0,70.16,true,true,Xavier Worthy,Xavier,Worthy,X.Worthy,00-0039894,WOR741496,2310,KC,1,WR,WR,23,https://static.www.nfl.com/image/upload/{formatInstructions}/league/u6fmnffwteccoxn3uguq,20.986363683,58.97000000000001,50,,,
2024,POST,fastest_ball_carriers,3,2025011100,59829,3547,3547,"(10:50) (Shotgun) J.Herbert pass deep middle to L.McConkey for 86 yards, TOUCHDOWN [D.Hunter].",2,play_type_pass,4,3,26,4400,10:50,LAC 14,14,LAC,24,2025-01-12T00:21:15.000Z,false,false,true,false,false,false,23,12,10:51,10:38,right,APPROVED,23,6,true,26.37,49.38,true,true,Ladd McConkey,Andrew,McConkey,L.McConkey,00-0039915,MCC512833,4400,LAC,15,WR,WR,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/q2sk7yforrkiusvruo1o,20.8431818645,96.81000000000002,86,,,
2024,POST,fastest_ball_carriers,4,2025011900,59837,3642,3642,"(4:47) (Shotgun) S.Barkley left guard for 78 yards, TOUCHDOWN.",2,play_type_rush,4,1,10,3700,04:47,PHI 22,22,PHI,32,2025-01-19T22:46:23.000Z,false,false,true,false,false,false,28,15,4:47,4:37,right,APPROVED,22,15,true,10.0,41.67,true,true,Saquon Barkley,Saquon,Barkley,S.Barkley,00-0034844,BAR192674,3700,PHI,26,RB,RB,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qcayrzjpura2zydszonh,20.781818228000002,89.90000000000005,78,,,
2024,POST,fastest_ball_carriers,5,2025011900,59837,948,948,"(1:17) (No Huddle, Shotgun) S.Barkley right tackle for 62 yards, TOUCHDOWN.",2,play_type_rush,1,3,4,3700,01:17,PHI 38,38,PHI,48,2025-01-19T20:38:09.000Z,false,false,true,false,false,false,12,7,1:17,1:08,right,APPROVED,6,7,true,4.53,51.6,true,true,Saquon Barkley,Saquon,Barkley,S.Barkley,00-0034844,BAR192674,3700,PHI,26,RB,RB,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qcayrzjpura2zydszonh,20.781818228000002,75.68000000000002,62,,,
2024,POST,fastest_sacks,1,2025011801,59836,982,982,"(1:02) (Shotgun) J.Goff sacked at WAS 25 for -8 yards (D.Armstrong). FUMBLES (D.Armstrong) [D.Armstrong], RECOVERED by WAS-F.Luvu at WAS 22.",2,play_type_sack,1,3,1,1540,01:02,WAS 17,17,WAS,93,2025-01-19T01:45:17.000Z,false,false,false,false,false,true,7,3,1:03,:59,right,APPROVED,7,3,false,1.74,93.55,true,true,Dorance Armstrong,Dorance,Armstrong,D.Armstrong,00-0034373,ARM218905,5110,WAS,92,DE,DL,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iccauovlxlztcx36jitr,,,,2.714,4.502999999999999,4.8385
2024,POST,fastest_sacks,2,2025011100,59829,3504,3504,(12:00) (Shotgun) J.Herbert sacked at LAC 23 for -7 yards (W.Anderson).,2,play_type_sack,4,1,10,4400,12:00,LAC 30,30,LAC,40,2025-01-12T00:20:05.000Z,false,false,false,false,false,false,23,6,12:00,11:58,right,APPROVED,23,6,false,10.0,49.38,true,true,Will Anderson Jr.,William,Anderson,W.Anderson,00-0039108,AND627364,2120,HOU,51,DE,DL,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ar9k2r2btzzb10zc0xja,,,,2.917,3.90425,4.073625
2024,POST,fastest_sacks,3,2025011900,59837,4349,4349,"(1:14) (No Huddle, Shotgun) M.Stafford sacked at PHI 22 for -9 yards (J.Carter).",2,play_type_sack,4,3,2,2510,01:14,PHI 13,13,PHI,23,2025-01-19T23:08:22.000Z,false,false,false,false,false,false,28,22,,1:11,left,APPROVED,28,22,false,3.08,20.81,true,true,Jalen Carter,Jalen,Carter,J.Carter,00-0038386,CAR656628,3700,PHI,98,DT,DL,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lzctlmzr184bc1mix5qs,,,,3.118,3.572,4.720823529411764
2024,POST,fastest_sacks,4,2025011800,59835,1313,1313,"(7:49) (Shotgun) C.Stroud sacked at KC 39 for -5 yards (C.Omenihu). FUMBLES (C.Omenihu) [C.Omenihu], recovered by HST-S.Mason at KC 37.",2,play_type_sack,2,3,5,2120,07:49,KC 34,34,KC,44,2025-01-18T22:24:41.000Z,false,false,false,false,false,false,6,3,7:50,7:46,left,APPROVED,6,3,false,5.49,38.95,true,true,Charles Omenihu,Charles,Omenihu,C.Omenihu,00-0035279,OME565785,2310,KC,90,DE,DL,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/epsvk3cdkn7m24ak0wsy,,,,3.133,3.133,4.716916666666666
2024,POST,fastest_sacks,5,2025011900,59837,1936,1936,"(:30) (Shotgun) J.Hurts sacked at LA 40 for -8 yards (O.Speights). FUMBLES (O.Speights), recovered by PHI-K.Gainwell at LA 47.",2,play_type_sack,2,2,8,3700,00:30,LA 32,32,LA,42,2025-01-19T21:20:02.000Z,false,false,false,false,false,false,13,10,:30,:24,left,APPROVED,13,10,false,7.83,34.61,true,true,Omar Speights,Omar,Speights,O.Speights,00-0039774,SPE286083,2510,LA,48,ILB,LB,20,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tbz3cgrfkc8yjsxkjhxe,,,,3.194,3.194,4.935277777777777
