season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,category,side,esb_id,team_id,player_name,short_name,headshot,position,jersey_number,max_speed,gsis_play_id,tackle_info_time_to_tackle,pass_info_air_distance
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,pass_distance_leaders,visitor,HAL358200,3000,Jaren Hall,J.Hall,,QB,16,,3254,,35.45503772385526
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,speed_leaders,home,KOB043259,4600,Bryant Koback,B.Koback,https://static.www.nfl.com/image/private/{formatInstructions}/league/gvzhayfderfgdox5indz,RB,40,18.675000041500002,2211,,
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,speed_leaders,visitor,CHA336645,3000,Ty Chandler,T.Chandler,https://static.www.nfl.com/image/private/{formatInstructions}/league/t1y5zzx01rocfxfubgam,RB,32,18.2250000405,378,,
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,time_to_sack_leaders,home,BEL475318,4600,Levi Bell,L.Bell,,DE,98,,3626,4.602,
2023,PRE,1,2023081052,59447,08/10/2023,4600,SEA,3000,MIN,time_to_sack_leaders,visitor,VIL034607,3000,Luiji Vilain,L.Vilain,https://static.www.nfl.com/image/private/{formatInstructions}/league/bpryqmz7y33c1o9gfq6w,OLB,43,,2066,2.869,
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,pass_distance_leaders,home,SUD197144,1540,Nate Sudfeld,N.Sudfeld,https://static.www.nfl.com/image/private/{formatInstructions}/league/hkdg1jfalmidumbnte9b,QB,10,,1779,,39.52566887479578
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,pass_distance_leaders,visitor,DEV303010,3410,Tommy DeVito,T.DeVito,https://static.www.nfl.com/image/private/{formatInstructions}/league/s0ajgnvtsl98truc5mq6,QB,5,,3605,,28.10708985291789
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,speed_leaders,home,MAR776119,1540,Adrian Martinez,A.Martinez,,QB,18,19.595454589000003,3242,,
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,speed_leaders,visitor,COR070841,3410,Jashaun Corbin,J.Corbin,https://static.www.nfl.com/image/private/{formatInstructions}/league/ruppqk56fuctb78gf21p,RB,25,20.331818227,3301,,
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,time_to_sack_leaders,home,OKW029663,1540,Julian Okwara,J.Okwara,https://static.www.nfl.com/image/private/{formatInstructions}/league/q4caf6zjiyfzdp6oixh7,OLB,99,,4206,3.303,
2023,PRE,1,2023081151,59448,08/11/2023,1540,DET,3410,NYG,time_to_sack_leaders,visitor,BAL231813,3410,Habakkuk Baldonado,H.Baldonado,https://static.www.nfl.com/image/private/{formatInstructions}/league/aos6vbhmdsx8fwqom63c,DE,45,,3961,4.315,
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,pass_distance_leaders,home,MAY483453,4900,Baker Mayfield,B.Mayfield,https://static.www.nfl.com/image/private/{formatInstructions}/league/aztmh1hzf253ntkzjgkn,QB,6,,1091,,30.94214278294249
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,pass_distance_leaders,visitor,RUD321216,3900,Mason Rudolph,M.Rudolph,https://static.www.nfl.com/image/private/{formatInstructions}/league/cfh1ri1tzfrvpn9u94ec,QB,2,,2633,,53.91268960087227
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,speed_leaders,home,BAR097136,4900,Taye Barber,T.Barber,,WR,17,19.697727316500004,3577,,
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,speed_leaders,visitor,MCF509831,3900,Anthony McFarland,A.McFarland,https://static.www.nfl.com/image/private/{formatInstructions}/league/kkobzrypvpvjnedqde6o,RB,26,20.7613636825,1421,,
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,time_to_sack_leaders,home,WAT735190,4900,Markees Watts,M.Watts,,DE,58,,3849,3.537,
2023,PRE,1,2023081152,59449,08/11/2023,4900,TB,3900,PIT,time_to_sack_leaders,visitor,HER042107,3900,Nick Herbig,Ni.Herbig,,OLB,51,,2903,3.403,
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,pass_distance_leaders,home,BRO817047,0920,Jake Browning,J.Browning,https://static.www.nfl.com/image/private/{formatInstructions}/league/rvghzaj7nuy1lbgtai2n,QB,6,,657,,31.01564927580914
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,pass_distance_leaders,visitor,CLI043683,1800,Sean Clifford,S.Clifford,,QB,8,,1521,,36.90863584582881
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,speed_leaders,home,AND524004,0920,Tycen Anderson,T.Anderson,https://static.www.nfl.com/image/private/{formatInstructions}/league/nfhwra7kwjqxosrbtlbn,SS,26,19.963636408,1391,,
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,speed_leaders,visitor,WIL682260,1800,Emanuel Wilson,Em.Wilson,,RB,31,22.152272776500002,3789,,
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,time_to_sack_leaders,home,JOH789803,0920,Raymond Johnson,R.Johnson,https://static.www.nfl.com/image/private/{formatInstructions}/league/qcmwspi2zhcrxct1txdh,DE,56,,4199,4.004,
2023,PRE,1,2023081153,59450,08/11/2023,0920,CIN,1800,GB,time_to_sack_leaders,visitor,NIX676693,1800,Keisean Nixon,K.Nixon,https://static.www.nfl.com/image/private/{formatInstructions}/league/v4dunfi2uegp3jiozqn4,CB,25,,227,4.232,
2023,PRE,1,2023081154,59451,08/11/2023,2700,MIA,0200,ATL,pass_distance_leaders,home,THO688036,2700,Skylar Thompson,S.Thompson,https://static.www.nfl.com/image/private/{formatInstructions}/league/kpyt5qpi4rh9bguzuorm,QB,19,,3504,,34.212024202025816
2023,PRE,1,2023081154,59451,08/11/2023,2700,MIA,0200,ATL,pass_distance_leaders,visitor,WOO629467,0200,Logan Woodside,L.Woodside,https://static.www.nfl.com/image/private/{formatInstructions}/league/wfb3rs8tlf9i1uhrlabv,QB,11,,2986,,32.02953168561788
2023,PRE,1,2023081154,59451,08/11/2023,2700,MIA,0200,ATL,speed_leaders,home,EZU415291,2700,Erik Ezukanma,E.Ezukanma,https://static.www.nfl.com/image/private/{formatInstructions}/league/qrevp2mnmtifjj4oamka,WR,18,21.047727319499998,1409,,
2023,PRE,1,2023081154,59451,08/11/2023,2700,MIA,0200,ATL,speed_leaders,visitor,FOR111115,0200,Dee Alford,D.Alford,https://static.www.nfl.com/image/private/{formatInstructions}/league/lwqyphqmut1tftefhbsg,CB,20,20.086363681,3345,,
2023,PRE,1,2023081154,59451,08/11/2023,2700,MIA,0200,ATL,time_to_sack_leaders,home,AGU140625,2700,Mitchell Agude,M.Agude,,OLB,50,,1311,4.137,
2023,PRE,1,2023081154,59451,08/11/2023,2700,MIA,0200,ATL,time_to_sack_leaders,visitor,EBI415291,0200,Arnold Ebiketie,A.Ebiketie,https://static.www.nfl.com/image/private/{formatInstructions}/league/vamg9mcbikhbwuzenfut,OLB,47,,3561,3.37,
2023,PRE,1,2023081155,59452,08/11/2023,1050,CLE,5110,WAS,pass_distance_leaders,home,DOB302360,1050,Joshua Dobbs,J.Dobbs,https://static.www.nfl.com/image/private/{formatInstructions}/league/srtjkedldovmoxqdclaa,QB,15,,1588,,33.36518095260388
2023,PRE,1,2023081155,59452,08/11/2023,1050,CLE,5110,WAS,pass_distance_leaders,visitor,BRI516391,5110,Jacoby Brissett,J.Brissett,https://static.www.nfl.com/image/private/{formatInstructions}/league/z12an2n54jj6ycouwg9h,QB,12,,1417,,40.937127402884535
2023,PRE,1,2023081155,59452,08/11/2023,1050,CLE,5110,WAS,speed_leaders,home,MOO279723,1050,Elijah Moore,E.Moore,https://static.www.nfl.com/image/private/{formatInstructions}/league/bhwvzckfhhcqhb7zdqyj,WR,8,19.1250000425,400,,
2023,PRE,1,2023081155,59452,08/11/2023,1050,CLE,5110,WAS,speed_leaders,visitor,ALL532573,5110,Kazmeir Allen,K.Allen,,WR,10,20.863636409999998,77,,
2023,PRE,1,2023081155,59452,08/11/2023,1050,CLE,5110,WAS,time_to_sack_leaders,home,HUR501348,1050,Maurice Hurst,M.Hurst,https://static.www.nfl.com/image/private/{formatInstructions}/league/btulh0hzwyegjyz4hce7,DT,90,,227,3.568,
2023,PRE,1,2023081155,59452,08/11/2023,1050,CLE,5110,WAS,time_to_sack_leaders,visitor,SMI841542,5110,James Smith-Williams,J.Smith-Williams,https://static.www.nfl.com/image/private/{formatInstructions}/league/y4tzcso2i7wssx7j6xwh,DE,96,,1727,5.316,
2023,PRE,1,2023081156,59453,08/11/2023,3800,ARI,1400,DEN,pass_distance_leaders,home,TUN207645,3800,Clayton Tune,C.Tune,,QB,15,,1098,,28.86806713307976
2023,PRE,1,2023081156,59453,08/11/2023,3800,ARI,1400,DEN,pass_distance_leaders,visitor,STI129837,1400,Jarrett Stidham,J.Stidham,https://static.www.nfl.com/image/private/{formatInstructions}/league/legjd2mdbnsjj9pln4sn,QB,4,,1976,,25.179946385963575
2023,PRE,1,2023081156,59453,08/11/2023,3800,ARI,1400,DEN,speed_leaders,home,ARI318217,3800,Daniel Arias,D.Arias,,WR,87,19.840909135,3043,,
2023,PRE,1,2023081156,59453,08/11/2023,3800,ARI,1400,DEN,speed_leaders,visitor,VIR259235,1400,Jalen Virgil,J.Virgil,https://static.www.nfl.com/image/private/{formatInstructions}/league/xdnc27pjumsn6o35idnf,WR,15,18.777272769,2244,,
2023,PRE,1,2023081156,59453,08/11/2023,3800,ARI,1400,DEN,time_to_sack_leaders,home,GAR121450,3800,Dennis Gardeck,D.Gardeck,https://static.www.nfl.com/image/private/{formatInstructions}/league/rkklahkfroh2jxaouneg,OLB,45,,623,3.436,
2023,PRE,1,2023081156,59453,08/11/2023,3800,ARI,1400,DEN,time_to_sack_leaders,visitor,MCM604014,1400,Ja'Quan McMillian,J.McMillian,https://static.www.nfl.com/image/private/{formatInstructions}/league/sebvxvaelddh8dwyju4e,CB,35,,2991,2.87,
2023,PRE,1,2023081251,59454,08/12/2023,0810,CHI,2100,TEN,pass_distance_leaders,home,PET071806,0810,Nathan Peterman,N.Peterman,https://static.www.nfl.com/image/private/{formatInstructions}/league/owifll49p0mmsjgf7rhn,QB,14,,2953,,42.57456635128536
2023,PRE,1,2023081251,59454,08/12/2023,0810,CHI,2100,TEN,pass_distance_leaders,visitor,LEV604187,2100,Will Levis,W.Levis,,QB,8,,1579,,33.18275003672842
2023,PRE,1,2023081251,59454,08/12/2023,0810,CHI,2100,TEN,speed_leaders,home,MOO272423,0810,D.J. Moore,D.Moore,https://static.www.nfl.com/image/private/{formatInstructions}/league/yy6o0pkengsmm6dox1wy,WR,2,20.597727318500002,529,,
2023,PRE,1,2023081251,59454,08/12/2023,0810,CHI,2100,TEN,speed_leaders,visitor,CHE603251,2100,Julius Chestnut,J.Chestnut,https://static.www.nfl.com/image/private/{formatInstructions}/league/hmny7aommqkhjgqsay3r,RB,36,18.777272769,4191,,
2023,PRE,1,2023081251,59454,08/12/2023,0810,CHI,2100,TEN,time_to_sack_leaders,home,PIC705993,0810,Zacch Pickens,Z.Pickens,,DT,96,,701,3.503,
2023,PRE,1,2023081251,59454,08/12/2023,0810,CHI,2100,TEN,time_to_sack_leaders,visitor,MUR186262,2100,Caleb Murphy,C.Murphy,,DE,42,,3608,4.238,
2023,PRE,1,2023081252,59455,08/12/2023,0610,BUF,2200,IND,pass_distance_leaders,home,ALL543234,0610,Kyle Allen,K.Allen,https://static.www.nfl.com/image/private/{formatInstructions}/league/knnqfa5aerjydk4am47o,QB,9,,2212,,36.00064027208405
2023,PRE,1,2023081252,59455,08/12/2023,0610,BUF,2200,IND,pass_distance_leaders,visitor,MIN604610,2200,Gardner Minshew,G.Minshew,https://static.www.nfl.com/image/private/{formatInstructions}/league/zgbpnnvnrdk9bgmogp7j,QB,10,,1915,,24.73808804253068
2023,PRE,1,2023081252,59455,08/12/2023,0610,BUF,2200,IND,speed_leaders,home,EVA116537,0610,Darrynton Evans,D.Evans,https://static.www.nfl.com/image/private/{formatInstructions}/league/ogaebs1gcx4ntobmwerb,RB,37,19.3295454975,3781,,
2023,PRE,1,2023081252,59455,08/12/2023,0610,BUF,2200,IND,speed_leaders,visitor,RUS057910,2200,Darius Rush,D.Rush,,CB,30,20.700000046,2289,,
2023,PRE,1,2023081252,59455,08/12/2023,0610,BUF,2200,IND,time_to_sack_leaders,home,CLI440207,0610,Kameron Cline,K.Cline,https://static.www.nfl.com/image/private/{formatInstructions}/league/e3wkkfhtmniltxgczoca,DE,96,,2849,3.78,
2023,PRE,1,2023081252,59455,08/12/2023,0610,BUF,2200,IND,time_to_sack_leaders,visitor,MUH405540,2200,Al-Quadin Muhammad,A.Muhammad,https://static.www.nfl.com/image/private/{formatInstructions}/league/qgzgezkkoycldlnaatq8,DE,97,,1624,2.704,
2023,PRE,1,2023081253,59456,08/12/2023,0750,CAR,3430,NYJ,pass_distance_leaders,home,COR644234,0750,Matt Corral,M.Corral,https://static.www.nfl.com/image/private/{formatInstructions}/league/idekdcxkpymz5exvnkc6,QB,2,,3681,,29.368397981503865
2023,PRE,1,2023081253,59456,08/12/2023,0750,CAR,3430,NYJ,pass_distance_leaders,visitor,WIL827119,3430,Zach Wilson,Z.Wilson,https://static.www.nfl.com/image/private/{formatInstructions}/league/xkio4hljxo2u59rk2bud,QB,2,,1795,,23.842845887183856
2023,PRE,1,2023081253,59456,08/12/2023,0750,CAR,3430,NYJ,speed_leaders,home,VAN627556,0750,Josh Vann,J.Vann,,WR,87,18.5931818595,2953,,
2023,PRE,1,2023081253,59456,08/12/2023,0750,CAR,3430,NYJ,speed_leaders,visitor,CAR716520,3430,Michael Carter,Mi.Carter,https://static.www.nfl.com/image/private/{formatInstructions}/league/zkbgiywmqexyaic1mrbx,RB,32,17.9386364035,272,,
2023,PRE,1,2023081253,59456,08/12/2023,0750,CAR,3430,NYJ,time_to_sack_leaders,home,BAR528318,0750,Amare Barno,A.Barno,https://static.www.nfl.com/image/private/{formatInstructions}/league/xbvgepqg2bcyav3lopqi,OLB,90,,1034,4.304,
2023,PRE,1,2023081253,59456,08/12/2023,0750,CAR,3430,NYJ,time_to_sack_leaders,visitor,HEC611682,3430,Bruce Hector,B.Hector,https://static.www.nfl.com/image/private/{formatInstructions}/league/utleemgkjhg6fxg9o78m,DT,69,,2266,3.303,
2023,PRE,1,2023081254,59457,08/12/2023,1200,DAL,2250,JAX,pass_distance_leaders,home,RUS046607,1200,Cooper Rush,C.Rush,https://static.www.nfl.com/image/private/{formatInstructions}/league/jljqcj2lqtdzofclzxa7,QB,10,,887,,25.556840571557355
2023,PRE,1,2023081254,59457,08/12/2023,1200,DAL,2250,JAX,pass_distance_leaders,visitor,BEA000000,2250,C.J. Beathard,C.Beathard,https://static.www.nfl.com/image/private/{formatInstructions}/league/xiz9rvkn1eigusmdfc4s,QB,3,,1478,,52.73436924814783
2023,PRE,1,2023081254,59457,08/12/2023,1200,DAL,2250,JAX,speed_leaders,home,DOW329751,1200,Rico Dowdle,R.Dowdle,https://static.www.nfl.com/image/private/{formatInstructions}/league/kteczd1ubqzfkiptsaiv,RB,23,19.738636407500003,4329,,
2023,PRE,1,2023081254,59457,08/12/2023,1200,DAL,2250,JAX,speed_leaders,visitor,BIG732544,2250,Tank Bigsby,T.Bigsby,,RB,4,21.436363684000003,1422,,
2023,PRE,1,2023081254,59457,08/12/2023,1200,DAL,2250,JAX,time_to_sack_leaders,visitor,MIL588972,2250,Ventrell Miller,V.Miller,,ILB,51,,4631,4.004,
2023,PRE,1,2023081255,59458,08/12/2023,0325,BAL,3700,PHI,pass_distance_leaders,home,HUN827417,0325,Tyler Huntley,T.Huntley,https://static.www.nfl.com/image/private/{formatInstructions}/league/nlcdo3v59eznspvifbas,QB,2,,2432,,30.598864358011717
2023,PRE,1,2023081255,59458,08/12/2023,0325,BAL,3700,PHI,pass_distance_leaders,visitor,MCK156404,3700,Tanner McKee,T.McKee,,QB,10,,1122,,34.69600697486673
2023,PRE,1,2023081255,59458,08/12/2023,0325,BAL,3700,PHI,speed_leaders,home,HIL326301,0325,Justice Hill,J.Hill,https://static.www.nfl.com/image/private/{formatInstructions}/league/o8uc18a8djof2vky8z52,RB,43,19.881818226000004,905,,
2023,PRE,1,2023081255,59458,08/12/2023,0325,BAL,3700,PHI,speed_leaders,visitor,RIC794760,3700,Eli Ricks,E.Ricks,,CB,39,19.9022727715,3859,,
2023,PRE,1,2023081255,59458,08/12/2023,0325,BAL,3700,PHI,time_to_sack_leaders,home,HAR605109,0325,Malik Harrison,M.Harrison,https://static.www.nfl.com/image/private/{formatInstructions}/league/usjuugcyfuxxobefwhsj,OLB,40,,113,3.737,
2023,PRE,1,2023081255,59458,08/12/2023,0325,BAL,3700,PHI,time_to_sack_leaders,visitor,EDM484848,3700,Terrell Edmunds,T.Edmunds,https://static.www.nfl.com/image/private/{formatInstructions}/league/h47ulftwoux5hhzyuwgp,SS,26,,1015,8.342,
2023,PRE,1,2023081256,59459,08/12/2023,2510,LA,4400,LAC,pass_distance_leaders,home,BEN440455,2510,Stetson Bennett,S.Bennett,https://static.www.nfl.com/image/private/{formatInstructions}/league/kaavq3td8cga3cb0z2hr,QB,13,,3028,,36.974829276144064
2023,PRE,1,2023081256,59459,08/12/2023,2510,LA,4400,LAC,pass_distance_leaders,visitor,STI420937,4400,Easton Stick,E.Stick,https://static.www.nfl.com/image/private/{formatInstructions}/league/gnf8dolofcy3wk7a3ts6,QB,2,,491,,33.01738481466998
2023,PRE,1,2023081256,59459,08/12/2023,2510,LA,4400,LAC,speed_leaders,home,BEN440455,2510,Stetson Bennett,S.Bennett,https://static.www.nfl.com/image/private/{formatInstructions}/league/kaavq3td8cga3cb0z2hr,QB,13,20.5159091365,1670,,
2023,PRE,1,2023081256,59459,08/12/2023,2510,LA,4400,LAC,speed_leaders,visitor,DAV263132,4400,Derius Davis,D.Davis,,WR,12,20.945454592,1304,,
2023,PRE,1,2023081256,59459,08/12/2023,2510,LA,4400,LAC,time_to_sack_leaders,home,ING207645,2510,Tanner Ingle,T.Ingle,https://static.www.nfl.com/image/private/{formatInstructions}/league/bxmcndkannu2nq07xfez,SS,34,,3206,3.336,
2023,PRE,1,2023081256,59459,08/12/2023,2510,LA,4400,LAC,time_to_sack_leaders,visitor,LYN072058,4400,Blake Lynch,B.Lynch,https://static.www.nfl.com/image/private/{formatInstructions}/league/apnweecm9o0tnjtudq6t,OLB,53,,4228,3.036,
2023,PRE,1,2023081351,59460,08/13/2023,3300,NO,2310,KC,pass_distance_leaders,home,HAE351032,3300,Jake Haener,J.Haener,,QB,14,,2846,,36.1545253045867
2023,PRE,1,2023081351,59460,08/13/2023,3300,NO,2310,KC,pass_distance_leaders,visitor,GAB221145,2310,Blaine Gabbert,B.Gabbert,https://static.www.nfl.com/image/private/{formatInstructions}/league/buiijtt4ypsngseu7tdk,QB,9,,1452,,45.995944386434765
2023,PRE,1,2023081351,59460,08/13/2023,3300,NO,2310,KC,speed_leaders,home,BOW068668,3300,Lynn Bowden,L.Bowden,https://static.www.nfl.com/image/private/{formatInstructions}/league/w0plx8ke5p384q9rsnpl,WR,84,18.000000040000003,2489,,
2023,PRE,1,2023081351,59460,08/13/2023,3300,NO,2310,KC,speed_leaders,visitor,JAM471122,2310,Richie James,R.James,https://static.www.nfl.com/image/private/{formatInstructions}/league/dfawfwlpbk3pp9emhayn,WR,17,19.411363679500003,1452,,
2023,PRE,1,2023081351,59460,08/13/2023,3300,NO,2310,KC,time_to_sack_leaders,home,BAU677316,3300,Zack Baun,Z.Baun,https://static.www.nfl.com/image/private/{formatInstructions}/league/dwo4w6ixtbmjaxujvagn,OLB,53,,2239,3.203,
2023,PRE,1,2023081351,59460,08/13/2023,3300,NO,2310,KC,time_to_sack_leaders,visitor,CON433448,2310,Chamarri Conner,C.Conner,https://static.www.nfl.com/image/private/{formatInstructions}/league/eansdx2tsvclhfcnrpp8,FS,27,,1389,4.375,
2023,PRE,1,2023081352,59461,08/13/2023,2520,LV,4500,SF,pass_distance_leaders,home,OCO075507,2520,Aidan O'Connell,A.O'Connell,,QB,4,,290,,28.319818149133656
2023,PRE,1,2023081352,59461,08/13/2023,2520,LV,4500,SF,pass_distance_leaders,visitor,DAR466141,4500,Sam Darnold,S.Darnold,https://static.www.nfl.com/image/private/{formatInstructions}/league/whfsdoeusfuts9t4m6ex,QB,14,,2243,,39.081136114499024
2023,PRE,1,2023081352,59461,08/13/2023,2520,LV,4500,SF,speed_leaders,home,WEB273833,2520,Sam Webb,S.Webb,https://static.www.nfl.com/image/private/{formatInstructions}/league/hslsurcissx0wgbke6cq,CB,27,18.5931818595,3216,,
2023,PRE,1,2023081352,59461,08/13/2023,2520,LV,4500,SF,speed_leaders,visitor,DAV822552,4500,Tyrion Davis-Price,T.Davis-Price,https://static.www.nfl.com/image/private/{formatInstructions}/league/oor9ikpohxt5hjy3g0op,RB,32,19.2477273155,2892,,
2023,PRE,1,2023081352,59461,08/13/2023,2520,LV,4500,SF,time_to_sack_leaders,home,WIL603954,2520,Jordan Willis,J.Willis,https://static.www.nfl.com/image/private/{formatInstructions}/league/jjkurl7wnljbngqkzhmx,DE,99,,107,4.171,
2023,PRE,1,2023081352,59461,08/13/2023,2520,LV,4500,SF,time_to_sack_leaders,visitor,FER558663,4500,Clelin Ferrell,C.Ferrell,https://static.www.nfl.com/image/private/{formatInstructions}/league/vhx1ps64hgi1edob2pgd,DE,94,,596,3.646,
2023,PRE,2,2023081751,59462,08/17/2023,3700,PHI,1050,CLE,pass_distance_leaders,home,MCK156404,3700,Tanner McKee,T.McKee,,QB,10,,4061,,32.11128462083073
2023,PRE,2,2023081751,59462,08/17/2023,3700,PHI,1050,CLE,pass_distance_leaders,visitor,THO744868,1050,Dorian Thompson-Robinson,D.Thompson-Robinson,,QB,17,,1961,,43.192194896763475
2023,PRE,2,2023081751,59462,08/17/2023,3700,PHI,1050,CLE,speed_leaders,home,SER440716,3700,Trey Sermon,T.Sermon,https://static.www.nfl.com/image/private/{formatInstructions}/league/v2igdor3vf1ijb0qyyp1,RB,22,19.2886364065,2684,,
2023,PRE,2,2023081751,59462,08/17/2023,3700,PHI,1050,CLE,speed_leaders,visitor,SCH747837,1050,Anthony Schwartz,A.Schwartz,https://static.www.nfl.com/image/private/{formatInstructions}/league/pmjne2xsf5kh7ze6uk5e,WR,10,19.472727316,1258,,
2023,PRE,2,2023081751,59462,08/17/2023,3700,PHI,1050,CLE,time_to_sack_leaders,home,STR306064,3700,Kentavius Street,K.Street,https://static.www.nfl.com/image/private/{formatInstructions}/league/pzmjdfwkjipemh23eonz,DT,97,,961,4.505,
2023,PRE,2,2023081751,59462,08/17/2023,3700,PHI,1050,CLE,time_to_sack_leaders,visitor,WIL052619,1050,Charles Wiley,C.Wiley,https://static.www.nfl.com/image/private/{formatInstructions}/league/wcp4apcwq8hhiocjyuux,MLB,59,,4588,4.304,
2023,PRE,2,2023081851,59463,08/18/2023,3410,NYG,0750,CAR,pass_distance_leaders,home,TAY764868,3410,Tyrod Taylor,T.Taylor,https://static.www.nfl.com/image/private/{formatInstructions}/league/qx6t1lqmc9ws9ledobzn,QB,2,,1357,,51.976387908357005
2023,PRE,2,2023081851,59463,08/18/2023,3410,NYG,0750,CAR,pass_distance_leaders,visitor,LUT387063,0750,Jake Luton,J.Luton,https://static.www.nfl.com/image/private/{formatInstructions}/league/nxsvpqsrlqzlvkn8egcs,QB,16,,3463,,34.92722290706778
2023,PRE,2,2023081851,59463,08/18/2023,3410,NYG,0750,CAR,speed_leaders,home,TAY764868,3410,Tyrod Taylor,T.Taylor,https://static.www.nfl.com/image/private/{formatInstructions}/league/qx6t1lqmc9ws9ledobzn,QB,2,19.104545497,1307,,
