season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,category,side,esb_id,team_id,player_name,short_name,headshot,position,jersey_number,max_speed,gsis_play_id,tackle_info_time_to_tackle,pass_info_air_distance
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,pass_distance_leaders,home,ALL543234,1540,Kyle Allen,K.Allen,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vq3aw57yyjtydur0divt,QB,8,,913,,24.99630572704694
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,pass_distance_leaders,visitor,LAN016787,4400,Trey Lance,T.Lance,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gu6ewpdscaswlet6pbq0,QB,5,,508,,37.52622549631124
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,speed_leaders,home,LOV537190,1540,Dominic Lovett,D.Lovett,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fzxlfb3wl37vyzwfmbmk,WR,19,19.390909134,1088,,
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,speed_leaders,visitor,REE362111,4400,Nikko Reed,N.Reed,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rcimuj4atlzsu4camzve,DB,46,20.577272773,756,,
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,time_to_sack_leaders,home,STU014150,1540,Grant Stuard,G.Stuard,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ws9nh7wahkmhwqnpi7zv,MLB,15,,1018,6.096,
2025,PRE,0,2025073151,60115,07/31/2025,1540,DET,4400,LAC,time_to_sack_leaders,visitor,MOR563057,4400,Tre'Mon Morris-Brash,T.Morris-Brash,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sfewg46lzecxohpqtwow,ILB,57,,3647,4.915,
2025,PRE,1,2025080751,60118,08/07/2025,0325,BAL,2200,IND,pass_distance_leaders,home,LEA595129,0325,Devin Leary,D.Leary,https://static.www.nfl.com/image/upload/{formatInstructions}/league/srbaw0itijtfo40uzsdt,QB,13,,3127,,44.68160471603498
2025,PRE,1,2025080751,60118,08/07/2025,0325,BAL,2200,IND,pass_distance_leaders,visitor,LEO697925,2200,Riley Leonard,R.Leonard,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vzdcrhp4p5kjmuhn7yay,QB,15,,2803,,32.080038965063615
2025,PRE,1,2025080751,60118,08/07/2025,0325,BAL,2200,IND,speed_leaders,home,MIT376653,0325,Keaton Mitchell,K.Mitchell,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ubl4gwglxlbxzku0qta9,RB,34,19.186363679000003,1111,,
2025,PRE,1,2025080751,60118,08/07/2025,0325,BAL,2200,IND,speed_leaders,visitor,LEO697925,2200,Riley Leonard,R.Leonard,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vzdcrhp4p5kjmuhn7yay,QB,15,19.6159091345,2918,,
2025,PRE,1,2025080751,60118,08/07/2025,0325,BAL,2200,IND,time_to_sack_leaders,home,OJA415291,0325,David Ojabo,D.Ojabo,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vndppohx0wpzjluwany7,OLB,90,,545,2.847,
2025,PRE,1,2025080751,60118,08/07/2025,0325,BAL,2200,IND,time_to_sack_leaders,visitor,TUI489240,2200,JT Tuimoloau,J.Tuimoloau,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cxkxb1csogr9v773tdib,DE,91,,2392,2.911,
2025,PRE,1,2025080752,60128,08/07/2025,3700,PHI,0920,CIN,pass_distance_leaders,home,MCK156404,3700,Tanner McKee,T.McKee,https://static.www.nfl.com/image/upload/{formatInstructions}/league/q0uc1cubsh0rwc4ezuul,QB,16,,1271,,38.097528791248386
2025,PRE,1,2025080752,60128,08/07/2025,3700,PHI,0920,CIN,pass_distance_leaders,visitor,RID080474,0920,Desmond Ridder,D.Ridder,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rhpusa7pfgd82d9ui6y7,QB,4,,4212,,53.34216062365679
2025,PRE,1,2025080752,60128,08/07/2025,3700,PHI,0920,CIN,speed_leaders,home,POW509963,3700,ShunDerrick Powell,S.Powell,,RB,39,19.2477273155,4120,,
2025,PRE,1,2025080752,60128,08/07/2025,3700,PHI,0920,CIN,speed_leaders,visitor,CHA694469,0920,Ja'Marr Chase,J.Chase,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qya3dtjb5kgofcuj2tuw,WR,1,19.084090951500002,764,,
2025,PRE,1,2025080752,60128,08/07/2025,3700,PHI,0920,CIN,time_to_sack_leaders,home,ROB712647,3700,Ty Robinson,T.Robinson,,DT,95,,1209,4.364,
2025,PRE,1,2025080752,60128,08/07/2025,3700,PHI,0920,CIN,time_to_sack_leaders,visitor,CAR617082,0920,Barrett Carter,B.Carter,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lyoza4nusuj5ocndg663,LB,49,,2359,4.854,
2025,PRE,1,2025080753,60130,08/07/2025,4600,SEA,2520,LV,pass_distance_leaders,home,LOC374482,4600,Drew Lock,D.Lock,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pvpr3aykmuyj8doiw6km,QB,2,,1183,,27.240728698035966
2025,PRE,1,2025080753,60130,08/07/2025,4600,SEA,2520,LV,pass_distance_leaders,visitor,MIL157171,2520,Cam Miller,C.Miller,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kzi3uhytwrzsdjgi8vel,QB,5,,3834,,45.27715759629794
2025,PRE,1,2025080753,60130,08/07/2025,4600,SEA,2520,LV,speed_leaders,home,MIL777073,4600,Jalen Milroe,J.Milroe,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cyee2gdhx98j5l3khmkq,QB,6,19.881818226000004,4015,,
2025,PRE,1,2025080753,60130,08/07/2025,4600,SEA,2520,LV,speed_leaders,visitor,LAU037491,2520,Dylan Laube,D.Laube,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lpizdza73bgksstymv5t,RB,23,20.659090955,3704,,
2025,PRE,1,2025080753,60130,08/07/2025,4600,SEA,2520,LV,time_to_sack_leaders,home,OTO311468,4600,Connor O'Toole,C.O'Toole,https://static.www.nfl.com/image/upload/{formatInstructions}/league/j0rgxqzwxxvt4rmsqjwl,DE,57,,4276,3.894,
2025,PRE,1,2025080753,60130,08/07/2025,4600,SEA,2520,LV,time_to_sack_leaders,visitor,MAA091071,2520,Treven Ma'ae,T.Ma'ae,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rjorj8cbnvardimhwjcl,DE,68,,4447,5.723,
2025,PRE,1,2025080851,60117,08/08/2025,0200,ATL,1540,DET,pass_distance_leaders,home,STI420937,0200,Easton Stick,E.Stick,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xnf9udjxld0xenf4zagy,QB,12,,1747,,37.26627027219117
2025,PRE,1,2025080851,60117,08/08/2025,0200,ATL,1540,DET,pass_distance_leaders,visitor,ALL543234,1540,Kyle Allen,K.Allen,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vq3aw57yyjtydur0divt,QB,8,,1582,,50.642314323103356
